year,six_DET oies_NOUN,six_DET noix_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,3.095537337571841e-08
1802,0.0,6.713520406265161e-09
1803,1.1702034896643454e-08,0.0
1804,2.7190360185613827e-08,0.0
1805,3.980028751016107e-08,2.842877711017877e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,1.3596443970698147e-08,4.5321479902327155e-09
1809,1.581321384946932e-08,6.7770917766551975e-09
1810,0.0,1.6380887757350138e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.5568733857662664e-08
1818,1.668964877410417e-08,0.0
1819,0.0,5.175524897538253e-09
1820,0.0,2.3732962262101864e-09
1821,0.0,9.861488514673056e-09
1822,2.0051231786055723e-09,3.0076847679083585e-09
1823,1.9765373782121287e-09,2.9648061783404955e-09
1824,0.0,2.0210670470532932e-08
1825,0.0,0.0
1826,0.0,9.688783109140786e-09
1827,1.8434546111834038e-09,0.0
1828,1.8344602503717056e-09,7.337841001486822e-09
1829,0.0,0.0
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,0.0
1832,9.470978667991403e-09,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,0.0
1835,0.0,1.663879345414898e-08
1836,1.6129799718100912e-08,8.736974699274924e-09
1837,4.174734336004349e-09,1.6003149028165353e-08
1838,0.0,5.049729523420865e-09
1839,0.0,4.894032734625853e-09
1840,1.2739377330817092e-09,2.5478754661634184e-09
1841,1.926164561183441e-09,1.926164561183441e-09
1842,2.683306021822318e-09,4.695785538189057e-09
1843,1.1813822142769936e-09,0.0
1844,2.7442805805577564e-09,3.2931368743049916e-09
1845,0.0,3.348136878855712e-09
1846,3.5127007969038004e-09,4.0981511517657054e-09
1847,9.707802561820245e-09,1.0786447290911383e-09
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,8.379414939696517e-10,0.0
1850,4.073397619208663e-09,2.7155984128057753e-09
1851,5.8044946626978344e-09,1.1608989325395669e-08
1852,1.9531636308300904e-09,5.859490670445666e-09
1853,1.1346670270029335e-08,1.1943863675867306e-09
1854,1.0391328908454511e-09,4.1565315633818045e-09
1855,5.306937111981824e-09,1.0613874223963649e-09
1856,0.0,1.5531567143511893e-09
1857,9.763018171682347e-10,0.0
1858,1.468102750479261e-09,1.1255455234504552e-08
1859,1.5276520048956854e-09,1.0693564256314403e-08
1860,2.288591982591015e-09,1.8308735638683515e-09
1861,5.187560159214399e-09,0.0
1862,4.969785055708442e-09,2.710791813242963e-09
1863,4.994620717013731e-09,9.989241656072068e-10
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,2.3534221238463715e-09,4.706844358715045e-10
1866,1.9462451650298362e-09,1.0217787504984699e-08
1867,3.396968040192405e-09,4.85281148598915e-09
1868,9.87974813071446e-10,1.4819622196071691e-09
1869,1.953407657850903e-09,0.0
1870,1.1468097582678638e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,4.788803575905831e-09,1.7958012854535355e-09
1874,3.5847653734322193e-09,1.0156835372754358e-08
1875,2.2886108563824337e-09,1.0870901512305409e-08
1876,6.04601479992084e-09,3.02300739996042e-09
1877,5.566334282391949e-09,3.0924081073635534e-09
1878,5.435179861734696e-09,6.6429977074733415e-09
1879,5.498392852132383e-09,6.10932526790009e-10
1880,8.984984978255284e-09,1.3477476912271413e-08
1881,6.972507571312292e-10,8.367009307619355e-09
1882,4.658769592325029e-09,1.3310770263785798e-09
1883,6.951272890631799e-09,5.687405213450347e-09
1884,9.242375753615306e-09,1.3203393933736152e-09
1885,6.445635636342928e-09,1.933690763067375e-09
1886,3.2267319927115068e-09,5.808117542471791e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,1.268122939990235e-09,0.0
1889,5.012109394186837e-09,6.265136742733546e-10
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,1.9122659011827636e-09,0.0
1892,3.761107425503951e-09,1.2537024751679837e-09
1893,8.005941687372342e-09,2.463366621796581e-09
1894,3.150769645188234e-09,4.411077725308132e-09
1895,6.018614495673091e-10,0.0
1896,2.948514543632541e-09,3.5382172747233653e-09
1897,6.409385022720926e-09,1.1653427112179315e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,1.6582735185011188e-09
1900,3.114631885736685e-09,5.191053142894475e-10
1901,9.500856101851696e-09,1.676621730339889e-09
1902,9.820567692386817e-10,0.0
1903,1.0800440541913758e-09,2.1600881083827517e-09
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,6.708986699521802e-09,3.6125313851442797e-09
1906,3.0865106026567446e-09,7.201858220895474e-09
1907,6.1714118260169926e-09,1.028568674676933e-09
1908,7.367083831866239e-09,4.911389073214423e-10
1909,2.7504918342913243e-09,3.300590023513905e-09
1910,5.344150677544235e-10,5.344150677544235e-10
1911,2.128149656499545e-09,5.320374141248863e-10
1912,1.0418842455450772e-09,2.6047106693738442e-09
1913,0.0,3.71209285532359e-09
1914,2.678697486047099e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,7.676497326691845e-09,0.0
1918,3.44591288836682e-09,0.0
1919,9.207848372660976e-10,0.0
1920,7.572231730534895e-10,3.786115865267448e-09
1921,4.543648568500203e-09,0.0
1922,2.951174193910333e-09,7.377935484775833e-10
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,1.289162443462999e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,6.302162347537887e-09,0.0
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,3.2878609834696704e-09,2.1919073223131136e-09
1933,0.0,4.588264879146209e-09
1934,0.0,1.1981580172459871e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,0.0
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032351633873077e-08
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,0.0
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,6.326882129314981e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,1.9545072227344917e-09,0.0
1955,0.0,0.0
1956,0.0,3.488456634670456e-09
1957,0.0,2.6505113659425206e-09
1958,2.4816730892496253e-09,5.790570245522986e-09
1959,1.5501495642666896e-09,2.325224457422337e-09
1960,2.076250060767393e-09,0.0
1961,2.08444772553662e-09,0.0
1962,2.5367825617905737e-09,0.0
1963,1.939815863494232e-09,0.0
1964,4.867174663303331e-09,6.083968440151466e-09
1965,1.0944086747954884e-09,1.6416130677043839e-09
1966,1.1078149508847446e-09,4.431259803538978e-09
1967,4.437302081328198e-09,9.860671168482327e-10
1968,4.0422742653145605e-09,5.838840522187638e-09
1969,1.3625273131978588e-09,5.450109252791435e-09
1970,4.5987250119061684e-10,3.219107425067591e-09
1971,6.679916619845017e-09,0.0
1972,3.0780880067027283e-09,2.0520587451500205e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,1.6876715580593782e-09,5.625571675160757e-10
1975,1.1422960355389478e-09,4.569184142155791e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,3.526069047854463e-09,5.876781727920388e-09
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,0.0
1980,3.411090521154847e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,0.0,1.2221633705067347e-09
1988,2.398621523624911e-09,0.0
1989,3.292873196336643e-09,1.6464366536794728e-09
1990,2.724325487424295e-09,1.6345953479657283e-09
1991,2.344586136349136e-09,5.861465202094962e-10
1992,3.3059665005552574e-09,3.856960972825618e-09
1993,0.0,1.1078414852150331e-09
1994,2.6374632478010085e-09,5.274926717646622e-09
1995,3.253470381991974e-09,3.253470381991974e-09
1996,0.0,2.6690460952494277e-09
1997,2.8769365778558154e-09,9.58978896292706e-10
1998,1.43043876743576e-09,1.43043876743576e-09
1999,1.8280804647829996e-09,0.0
2000,1.3254094488601709e-09,0.0
2001,1.9277332619083154e-08,0.0
2002,3.0668549366730247e-09,8.76244299341522e-10
2003,1.2500768753476166e-09,1.6667691671301554e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,2.251874686720612e-09,2.251874686720612e-09
2006,4.1178899179428186e-09,2.0589450144825605e-09
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,8.514879357157668e-10,4.257439678578834e-10
2009,4.76819250749827e-10,4.76819250749827e-10
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,1.911985902935953e-09,3.82397197240536e-10
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,3.068037435216553e-09,1.1156500168141292e-09
2014,5.4136128913029324e-09,3.031623174720721e-09
2015,2.881548111233201e-09,3.768178213903184e-09
2016,1.6570720351438695e-09,3.72841224560716e-09
2017,2.0124891197959016e-09,1.7609279590047322e-09
2018,7.744400065679002e-09,4.130346731301415e-09
2019,3.316284080678855e-09,3.06118530524202e-09
