year,trois_DET airs_NOUN,trois_DET nerfs_NOUN
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,2.283096534050344e-08,3.9138795093762724e-08
1949,1.1780409536754632e-08,1.570721330779179e-08
1950,7.444752814222966e-09,9.571825554388624e-09
1951,9.595261474260042e-09,3.4116486524737866e-08
1952,2.003512733494972e-08,2.741649041126948e-08
1953,1.2928593307037772e-08,6.464296320451979e-09
1954,2.149957989416862e-08,8.795282280260608e-09
1955,1.595553333899602e-08,7.508486277174597e-09
1956,2.616342431593921e-08,1.4825940475304833e-08
1957,1.7670074847764283e-08,2.6505113492891752e-08
1958,2.3162281925781514e-08,1.5717262158432277e-08
1959,2.0927019450667217e-08,5.4255236969780185e-09
1960,1.2457499920515147e-08,4.844583401109048e-09
1961,1.528595028332802e-08,1.0422239238305764e-08
1962,2.980719426837197e-08,1.2683912808952869e-09
1963,2.392439757414877e-08,6.466053470433053e-09
1964,1.7643507821407667e-08,6.692365273064382e-09
1965,1.969935559120728e-08,8.208065116477314e-09
1966,1.8832854831174473e-08,1.5509409312386424e-08
1967,3.5498416095514074e-08,9.860671390526932e-09
1968,4.042274323601269e-08,3.5931326525240337e-09
1969,2.0892085200729937e-08,1.226274581878073e-08
1970,1.4256047398131244e-08,4.598724956395017e-09
1971,2.3636628876388954e-08,6.679916619845017e-09
1972,6.976999489261004e-08,1.6929485369132635e-08
1973,1.3783009289447534e-08,1.7090931336838366e-08
1974,1.0688586071783135e-08,6.1881286761433785e-09
1975,1.2565256835017635e-08,5.140332159925265e-09
1976,1.0855701004786056e-08,5.713526984862938e-09
1977,2.7033196681180982e-08,6.464459911814657e-09
1978,2.4950484345254154e-08,1.1881182704343018e-09
1979,9.363157360553487e-09,4.096381234219848e-09
1980,1.0233271230397634e-08,3.97960553399912e-09
1981,1.581387426563552e-08,1.8976649140967083e-09
1982,2.0484757445871082e-08,6.828252296919857e-09
1983,1.894594880980094e-08,1.0736036948344463e-08
1984,2.0296529013030806e-08,3.479405208395292e-09
1985,1.7445117794778753e-08,1.8046674155058895e-09
1986,2.3378494251602433e-08,5.395036861699509e-09
1987,1.8943531576720574e-08,2.4443267410134695e-09
1988,1.1393452181707175e-08,6.596209245479656e-09
1989,1.7013178643665583e-08,7.683371272548811e-09
1990,2.3974063900755738e-08,5.448650863826288e-09
1991,3.165191153620128e-08,9.96449056600568e-09
1992,1.5978837863972473e-08,1.6529832502776287e-09
1993,1.7725463929973984e-08,7.754890618549837e-09
1994,1.1077345929422222e-08,7.3848970827405935e-09
1995,3.5788176366846614e-08,1.0844901643380922e-09
1996,2.2953797085278893e-08,8.540947282753564e-09
1997,1.917957748176491e-08,1.4864173336626152e-08
1998,1.7642078242730008e-08,1.9072516899143466e-09
1999,2.4222066408174925e-08,4.57020121746865e-09
2000,1.855573217302009e-08,7.51065365456327e-09
2001,2.9792239869541604e-08,1.7524846851468823e-09
2002,1.5772397665703153e-08,6.571831967505659e-09
2003,2.291807654764e-08,1.8751152408569283e-08
2004,2.1583477477493673e-08,1.5416770082765652e-08
2005,1.3511248564412881e-08,4.053374635937246e-09
2006,2.1413028072903018e-08,9.471146755757331e-09
2007,1.2382886022122008e-08,7.988959188631739e-09
2008,2.5118894686482207e-08,3.8316958494988285e-09
2009,1.764231316592202e-08,1.0966842545201416e-08
2010,2.361896572766753e-08,7.085689590624611e-09
2011,1.5295888000643743e-08,5.735957819830162e-09
2012,1.6680839043381468e-08,1.2595735121578855e-08
2013,1.1156499835074385e-08,4.7415126269712005e-09
2014,1.450848315098785e-08,4.763979349897696e-09
2015,1.3077794874805093e-08,9.087958940945384e-09
2016,1.3463710424321818e-08,4.971215994409306e-09
2017,8.301517390174595e-09,4.528100561174142e-09
2018,1.4198067277426674e-08,6.453666878680764e-09
2019,1.3520235098152256e-08,2.806086474294034e-09
