year,mes_DET aînés_NOUN,mes_DET nénés_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,1.729001475325731e-08,0.0
1807,5.693910232196231e-09,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.1577788444915313e-08,0.0
1816,0.0,0.0
1817,9.341240669868967e-09,0.0
1818,2.384235475716423e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,2.465372084259343e-08,0.0
1822,4.010246357211145e-09,0.0
1823,1.3835761869529506e-08,0.0
1824,4.210556348027694e-09,0.0
1825,2.6416328680056722e-08,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,4.1275355133763014e-08,0.0
1829,3.8579290873030914e-08,0.0
1830,1.6698937344017395e-08,0.0
1831,9.35472388441383e-09,0.0
1832,4.058990810129615e-09,0.0
1833,9.266902800675325e-09,0.0
1834,1.0267984462686286e-08,0.0
1835,9.075705520444899e-09,0.0
1836,9.409050427677812e-09,0.0
1837,3.8268400781582557e-08,0.0
1838,8.837027110075724e-09,0.0
1839,9.088918062616358e-09,0.0
1840,1.592422194107712e-08,0.0
1841,8.988767952189392e-09,0.0
1842,3.3541325272778977e-09,0.0
1843,1.00417489878879e-08,0.0
1844,3.841992946007622e-09,0.0
1845,7.812318791877715e-09,0.0
1846,8.781751770214896e-09,0.0
1847,1.0247124926365814e-08,0.0
1848,1.0458788390899088e-08,0.0
1849,2.4300303991253713e-08,0.0
1850,6.788996032014438e-09,0.0
1851,1.2253933201478162e-08,0.0
1852,1.3021090872200602e-09,0.0
1853,1.1346670270029335e-08,0.0
1854,8.313063126763609e-09,0.0
1855,3.1841622671890946e-09,0.0
1856,7.765783571755946e-09,0.0
1857,2.880090299584026e-08,0.0
1858,2.5447114637699997e-08,0.0
1859,1.6294954496842706e-08,0.0
1860,1.739329880123819e-08,0.0
1861,1.0846716413936974e-08,0.0
1862,5.873382225018986e-09,0.0
1863,1.4983863039219614e-08,0.0
1864,1.4863656194741282e-08,0.0
1865,9.884373430857352e-09,0.0
1866,1.4110277390955162e-08,0.0
1867,1.844068364675877e-08,0.0
1868,4.93987406535723e-09,0.0
1869,1.5138909126299893e-08,0.0
1870,4.587239033071455e-09,0.0
1871,6.37270636261178e-09,0.0
1872,2.3584624031514068e-08,0.0
1873,7.781805422268917e-09,0.0
1874,7.169530913397892e-09,0.0
1875,1.888103962066623e-08,0.0
1876,8.464420275799966e-09,0.0
1877,7.4217790801967e-09,0.0
1878,2.113681046855831e-08,0.0
1879,1.588424503040642e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,1.2550513517339823e-08,0.0
1882,1.3976308776975088e-08,0.0
1883,2.464542170343975e-08,0.0
1884,2.178559910248623e-08,0.0
1885,1.160214413431504e-08,0.0
1886,2.0651084398082276e-08,0.0
1887,8.48760173255414e-09,0.0
1888,1.8387781741679987e-08,0.0
1889,1.4409814452776004e-08,0.0
1890,3.4082809463598096e-08,0.0
1891,1.9122660788184476e-08,0.0
1892,2.5700900296854456e-08,0.0
1893,1.6011883430255835e-08,0.0
1894,2.142523314319078e-08,0.0
1895,3.069493459406658e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,1.1070755867592652e-08,0.0
1898,1.6975064909274806e-08,1.13167097914868e-09
1899,2.9296165493519766e-08,0.0
1900,1.661137005726232e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,4.419255295040614e-08,0.0
1903,2.3760969636299478e-08,0.0
1904,2.5260739278110123e-08,0.0
1905,1.754658041086543e-08,0.0
1906,3.086510669270126e-08,0.0
1907,1.7999951751335175e-08,0.0
1908,1.4243028090277221e-08,0.0
1909,2.4204326876109405e-08,0.0
1910,1.81701123036504e-08,0.0
1911,2.6069833625186334e-08,0.0
1912,3.959160066457912e-08,0.0
1913,4.0302722159601956e-08,0.0
1914,3.28140435934543e-08,0.0
1915,6.125996065975414e-08,0.0
1916,2.307367097387214e-08,0.0
1917,4.49623400733401e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,4.788081003903599e-08,9.207848372660976e-10
1920,2.1202248845497706e-08,0.0
1921,1.8931869405491852e-08,0.0
1922,4.574320122685549e-08,0.0
1923,3.1847844805810155e-08,0.0
1924,4.640984840875717e-08,0.0
1925,4.9491799103407175e-08,0.0
1926,4.2355327800613907e-08,1.1146138456652466e-09
1927,5.797597113499364e-08,1.1149224876660924e-09
1928,5.713020434505722e-08,0.0
1929,4.4561626388883724e-08,0.0
1930,3.361153133596417e-08,0.0
1931,2.2810714206400462e-08,0.0
1932,4.055028501870339e-08,0.0
1933,3.55590519252047e-08,0.0
1934,2.875579241390369e-08,0.0
1935,4.547947884958603e-08,0.0
1936,3.15242587589637e-08,0.0
1937,3.3996019999094074e-08,0.0
1938,3.111651447618158e-08,2.5930428915188486e-09
1939,4.282334131744392e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,4.132103770260187e-08,0.0
1942,1.8205270846394228e-08,0.0
1943,6.096794180621146e-08,0.0
1944,6.42637232317611e-08,3.2131861615880553e-09
1945,3.921307367704685e-08,0.0
1946,4.872386583087973e-08,0.0
1947,4.4107222763045684e-08,1.1920870957027319e-09
1948,5.10978734880041e-08,0.0
1949,3.337782672474532e-08,0.0
1950,4.78591268837647e-08,0.0
1951,4.0513328247726577e-08,1.0661401761424827e-09
1952,4.745161907848683e-08,0.0
1953,5.925604995571376e-08,0.0
1954,5.37489475149755e-08,1.9545072227344917e-09
1955,5.349796472486901e-08,0.0
1956,4.883839221925257e-08,0.0
1957,3.887416544223754e-08,0.0
1958,5.542403025415865e-08,0.0
1959,4.0303889337067744e-08,0.0
1960,3.460416664324839e-08,1.3841666701708277e-09
1961,5.002674496878967e-08,0.0
1962,3.2978172748165946e-08,6.341956404476434e-10
1963,5.043521378311766e-08,0.0
1964,3.4070223919879794e-08,2.4335873316516654e-09
1965,4.870118619493269e-08,0.0
1966,5.0959487518653646e-08,5.539074754423723e-10
1967,4.1907851855427225e-08,0.0
1968,3.727875019787774e-08,4.4914158503495116e-10
1969,2.9067249829317632e-08,0.0
1970,4.414776166861145e-08,1.8394900047624674e-09
1971,4.984245571826307e-08,0.0
1972,3.334595399806517e-08,5.130146862875051e-10
1973,4.4656952136179484e-08,2.7566018356850464e-09
1974,3.54411007208455e-08,0.0
1975,4.226495153858423e-08,5.711480177694739e-10
1976,4.8564979149290366e-08,0.0
1977,4.525122010434757e-08,0.0
1978,3.8019785875142986e-08,0.0
1979,4.2719406012636796e-08,5.851973350345929e-10
1980,5.685150861189925e-08,1.1370301367108482e-09
1981,6.452060552497585e-08,6.325549528618524e-10
1982,4.0969514891742165e-08,0.0
1983,3.789189806369109e-08,0.0
1984,5.683028447833749e-08,0.0
1985,5.414002135495366e-08,0.0
1986,4.435919120915344e-08,5.994485463567401e-10
1987,4.888653615253702e-08,6.110816852533674e-10
1988,4.797243091658743e-08,3.597932174415064e-09
1989,5.103953792939819e-08,0.0
1990,4.685839760654176e-08,1.089730194969718e-09
1991,4.044411083814481e-08,2.344586080837985e-09
1992,4.407955400687058e-08,5.509944167592096e-10
1993,6.924009332553993e-08,0.0
1994,6.69915674045285e-08,1.5824779264761446e-09
1995,7.862553719206744e-08,5.422450821690461e-10
1996,5.8185203544169894e-08,5.338092190498855e-10
1997,5.610026465596718e-08,0.0
1998,4.7681290471501825e-08,0.0
1999,6.718195799670923e-08,0.0
2000,5.92016204947754e-08,4.4180314962005696e-10
2001,4.687896701383032e-08,1.7524847129024579e-09
2002,7.229015497323132e-08,1.3143663935011318e-09
2003,7.333784290963763e-08,1.2500769308587678e-09
2004,7.620289155241267e-08,1.7619165015858584e-09
