year,ces_DET os_NOUN,ces_DET noces_NOUN
1800,1.9242286555254395e-06,1.5406405795559408e-07
1801,2.133539481974367e-06,1.4763331535050384e-07
1802,1.6492882082275173e-06,1.320325679898815e-07
1803,2.6836667075258447e-06,1.345734097490947e-07
1804,1.7327675152500888e-06,1.6808586877914422e-07
1805,3.3545957194291987e-06,1.56358280989366e-07
1806,2.9738825446656847e-06,1.3255677799861587e-07
1807,2.3003397870979825e-06,9.11025637151397e-08
1808,1.1330370455198135e-06,1.6995554652510236e-07
1809,1.1114430265024566e-06,1.0843346331945725e-07
1810,1.2870697361222483e-06,1.3338722881783838e-07
1811,5.289931870322562e-07,2.2062275029099965e-07
1812,3.790102823586494e-06,2.1337665501164338e-07
1813,1.5701548932156584e-06,1.5529004571135374e-07
1814,1.3750978880011644e-06,6.922689799182535e-08
1815,2.0876509765344053e-06,9.979727244591174e-08
1816,1.7266148404360138e-06,1.3210342864056202e-07
1817,1.1443020042634089e-06,1.4945984716518979e-07
1818,2.4509941738415364e-06,1.5259107044585107e-07
1819,1.79797741850507e-06,1.3973917778464795e-07
1820,1.7087733255038984e-06,1.352778831176238e-07
1821,2.14191521763496e-06,1.8638213084010147e-07
1822,2.3129095865215277e-06,2.1855842646800738e-07
1823,1.8243440536025446e-06,3.6071806874815593e-07
1824,1.4273786064222804e-06,2.138962642561637e-07
1825,2.463762996285368e-06,2.5447730012118086e-07
1826,1.3423367732912084e-06,1.9201406153968037e-07
1827,1.6167096674735149e-06,2.166059118735575e-07
1828,2.415984155845763e-06,9.172300963200541e-08
1829,2.4965087845885137e-06,1.285976385378973e-07
1830,1.508122792870381e-06,1.3463518300227406e-07
1831,1.701000627463145e-06,1.1693404289303544e-07
1832,1.339467004868311e-06,1.1771073182842429e-07
1833,2.5449231770835468e-06,1.00777564959742e-07
1834,2.481118414721095e-06,1.409514185368721e-07
1835,2.6478369932192436e-06,1.6790054502280327e-07
1836,1.684892055209275e-06,2.110315460157608e-07
1837,2.2265251971020916e-06,1.850798998503933e-07
1838,1.3848882787215189e-06,1.824214859169615e-07
1839,1.4968748729415893e-06,1.7059199919344792e-07
1840,1.0006781110405427e-06,1.8281006503029218e-07
1841,1.5197438614222847e-06,1.5088288396469807e-07
1842,9.61294389867362e-07,1.4489852695476202e-07
1843,1.4158865440094814e-06,1.1045923598018703e-07
1844,9.989181748437659e-07,1.4819115490283252e-07
1845,1.6556536479583883e-06,1.7019694986686318e-07
1846,1.3336554047782556e-06,1.2528633153152668e-07
1847,9.421961877364993e-07,9.16847993082115e-08
1848,8.664703941008156e-07,9.734718364740047e-08
1849,1.1756318798461507e-06,8.630797232456189e-08
1850,1.0719824672378309e-06,1.2763312096097934e-07
1851,9.69350622881393e-07,1.3156855183105165e-07
1852,1.2402588680515692e-06,1.2695563644804508e-07
1853,1.1513884743408198e-06,1.7438041322037634e-07
1854,1.0542003252567156e-06,2.0522874732975538e-07
1855,1.1712410525888117e-06,1.820279393882629e-07
1856,7.827910266655635e-07,1.6101058974982152e-07
1857,9.611691211830475e-07,1.5572014439024784e-07
1858,6.816890447680635e-07,1.3359735623330593e-07
1859,6.482336587509963e-07,1.7873527724532323e-07
1860,8.554756547596298e-07,1.5242022044503756e-07
1861,8.021854256412553e-07,1.1837068925046879e-07
1862,7.346245496364645e-07,2.353870858784468e-07
1863,6.862609254199015e-07,1.6682034154058556e-07
1864,1.2686849544252254e-06,1.1459399829050199e-07
1865,1.0477435665734447e-06,1.3979327428970123e-07
1866,8.651060028341817e-07,1.4888775301535873e-07
1867,1.3587871876552526e-06,1.2471725341356432e-07
1868,1.2497881840545233e-06,1.4128040071170744e-07
1869,1.1232094436763873e-06,1.6017942716661793e-07
1870,1.1462363858072422e-06,1.8004913471258988e-07
1871,1.4253620150839197e-06,1.1152235779299247e-07
1872,1.3080395007136758e-06,1.6993024054556827e-07
1873,1.1463198674732666e-06,1.2750189543053736e-07
1874,1.39566868995189e-06,1.0754296475568026e-07
1875,9.28031703040233e-07,7.037478644278394e-08
1876,9.758267793813502e-07,1.0096844693663343e-07
1877,9.15352742936193e-07,1.4286925054118882e-07
1878,7.566978084128095e-07,1.1111922937345753e-07
1879,8.381994405226578e-07,8.125402517489277e-08
1880,7.18156982770779e-07,1.0461089083868558e-07
1881,6.191586692239071e-07,1.0807386896516391e-07
1882,8.126225026217071e-07,1.091483186055342e-07
1883,7.204046283959542e-07,8.910267546013984e-08
1884,7.024205572747633e-07,1.485381764254612e-07
1885,7.683197793539875e-07,9.08834649759882e-08
1886,6.847125035847057e-07,1.0454611576449224e-07
1887,5.353718250944439e-07,1.0968593144866645e-07
1888,6.055286831951889e-07,1.0081577528353591e-07
1889,6.020796519123905e-07,1.0525429477992176e-07
1890,5.033768815110307e-07,1.0749194023773612e-07
1891,6.087379986752239e-07,7.904032806038686e-08
1892,4.6449675750181996e-07,7.898325438127074e-08
1893,6.521763182831819e-07,1.1454654536002806e-07
1894,4.5938222115182725e-07,9.76738609992367e-08
1895,4.321365132398114e-07,9.20848017837983e-08
1896,3.980494618360808e-07,8.078929347732355e-08
1897,5.092547752383325e-07,1.0255015592264272e-07
1898,4.4587835645870655e-07,8.148031249710641e-08
1899,4.377842053315817e-07,6.964749132976067e-08
1900,4.1839887643391194e-07,9.49962730700804e-08
1901,3.319711012750304e-07,7.936009271958255e-08
1902,3.319351833397377e-07,9.575053283583657e-08
1903,4.843997558623414e-07,8.478345492335393e-08
1904,3.547252589441996e-07,5.5896101969210576e-08
1905,3.277081930264103e-07,5.005936415392043e-08
1906,4.058761611247519e-07,6.224463233728272e-08
1907,3.7645613559789126e-07,7.919978517456627e-08
1908,4.267997084639319e-07,9.1351834097253e-08
1909,3.8396864354695026e-07,8.031435672073428e-08
1910,3.0942631212838023e-07,8.657524164235042e-08
1911,3.5859320490772006e-07,5.213966591810504e-08
1912,3.5111498775108885e-07,6.251305406657082e-08
1913,3.372701478099316e-07,9.651441024161045e-08
1914,4.1318908472476323e-07,7.56732037032748e-08
1915,4.7358663834984327e-07,6.59722653173489e-08
1916,2.351316901183509e-07,3.186363928264768e-08
1917,3.202195983931233e-07,5.592876617388498e-08
1918,4.2155000556931554e-07,4.82427813253139e-08
1919,2.0257266619694292e-07,1.0036555053716256e-07
1920,3.097042728938959e-07,6.815008557481406e-08
1921,3.05181711013347e-07,6.13392543424851e-08
1922,2.5158760053045626e-07,7.156597359170291e-08
1923,2.4841319046231547e-07,9.342034168469127e-08
1924,2.0368766229239554e-07,1.1989210957352725e-07
1925,2.8045354838468484e-07,8.688560604319662e-08
1926,3.243526265350738e-07,9.362756525632676e-08
1927,2.642366254690387e-07,1.382503902469523e-07
1928,2.159521805822351e-07,1.1540301336765424e-07
1929,2.0164135605682532e-07,9.246537024942825e-08
1930,1.8066198670396716e-07,8.087774883147603e-08
1931,2.3152874106813215e-07,6.044838940510999e-08
1932,2.5535720382663385e-07,7.562080495127077e-08
1933,2.1450138731893276e-07,6.079450964868727e-08
1934,2.7437818062026054e-07,1.0064527522501976e-07
1935,2.6449907153391905e-07,6.702239296885182e-08
1936,1.8187071759712126e-07,1.1154737311613871e-07
1937,2.883366079231564e-07,7.428759996042089e-08
1938,2.3467038712254862e-07,5.575042205663294e-08
1939,2.202343321044964e-07,9.176430459945095e-08
1940,2.966866041731464e-07,1.0903866409783802e-07
1941,3.6893783317282214e-07,1.1806010213888385e-07
1942,2.3060009013420313e-07,1.1833425861418334e-07
1943,3.774205836748479e-07,1.1903264285351156e-07
1944,2.6669444608273807e-07,1.0282195894717461e-07
1945,2.6577749423495334e-07,1.3071024262956144e-07
1946,1.8654279543284247e-07,1.2111360980782138e-07
1947,2.3364907875134122e-07,1.0609575173958774e-07
1948,2.6309968959026264e-07,1.0763169000505002e-07
1949,1.452917253175201e-07,7.755436592926657e-08
1950,2.244061256817531e-07,1.1379836895031303e-07
1951,3.283711720314386e-07,9.915103860169694e-08
1952,5.13531958290514e-07,8.963083208968214e-08
1953,2.294825200976902e-07,1.0127398075709948e-07
1954,2.277000916706129e-07,8.013479835256021e-08
1955,3.2380345516003217e-07,7.133062318587235e-08
1956,2.4070350335136936e-07,9.50604421845469e-08
1957,2.685851470118905e-07,1.0071942702083447e-07
1958,2.705023653959415e-07,7.858631567714269e-08
1959,2.356227284394663e-07,6.433120747217913e-08
1960,1.3634041451382473e-07,1.1557791479432922e-07
1961,2.2789961917624169e-07,9.518978494327257e-08
1962,1.953322623649001e-07,1.0147129891890927e-07
1963,1.357871219909157e-07,1.0668987560080723e-07
1964,1.6974270877767594e-07,7.604960083895662e-08
1965,1.8495506637350445e-07,9.35719409733693e-08
1966,2.570130632761902e-07,1.2462918552724744e-07
1967,2.06088021315054e-07,1.0797435101572717e-07
1968,2.3669760906841475e-07,7.770149546004745e-08
1969,4.1375414738809013e-07,9.038097914526588e-08
1970,1.5497703209632618e-07,8.967513620561363e-08
1971,1.8087159503465955e-07,9.403267053897935e-08
1972,1.55443444782577e-07,7.746522001639278e-08
1973,1.2404708904512063e-07,8.710861676419768e-08
1974,1.6201646602098663e-07,7.425754944279106e-08
1975,1.6163489569009926e-07,7.938957091724319e-08
1976,1.7254851414350014e-07,8.341749579976465e-08
1977,1.2870152410471292e-07,1.0460671884260364e-07
1978,1.6990090756507925e-07,1.1049500114879152e-07
1979,1.3518058317174564e-07,9.655755750515027e-08
1980,2.3365968715438612e-07,1.1768262053735157e-07
1981,1.4422252903045774e-07,9.235302389498656e-08
1982,1.396688027455184e-07,1.055275355987817e-07
1983,1.2504325574980157e-07,1.0167658626158982e-07
1984,1.6005264136254027e-07,1.0786156057207563e-07
1985,1.762558579088136e-07,1.3715472135800155e-07
1986,1.624505507891172e-07,1.3667426967955976e-07
1987,1.2099417112665378e-07,1.0205064082668969e-07
1988,1.4511659962579415e-07,1.2053073383810897e-07
1989,1.9373071324935154e-07,1.1909224806316843e-07
1990,1.1660112875233608e-07,1.242292402281464e-07
1991,1.254353563240329e-07,1.207461828300893e-07
1992,1.438095402761519e-07,1.013829700191593e-07
1993,1.390341015650165e-07,1.0746062173438986e-07
1994,1.4769794454139173e-07,1.4980791540608607e-07
1995,1.4369494749644218e-07,1.3285004207830298e-07
1996,1.2491135947811927e-07,1.0622803658932867e-07
1997,1.2226981027652073e-07,9.014401669560357e-08
1998,1.1824960388651107e-07,1.2635542745442763e-07
1999,1.93776521939526e-07,1.2476649136061724e-07
2000,1.6302536920420607e-07,1.2282127492824202e-07
2001,1.3099823092943552e-07,1.0471096145714398e-07
2002,1.4063721209822688e-07,1.244266893962731e-07
2003,1.3334153692312611e-07,1.2375760860550145e-07
2004,1.0923882065583257e-07,1.1892936457869041e-07
2005,1.0673886663425947e-07,1.2610498645315715e-07
2006,1.7748105562986893e-07,1.1571270963628422e-07
2007,1.5179022305744638e-07,1.2103272739594217e-07
2008,1.1154492263187876e-07,1.0728747845689668e-07
2009,1.316021158714875e-07,1.2158891138369654e-07
2010,1.8658982625652243e-07,1.2376337865660503e-07
2011,1.430165550431184e-07,7.91562209112584e-08
2012,1.8961687331398025e-07,1.484254192885004e-07
2013,1.6874206387740287e-07,1.3527255782186387e-07
2014,1.4876608034342098e-07,1.5006534870298793e-07
2015,2.221008479352804e-07,1.281180563861284e-07
2016,2.2204766025879508e-07,1.2718027897484774e-07
2017,2.1760037505202945e-07,1.089259686892774e-07
2018,1.6263240887326447e-07,1.334618318082903e-07
2019,2.0739529738023066e-07,1.1249855935702158e-07
