year,leurs_DET os_NOUN,leurs_DET noces_NOUN
1914,1.6072184827464753e-07,1.0714789766552713e-07
1915,2.4503985152080077e-07,5.419150617136381e-08
1916,1.7140440267127133e-07,9.009718526797883e-08
1917,2.6648412010388256e-07,1.2392059078880635e-07
1918,2.0330886663089132e-07,1.4817425419977326e-07
1919,2.5321582874937576e-07,1.1417732181939755e-07
1920,1.9914969939804905e-07,1.2872794075136085e-07
1921,2.203669495770555e-07,1.1662031301762354e-07
1922,1.696925187033571e-07,1.4755870275662275e-07
1923,2.1550374107448533e-07,1.496848707205345e-07
1924,1.6888027598582767e-07,1.0828964347453507e-07
1925,1.6497267196768917e-07,1.8586920003116347e-07
1926,1.8948435087651205e-07,1.1146138167994479e-07
1927,2.2632926421906063e-07,1.3602053838823736e-07
1928,1.9881311708047633e-07,9.826395119816311e-08
1929,1.804745841660349e-07,1.3591296466053393e-07
1930,1.7015837805445244e-07,1.0923747595370514e-07
1931,1.8590731531986648e-07,1.3458320413661795e-07
1932,1.8083235220345273e-07,9.973178383138048e-08
1933,1.8238353405308771e-07,1.1470661887003075e-07
1934,1.5695869670651064e-07,1.593550216227868e-07
1935,1.843115766675396e-07,1.208796698293213e-07
1936,1.7823330100696921e-07,1.5762128935392639e-07
1937,1.44797860368584e-07,1.3598407000436907e-07
1938,1.646582195036217e-07,1.3224519079813035e-07
1939,1.3611705007576802e-07,1.0094073132904668e-07
1940,1.8764793541237168e-07,7.607348861959906e-08
1941,1.387206172154265e-07,9.149658142248995e-08
1942,1.5474480141719482e-07,1.1530004928594906e-07
1943,2.293555789734114e-07,8.129058670647282e-08
1944,2.1207028666481165e-07,1.2531425852557732e-07
1945,2.2874292149310804e-07,1.5249527773875116e-07
1946,1.9071913115453754e-07,1.1972149138728128e-07
1947,1.8358140629892716e-07,1.4424253436118306e-07
1948,2.18524938588871e-07,1.0980606557353667e-07
1949,1.1878579719848403e-07,1.0896879132360482e-07
1950,1.893094374594284e-07,1.244337355377212e-07
1951,1.7164856247475768e-07,1.2153998185659987e-07
1952,1.782071823441811e-07,1.1493836415965575e-07
1953,1.8100029830492304e-07,1.1635733643267088e-07
1954,1.7688290654405137e-07,1.0065711975038028e-07
1955,1.773879945154988e-07,1.473540391927486e-07
1956,1.718064917000106e-07,1.2558443751586879e-07
1957,1.52846157508435e-07,1.4136060144664953e-07
1958,1.5965430577580264e-07,1.224292023316309e-07
1959,1.271122624935117e-07,1.449389804841772e-07
1960,1.398008375730342e-07,1.238829159255772e-07
1961,1.8343140784082834e-07,1.2020315870442388e-07
1962,1.6362247734491575e-07,1.3888883931834073e-07
1963,1.6682417225410973e-07,1.2932106030483226e-07
1964,1.8495263254258987e-07,1.2472134769403453e-07
1965,1.2859301978807025e-07,1.2804581334124876e-07
1966,1.7669648855189735e-07,1.3349170369103547e-07
1967,1.5875680858812302e-07,1.1635591912195764e-07
1968,1.8055492212454283e-07,1.2890364109452435e-07
1969,2.0574163350772778e-07,1.221732863765368e-07
1970,1.7199232082987237e-07,1.379617572405678e-07
1971,1.8755150499316642e-07,1.1150322642983213e-07
1972,1.6057359708554486e-07,1.2209749211677945e-07
1973,1.5436970901561153e-07,1.422406623596828e-07
1974,1.2657536263560587e-07,9.000914880097355e-08
1975,1.296505973691353e-07,1.222256704735969e-07
1976,1.262689486303259e-07,1.3655328934270017e-07
1977,1.1224653495567338e-07,1.2341241562019434e-07
1978,1.6039596673067535e-07,1.5801973596296648e-07
1979,1.5098090688780985e-07,1.7263321883120852e-07
1980,1.216622216304586e-07,1.2223073975192733e-07
1981,1.6383172685152658e-07,1.4612019461068826e-07
1982,1.5022155874788723e-07,1.272538020513636e-07
1983,1.187279430325816e-07,1.1557028045672268e-07
1984,1.3743650351116798e-07,1.4613501475579938e-07
1985,1.4437339146411432e-07,1.43771835769968e-07
1986,1.6544779901650486e-07,1.3727372172311902e-07
1987,1.240495812737663e-07,1.3749337668400585e-07
1988,1.2412866090549812e-07,1.5651005424999198e-07
1989,1.4543523807475367e-07,1.366542492498013e-07
1990,1.2041518981931176e-07,1.6182492701410922e-07
1991,1.4243361112775688e-07,1.412613184204048e-07
1992,1.371976168229594e-07,1.4546252291580686e-07
1993,1.2407824367954845e-07,1.8777912558221033e-07
1994,1.6563269689129356e-07,1.5666532204861028e-07
1995,1.3773024765129094e-07,1.729761827107268e-07
1996,1.361213541883899e-07,1.5693991062271095e-07
1997,1.601494759029265e-07,1.3473652815676473e-07
1998,1.2540179206155244e-07,1.7880484959320597e-07
1999,1.4441835149980875e-07,1.558438582627275e-07
2000,1.387261896468317e-07,1.497712633913295e-07
2001,1.3494132655722524e-07,1.542186591763084e-07
2002,1.6648641398830932e-07,1.5202838188344003e-07
2003,1.4709237827759125e-07,1.7751091424544896e-07
2004,1.33465172691416e-07,1.5725104751673769e-07
2005,1.4231848943779823e-07,1.351124900850209e-07
2006,1.519501351410213e-07,1.8324609629694066e-07
2007,1.5498580863138045e-07,2.21693604585127e-07
2008,1.443272097390036e-07,2.1500071012425792e-07
2009,1.6450263817802124e-07,1.8786678435134263e-07
2010,1.8989648076228605e-07,2.0690213164975546e-07
2011,2.1643681336058762e-07,2.1567201513583711e-07
2012,2.6553170151544236e-07,2.461274775100719e-07
2013,2.870009616628977e-07,2.1141567208005085e-07
2014,3.116075495412929e-07,2.843229514049028e-07
2015,3.0012432183923465e-07,2.504730214347717e-07
2016,3.071797376463792e-07,2.303330148833993e-07
2017,3.3684035649628186e-07,2.0879574114118782e-07
2018,3.229414868854974e-07,2.413671404966067e-07
2019,2.9770026799269544e-07,2.5586406193767175e-07
