year,premiers_ADJ airs_NOUN,premiers_ADJ nerfs_NOUN
1968,6.737123747768692e-09,7.186265360559219e-09
1969,4.541757636644661e-09,8.175163657142548e-09
1970,5.518470125309705e-09,1.5635665207014426e-08
1971,8.735275613958038e-09,1.0276794526475896e-08
1972,7.69522046084603e-09,6.669190977248718e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,7.313243344242437e-09,5.625571675160757e-10
1975,3.998036124386317e-09,5.711480177694739e-09
1976,4.570821499072508e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,4.158414057542359e-09,4.752473081737207e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,3.97960553399912e-09
1981,2.5302198114474095e-09,1.3916208629893845e-08
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,8.209910973278056e-09,1.2630632095778083e-09
1984,7.538710988796993e-09,0.0
1985,7.820225356169885e-09,2.4062232206745193e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,7.944062296871834e-09,0.0
1988,2.99827696004229e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,7.628111475810329e-09,3.814055737905164e-09
1991,1.6998249918742658e-08,4.68917216167597e-09
1992,7.713921945651236e-09,3.856960972825618e-09
1993,6.093128224193833e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,3.164955852952289e-09
1995,7.591431483433553e-09,1.626735190995987e-09
1996,4.270473752399084e-09,8.007138063703678e-09
1997,6.233362714880286e-09,4.315404922294874e-09
1998,4.291316191284977e-09,0.0
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,9.277866475088103e-09,3.97622823555821e-09
2001,6.571817756650944e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,1.0076809608960957e-08
2003,7.083769126836614e-09,1.1667384391955693e-08
2004,6.607186797680242e-09,6.607186797680242e-09
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,7.412201963319376e-09,7.412201963319376e-09
2007,3.994479413904628e-09,7.589511241690161e-09
2008,9.366367237362283e-09,9.79211112195344e-09
2009,7.629108011997232e-09,2.0026408975581944e-08
2010,9.447585824773341e-09,2.8342759250676863e-09
2011,6.883149605840799e-09,1.4913490886669933e-08
2012,6.468080293586809e-09,1.2595735121578855e-08
2013,6.693900100884775e-09,8.367375126105969e-10
2014,7.795602385840539e-09,6.712880029624557e-09
2015,7.314698624583116e-09,8.201329393386914e-09
2016,6.214019965256057e-09,2.6927420293532123e-09
2017,1.0062445099379147e-08,7.798394818792076e-09
2018,2.323319980845895e-09,5.6792268665617485e-09
2019,5.867272001580659e-09,4.591778068885333e-09
