year,premiers_ADJ airs_NOUN,premiers_ADJ nerfs_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,2.9091921760482364e-08,6.489736392722989e-08
1803,3.510610468993036e-08,9.751696339321825e-09
1804,5.19088700912107e-08,2.9662210465630778e-08
1805,2.842877755426798e-08,1.7057265822018053e-08
1806,7.492339904047185e-08,0.0
1807,5.693910232196231e-09,3.131650672116848e-08
1808,9.064295980465431e-09,0.0
1809,1.3554183553310395e-08,0.0
1810,2.106114038724627e-08,2.3401267590372754e-09
1811,2.2563691359778204e-08,7.521229861140455e-09
1812,5.3344164641089264e-09,0.0
1813,3.163315653864629e-08,5.751483289628823e-09
1814,2.5173417128598885e-08,2.8320094713762956e-08
1815,2.697223555614414e-09,0.0
1816,3.0128852301913867e-08,9.270415546325239e-09
1817,6.227493631882908e-09,3.89218364205135e-08
1818,2.1458118837358597e-08,3.5763532135746345e-09
1819,1.5526575580793178e-08,1.2421260464634543e-08
1820,9.493184904840746e-09,1.0679833017945839e-08
1821,1.2819934447350079e-08,6.903041693817613e-09
1822,1.2030739071633434e-08,3.8097340393505874e-08
1823,2.075364236020505e-08,8.894418535021487e-09
1824,2.6105450245950124e-08,9.263223965660927e-09
1825,1.1447076175841175e-08,9.5979331149465e-08
1826,2.6423952803611428e-08,1.2331177856594877e-08
1827,1.2904182611350734e-08,1.1982455028203276e-08
1828,8.255071293206129e-09,3.5771975603893225e-08
1829,2.2290258527846163e-08,1.5431716349212365e-08
1830,2.0873670791843324e-08,5.218417697960831e-09
1831,9.354723218280014e-09,2.3386808933878456e-08
1832,6.764984572527055e-09,1.6235963684607668e-08
1833,1.2741991461950875e-08,1.0425265983826648e-08
1834,8.401078055442213e-09,3.080395316601425e-08
1835,1.8907719834260206e-08,4.235329242874286e-08
1836,9.409050427677812e-09,2.016225053580456e-08
1837,4.174734336004349e-09,5.287997240088771e-08
1838,2.5248647617104325e-08,5.428459104450667e-08
1839,1.2584655095793096e-08,2.0974425751774106e-08
1840,1.0191501864653674e-08,2.229391071750797e-08
1841,1.2841097074556274e-08,2.5682194149112547e-08
1842,8.049918065466954e-09,3.152884531232303e-08
1843,8.860366662588604e-09,8.801297468608027e-08
1844,9.330554107123135e-09,3.677336124496833e-08
1845,1.1160455892778032e-09,6.249855033502172e-08
1846,1.1709002656346001e-09,1.5221703009160592e-08
1847,7.011190739092399e-09,1.5101026207275936e-08
1848,1.6090443422100975e-09,8.84974404868899e-09
1849,2.011059585527164e-08,1.8434713311421547e-08
1850,3.394498016007219e-09,1.2899092460827433e-08
1851,6.449438760824933e-10,1.483370937194195e-08
1852,1.2370036550635177e-08,4.166749079104193e-08
1853,7.763511611358354e-09,2.9262466227919504e-08
1854,1.2469595134234623e-08,1.9743524148907454e-08
1855,1.4328730202350926e-08,9.021793090369101e-09
1856,6.212626857404757e-09,1.2425253714809514e-08
1857,1.9526036343364694e-09,4.881508974818871e-09
1858,8.808616946964776e-09,4.893676130990343e-09
1859,1.7313389832906978e-08,2.4442432078330967e-08
1860,1.4646988510946812e-08,5.950338888283113e-09
1861,8.017138064531082e-09,1.7920662287451705e-08
1862,1.2650361647104091e-08,2.2589932147099034e-09
1863,8.990317823531768e-09,1.3485475847119233e-08
1864,4.315255264231155e-09,1.0068928801842958e-08
1865,1.4120533631256649e-09,9.413688495385486e-09
1866,1.9462451650298362e-09,2.092213513549268e-08
1867,4.367530337390235e-09,6.79393608038481e-09
1868,1.4819622196071691e-09,9.435159142867633e-08
1869,2.441759683335931e-09,2.24641887314192e-08
1870,2.8670243956696595e-09,1.2614907340946502e-08
1871,2.1242354542039266e-09,8.284518315804235e-08
1872,1.2094679036067646e-08,4.898344840853497e-08
1873,8.979006871356887e-09,3.8909028887701425e-08
1874,5.974609251779839e-09,3.4652732239237594e-08
1875,5.721527140956084e-10,2.9751941355016243e-08
1876,1.209202959984168e-09,1.4510435519810017e-08
1877,2.4739263970730008e-09,1.0947124451377022e-07
1878,2.4156354694326865e-09,1.6305540029293297e-08
1879,1.4051448005147904e-08,2.5659165459046562e-08
1880,7.701415505323439e-09,2.6954953824542827e-08
1881,6.972507571312292e-10,1.5339516323820135e-08
1882,1.2645231528551903e-08,9.317538740560849e-09
1883,8.21514056781325e-09,3.2860562271253e-08
1884,7.922036360241691e-09,2.8387297845711146e-08
1885,5.80107206715752e-09,2.4493415295978593e-08
1886,4.5174246565693466e-09,2.5168509054651622e-08
1887,0.0,8.161156017649773e-08
1888,0.0,1.3949351895803375e-08
1889,2.5060546970934183e-09,7.768769449967294e-08
1890,0.0,4.653614382732485e-08
1891,7.0116419337296065e-09,3.059625441892422e-08
1892,5.641661360300532e-09,2.4447198043731078e-08
1893,6.158416554491453e-10,4.6803965148001225e-08
1894,3.780923574225881e-09,4.978215883966186e-08
1895,4.213029924926559e-09,5.416753268150387e-09
1896,5.89702897624278e-10,3.007484750128242e-08
1897,0.0,9.555810009942434e-08
1898,0.0,4.0174320758978865e-08
1899,5.527578395003729e-09,8.236091986191241e-08
1900,4.671947717582725e-09,3.9971109089265155e-08
1901,0.0,1.0227392266415336e-07
1902,3.928227076954727e-09,2.5042448115186744e-08
1903,3.7801539676252105e-09,2.970121215639665e-08
1904,3.7622376325430196e-09,3.0635362691100454e-08
1905,3.096455536422127e-09,3.1996705729397945e-08
1906,1.0288369045596824e-09,4.4754404626701216e-08
1907,5.65712765521198e-09,1.7999951751335175e-08
1908,7.367083831866239e-09,3.094175227147389e-08
1909,1.2102163715610459e-08,2.8055016088046614e-08
1910,6.412980813053082e-09,2.3514262537105424e-08
1911,2.128149656499545e-09,5.054355511902031e-08
1912,3.125652625612929e-09,2.7088990606216612e-08
1913,7.954484182448596e-09,1.5378670781274195e-08
1914,2.0090231700464756e-09,2.6117300322425763e-08
1915,9.424609537234119e-09,7.068456930880984e-09
1916,0.0,1.538244731591476e-08
1917,1.0966424435210342e-09,1.315970976634162e-08
1918,8.040463406189247e-09,5.168869421368072e-08
1919,6.4454939163738345e-09,1.1049418269237776e-08
1920,7.572231730534895e-09,3.7861159540852896e-08
1921,6.815472630705699e-09,6.058198209757393e-08
1922,2.951174193910333e-09,7.894391274021473e-08
1923,2.1231896241147297e-09,1.8047112249064412e-08
1924,0.0,1.1602462102189293e-08
1925,2.1996355847875293e-09,8.798542339150117e-09
1926,1.1146138456652466e-09,1.4489979882625903e-08
1927,5.574612327308159e-09,2.0068604555945058e-08
1928,5.713020723163709e-09,7.998228745975666e-09
1929,5.570202965543558e-09,2.6736975300423182e-08
1930,8.402882833991043e-09,2.7309368988426286e-08
1931,1.4826963656844327e-08,1.1405356659111021e-08
1932,1.9727165678773417e-08,4.822195975862087e-08
1933,1.1470662197865522e-09,3.0970788600370724e-08
1934,0.0,2.7557634396657704e-08
1935,0.0,1.555876849579363e-08
1936,3.031178508194898e-08,1.8187071404440758e-08
1937,2.5182236296217297e-09,3.903246792447135e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,2.066051862925633e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,1.4516175816936538e-08,5.2258233296242906e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,2.178504132643866e-08
1946,0.0,1.1136883415474585e-08
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,4.67491183542279e-08
1949,8.835307596655184e-09,2.5524220959027843e-08
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,4.264560704569931e-09,7.569595084078173e-08
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,3.232148326759443e-09,1.0773827163745864e-08
1954,8.795282724349818e-09,2.7363100230104465e-08
1955,1.1262729415761896e-08,2.7218263198847126e-08
1956,2.616342476002842e-09,1.657016923672927e-08
1957,4.417518795207798e-09,1.5903067307476704e-08
1958,0.0,1.3235589513271862e-08
1959,0.0,2.1702094343822864e-08
1960,1.1765417085030094e-08,4.152500121534786e-09
1961,2.08444772553662e-09,1.042223907177231e-08
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,3.2330267352165265e-09,1.0992290633282664e-08
1964,7.909158661334459e-09,7.300761772910391e-09
1965,4.377634699181954e-09,4.377634699181954e-09
1966,2.215629901769489e-09,8.862519607077957e-09
1967,5.916402479044791e-09,9.367637332502454e-09
