year,deviez_VERB être_VERB,deviez_VERB etre_VERB,deviez_VERB naître_VERB
1800,1.6349655140857067e-07,0.0,0.0
1801,1.0953439755212457e-07,0.0,0.0
1802,1.2979472785445978e-07,0.0,0.0
1803,1.2287136996746995e-07,0.0,0.0
1804,1.1123329102247226e-07,0.0,1.9774807569206132e-08
1805,1.5635826855486812e-07,0.0,0.0
1806,1.3255677799861587e-07,0.0,4.3225035994964855e-08
1807,1.4234775846944103e-07,0.0,5.693910232196231e-09
1808,7.931259204951857e-08,0.0,0.0
1809,6.551188391767937e-08,0.0,2.259030518203531e-09
1810,1.8721013361755467e-07,0.0,0.0
1811,7.270522672797597e-08,0.0,0.0
1812,8.001624962616916e-08,0.0,0.0
1813,5.463909147351842e-08,0.0,0.0
1814,1.2272040805783035e-07,0.0,0.0
1815,9.710004889029733e-08,0.0,5.394447111228828e-09
1816,1.5064425440414198e-07,0.0,0.0
1817,1.1520863552050287e-07,0.0,0.0
1818,7.867976847819591e-08,0.0,1.4305412854298538e-08
1819,1.1593176196811328e-07,0.0,0.0
1820,1.7206397728841694e-07,0.0,1.0679833017945839e-08
1821,2.0511895115760126e-07,0.0,2.9584463767662328e-09
1822,2.3359685030754918e-07,0.0,0.0
1823,1.5318164514610544e-07,0.0,9.882686891060644e-10
1824,1.0863235644364977e-07,0.0,8.421112696055388e-10
1825,1.2327620879659662e-07,0.0,1.0566531649658373e-08
1826,8.191425138193154e-08,0.0,0.0
1827,9.585964022562621e-08,0.0,5.530363722527909e-09
1828,1.6601865127086057e-07,0.0,9.172301251858528e-10
1829,1.1059397309054475e-07,0.0,8.57317605795771e-10
1830,1.49246758951449e-07,0.0,2.0873671680021744e-09
1831,1.4655734048574232e-07,0.0,1.2472964883158966e-08
1832,1.3394669906574563e-07,0.0,1.352996914505411e-08
1833,1.4016190164056752e-07,0.0,3.4750886612755494e-09
1834,1.213489042584115e-07,0.0,4.667265685043276e-09
1835,1.3159773004645103e-07,0.0,3.025235173481633e-09
1836,1.1425274948351216e-07,0.0,6.048674894287842e-09
1837,1.029767844329399e-07,0.0,1.3915781860163179e-09
1838,1.1425012758081721e-07,0.0,1.8936485712828244e-09
1839,1.2235081214839738e-07,0.0,6.9914751765765e-10
1840,1.3057861281140504e-07,0.0,3.1848443882154243e-09
1841,9.630822717099363e-08,0.0,1.2841097074556274e-09
1842,1.3215282024248154e-07,6.708265054555795e-10,3.3541325272778977e-09
1843,8.91943585656918e-08,0.0,2.953455480181333e-09
1844,1.1855292569862286e-07,0.0,2.195424508855126e-09
1845,1.283452490952186e-07,0.0,4.464182357111213e-09
1846,8.079211966105504e-08,0.0,4.0981511517657054e-09
1847,9.16848037491036e-08,5.393223645455691e-10,0.0
1848,1.1182858372649207e-07,8.045221711050488e-10,8.045221711050488e-10
1849,6.452149392544015e-08,0.0,8.379414939696517e-10
1850,5.7706465383944305e-08,6.788996032014438e-10,0.0
1851,8.577753618510542e-08,0.0,1.2898877521649865e-09
1852,1.0481978307552708e-07,0.0,6.510545436100301e-09
1853,1.0928635418849808e-07,0.0,2.388772735173461e-09
1854,1.5846777046135685e-07,0.0,6.754363734984281e-09
1855,1.3373481522194197e-07,0.0,1.0613874223963649e-09
1856,1.1286272183497204e-07,0.0,0.0
1857,1.1666806898347204e-07,0.0,2.4407544874094356e-09
1858,1.2625683609712723e-07,1.468102750479261e-09,1.9574704079872163e-09
1859,1.0846328990510301e-07,0.0,2.036869339860914e-09
1860,8.742421186980209e-08,0.0,9.154367819341758e-10
1861,8.535894124861443e-08,0.0,9.431927461278633e-10
1862,1.3328059367267997e-07,4.517986262886353e-10,3.162590411776023e-09
1863,1.6532194990759308e-07,4.994620828036034e-10,0.0
1864,1.0979926656773387e-07,1.4384183844029508e-09,0.0
1865,1.3979327206925518e-07,0.0,1.4120533631256649e-09
1866,1.4645495127751929e-07,4.865612912574591e-10,2.432806400776144e-09
1867,8.20125123368598e-08,9.7056229719783e-10,2.91168689159349e-09
1868,8.644779825317528e-08,4.93987406535723e-10,9.87974813071446e-10
1869,1.1769281371698526e-07,9.767038289254515e-10,4.883519144627257e-10
1870,9.805223299963473e-08,0.0,1.1468097582678638e-09
1871,8.815577245968598e-08,2.1242354542039266e-09,4.248470908407853e-09
1872,1.034095049590178e-07,4.23313739617015e-09,6.047339295989218e-10
1873,6.584605216630735e-08,5.986004469882289e-10,0.0
1874,1.0634803970788198e-07,0.0,0.0
1875,8.52507540116676e-08,0.0,5.721527140956084e-10
1876,8.948101992700686e-08,0.0,0.0
1877,1.0761579716245251e-07,0.0,0.0
1878,6.280652087298222e-08,0.0,0.0
1879,9.347267848625052e-08,0.0,0.0
1880,1.0204375655575859e-07,0.0,6.417846254436199e-10
1881,9.900960407094317e-08,0.0,0.0
1882,9.051323957010027e-08,0.0,6.655385131892899e-10
1883,7.772786858595282e-08,0.0,0.0
1884,7.261866841190567e-08,0.0,6.601696966868076e-10
1885,9.21725913372029e-08,0.0,0.0
1886,6.25986018576441e-08,0.0,0.0
1887,8.683469587822401e-08,6.528924623161458e-10,6.528924623161458e-10
1888,8.369611492753393e-08,0.0,6.340614699951175e-10
1889,4.51089832154139e-08,0.0,1.8795409673089125e-09
1890,6.095579152542996e-08,0.0,6.554386478008212e-10
1891,5.16311828846483e-08,0.0,0.0
1892,5.5162907131034444e-08,0.0,6.268512375839919e-10
1893,5.357822274731916e-08,0.0,1.2316833108982905e-09
1894,5.1042469806361623e-08,0.0,6.301539290376468e-10
1895,4.1528441130367355e-08,0.0,1.8055843487019274e-09
1896,5.425266635938897e-08,0.0,0.0
1897,4.1952336715667116e-08,0.0,0.0
1898,6.507108452069588e-08,0.0,0.0
1899,5.5275783950037294e-08,0.0,1.1055156790007459e-09
1900,5.1391424449320766e-08,0.0,0.0
1901,5.309301798206434e-08,0.0,5.588738916095792e-10
1902,5.2049010434984666e-08,0.0,0.0
1903,6.318257561588325e-08,0.0,0.0
1904,5.2671325079245435e-08,0.0,1.0749250378694342e-09
1905,4.438252787508645e-08,5.160759042333041e-10,0.0
1906,4.78409170057148e-08,0.0,2.0576738091193647e-09
1907,5.502842270743713e-08,1.5428529565042481e-09,1.5428529565042481e-09
1908,5.1569585934885254e-08,0.0,1.4734167219643268e-09
1909,3.685659066832159e-08,0.0,0.0
1910,5.825124205216525e-08,0.0,5.344150677544235e-10
1911,7.554931613640292e-08,0.0,0.0
1912,7.032718940536142e-08,0.0,0.0
1913,6.946916641936696e-08,0.0,0.0
1914,5.558297289098846e-08,0.0,2.678697486047099e-09
1915,4.2410743361642744e-08,0.0,0.0
1916,7.801097723358907e-08,0.0,0.0
1917,4.0575770299255964e-08,0.0,0.0
1918,5.054005569604669e-08,0.0,0.0
1919,3.775218004875569e-08,0.0,2.762354567309444e-09
1920,3.558949046578164e-08,0.0,0.0
1921,5.2251955651172466e-08,0.0,0.0
1922,5.016996240669869e-08,0.0,1.4755870969551665e-09
1923,5.4141334970836397e-08,0.0,0.0
1924,6.059063650809549e-08,0.0,1.289162443462999e-09
1925,6.378942885021388e-08,1.0998177923937646e-09,0.0
1926,4.7928395474627905e-08,0.0,0.0
1927,9.030872405446644e-08,0.0,0.0
1928,4.570416578530967e-08,0.0,1.1426041224282812e-09
1929,8.243900850857244e-08,0.0,0.0
1930,7.982738736700412e-08,0.0,0.0
1931,4.219981875053236e-08,0.0,1.1405356659111021e-09
1932,4.055028668403793e-08,0.0,0.0
1933,4.01473165823063e-08,0.0,0.0
1934,3.4746584276490466e-08,0.0,0.0
1935,5.744776387928141e-08,0.0,0.0
1936,4.122403041151301e-08,0.0,1.2124714565686645e-09
1937,4.910535977842301e-08,0.0,0.0
1938,3.1116513810047763e-08,0.0,0.0
1939,7.188203454688846e-08,0.0,0.0
1940,3.296517903095264e-08,0.0,0.0
1941,5.312704587367989e-08,0.0,0.0
1942,6.978687139280737e-08,0.0,0.0
1943,4.645176332473966e-08,2.9032352077962287e-09,0.0
1944,4.177142187700156e-08,0.0,0.0
1945,6.099811145077183e-08,0.0,4.357008087652048e-09
1946,4.733175273941015e-08,0.0,0.0
1947,5.602809238780537e-08,0.0,0.0
1948,7.066726936955092e-08,0.0,2.174377566888097e-09
1949,3.7304630495782476e-08,0.0,0.0
1950,5.104973510583477e-08,0.0,0.0
1951,7.036525317971609e-08,0.0,0.0
1952,6.115985939914026e-08,0.0,0.0
1953,5.4946518446286063e-08,0.0,0.0
1954,5.374894840315392e-08,0.0,0.0
1955,4.3173795205575516e-08,0.0,0.0
1956,5.755953580433015e-08,0.0,0.0
1957,4.8592706747285774e-08,0.0,0.0
1958,3.722509589465517e-08,0.0,0.0
1959,5.1930008737599564e-08,0.0,0.0
1960,6.3671663497189e-08,6.920833350854139e-10,0.0
1961,6.531269747256374e-08,0.0,1.3896318540318475e-09
1962,5.327243357555744e-08,0.0,0.0
1963,7.047997740983192e-08,0.0,0.0
1964,6.327326929067567e-08,0.0,0.0
1965,4.487075599968193e-08,5.472043373977442e-10,2.73602163147757e-09
1966,4.597432123887302e-08,0.0,1.1078149508847446e-09
1967,3.9442685562107727e-08,0.0,0.0
1968,4.446501833399452e-08,0.0,2.245707841908029e-09
1969,5.0867686951505675e-08,1.3625273131978588e-09,4.5417578031781147e-10
1970,3.311081897550139e-08,0.0,0.0
1971,5.1897814046242274e-08,0.0,2.569198631618974e-09
1972,4.3093233870195036e-08,0.0,1.5390440033513642e-09
1973,3.804110448868414e-08,0.0,0.0
1974,2.4752514704573514e-08,0.0,0.0
1975,4.397839603598186e-08,5.711480177694739e-10,0.0
1976,2.742492810625663e-08,0.0,0.0
1977,2.7620874476497193e-08,0.0,0.0
1978,2.7326720442033547e-08,0.0,0.0
1979,5.793453539126858e-08,0.0,1.1703946700691858e-09
1980,4.150160037852402e-08,0.0,1.7055452605774235e-09
1981,3.7320742052315836e-08,1.2651099057237047e-09,6.325549528618524e-10
1982,3.41412622617554e-08,0.0,1.2415004579935385e-09
1983,3.915495838668903e-08,0.0,0.0
1984,4.5232265932781957e-08,0.0,5.799008495621649e-10
1985,3.609334697785016e-08,0.0,0.0
1986,5.095312616276715e-08,0.0,1.1988970927134801e-09
1987,2.9943002743948455e-08,0.0,0.0
1988,4.137622156008547e-08,0.0,0.0
1989,3.1831110192115375e-08,0.0,0.0
1990,3.5416231725093894e-08,0.0,1.089730194969718e-09
1991,3.3996499837485317e-08,0.0,5.861465202094962e-10
1992,2.7549720726938176e-08,0.0,0.0
1993,3.655877023334142e-08,0.0,0.0
