year,ses_DET ombres_NOUN,ses_DET nombres_NOUN
1800,3.552905738501977e-07,1.1947824418712116e-07
1801,4.333752436913585e-07,9.762848662830947e-08
1802,3.2448681963614945e-07,6.713520406265161e-08
1803,6.280092179622443e-07,8.386458349995962e-08
1804,4.844827685701603e-07,4.943701981119375e-08
1805,3.0134503581358274e-07,7.107194477384837e-08
1806,4.841204406247357e-07,4.034336598124355e-08
1807,2.846955240443094e-07,4.27043254092041e-08
1808,3.3537895482993463e-07,1.314322890522135e-07
1809,4.4276997179792943e-07,2.25903047379461e-08
1810,6.03752710048866e-07,7.254393041833396e-08
1811,3.710473492901656e-07,5.0141537144554604e-08
1812,2.747224385757363e-07,9.601949813031752e-08
1813,2.3005932803243923e-07,8.627225156487839e-09
1814,3.020809913323319e-07,1.1642705599612668e-07
1815,1.7531952778426785e-07,7.012781111370714e-08
1816,2.109019590079697e-07,9.733936501277185e-08
1817,3.2850029718645146e-07,1.6035796779334532e-07
1818,2.2531024690408685e-07,4.6492591110336434e-08
1819,3.2191765608757805e-07,9.937008371707634e-08
1820,2.563159817725591e-07,3.678608972990105e-08
1821,3.2444297382028253e-07,8.678110041682174e-08
1822,2.446250277898798e-07,3.909990198280866e-08
1823,2.6683254450432514e-07,1.4824030003524058e-08
1824,3.7305528621800477e-07,6.147412268120434e-08
1825,3.944838453673327e-07,2.3774695989686734e-08
1826,2.571931361217139e-07,5.6371099788066203e-08
1827,2.470229046869221e-07,3.96342727526644e-08
1828,2.2930753590388875e-07,1.8528048428834154e-07
1829,2.486220967989894e-07,2.3490502343292974e-07
1830,2.567461510061264e-07,3.4337190157884834e-07
1831,1.200522896649403e-07,4.6461794056540384e-07
1832,2.191855045241553e-07,8.523880978827947e-08
1833,2.5599818909149974e-07,1.285782751381248e-07
1834,3.556456356079707e-07,8.494423187066502e-08
1835,2.790779376482533e-07,1.2630356849285818e-07
1836,3.320050656618889e-07,1.1156444940096932e-07
1837,1.9273357465543484e-07,8.975679044453955e-08
1838,2.947779655926297e-07,5.617824161419094e-08
1839,2.244263460626783e-07,1.0557127849697423e-07
1840,2.3121970249562196e-07,6.24229487544703e-08
1841,2.9406110924057316e-07,2.439808399756771e-08
1842,2.7235557320537396e-07,5.2324466537356784e-08
1843,2.8884794511796485e-07,3.3078703498556905e-08
1844,3.3425337919723574e-07,4.281077631285157e-08
1845,2.8459162781935277e-07,3.627148004170522e-08
1846,1.9963849240411946e-07,6.615586300995346e-08
1847,3.0094186964646497e-07,5.716817153000875e-08
1848,1.9791245220446285e-07,2.494018680465615e-08
1849,2.756827561789521e-07,3.267971848686102e-08
1850,2.4779835694488384e-07,4.752297400045791e-08
1851,2.1799102345454457e-07,3.353708066811123e-08
1852,2.766981754831477e-07,3.711010876372711e-08
1853,2.3947446559091645e-07,2.9262466227919504e-08
1854,3.6473563191918856e-07,8.365019832368148e-08
1855,3.269073225453667e-07,4.086341576226005e-08
1856,3.1063134331432707e-07,5.021873628052731e-08
1857,3.1729810245906265e-07,7.371079058238195e-08
1858,2.8089699943834034e-07,4.79580251067091e-08
1859,3.8649596900697247e-07,5.8050775741946836e-08
1860,3.730404776192131e-07,8.238931314963338e-08
1861,2.8625898507161907e-07,7.687021114088921e-08
1862,3.252950053767023e-07,6.234821373074517e-08
1863,3.366374499158553e-07,1.7481172620570362e-08
1864,3.744682528505905e-07,2.2055748449822943e-08
1865,2.706435380250838e-07,4.989254970277912e-08
1866,2.3208973232158314e-07,3.69786565257435e-08
1867,2.790366533389488e-07,3.882249366427004e-08
1868,2.746570029188433e-07,4.3964877960434023e-08
1869,2.6468675096147365e-07,6.788091810872032e-08
1870,3.0046416288342925e-07,5.963410565357208e-08
1871,1.9436753961876718e-07,5.735435792963983e-08
1872,2.068190061432773e-07,4.354084193192165e-08
1873,2.3165837736982553e-07,2.095101514498765e-08
1874,2.4197166847983453e-07,4.6601952241598354e-08
1875,2.3229400869517747e-07,2.7463329999033448e-08
1876,2.769074693986795e-07,4.111290152764013e-08
1877,2.214164180891487e-07,7.050689987408987e-08
1878,2.500182592068967e-07,6.944951902454477e-08
1879,1.9122187522313538e-07,5.1318333582628384e-08
1880,2.1435606800679352e-07,4.428313937765438e-08
1881,1.8965220249800296e-07,6.06608165920619e-08
1882,2.1763109536721004e-07,3.5273540754943156e-08
1883,1.889482348360616e-07,5.561018312505439e-08
1884,1.960704016923387e-07,3.234831691401041e-08
1885,1.5018331478433566e-07,4.1252068427866107e-08
1886,1.574645165369759e-07,3.162197237394082e-08
1887,1.7823963593954772e-07,2.4809912957390878e-08
1888,1.9338874479579715e-07,5.8967718041813555e-08
1889,1.8294198778079362e-07,2.5060546526844973e-08
1890,1.920435259705755e-07,4.325895225365528e-08
1891,1.2365986634677029e-07,2.7409146952095398e-08
1892,1.4542948845175374e-07,6.01777181419294e-08
1893,1.9583764310215912e-07,4.126139074855928e-08
1894,1.5501786787552874e-07,2.268554122331068e-08
1895,1.6009514958170712e-07,2.347259631108045e-08
1896,1.3740077520196792e-07,3.18439561386441e-08
1897,1.182822828571517e-07,2.9716238358901137e-08
1898,1.533414196730476e-07,2.7725939100164965e-08
1899,1.420587576461685e-07,6.080336234504102e-08
1900,1.240661631207729e-07,4.9315006300787445e-08
1901,1.2854100028825144e-07,2.906144325187654e-08
1902,1.0900829972015913e-07,4.7629754362787935e-08
1903,1.2906527047107375e-07,3.9961630449170116e-08
1904,1.7360038917502152e-07,3.547252536151291e-08
1905,1.4501732703564585e-07,2.6319870560786995e-08
1906,1.87762735803787e-07,5.4013937100805265e-08
1907,1.3114250724255427e-07,7.71426473811232e-08
1908,1.4832394623631728e-07,3.830883410493868e-08
1909,1.9528491357334588e-07,7.701376814051031e-08
1910,1.64065429464344e-07,5.504475342199555e-08
1911,1.521627019940297e-07,4.9479480623837446e-08
1912,1.59408293676222e-07,4.219631349888786e-08
1913,1.9674091689125817e-07,4.8787505202430026e-08
1914,1.6206120445616534e-07,2.47779509132684e-08
1915,1.1545146350044888e-07,6.243804051564439e-08
1916,1.164670968556436e-07,4.39498499815727e-08
1917,2.017822048339113e-07,2.6319419199616334e-08
1918,1.562147131650704e-07,5.6283244731503146e-08
1919,1.1970202695721355e-07,2.6702760447250284e-08
1920,1.7037521393703514e-07,3.256059688538926e-08
1921,2.0294962688183205e-07,5.9067430557835365e-08
1922,1.992042628629065e-07,5.238334305213144e-08
1923,1.751631399926623e-07,4.564857869482353e-08
1924,1.7016944253711586e-07,4.2542360634278964e-08
1925,1.9796720751585895e-07,4.2892894125401426e-08
1926,2.0731817906849415e-07,4.569916678409669e-08
1927,2.4305309764827143e-07,5.1286434654684854e-08
1928,2.296634223908356e-07,2.0566874314731365e-08
1929,1.7601842561276726e-07,3.0079096990931475e-08
1930,1.8276269564410086e-07,2.835973045289819e-08
1931,1.5055070967662232e-07,3.307553431142196e-08
1932,2.3234217971790372e-07,4.7126008428932664e-08
1933,2.0303072045813053e-07,4.5882648569417483e-08
1934,1.5456238955380286e-07,3.5944738741022775e-08
1935,2.0585448101684278e-07,3.710167995052416e-08
1936,1.5155892585383413e-07,2.5461901032031165e-08
1937,1.5612985915236521e-07,2.6441348555117372e-08
1938,1.7762343906824185e-07,4.926781482783582e-08
1939,1.621169367638231e-07,3.976453033516236e-08
1940,1.6736167651743017e-07,2.028626333583361e-08
1941,1.7709015098787972e-07,3.246652724442356e-08
1942,2.214974539338499e-07,3.944475324146879e-08
1943,2.3516204805673624e-07,2.0322646676618206e-08
1944,1.6065931163211644e-07,2.8918675454292497e-08
1945,2.4181395286149154e-07,5.44626010956506e-08
1946,2.4222722050382117e-07,3.7586980639048306e-08
1947,2.4199367576471786e-07,2.5033829231801974e-08
1948,2.109146270967699e-07,1.956939832403748e-08
1949,1.5805384068201533e-07,3.6322930885290816e-08
1950,2.063260069462558e-07,6.38121662177582e-08
1951,1.833761138492207e-07,2.1322803078760444e-08
1952,2.0878711914917858e-07,6.85412260281737e-08
1953,2.456432688369148e-07,4.740483916521043e-08
1954,2.2281382738853495e-07,2.931760767488356e-08
1955,1.9146640362066591e-07,4.598947755951599e-08
1956,1.944814524978966e-07,3.575668117150599e-08
1957,2.1204090361326422e-07,2.738861759610245e-08
1958,1.9191604261337147e-07,3.557064653936237e-08
1959,1.7594198231662972e-07,2.0927020116801032e-08
1960,2.2907957841766802e-07,5.744291542431057e-08
1961,2.3345815503006406e-07,2.987708425106206e-08
1962,2.340181923798923e-07,3.2343978551008234e-08
1963,2.554091169670869e-07,2.9097239173658807e-08
1964,2.3362438361651527e-07,3.589541419657394e-08
1965,2.1340969746930227e-07,5.143720821498832e-08
1966,2.2765597540441718e-07,5.317511864166846e-08
1967,2.021437588428654e-07,2.415864347460328e-08
1968,2.470278592792141e-07,4.5363301504064424e-08
1969,1.9211636181903913e-07,1.03552079744329e-07
1970,2.1246109582762074e-07,2.253375341876307e-08
1971,2.0913277953837905e-07,2.2608948047064814e-08
1972,2.6368953687239127e-07,3.4884999333684164e-08
1973,2.045398557193323e-07,1.819357275945066e-08
1974,1.5020276245003572e-07,1.85643866390528e-08
1975,1.587791422785756e-07,3.8838066540591853e-08
1976,2.0111614396078892e-07,2.171140239815017e-08
1977,1.8688166658620275e-07,2.2919448783298435e-08
1978,1.9603950729418784e-07,1.9009891771837317e-08
1979,1.8843353766229143e-07,2.1652302062413753e-08
1980,1.6714342732093712e-07,1.4212877152974812e-08
1981,2.0937569589207783e-07,2.4669643661212604e-08
1982,1.7753456882374508e-07,2.7313010408924754e-08
1983,2.3366668733260099e-07,1.894594880980094e-08
1984,2.0296530434116278e-07,1.9136728035551442e-08
1985,2.0272431100476496e-07,1.8046674932215012e-08
1986,2.3018824046872055e-07,4.7356436161383186e-08
1987,2.2426697388056027e-07,1.711028696504968e-08
1988,1.9368869152991408e-07,1.1993107729146857e-08
1989,1.9537715179041015e-07,1.756199174973716e-08
1990,1.9342710505521055e-07,1.6345953257612678e-08
1991,2.0632356828587106e-07,2.4618153959821143e-08
1992,2.0882688600565302e-07,8.430214798460511e-08
1993,1.9608794232794935e-07,2.3264671300537998e-08
1994,1.904248558837196e-07,2.3737170173898647e-08
1995,2.2340497629613765e-07,1.680959671457316e-08
1996,2.129898810654396e-07,1.9750941104845765e-08
