year,devez_VERB être_VERB,devez_VERB etre_VERB,devez_VERB naître_VERB
1863,1.1522590739332372e-06,1.9978483312144135e-09,1.9978483312144135e-09
1864,1.0778547903100844e-06,2.3973640850272204e-09,1.4384183844029508e-09
1865,1.09434131445596e-06,2.8241067262513297e-09,9.41368871743009e-10
1866,1.1069269021390937e-06,9.731225825149181e-10,0.0
1867,8.943731586441572e-07,4.85281148598915e-10,9.7056229719783e-10
1868,8.713938086657436e-07,3.457911734727759e-09,0.0
1869,1.0353060133638792e-06,4.395167341186834e-09,0.0
1870,9.552925348543795e-07,5.160643912205387e-09,3.4404292748035914e-09
1871,7.944640856294427e-07,2.1242354542039266e-09,0.0
1872,8.925872521103884e-07,1.8142017887967654e-09,6.047339295989218e-10
1873,8.134979907481465e-07,1.7958012854535355e-09,1.1972008939764578e-09
1874,7.354743729592883e-07,0.0,4.182226565063729e-09
1875,8.622341169939318e-07,1.1443054281912168e-09,5.721527140956084e-10
1876,8.252810062003846e-07,1.209202959984168e-09,0.0
1877,8.980352959042648e-07,6.184815992682502e-10,1.2369631985365004e-09
1878,6.673192842754361e-07,1.2078177347163432e-09,6.039088673581716e-10
1879,7.233441010612296e-07,6.10932526790009e-10,2.443730107160036e-09
1880,8.734688776712574e-07,1.2835692508872398e-09,0.0
1881,8.360036645171931e-07,2.091752326904839e-09,0.0
1882,1.0136151331607834e-06,3.3276925659464496e-09,0.0
1883,6.749053795829241e-07,0.0,0.0
1884,7.710781915193365e-07,5.281357573494461e-09,6.601696966868076e-10
1885,5.897756523154385e-07,5.156508553483263e-09,1.2891271383708158e-09
1886,6.201779001457908e-07,3.872078213618124e-09,6.4534639854230136e-09
1887,6.084957817620307e-07,1.9586774424595887e-09,1.9586774424595887e-09
1888,5.972859185021662e-07,0.0,6.340614699951175e-10
1889,7.223702596093062e-07,3.759081934617825e-09,6.265136742733546e-10
1890,6.803452947679034e-07,0.0,0.0
1891,5.953521622359403e-07,6.374220040683554e-10,7.649063604731055e-09
1892,6.061651447453187e-07,1.2537024751679837e-09,1.2537024751679837e-09
1893,5.573367047873035e-07,6.158416554491453e-10,0.0
1894,5.992764045004151e-07,1.8904617871129403e-09,0.0
1895,5.91027969676361e-07,6.018614495673091e-10,0.0
1896,5.271944019114017e-07,5.89702897624278e-10,0.0
1897,5.686872555088485e-07,0.0,0.0
1898,6.297748882388987e-07,5.6583548957434e-10,0.0
1899,7.086355253704824e-07,1.1055156790007459e-09,5.527578395003729e-10
1900,6.33308502528962e-07,5.191053142894475e-10,5.191053142894475e-10
1901,5.48255286503263e-07,3.912117296778206e-09,0.0
1902,5.13124689405231e-07,0.0,4.910283846193408e-10
1903,5.767435027337342e-07,0.0,5.400220270956879e-10
1904,5.439120513983653e-07,0.0,1.6123875568041512e-09
1905,5.697477831745346e-07,2.580379465655369e-09,1.0321518084666081e-09
1906,5.710044774787093e-07,0.0,0.0
1907,5.07084337186825e-07,1.5428529565042481e-09,0.0
1908,6.974172492846265e-07,4.911389073214423e-10,0.0
1909,6.089588850954897e-07,2.2003934230241384e-09,0.0
1910,7.187882715697924e-07,2.137660271017694e-09,5.344150677544235e-10
1911,6.294002332651871e-07,5.320374141248863e-10,4.25629931299909e-09
1912,6.537823651342478e-07,2.6047106693738442e-09,5.209421227725386e-10
1913,6.21510366727307e-07,1.590896969716482e-09,1.590896969716482e-09
1914,5.210066547078895e-07,0.0,0.0
1915,5.430931082628376e-07,1.1780761921542648e-09,0.0
1916,5.361881676435587e-07,0.0,0.0
1917,5.384514452089206e-07,0.0,0.0
1918,4.6864414571246016e-07,2.2972752589112133e-09,0.0
1919,4.115908325275086e-07,0.0,3.6831393490643904e-09
1920,5.315706630426575e-07,0.0,0.0
1921,4.3391841586526425e-07,0.0,0.0
1922,5.990883664708235e-07,7.377935484775833e-10,0.0
1923,6.571272024302743e-07,2.1231896241147297e-09,4.246379248229459e-09
1924,5.698097993445117e-07,2.578324886925998e-09,0.0
1925,5.510087248694617e-07,2.1996355847875293e-09,0.0
1926,5.405877345765475e-07,0.0,0.0
1927,6.589191912098613e-07,0.0,0.0
1928,5.701594432139245e-07,3.4278122562625413e-09,2.2852082448565625e-09
1929,6.327750838863722e-07,0.0,2.2280812750352652e-09
1930,4.947196998728032e-07,0.0,0.0
1931,4.5507371737585345e-07,1.1405356659111021e-09,0.0
1932,4.350935967067926e-07,0.0,0.0
1933,4.5997356323823624e-07,0.0,0.0
1934,4.660834633796185e-07,1.1981580172459871e-09,0.0
1935,5.577220463237609e-07,0.0,0.0
1936,4.098153567611007e-07,0.0,2.424942913137329e-09
1937,4.6838960088280146e-07,0.0,0.0
1938,4.447068420176947e-07,2.5930428915188486e-09,0.0
1939,4.374098523385328e-07,1.5294050470515685e-09,0.0
1940,2.8907925297971815e-07,2.5357829169792012e-09,0.0
1941,4.7224040145010804e-07,0.0,0.0
1942,4.763712411204324e-07,3.034211770724937e-09,0.0
1943,4.6451762614196923e-07,0.0,0.0
1944,4.948306582264195e-07,0.0,0.0
1945,5.163054765944253e-07,0.0,0.0
1946,5.777258138550678e-07,1.3921104269343232e-09,0.0
1947,6.04388162628311e-07,0.0,0.0
1948,4.892349352303427e-07,0.0,0.0
1949,4.761249101647991e-07,0.0,0.0
1950,5.147514912096085e-07,0.0,0.0
1951,6.098321705394483e-07,0.0,0.0
1952,4.892788751931221e-07,0.0,0.0
1953,5.343818543224188e-07,0.0,0.0
1954,5.599663381872233e-07,9.772536113672459e-10,0.0
1955,5.255940322967945e-07,5.631364707880948e-09,0.0
1956,5.189079388401296e-07,0.0,1.744228317335228e-09
1957,4.841600684812875e-07,1.7670075402875796e-09,0.0
1958,5.558947577810613e-07,0.0,0.0
1959,4.906223125544784e-07,2.325224457422337e-09,0.0
1960,5.176783588467515e-07,6.920833350854139e-10,6.920833350854139e-10
1961,5.273652732284972e-07,6.948159270159238e-10,6.948159270159238e-10
1962,5.530185944735422e-07,5.7077609305622445e-09,6.341956404476434e-10
1963,4.2934593125210085e-07,2.5864212993553792e-09,6.466053248388448e-10
1964,6.284739129114314e-07,6.083968329129164e-10,6.083968329129164e-10
1965,5.067112169854227e-07,1.0396882466068291e-08,0.0
1966,4.652822838124848e-07,0.0,1.1078149508847446e-09
1967,5.378996092986199e-07,9.860671168482327e-10,4.930335584241163e-10
1968,4.998946110390534e-07,2.245707841908029e-09,4.4914158503495116e-10
1969,4.859680871049932e-07,2.7250546263957176e-09,0.0
1970,4.6401135023188544e-07,2.2993624781975086e-09,0.0
1971,4.891754201707954e-07,2.0553589941130213e-09,1.0276794970565106e-09
1972,4.499138697156013e-07,0.0,1.0260293725750103e-09
1973,3.941940747154149e-07,2.7566018356850464e-09,1.102640756478479e-09
1974,3.3022107004399004e-07,5.06301445213353e-09,0.0
1975,4.0779968912829645e-07,5.711480177694739e-10,5.711480177694739e-10
1976,3.136726149932656e-07,5.142174241967723e-09,0.0
1977,3.144078277728113e-07,1.7630346071939584e-09,0.0
1978,3.956433829443995e-07,5.346532105932056e-09,5.940591352171509e-10
1979,4.552835264348687e-07,2.925986564150662e-09,0.0
1980,3.8602172480750596e-07,1.1370301367108482e-09,0.0
1981,3.972445199451613e-07,1.2651099057237047e-09,0.0
1982,3.5631063610708225e-07,2.483000915987077e-09,0.0
1983,3.7512978678932996e-07,5.052252838311233e-09,6.315316047889041e-10
1984,3.7055664847684966e-07,1.739702604197646e-09,0.0
1985,3.6755059795723355e-07,9.624892882698077e-09,0.0
1986,4.1661672867121524e-07,2.3977941854269602e-09,0.0
1987,3.733709093012294e-07,6.110816852533674e-10,6.110816852533674e-10
1988,3.543963202901068e-07,2.99827696004229e-09,5.996553809062277e-10
1989,3.5233745165896835e-07,3.2928733073589456e-09,5.488122178931576e-10
1990,3.5961096500614076e-07,3.814055737905164e-09,0.0
1991,3.598939599669393e-07,1.7584396161396398e-09,5.861465202094962e-10
1992,3.372085757291643e-07,6.060938417817852e-09,0.0
1993,4.148866423747677e-07,5.539207315052863e-09,0.0
1994,4.2937901412187784e-07,0.0,1.0549853213248639e-09
1995,4.901895636066911e-07,5.422450821690461e-10,0.0
1996,4.1103308490164636e-07,9.60856638698715e-09,1.6014276571496566e-09
1997,3.236553709484724e-07,6.233362714880286e-09,4.79489448146353e-10
1998,3.8717209349670156e-07,9.536258449571733e-10,0.0
1999,3.898381635281112e-07,1.8280804647829996e-09,4.570201161957499e-10
2000,3.353285933371808e-07,1.7672125984802278e-09,1.3254094488601709e-09
2001,3.7941293840049184e-07,2.190605918883648e-09,4.3812117822561447e-10
2002,4.061392360199534e-07,2.1906108038649563e-09,0.0
2003,4.304431513446616e-07,1.2500769308587678e-09,1.6667691671301554e-09
2004,4.713126600108808e-07,2.2023955992267474e-09,0.0
2005,5.562130809266819e-07,5.854874363109275e-09,9.007499190971657e-10
2006,5.690923785550694e-07,2.0589450144825605e-09,4.1178899179428186e-10
2007,8.588131095166318e-07,6.7906151812735516e-09,3.994479469415779e-10
2008,9.626071459933883e-07,1.7029758714315335e-09,1.2772318758180745e-09
2009,9.932144848789903e-07,2.384096253749135e-09,0.0
2010,1.2664488622249337e-06,0.0,0.0
2011,1.6917251741688233e-06,3.82397197240536e-10,0.0
2012,1.963572913155076e-06,1.7021263287730903e-09,3.063827413996023e-09
2013,1.9239384982938645e-06,2.789125042035323e-10,5.578250084070646e-10
2014,2.043530685114092e-06,2.1654451842767486e-10,1.7323561474213989e-09
2015,2.0394709281390533e-06,2.2165753954528356e-10,8.866301581811342e-10
2016,2.123123522324022e-06,1.0356699942093428e-09,2.899876117012923e-09
2017,1.9619253635028144e-06,5.031222660711876e-10,5.031222660711876e-10
2018,2.171787855331786e-06,2.5814667070633845e-10,2.581466596041082e-09
2019,2.108646413034876e-06,0.0,1.2754939326953263e-09
