year,devriez_VERB être_VERB,devriez_VERB etre_VERB
1944,8.354284375400312e-08,0.0
1945,1.1763921747842687e-07,0.0
1946,1.0719250553847814e-07,0.0
1947,1.0847992371054715e-07,0.0
1948,1.0328293598149685e-07,0.0
1949,1.148589987565174e-07,0.0
1950,9.89088633218671e-08,0.0
1951,9.275419188270462e-08,0.0
1952,9.701219738644795e-08,0.0
1953,8.834538789415092e-08,0.0
1954,1.0554339269219781e-07,0.0
1955,9.197895423085356e-08,0.0
1956,1.159911846571049e-07,0.0
1957,8.65833698071583e-08,0.0
1958,7.362296372548371e-08,0.0
1959,9.300897119146612e-08,0.0
1960,1.1627000162661716e-07,0.0
1961,8.685199048841241e-08,0.0
1962,9.639773423941733e-08,0.0
1963,1.0087043023077058e-07,0.0
1964,1.0464425770351227e-07,0.0
1965,7.441978766564716e-08,1.6416130677043839e-09
1966,9.250254606740782e-08,1.1078149508847446e-09
1967,8.97321044135424e-08,0.0
1968,7.815063440830272e-08,0.0
1969,9.174350878993209e-08,1.8167031212712459e-09
1970,8.093756065363777e-08,4.5987250119061684e-10
1971,7.553444447694346e-08,5.138397485282553e-10
1972,6.617889170001945e-08,0.0
1973,6.615844228008427e-08,0.0
1974,7.538265833773039e-08,0.0
1975,7.025120396519924e-08,0.0
1976,8.056073141915476e-08,5.713526873840635e-10
1977,6.817067088604745e-08,5.876781838942691e-10
1978,7.425739312338919e-08,5.940591352171509e-10
1979,7.432006299268323e-08,0.0
1980,8.982537735846563e-08,0.0
1981,7.27438163039551e-08,0.0
1982,7.511077626531915e-08,0.0
1983,7.767838638983449e-08,0.0
1984,7.886651332000838e-08,0.0
1985,9.143648327381015e-08,1.2031116103372597e-09
1986,9.41134246090769e-08,5.994485463567401e-10
1987,8.066277956686463e-08,0.0
1988,7.135898982824074e-08,5.996553809062277e-10
1989,9.713976112379896e-08,0.0
1990,7.90054386357042e-08,5.44865097484859e-10
1991,7.502675458681551e-08,5.861465202094962e-10
1992,5.4548447536717504e-08,2.2039776670368383e-09
1993,7.754890418709692e-08,5.539207426075166e-10
1994,7.226649501035354e-08,0.0
1995,5.585124185358836e-08,0.0
1996,8.113899951922576e-08,5.338092190498855e-10
1997,7.336188900808338e-08,2.3974471297094624e-09
1998,5.674073833006332e-08,0.0
1999,5.94126134956241e-08,0.0
2000,6.450326139884055e-08,0.0
2001,9.81391465870729e-08,4.3812117822561447e-10
2002,7.141390767628764e-08,0.0
2003,8.542191665128485e-08,4.1669229178253886e-10
2004,7.400049639727513e-08,8.809582507929292e-10
2005,9.277724188905268e-08,0.0
2006,9.67704139043235e-08,0.0
2007,1.9572949838675413e-07,1.5977917877663117e-09
2008,1.7157482545826497e-07,0.0
2009,2.1504548897155473e-07,0.0
2010,2.616981475966895e-07,0.0
2011,5.043818873673445e-07,7.64794394481072e-10
2012,4.3029754692724964e-07,0.0
2013,4.4096066176280146e-07,0.0
2014,4.5019604044682637e-07,0.0
2015,4.805535240848258e-07,0.0
2016,4.749582842578093e-07,2.0713400439298368e-10
2017,4.422444703777728e-07,0.0
2018,5.341054816199176e-07,5.162933414126769e-10
2019,4.7371841560561734e-07,0.0
