year,dix_DET ombres_NOUN,dix_DET nombres_NOUN
1985,0.0,4.210890636180409e-09
1986,0.0,4.196139880008332e-09
1987,0.0,1.2221633705067347e-09
1988,5.996553809062277e-10,2.9982769045311386e-09
1989,5.488122178931576e-10,5.488122178931576e-10
1990,1.089730194969718e-09,5.44865097484859e-10
1991,0.0,2.9307325455363298e-09
1992,0.0,2.7549720282848966e-09
1993,5.539207426075166e-10,2.7696036575264316e-09
1994,5.274926606624319e-10,3.164956019485743e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,0.0,3.736664311304594e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,0.0,2.86087753487152e-09
1999,0.0,3.1991408688814005e-09
2000,0.0,4.4180314962005696e-09
2001,0.0,6.571817756650944e-09
2002,4.38122149670761e-10,1.4019908789464353e-08
2003,8.333845835650777e-10,2.9168460979889232e-09
2004,0.0,4.8452703238499595e-09
2005,9.007499190971657e-10,6.305249655724765e-09
2006,0.0,2.0589450144825605e-09
2007,0.0,4.393927360846206e-09
2008,0.0,8.514879246135365e-09
2009,0.0,6.198650481792356e-09
2010,0.0,1.2281861971885633e-08
2011,3.82397197240536e-10,9.559929708968795e-09
2012,1.0212758416727752e-09,5.446804340891731e-09
2013,2.2313000336282585e-09,4.462600011745366e-09
2014,2.1654451842767486e-10,6.063246460463745e-09
2015,1.329945265027277e-09,3.989835684059528e-09
2016,6.214020409345267e-10,2.6927420293532123e-09
2017,1.2578056374223934e-09,3.5218559180094644e-09
2018,1.5488800242380307e-09,2.5814667070633845e-09
2019,2.806086474294034e-09,5.612173170632673e-09
