year,les_DET os_NOUN,les_DET noces_NOUN
1800,1.667979279318388e-05,1.2199358181419484e-06
1801,1.893040234790533e-05,1.1429676405327882e-06
1802,1.0725967968028272e-05,7.026818025224202e-07
1803,1.859648477875453e-05,1.1838559093035883e-06
1804,1.4984360518610629e-05,1.5374912578636213e-06
1805,1.9812013988484978e-05,1.1371510941771135e-06
1806,1.2543905313577852e-05,1.1094426035640481e-06
1807,1.156717871708679e-05,1.3864671353225333e-06
1808,8.302895253109455e-06,1.8785753539418693e-06
1809,9.908107585943071e-06,1.1566236060023272e-06
1810,8.581245197092358e-06,1.6778709315268259e-06
1811,6.490821704119298e-06,1.6195716163736051e-06
1812,2.3812835706849e-05,2.088424050583626e-06
1813,1.308462424276513e-05,1.9066167169512482e-06
1814,1.2640201816793706e-05,1.3750978880011644e-06
1815,1.5077479588399001e-05,1.1867783369368112e-06
1816,1.4160559885567636e-05,9.94252044250743e-07
1817,1.1114519338661921e-05,8.811903438044055e-07
1818,1.554521509206097e-05,1.1313197270101938e-06
1819,1.2232870517436822e-05,1.2431611029484202e-06
1820,1.236843309015967e-05,1.609094899990282e-06
1821,1.2323901728450437e-05,1.2977718826245876e-06
1822,1.2257318303454667e-05,1.2672378488787217e-06
1823,1.1296899742774258e-05,1.39543538502096e-06
1824,9.911649954119639e-06,1.3936941467562747e-06
1825,1.3412451153271832e-05,1.4705089377287095e-06
1826,9.249264451227646e-06,1.5255428538196725e-06
1827,1.06892715621143e-05,1.0682819762131146e-06
1828,1.4118922877059958e-05,1.07315923258966e-06
1829,1.4348067793434893e-05,9.096139628184119e-07
1830,1.1415810718062858e-05,1.3599197217217807e-06
1831,1.1029219308511529e-05,1.085147957713417e-06
1832,1.1430118206590123e-05,9.741578291810882e-07
1833,1.4739009316144802e-05,1.0286262339676e-06
1834,1.5920976238703588e-05,1.290965680134093e-06
1835,1.565861737162777e-05,1.6880811912756144e-06
1836,1.2964327197551029e-05,1.2903840351796703e-06
1837,1.67441642133781e-05,1.3734876915805216e-06
1838,1.0591176760499366e-05,1.3350221852448385e-06
1839,1.3550178323384898e-05,1.2095252008847979e-06
1840,1.076986984571704e-05,1.1828511716771573e-06
1841,1.362183581932186e-05,1.0837886184056345e-06
1842,9.05682856000567e-06,1.203462766330432e-06
1843,1.188293333598267e-05,1.1772473680893292e-06
1844,1.0008940421357693e-05,1.5302109144244014e-06
1845,1.1971820640610531e-05,9.87142338093605e-07
1846,1.0147607326871366e-05,1.040344899116974e-06
1847,8.046689742968738e-06,1.0015216229675161e-06
1848,9.009843893181824e-06,8.576206353971827e-07
1849,1.0076246894641372e-05,9.644706784328605e-07
1850,9.526998383080354e-06,1.0577255942223474e-06
1851,1.013335827337869e-05,1.1944360522875286e-06
1852,9.418805973382405e-06,1.1562728510217113e-06
1853,1.1829800200757745e-05,1.094057914485802e-06
1854,8.995254233923333e-06,1.3274922561201663e-06
1855,1.2393290035106475e-05,1.5926118805964506e-06
1856,7.70987008991142e-06,1.2368305046805972e-06
1857,7.728405080342782e-06,1.1866948308458802e-06
1858,6.934828434168594e-06,1.4480387608983847e-06
1859,7.423879708312597e-06,1.3392415745272501e-06
1860,9.005151810015377e-06,1.396956522903281e-06
1861,8.74056740940432e-06,1.2124742365671182e-06
1862,7.886144999247335e-06,1.6020779121106443e-06
1863,7.80459441784842e-06,1.231174040938754e-06
1864,9.613429824639752e-06,1.2207377633188798e-06
1865,9.849542152551294e-06,1.2722600573056297e-06
1866,9.040795418968628e-06,1.3477747771162285e-06
1867,1.282889195408643e-05,1.381595408744829e-06
1868,1.1254021387685498e-05,1.3638992300002428e-06
1869,1.0368199582444504e-05,1.2413905352559595e-06
1870,1.0650996046024375e-05,1.471930328733606e-06
1871,1.2050788086526154e-05,7.732216742439846e-07
1872,9.881957339530345e-06,1.116943575851792e-06
1873,1.071913800387847e-05,9.074782720830399e-07
1874,1.1253175898673362e-05,1.0569083732647755e-06
1875,8.592589665568084e-06,1.1248522202578215e-06
1876,9.08534673271788e-06,1.1795775005651876e-06
1877,8.44907719965704e-06,1.1658377880863213e-06
1878,8.922753295337316e-06,1.521246453251024e-06
1879,9.344212799078377e-06,1.1681029672416798e-06
1880,6.557755398262088e-06,1.4979253304403528e-06
1881,7.1391503979612025e-06,1.2676019061075294e-06
1882,8.82637158383659e-06,1.5240832098584178e-06
1883,7.447972677709913e-06,1.3472830850957962e-06
1884,7.5992132906321785e-06,1.276108019254707e-06
1885,9.116062869907182e-06,1.2388512047323275e-06
1886,6.9561885993607575e-06,1.3752331273764185e-06
1887,6.077123259728978e-06,1.3201485735692131e-06
1888,6.653206810369738e-06,1.3093369588546011e-06
1889,7.05830325387069e-06,1.1220859796878813e-06
1890,6.258128053104883e-06,1.1653699409919227e-06
1891,6.324500930077193e-06,1.0039396372008014e-06
1892,5.784583265722176e-06,1.0437073303393163e-06
1893,7.250919736634387e-06,1.057400135451303e-06
1894,5.472887096402701e-06,1.0492063156064546e-06
1895,5.4859669376128295e-06,1.091776650863352e-06
1896,5.953050845164398e-06,1.0296212415994432e-06
1897,6.815506708335306e-06,1.1834055335668836e-06
1898,5.2803766834585986e-06,9.613544609266e-07
1899,5.420896002306108e-06,9.90542028844743e-07
1900,5.304737271671911e-06,9.022050440066209e-07
1901,5.129903343004116e-06,9.77470433483063e-07
1902,4.6078101263447024e-06,9.8451188712545e-07
1903,5.223633024797891e-06,9.072370126261831e-07
1904,4.973678130681947e-06,8.755264495619031e-07
1905,4.980132416676497e-06,9.284205635395892e-07
1906,5.1025168090745865e-06,8.868573946330116e-07
1907,4.061817719502869e-06,8.567977203277621e-07
1908,4.6628729819531145e-06,9.23832277344161e-07
1909,4.745148316942505e-06,1.0539884236493435e-06
1910,4.295628343697899e-06,1.0795184355316678e-06
1911,4.514869374361297e-06,1.0757796573557243e-06
1912,4.177955901241148e-06,1.0241722030457368e-06
1913,4.114589671644353e-06,1.249914689083198e-06
1914,4.415832592030711e-06,1.134428396554199e-06
1915,5.251863797184342e-06,5.50161572299146e-07
1916,3.853303041978506e-06,8.064797087925513e-07
1917,4.136535238785655e-06,9.156964377865506e-07
1918,4.121311775406866e-06,9.372882914249203e-07
1919,3.28443954344948e-06,1.2458218900945894e-06
1920,3.909543295321782e-06,1.0381529484959628e-06
1921,4.707219602551049e-06,1.1510575967932368e-06
1922,3.879318484223404e-06,1.027008590170908e-06
1923,3.8949913800934155e-06,1.2717905555348352e-06
1924,3.7630652229836414e-06,1.2840057674878835e-06
1925,4.046229634013798e-06,1.3384782455716504e-06
1926,4.195406489770903e-06,1.2450236575034523e-06
1927,4.337048295610657e-06,1.3211831149106956e-06
1928,3.737458172281549e-06,1.2957131048096926e-06
1929,3.671877863098416e-06,1.1073563523922303e-06
1930,3.2046494595761033e-06,1.0913244139487688e-06
1931,3.9337075463663496e-06,1.2545892005277892e-06
1932,3.378825169875199e-06,9.469039614629082e-07
1933,3.3253450055781286e-06,1.0472714517817394e-06
1934,3.752631016595842e-06,1.1574206233433415e-06
1935,3.6371616545238794e-06,1.1094599514649417e-06
1936,3.363395762789878e-06,1.0766746676438288e-06
1937,3.4310797047965025e-06,9.506294240679836e-07
1938,3.483753118871391e-06,8.855241837579797e-07
1939,3.4931611310184962e-06,9.298782810418516e-07
1940,3.479094146996431e-06,8.241294331412519e-07
1941,4.436108270056138e-06,1.1451830452813283e-06
1942,3.823106936806653e-06,1.0346662335791734e-06
1943,4.087755257842218e-06,1.3587140692550292e-06
1944,3.495946543807804e-06,1.0121536195839553e-06
1945,3.4442149683400203e-06,1.2090697421029972e-06
1946,3.4941972444357816e-06,1.396286755550591e-06
1947,3.2830078851020517e-06,1.0132740237978055e-06
1948,4.6053316395955335e-06,1.1513329525314475e-06
1949,2.701640653413051e-06,1.003298260471297e-06
1950,3.159765810778481e-06,9.986604609935057e-07
1951,3.766673216887284e-06,1.0586772027920688e-06
1952,5.084704639557458e-06,1.0239004701873e-06
1953,3.4627082072802295e-06,1.154954286874954e-06
1954,3.3852065257633512e-06,1.3837911012615223e-06
1955,4.008593123216997e-06,1.3468347077605358e-06
1956,3.3960125733756286e-06,1.2165992586687935e-06
1957,3.3997224306858698e-06,1.1503218786401703e-06
1958,3.2352743630781333e-06,1.075391660165792e-06
1959,2.96543603894861e-06,1.068828122896548e-06
1960,2.9282046511980298e-06,1.1121779159850576e-06
1961,2.8424918525615794e-06,1.0832180237230205e-06
1962,3.0904352854577155e-06,1.1878484613703222e-06
1963,2.7648844707073295e-06,1.2854513862237127e-06
1964,3.2068597306533775e-06,1.1827234711603296e-06
1965,2.77213712251978e-06,1.0862006334377838e-06
1966,3.408192810638866e-06,1.1731760274358294e-06
1967,3.2007738752781734e-06,1.1058742472869199e-06
1968,3.0384427986973606e-06,1.3689835576258247e-06
1969,3.6633818183418043e-06,9.569483498950149e-07
1970,2.7983241750462184e-06,1.1887704243207509e-06
1971,2.8970285939067253e-06,1.2953900103696014e-06
1972,2.772331328060318e-06,1.3466635468972754e-06
1973,2.4511705021268426e-06,1.1726584236981807e-06
1974,2.449936545190212e-06,1.053107018478272e-06
1975,2.5587432332940807e-06,9.995090124448325e-07
1976,2.6613608099523844e-06,1.256975885155498e-06
1977,2.7027320470551786e-06,1.3081716438989588e-06
1978,2.5740581861555256e-06,1.415642923774385e-06
1979,2.4859183440639754e-06,1.4975199640332448e-06
1980,2.8766861532858456e-06,1.4644948329589624e-06
1981,2.657363296520998e-06,1.473220478942494e-06
1982,2.3321586439806197e-06,1.2712964938543792e-06
1983,2.5583345291124715e-06,1.3729496952663567e-06
1984,2.56026217471117e-06,1.3442101938210271e-06
1985,2.7779846334397007e-06,1.6211928652865026e-06
1986,2.9169167419240694e-06,1.4668505841086699e-06
1987,2.5384333923739177e-06,1.5882013251200533e-06
1988,2.6984492649262393e-06,1.5734957621305057e-06
1989,2.506974226434977e-06,1.4027640311553569e-06
1990,2.3647144189453684e-06,1.796965104716719e-06
1991,2.4471617479093766e-06,1.6787236312154619e-06
1992,2.6183253680756025e-06,1.5675791047442544e-06
1993,2.6549421363597503e-06,1.6551151738042336e-06
1994,2.5625592883216086e-06,1.5993577555661886e-06
1995,2.5978960707107035e-06,1.5296733799630147e-06
1996,2.7987617272628995e-06,1.626516652919463e-06
1997,2.696648607525276e-06,1.2591392746230667e-06
1998,2.5642999474939643e-06,1.627362525624676e-06
1999,3.2178786568692885e-06,1.4597222612877658e-06
2000,2.971567965914801e-06,1.4318840202420802e-06
2001,2.6725391677473453e-06,1.4475524086066116e-06
2002,2.896863605883482e-06,1.6057177010253554e-06
2003,3.2381157950567285e-06,1.519260104387854e-06
2004,2.6922083975478017e-06,1.4584263965389255e-06
2005,3.1098389854378183e-06,1.585770232459538e-06
2006,3.2028947316575795e-06,1.5709750087467e-06
2007,3.377731815135121e-06,1.616565830531158e-06
2008,3.2739710604801076e-06,1.3738757953518643e-06
2009,3.451217821748287e-06,1.4624046684730274e-06
2010,3.7525812501826294e-06,1.1918129514398856e-06
2011,4.745166705788506e-06,1.0974799824481352e-06
2012,5.198634482894704e-06,1.2411905441211957e-06
2013,5.1174866086967086e-06,1.1153710808287087e-06
2014,5.199667015176601e-06,1.295152751268347e-06
2015,5.4390326624798035e-06,1.2536950557695548e-06
2016,5.444724337166917e-06,1.2316188016114893e-06
2017,5.7937045596645476e-06,1.1383141611531755e-06
2018,5.5341484141990804e-06,1.1846350416178097e-06
2019,5.1925357240634185e-06,1.0915676540435015e-06
