year,autres_ADJ oies_NOUN,autres_ADJ noix_NOUN
1973,3.859242647674677e-09,5.513203782392395e-10
1974,3.375343005096454e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,0.0
1977,6.464460078348111e-09,0.0
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,4.0963813452421505e-09,5.851973350345929e-10
1980,5.116635559687666e-09,1.7055452605774235e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,8.069752865935698e-09,1.8622506869903077e-09
1983,5.683784221055532e-09,1.2630632095778083e-09
1984,2.319603453759811e-09,0.0
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,4.795588481876223e-09,5.994485463567401e-10
1987,5.499735000746853e-09,0.0
1988,1.7989661427186832e-09,2.398621523624911e-09
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,8.717841448735442e-09,1.089730194969718e-09
1991,7.033758298025106e-09,1.1722930404189924e-09
1992,3.305966445044106e-09,1.65298330578878e-09
1993,3.3235245111562506e-09,5.539207426075166e-10
1994,6.8574046441227665e-09,3.6924485691258724e-09
1995,7.591431261388948e-09,5.422450821690461e-10
1996,2.135236876199542e-09,1.067618438099771e-09
1997,5.753873377756236e-09,0.0
1998,5.244942036242151e-09,0.0
1999,9.140402212892695e-09,4.570201161957499e-10
2000,4.4180314962005696e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,2.6287270138425356e-09
2002,4.81934359086722e-09,2.1906108038649563e-09
2003,3.333538334260311e-09,4.1669229178253886e-10
2004,5.726228602398464e-09,8.809582507929292e-10
2005,6.3052495447024626e-09,1.8014998381943315e-09
2006,5.353256948836815e-09,2.8825228870488218e-09
2007,2.7961355453243186e-09,0.0
2008,5.108927725316903e-09,4.257439678578834e-10
2009,2.860915504498962e-09,4.76819250749827e-10
2010,6.140930985942816e-09,1.4171379625338432e-09
2011,1.7207874236646603e-08,1.1471915639660324e-09
2012,1.0553183549255607e-08,2.7234021704458655e-09
2013,1.0319762933086452e-08,3.0680376017500066e-09
2014,7.57905826986871e-09,3.031623174720721e-09
2015,7.314698624583116e-09,6.871383906315032e-09
2016,1.2428039930512114e-08,4.349814286541687e-09
2017,5.7859059765519305e-09,4.528100561174142e-09
2018,4.904786798931582e-09,4.64663996169179e-09
2019,6.377469219387422e-09,2.5509878653906526e-09
