year,autres_ADJ oies_NOUN,autres_ADJ noix_NOUN
1800,1.5720821977538435e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,4.475680270843441e-09,2.9091921760482364e-08
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,5.685755422035754e-09
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.0788894222457657e-08,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,0.0
1818,2.026600220972341e-08,0.0
1819,0.0,0.0
1820,4.746592452420373e-09,4.746592452420373e-09
1821,2.9584463767662328e-09,0.0
1822,1.0025615893027862e-09,0.0
1823,1.8777105759149038e-08,1.680056804787e-08
1824,0.0,0.0
1825,2.905796137042671e-08,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,5.503380862137419e-09,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,2.0873671680021744e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,5.600718555598405e-09,9.334530925997342e-10
1835,2.2689263801112247e-09,0.0
1836,2.688300027031687e-09,2.688300027031687e-09
1837,1.3915781860163179e-09,8.349468672008697e-09
1838,1.8936485712828244e-09,2.5248647617104325e-09
1839,1.3982950353153e-09,0.0
1840,3.821813199245128e-09,0.0
1841,6.420548537278137e-10,2.5682194149112547e-09
1842,2.683306021822318e-09,0.0
1843,0.0,0.0
1844,1.2074834465636286e-08,0.0
1845,2.2878934136105755e-08,1.1160455892778032e-09
1846,1.1709002656346001e-09,0.0
1847,3.235934187273415e-09,0.0
1848,2.413566457803995e-09,8.045221711050488e-10
1849,8.379414939696517e-10,0.0
1850,6.788996032014438e-10,0.0
1851,6.449438760824933e-09,6.449438760824933e-10
1852,6.510545436100301e-10,6.510545436100301e-10
1853,1.1943863675867306e-09,0.0
1854,3.63696517347023e-09,0.0
1855,2.653468555990912e-09,1.0613874223963649e-09
1856,5.177189232874468e-10,0.0
1857,9.763018171682347e-10,0.0
1858,4.893676019968041e-10,4.893676019968041e-10
1859,0.0,0.0
1860,1.3731551729012637e-09,4.577183909670879e-10
1861,3.7727710400226044e-09,4.715963730639317e-10
1862,1.355395878865906e-09,0.0
1863,6.992469381295052e-09,9.989241656072068e-10
1864,4.794727948009836e-10,0.0
1865,0.0,1.4120533631256649e-09
1866,2.919367692033603e-09,0.0
1867,0.0,0.0
1868,9.87974813071446e-10,0.0
1869,9.278686263769487e-09,4.883519144627257e-10
1870,3.4404292748035914e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,6.047339295989218e-10
1873,1.1972008939764578e-09,0.0
1874,1.0156835372754358e-08,0.0
1875,5.149374260327022e-09,0.0
1876,1.209202959984168e-09,0.0
1877,5.566334504436554e-09,6.184815992682502e-10
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,7.331190321480108e-09,0.0
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,2.7890030285249168e-09,0.0
1882,6.655385131892899e-10,3.9932310791357395e-09
1883,2.5277355764075082e-09,3.159669414998234e-09
1884,1.9805090900604227e-09,6.601696966868076e-10
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,5.808117542471791e-09,6.453463874400711e-10
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,3.804368819970705e-09,6.340614699951175e-10
1889,1.2530273485467092e-09,0.0
1890,2.6217545912032847e-09,0.0
1891,2.549687905251119e-09,1.2748440081367107e-09
1892,9.402768341715273e-09,1.2537024751679837e-09
1893,1.539604183031784e-08,0.0
1894,1.8904617871129403e-09,0.0
1895,4.213030146971164e-09,6.018614495673091e-10
1896,1.5332275227208925e-08,0.0
1897,1.1653427112179315e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,4.52668391659472e-09
1899,5.527578395003729e-10,0.0
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,1.676621730339889e-09,3.353243460679778e-09
1902,9.820567692386817e-10,1.9641135384773634e-09
1903,1.6200660812870638e-09,1.6200660812870638e-09
1904,4.837162670412454e-09,1.6123875568041512e-09
1905,5.160759042333041e-10,1.0321518084666081e-09
1906,0.0,0.0
1907,1.028568674676933e-09,0.0
1908,1.4734167219643268e-09,0.0
1909,2.7504918342913243e-09,5.500983557560346e-10
1910,2.137660271017694e-09,0.0
1911,4.788336838146279e-09,1.5961122423746588e-09
1912,5.2094213387476884e-09,1.0418842455450772e-09
1913,6.3635876568213234e-09,1.060597942803554e-09
1914,7.366418253162976e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,0.0,6.057785384427916e-09
1921,0.0,0.0
1922,0.0,1.4755870969551665e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,0.0,0.0
1925,2.1996355847875293e-09,5.499089184013428e-09
1926,3.343841648018042e-09,8.916910765321973e-09
1927,5.574612549352764e-09,2.2298449753321847e-09
1928,4.5704163786908225e-09,5.713020723163709e-09
1929,1.1140406375176326e-09,0.0
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,5.735331098932761e-09,2.2941324395731044e-09
1934,0.0,4.7926320689839486e-09
1935,3.590485242455088e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,0.0,8.813782592653752e-09
1938,1.2965214457594243e-09,0.0
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,3.836953510472085e-08,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,0.0,2.945102384188658e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,6.396841056854896e-09,8.529121409139861e-09
1952,0.0,6.326882129314981e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,5.86352189024808e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,3.5340151360863103e-09,3.534015080575159e-09
1958,4.963346011965797e-09,9.099467845885556e-09
1959,5.425523585955716e-09,0.0
1960,3.460416619915918e-09,6.920833350854139e-10
1961,2.08444772553662e-09,3.47407969059077e-09
1962,6.341956404476434e-10,6.341956404476434e-10
1963,3.879631726988464e-09,6.466053248388448e-10
1964,6.083968218106861e-09,1.2167936658258327e-09
1965,0.0,1.0944086747954884e-09
1966,5.539074754423723e-10,0.0
1967,4.930335584241163e-10,9.860671168482327e-10
1968,1.796566312384229e-09,1.3474247273492779e-09
1969,9.99186730576973e-09,0.0
1970,6.898087545614828e-09,4.5987250119061684e-10
1971,1.0276794970565106e-09,0.0
1972,8.721249833421041e-09,1.0260293725750103e-09
