year,voudrais_VERB être_VERB,voudrais_VERB etre_VERB,voudrais_VERB naître_VERB
1800,1.8550569791386806e-07,0.0,0.0
1801,1.6906396638205479e-07,0.0,0.0
1802,2.439245747609675e-07,0.0,0.0
1803,1.7162984988772223e-07,0.0,0.0
1804,2.793191526961891e-07,0.0,0.0
1805,1.904728037516179e-07,0.0,0.0
1806,1.671368039524168e-07,0.0,0.0
1807,2.4768510797912313e-07,0.0,0.0
1808,1.744876954035135e-07,0.0,0.0
1809,3.0948717721912544e-07,0.0,0.0
1810,2.9953622515677125e-07,4.680253518074551e-09,0.0
1811,1.1532553401139012e-07,0.0,0.0
1812,3.867451994210569e-07,0.0,0.0
1813,1.1502966401621961e-07,0.0,0.0
1814,2.0138733702879108e-07,0.0,0.0
1815,1.4565007688815967e-07,0.0,0.0
1816,2.3407798721564177e-07,0.0,0.0
1817,5.526900395125267e-07,1.556873407970727e-09,0.0
1818,4.4465991777542513e-07,0.0,0.0
1819,3.229527578696434e-07,0.0,0.0
1820,3.6904756939293293e-07,0.0,0.0
1821,8.717555601833737e-07,0.0,0.0
1822,5.473985993376118e-07,1.0025615893027862e-09,0.0
1823,4.002488083187927e-07,0.0,0.0
1824,4.3621363943202596e-07,0.0,0.0
1825,4.1913909853974474e-07,1.7610886082763955e-09,0.0
1826,2.792131112983043e-07,0.0,0.0
1827,3.871254818932357e-07,0.0,0.0
1828,4.842975158680929e-07,0.0,0.0
1829,4.415185799189203e-07,0.0,0.0
1830,7.775442441015912e-07,0.0,0.0
1831,7.390231644421874e-07,0.0,0.0
1832,7.630902700839215e-07,0.0,1.3529969367098715e-09
1833,7.587276513731922e-07,1.1583628500844156e-09,0.0
1834,5.918092824686028e-07,0.0,0.0
1835,6.058033363842696e-07,2.2689263801112247e-09,0.0
1836,5.887376914870401e-07,2.688300027031687e-09,0.0
1837,5.322786478245689e-07,0.0,0.0
1838,4.4311377678241115e-07,0.0,6.312161904276081e-10
1839,4.7052628815436037e-07,6.9914751765765e-10,0.0
1840,4.446042680683604e-07,6.369688665408546e-10,0.0
1841,4.4494402118289145e-07,6.420548537278137e-10,6.420548537278137e-10
1842,6.097812956795678e-07,0.0,0.0
1843,5.203988848734298e-07,5.906911071384968e-10,0.0
1844,4.5225743861010415e-07,5.488561272137815e-10,0.0
1845,4.296775557577348e-07,5.580227946389016e-10,0.0
1846,5.292469040796277e-07,1.7563503984519002e-09,0.0
1847,4.751429969473975e-07,0.0,0.0
1848,4.0628370356898813e-07,0.0,0.0
1849,3.7455984625012206e-07,0.0,0.0
1850,4.1005534967553103e-07,0.0,0.0
1851,4.101842989712168e-07,0.0,0.0
1852,5.052183382758813e-07,1.9531636308300904e-09,0.0
1853,6.055539074623084e-07,0.0,0.0
1854,3.979878897553135e-07,5.195664454227256e-10,0.0
1855,6.670820198451111e-07,5.306937111981824e-10,0.0
1856,4.5714580210187705e-07,5.177189232874468e-10,0.0
1857,5.979848651804787e-07,1.9526036343364694e-09,0.0
1858,5.108997811476002e-07,4.404308473482388e-09,0.0
1859,6.594364663214947e-07,0.0,0.0
1860,6.920702162460657e-07,0.0,0.0
1861,6.616497216782591e-07,0.0,0.0
1862,4.929123065267049e-07,2.2589932147099034e-09,0.0
1863,6.123405000835191e-07,0.0,4.994620828036034e-10
1864,6.913997481206025e-07,3.3563094525845827e-09,0.0
1865,7.413279945467366e-07,4.706844358715045e-10,9.41368871743009e-10
1866,6.408012040992617e-07,9.731225825149181e-10,0.0
1867,6.764819318050286e-07,9.7056229719783e-10,9.7056229719783e-10
1868,5.532659201890056e-07,0.0,0.0
1869,7.877116559029673e-07,5.371870948067681e-09,3.906815315701806e-09
1870,6.559751568602223e-07,1.1468097582678638e-09,1.1468097582678638e-09
1871,4.970710847373994e-07,0.0,0.0
1872,7.045150027806812e-07,6.047339295989218e-10,0.0
1873,5.489166028382897e-07,1.7958012854535355e-09,0.0
1874,6.817028861405561e-07,0.0,0.0
1875,7.535251143053756e-07,1.1443054281912168e-09,0.0
1876,6.185073289088905e-07,0.0,1.209202959984168e-09
1877,7.65061713536852e-07,0.0,0.0
1878,4.879583457295666e-07,3.0195443923020093e-09,6.039088673581716e-10
1879,6.19485604147485e-07,1.832797580370027e-09,3.0546627449723474e-09
1880,7.322762485273415e-07,0.0,6.417846254436199e-10
1881,6.407734645108576e-07,1.3945015142624584e-09,0.0
1882,7.56717270178342e-07,1.9966155395678697e-09,6.655385131892899e-10
1883,5.561018383559713e-07,6.319338941018771e-10,1.2638677882037541e-09
1884,6.159383474368951e-07,1.9805090900604227e-09,6.601696966868076e-10
1885,4.872900376540201e-07,0.0,0.0
1886,4.465796905606112e-07,6.453463874400711e-10,0.0
1887,4.942396003571048e-07,0.0,6.528924623161458e-10
1888,5.11687630933011e-07,6.340614699951175e-10,1.268122939990235e-09
1889,4.9306623850498e-07,1.2530273485467092e-09,1.2530273485467092e-09
1890,4.2144705503233126e-07,0.0,6.554386478008212e-10
1891,5.118498620504397e-07,6.374220040683554e-10,1.2748440081367107e-09
1892,5.472411430673674e-07,0.0,0.0
1893,5.160753175914579e-07,2.4633666773077323e-09,6.158416554491453e-10
1894,5.936050229138345e-07,2.520615716150587e-09,6.301539290376468e-10
1895,5.711665380658815e-07,1.2037228991346183e-09,0.0
1896,4.941710471939587e-07,1.7691086373616827e-09,3.5382172747233653e-09
1897,4.742944952340622e-07,0.0,1.1653427112179315e-09
1898,5.098177666695847e-07,1.13167097914868e-09,1.13167097914868e-09
1899,5.195923904466326e-07,0.0,1.1055156790007459e-09
1900,5.429841394288815e-07,0.0,0.0
1901,4.94603398237814e-07,1.676621730339889e-09,1.1177477832191585e-09
1902,4.532192008355196e-07,4.910283846193408e-10,0.0
1903,5.168010943634727e-07,5.400220270956879e-10,0.0
1904,4.2728271409941954e-07,5.374625189347171e-10,1.6123875568041512e-09
1905,5.857461360392335e-07,0.0,0.0
1906,6.383933168763178e-07,0.0,2.572092316910357e-09
1907,5.816555699311721e-07,1.028568674676933e-09,5.142843373384665e-10
1908,6.532147267535038e-07,9.822778146428846e-10,0.0
