year,mêmes_ADJ airs_NOUN,mêmes_ADJ nerfs_NOUN
1800,6.917161954334006e-08,9.432493186523061e-08
1801,1.4287095950749062e-08,7.619784270218588e-08
1802,4.4756802708434407e-08,1.096541666356643e-07
1803,1.3652374342143503e-08,8.191424427650418e-08
1804,4.2021465418429216e-08,1.3347995775347954e-07
1805,1.7057265822018053e-08,1.648869130121966e-07
1806,2.5935023018064385e-08,9.221341201737232e-08
1807,3.131650672116848e-08,9.679647661187119e-08
1808,5.211970233176544e-08,6.571614363792833e-08
1809,2.0331274441787173e-08,2.4849335034105025e-08
1810,6.084329839950442e-08,8.190443878675069e-08
1811,7.270522672797597e-08,4.011322829455821e-08
1812,5.067695596494559e-08,1.6269970615212515e-07
1813,6.614205716459765e-08,1.4666282766029326e-07
1814,4.72001566720337e-08,2.5173417128598885e-08
1815,1.8880564667256294e-08,1.0249449644561537e-07
1816,1.8540831092650478e-08,1.6454987417091615e-07
1817,6.85024303948012e-08,2.3353100786493997e-08
1818,2.8610825708597076e-08,5.0068944545955674e-08
1819,5.072014630513877e-08,4.864993385922389e-08
1820,6.051905643289501e-08,6.645229433388522e-08
1821,7.59334568556369e-08,7.790576006527772e-08
1822,3.909990198280866e-08,1.1930482912703155e-07
1823,4.15072847204101e-08,7.115534828017189e-08
1824,4.8000341479337294e-08,2.0379093257361092e-07
1825,8.277116592125822e-08,1.875559405561944e-07
1826,4.315912249808207e-08,7.04638765114396e-08
1827,3.871254605769536e-08,7.005127855563842e-08
1828,7.06267186956211e-08,8.346793833879929e-08
1829,2.4004892296147773e-08,8.487444347338169e-08
1830,4.905312778191728e-08,7.723258477199124e-08
1831,4.053713453799901e-08,7.327867024287116e-08
1832,1.1500473817704915e-07,7.576782934393123e-08
1833,4.9809603552830595e-08,4.170106393530659e-08
1834,1.4001796166951408e-08,4.387229424196448e-08
1835,4.689114518896531e-08,7.638718813041123e-08
1836,4.301280043250699e-08,4.704525125021064e-08
1837,2.5048407792382932e-08,8.001574514082677e-08
1838,2.3354999711955315e-08,7.763959075646198e-08
1839,3.5656523067473245e-08,5.733009800223954e-08
1840,2.229391071750797e-08,5.923810419972142e-08
1841,4.494383887276854e-08,6.420548714913821e-08
1842,3.4882980060046975e-08,4.360372329870188e-08
1843,4.4892523476391943e-08,5.493427224223524e-08
1844,3.0735943568060975e-08,9.111011678442082e-08
1845,3.013322924516615e-08,4.798996044996784e-08
1846,4.039605983052752e-08,5.034871009002018e-08
1847,2.480882876909618e-08,3.721324404182269e-08
1848,3.378993085334514e-08,6.516629724728773e-08
1849,4.1059134758825167e-08,1.75967720394965e-08
1850,2.2403686017469226e-08,3.1229383523623255e-08
1851,9.029214709244116e-09,5.93348374877678e-08
1852,2.278690836021724e-08,7.747549091163819e-08
1853,2.9262466227919504e-08,6.389966955566706e-08
1854,2.3900057044556888e-08,5.507404310378661e-08
1855,1.963566731433275e-08,6.899018245576372e-08
1856,2.8992259260007813e-08,5.901995692170203e-08
1857,5.4672902649599564e-08,4.735063896532665e-08
1858,1.8106600663259087e-08,5.676664116549546e-08
1859,3.971895168319861e-08,4.277425702525761e-08
1860,2.746310379109218e-08,7.415037828195636e-08
1861,1.744906619194353e-08,3.7256114637784776e-08
1862,1.9879140111811466e-08,7.770936605311363e-08
1863,3.346395871517416e-08,3.2465035104678464e-08
1864,2.3973639073915365e-08,4.698833322436258e-08
1865,4.047886292823932e-08,6.071829261600215e-08
1866,2.4814625021463144e-08,1.3185811553739768e-07
1867,1.747012134956094e-08,4.2219461704462447e-08
1868,3.359114231216154e-08,6.471235280969267e-08
1869,1.8069020057964735e-08,7.08110263758499e-08
1870,2.752343419842873e-08,7.454263339923273e-08
1871,4.991953161948004e-08,4.460894587055009e-08
1872,3.084143074261192e-08,5.6844989160254045e-08
1873,2.8134220286801792e-08,6.46488516053978e-08
1874,2.8080663128093875e-08,1.0037343400881582e-07
1875,1.716458086775674e-08,6.007603303714859e-08
1876,2.5997863417615008e-08,6.590155976482492e-08
1877,2.8450154232473324e-08,5.690030846494665e-08
1878,1.8117265909722846e-08,8.031987874801416e-08
1879,2.6270098985037293e-08,8.125402928271797e-08
1880,1.9895322722618403e-08,7.765594034481182e-08
1881,2.1614773970668466e-08,4.741305303923582e-08
1882,3.5939081044489285e-08,4.3925542314582344e-08
1883,2.0853818227806187e-08,4.9922778799782463e-08
1884,2.442627788923346e-08,6.46966284989503e-08
1885,2.7716232864349877e-08,6.252266615547342e-08
1886,4.130216879616455e-08,6.25986018576441e-08
1887,1.566941953967671e-08,6.463635315867577e-08
1888,1.9655905347804037e-08,4.2482117379449846e-08
1889,2.8193115397812107e-08,5.200063668553412e-08
1890,2.1629475099871343e-08,7.275369284798217e-08
1891,1.9122660788184476e-08,4.5894385181100006e-08
1892,5.014809900671935e-09,2.7581453565517222e-08
1893,1.3548516086814288e-08,2.8328715373504565e-08
1894,1.5753848003896564e-08,3.3398158905129094e-08
1895,1.5046536461227333e-08,3.8519132772307785e-08
1896,2.240870955461105e-08,5.130415203780103e-08
1897,2.3889525024856084e-08,4.3700350005337896e-08
1898,1.6975064909274806e-08,2.4896761985360172e-08
1899,1.9899282222013426e-08,2.3768587098516036e-08
1900,1.5054054003371675e-08,5.294874227956825e-08
1901,1.2295225282343836e-08,4.694540578498163e-08
1902,1.5712908307818907e-08,4.910283735171106e-08
1903,2.052083658554693e-08,4.1581696308412575e-08
1904,3.439760121182189e-08,2.364835083312755e-08
1905,2.4255568220610257e-08,3.9221767167418875e-08
1906,1.2346042410626978e-08,2.0576738535282857e-08
1907,1.697138252154673e-08,2.108565766434367e-08
1908,1.4734167663732478e-08,4.9605031193777904e-08
1909,1.5402754627302784e-08,2.7504917454734823e-08
1910,1.60324518105881e-08,2.672075360976578e-08
1911,6.916486494645824e-09,2.500575924102577e-08
1912,1.927485904218429e-08,2.3963337980603683e-08
1913,6.363587878865928e-09,2.598464909908671e-08
1914,2.0090231700464756e-08,1.6741859454327823e-08
1915,2.0027295377644805e-08,7.068456930880984e-09
1916,1.538244731591476e-08,1.538244731591476e-08
1917,3.289927441585405e-09,2.4126133979507358e-08
1918,1.722956355365568e-08,1.1486376294556067e-08
1919,3.222746869369075e-08,2.3940405213807026e-08
1920,2.1959472462640406e-08,2.4988365154854364e-08
1921,2.0446417892117097e-08,2.196096815509918e-08
1922,4.131644004701229e-08,3.6889677090812256e-08
1923,2.441668023323018e-08,2.0170300985000722e-08
1924,1.4180787211159895e-08,1.675911143195208e-08
1925,2.0896537833436923e-08,1.8696901804560184e-08
1926,2.8979959765251806e-08,2.452150482668003e-08
1927,1.1149224654616319e-08,2.7873062080630007e-08
1928,2.170947865920425e-08,2.170947865920425e-08
1929,1.2254447234738564e-08,1.893869061575515e-08
1930,3.2561171536826805e-08,2.2057568216382606e-08
1931,2.737285598186645e-08,1.1405356659111021e-08
1932,3.1782654730250215e-08,2.082311922890767e-08
1933,2.523545639121494e-08,1.8353059516584835e-08
1934,3.2350264689284813e-08,2.156684431042777e-08
1935,3.111753699158726e-08,4.6676309040094566e-08
1936,2.182448710641438e-08,1.091224355320719e-08
1937,1.3850230295986421e-08,1.2591118370153254e-08
1938,2.9819993585533666e-08,2.2040865133021725e-08
1939,1.070583532936098e-08,1.3764645423464117e-08
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,1.4757512545315876e-08,2.3612020783048138e-08
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,2.6142048525912287e-08
1946,1.5313215584455975e-08,2.7842208538686464e-09
1947,1.3112957830685446e-08,5.960435700558264e-09
1948,1.6307831529616124e-08,4.783630558335972e-08
1949,2.5524220959027843e-08,3.239612667016445e-08
1950,1.701657836861159e-08,1.808011518278363e-08
1951,3.4116485636559446e-08,2.1322803522849654e-09
1952,1.0544804140977249e-08,1.0544804140977249e-08
1953,2.3702419582605216e-08,2.2625037843226892e-08
1954,1.7590565448699635e-08,8.795282724349818e-09
1955,4.129667274810345e-08,9.385607846468247e-09
1956,2.3547082506070183e-08,2.0058624983221307e-08
1957,1.0602045463770082e-08,4.417518795207798e-09
1958,2.9780077070995503e-08,2.1507833736222892e-08
1959,1.6276571201956358e-08,7.750747821333448e-10
1960,1.591791587429725e-08,1.2457499920515147e-08
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,1.77574772664002e-08,5.0735651235811474e-09
1963,2.133797494252576e-08,1.1638896069143811e-08
1964,2.981144575642247e-08,7.300761772910391e-09
1965,2.5718604135249734e-08,6.5664522708175355e-09
1966,1.5509408868297214e-08,8.862519607077957e-09
1967,2.3172576746333107e-08,6.902469706915326e-09
1968,2.380450325745187e-08,1.2126823101255013e-08
1969,2.4071315607443466e-08,9.083515273289322e-09
1970,1.4256047897731605e-08,4.1388523719376735e-09
1971,2.8775026805760717e-08,8.735275613958038e-09
1972,1.846852804021637e-08,8.721249500354133e-09
1973,2.0950174928202614e-08,4.9618833486420044e-09
1974,5.06301445213353e-09,7.313243344242437e-09
1975,1.770558810676448e-08,4.569184142155791e-09
1976,1.2569759455516305e-08,3.9994687561772935e-09
1977,1.3516598507123945e-08,5.289103821581875e-09
1978,1.9603952239322098e-08,8.316828115084718e-09
1979,1.404473604083023e-08,6.437170796402825e-09
1980,1.6486936260662333e-08,1.7055452605774235e-09
1981,1.9609203150139365e-08,6.325549528618524e-10
1982,1.4277254933858785e-08,1.8622506869903077e-09
1983,9.47297440490047e-09,4.4207211225000265e-09
1984,1.275781880138993e-08,4.059305780401701e-09
1985,1.2632671797518924e-08,5.414002135495366e-09
1986,2.038125046510686e-08,1.1988970927134801e-09
1987,2.199894133525504e-08,3.0554083707556856e-09
1988,5.396898483667201e-09,7.795519785247507e-09
1989,1.4269117443177493e-08,3.841685636274406e-09
1990,1.4166492867673242e-08,1.089730194969718e-09
1991,1.4067516929117119e-08,4.68917216167597e-09
1992,1.4876849085965205e-08,5.509944056569793e-09
1993,2.1048988330107932e-08,3.323524566667402e-09
1994,1.635227242502424e-08,2.637463358823311e-09
1995,1.843633334885908e-08,1.572510655023507e-08
1996,1.2277611816102763e-08,1.014237493990322e-08
1997,1.8700088588730068e-08,1.917957792585412e-09
1998,1.144351013948608e-08,2.86087753487152e-09
1999,1.3253583119876566e-08,2.7421207526856506e-09
2000,1.7230322058026104e-08,3.092622158362701e-09
2001,1.9277331730904734e-08,3.066848330846028e-09
2002,1.1829298429688606e-08,5.257465574004527e-09
2003,1.583430631058036e-08,1.2500769308587678e-09
2004,1.3214373595360485e-08,4.404791198453495e-09
2005,1.6663873836364473e-08,5.404499514582994e-09
2006,1.4412615101377924e-08,7.412201963319376e-09
2007,1.5179022483380322e-08,7.190063211481856e-09
2008,1.4901038625225738e-08,3.8316958494988285e-09
2009,1.8119131084404216e-08,6.198650481792356e-09
2010,1.369900015646408e-08,1.8895172093635892e-09
2011,1.3766299211681599e-08,3.4415748029203996e-09
2012,1.3617010630184723e-08,3.4042526575461807e-09
2013,1.7292574483462886e-08,4.462600067256517e-09
2014,2.7284610126798725e-08,5.630157673408576e-09
2015,1.9727520950141297e-08,8.644644111654998e-09
2016,2.6720286427917017e-08,7.871092222444531e-09
2017,1.282961736848165e-08,4.024978128569501e-09
2018,1.884470712809616e-08,5.162933192082164e-09
2019,1.811201322254874e-08,6.632568272380013e-09
