year,deux_DET os_NOUN,deux_DET noces_NOUN
1875,2.099800395782836e-07,5.149374260327022e-09
1876,2.0616910934023736e-07,1.0278224937820823e-08
1877,2.9934510070717124e-07,1.1751150275074451e-08
1878,2.1197201149902867e-07,1.8117266020745149e-09
1879,2.1932477523023408e-07,1.649517855639715e-08
1880,1.4632689571136837e-07,4.492492378105339e-09
1881,1.959274693597024e-07,2.789003084036068e-09
1882,2.0565140346207045e-07,3.9932310791357395e-09
1883,2.3950295080510386e-07,6.319338829996468e-09
1884,1.9475005608171614e-07,1.2543224237049344e-08
1885,2.797405818100174e-07,9.023890135129164e-09
1886,1.9553995223020593e-07,1.032554231006344e-08
1887,1.9652063532049624e-07,3.264462256069578e-09
1888,1.8958438641192288e-07,5.706553007911452e-09
1889,1.9421923669327157e-07,1.8795409673089125e-09
1890,1.900772099716619e-07,2.6217545912032847e-09
1891,1.2493471746033435e-07,4.461953917456185e-09
1892,1.2223599421545828e-07,1.8805537127519756e-09
1893,2.1246536707764108e-07,5.542574843531156e-09
1894,1.2224986001285743e-07,6.301539290376468e-10
1895,1.3180765523479465e-07,6.6204761672850054e-09
1896,1.6865502239227226e-07,2.3588115349859606e-09
1897,1.2993570663866194e-07,4.661370844871726e-09
1898,1.5164391609090444e-07,6.790025652847476e-09
1899,1.3653118280387844e-07,1.1055156790007459e-09
1900,9.136253753538881e-08,3.1146317747143826e-09
1901,1.4418946081562467e-07,3.3532433496574754e-09
1902,1.2030195306600433e-07,1.4730852093691738e-09
1903,1.4148577598405154e-07,4.860198243861191e-09
1904,1.343656315100361e-07,2.6873125946735854e-09
1905,9.547404244969471e-08,4.64468330463319e-09
1906,9.87683423936403e-08,2.0576738091193647e-09
1907,1.0645685888377443e-07,0.0
1908,1.1197967175746726e-07,1.964555629285769e-09
1909,1.270727185698206e-07,1.1001967115120692e-09
1910,1.1757131446188396e-07,3.7409054742809644e-09
1911,1.250287886556123e-07,5.852411666396051e-09
1912,1.1200255722876307e-07,3.125652625612929e-09
1913,9.068112505339343e-08,1.060597942803554e-09
1914,1.292471543123952e-07,2.0090231700464756e-09
1915,1.696429694497681e-07,0.0
1916,1.1866458748954756e-07,1.0987462051303964e-09
1917,1.085676025747162e-07,0.0
1918,1.1830967316939223e-07,8.040463406189247e-09
1919,7.734592344377234e-08,3.6831393490643904e-09
1920,1.3478572213898588e-07,0.0
1921,1.6584317485968114e-07,0.0
1922,1.2026034568179966e-07,1.4755870969551665e-09
1923,6.157249909932716e-08,3.1847844361720945e-09
1924,9.926550581518256e-08,1.289162443462999e-09
1925,1.3527758824238845e-07,3.299453377181294e-09
1926,1.092321584295064e-07,1.1146138456652466e-09
1927,1.0480271428470189e-07,5.574612327308159e-09
1928,6.969885102403595e-08,3.4278122562625413e-09
1929,8.578113241952678e-08,2.2280812750352652e-09
1930,7.037414473387571e-08,5.2518016602221e-09
1931,6.615106862284392e-08,2.2810713318222042e-09
1932,6.575722233392867e-08,6.575722188983946e-09
1933,9.405943357521096e-08,6.882397318719313e-09
1934,9.3456325345187e-08,1.1981580172459871e-08
1935,7.659702205842223e-08,8.377798899061872e-09
1936,6.668592966718734e-08,7.274828739411987e-09
1937,5.9178256517355976e-08,3.777335333410292e-09
1938,7.779128630147625e-08,2.5930428915188486e-09
1939,6.57644196877527e-08,0.0
1940,1.1157444479437117e-07,0.0
1941,9.444808313219255e-08,0.0
1942,5.765002231150618e-08,0.0
1943,9.870999662098257e-08,0.0
1944,6.747690761699232e-08,3.2131861615880553e-09
1945,4.7927088520083316e-08,4.357008087652048e-09
1946,8.0742407426726e-08,1.3921104269343232e-09
1947,7.152522485398549e-08,1.0728784083369192e-08
1948,2.1526338045418925e-07,4.348755133776194e-09
1949,3.435953033203987e-08,6.8719059331812105e-09
1950,1.0209947332029401e-07,1.0635361480382244e-09
1951,1.2367225998843878e-07,2.1322803522849654e-09
1952,1.9507887749625752e-07,3.1634410646574906e-09
1953,6.787511552808212e-08,5.386913581872932e-09
1954,6.743050162683062e-08,0.0
1955,7.790054645795408e-08,0.0
1956,3.226822409274632e-08,2.616342476002842e-09
1957,9.36513990801302e-08,8.835037701437898e-10
1958,8.437688325813042e-08,4.1361216673863055e-09
1959,9.300897174657763e-08,0.0
1960,7.95895860328244e-08,6.920833350854139e-10
1961,6.183861644970534e-08,4.168895617606694e-09
1962,6.722473955278474e-08,6.341956404476434e-10
1963,4.978860856930112e-08,3.2330267352165265e-09
1964,7.787479772147776e-08,4.867174552281028e-09
1965,6.402290830820334e-08,1.0944086747954884e-09
1966,7.810095281612917e-08,3.8773522170743036e-09
1967,7.444806549017358e-08,9.860671168482327e-10
1968,7.141351221484626e-08,3.1439910674890825e-09
1969,1.094563610859467e-07,9.083515606356229e-10
1970,6.85210013173787e-08,2.7592350626548523e-09
1971,5.652237256015269e-08,3.5968781286754847e-09
1972,5.848367257144105e-08,1.0260293725750103e-09
1973,7.167165150256949e-08,3.307922213924286e-09
1974,6.469407431985985e-08,2.2502286700643026e-09
1975,5.483020970586949e-08,2.8557400888473694e-09
1976,4.342280446323343e-08,3.4281160132820787e-09
1977,5.2891036994573426e-08,6.464459911814657e-09
1978,5.168314443082522e-08,3.564354700280603e-09
1979,5.383815571136097e-08,6.437170463335917e-09
1980,6.708477551242709e-08,2.8425753972882717e-09
1981,5.819505433102279e-08,2.5302198669585607e-09
1982,2.9175260651825852e-08,2.483000915987077e-09
1983,4.0418024038757494e-08,4.4207211225000265e-09
1984,6.030968879855436e-08,1.739702604197646e-09
1985,3.4890235589557506e-08,5.414002135495366e-09
1986,6.05443031265196e-08,1.7983456945813714e-09
1987,3.483165472717431e-08,2.4443267410134695e-09
1988,5.336932984434384e-08,5.996553809062277e-10
1989,3.677041737759623e-08,2.1952488715726304e-09
1990,5.067245267831311e-08,2.179460389939436e-09
1991,6.330382112951227e-08,3.516879065745826e-09
1992,3.636563050690711e-08,2.7549720282848966e-09
1993,3.655877023334142e-08,1.6617622278225497e-09
1994,3.270454479453733e-08,3.1649559639745917e-09
1995,4.717532264830737e-08,3.253470548525428e-09
1996,4.9110447042366445e-08,4.270473752399084e-09
1997,5.034639150025555e-08,3.3564260260021683e-09
1998,4.052909763352375e-08,2.86087753487152e-09
1999,5.758453447413103e-08,4.113181045761749e-09
2000,4.5947527560485923e-08,2.2090157481002848e-09
2001,4.9945815927543435e-08,3.943090687297257e-09
2002,8.587194111342455e-08,4.381221607729913e-09
2003,5.2086536417306206e-08,8.333845835650777e-10
2004,4.8012223197169135e-08,3.523833058682868e-09
2005,5.989987017507303e-08,2.251874686720612e-09
2006,7.371022991975451e-08,4.1178899179428186e-10
2007,5.23276817432361e-08,3.195583603288199e-09
2008,5.066353092608722e-08,2.1287198670449925e-09
2009,5.531103419720296e-08,3.337734755248789e-09
2010,5.4323620823915064e-08,5.668551517068465e-09
2011,9.062813410842807e-08,4.97116342534909e-09
2012,8.748929181123799e-08,3.744677901096338e-09
2013,6.303422539488679e-08,2.7891249310130206e-09
2014,6.734534840902029e-08,4.330890368553497e-09
2015,7.780179300809209e-08,6.428068577424284e-09
2016,7.726098405491655e-08,3.935546111222266e-09
2017,6.943087282884619e-08,2.7671724911471074e-09
2018,7.641141208658553e-08,2.8396134332808742e-09
2019,7.193785211967452e-08,2.04079020349468e-09
