year,six_DET ombres_NOUN,six_DET nombres_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,8.951360541686881e-09
1803,0.0,0.0
1804,0.0,1.4831105232815389e-08
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,3.4163463169534225e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,4.51806094758922e-08
1810,0.0,4.680253518074551e-09
1811,2.0056614147279106e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,1.0729059418679299e-08
1819,5.175524897538253e-09,2.173720581311045e-08
1820,0.0,0.0
1821,0.0,4.930744257336528e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,0.0
1824,0.0,1.6842225392110777e-09
1825,0.0,3.522177216552791e-09
1826,0.0,7.92718590769681e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,2.7516903755575584e-09
1829,0.0,0.0
1830,0.0,6.262101504006523e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,2.3167257001688313e-09
1834,0.0,1.8669061851994684e-09
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,2.7965900706306e-09
1840,0.0,1.2739377330817092e-09
1841,0.0,6.420548537278137e-10
1842,0.0,1.341653010911159e-09
1843,5.906911071384968e-10,1.7720733214154905e-09
1844,0.0,5.488561272137815e-10
1845,0.0,1.1160455892778032e-09
1846,0.0,0.0
1847,0.0,4.853901280910122e-09
1848,0.0,0.0
1849,0.0,0.0
1850,8.82569484161877e-09,0.0
1851,1.2898877521649865e-09,6.449438760824933e-09
1852,1.3021090872200602e-09,0.0
1853,0.0,1.134667049207394e-08
1854,0.0,5.195664454227256e-10
1855,0.0,6.368324534378189e-09
1856,2.0708756931497874e-09,1.0354378687793542e-08
1857,0.0,4.881509085841174e-10
1858,0.0,6.8511463169329545e-09
1859,0.0,0.0
1860,0.0,1.9681891672007623e-08
1861,4.715963730639317e-10,9.43192779434554e-09
1862,0.0,1.3553959066214816e-09
1863,0.0,6.493007020935693e-09
1864,9.589456340108882e-09,0.0
1865,1.882737743486018e-09,1.882737743486018e-09
1866,0.0,4.865612912574591e-10
1867,0.0,4.85281148598915e-10
1868,0.0,9.87974813071446e-10
1869,0.0,6.348574999037737e-09
1870,0.0,1.7202146374017957e-09
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,0.0,0.0
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,5.974609140757536e-10,0.0
1875,0.0,2.2886108563824337e-09
1876,0.0,1.4510435519810017e-08
1877,0.0,0.0
1878,0.0,2.4156354694326865e-09
1879,6.10932526790009e-10,3.665595160740054e-09
1880,6.417846254436199e-10,0.0
1881,2.7890030285249168e-09,9.761510710859511e-09
1882,6.655385131892899e-10,6.655385131892899e-10
1883,0.0,6.951272890631799e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,0.0,4.511945039809007e-09
1886,6.453463874400711e-10,5.162771099520569e-09
1887,5.876032105334161e-09,7.834709769838355e-09
1888,0.0,1.014498351992188e-08
1889,1.8795409673089125e-09,2.5060546970934183e-09
1890,0.0,7.209825181320184e-09
1891,0.0,5.099376032546843e-09
1892,0.0,6.8953633913793055e-09
1893,6.158416554491453e-10,4.310891699166319e-09
1894,0.0,6.9316934414587195e-09
1895,0.0,2.1065151400989635e-08
1896,0.0,6.486732040400511e-09
1897,0.0,6.992056267307589e-09
1898,3.3950129374460403e-09,9.05336783318944e-09
1899,0.0,3.8693048765026106e-09
1900,0.0,1.5573159428683425e-09
1901,0.0,1.1177477832191585e-09
1902,0.0,3.437198747846537e-09
1903,4.860198465905796e-09,1.6200660812870638e-09
1904,0.0,1.0749250378694342e-09
1905,0.0,1.5482277682110634e-09
1906,5.144184522798412e-10,5.144184522798412e-10
1907,0.0,1.0285686968813934e-08
1908,0.0,2.9468334439286537e-09
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,0.0,4.275320542035388e-09
1911,0.0,2.128149656499545e-09
1912,5.2094213387476884e-09,1.1981668990301841e-08
1913,4.242391771214216e-09,1.0075680734189518e-08
1914,2.678697486047099e-09,8.036092680185902e-09
1915,1.1780761921542648e-09,1.8849218963445935e-08
1916,0.0,6.592477230782379e-09
1917,6.57985488317081e-09,1.0966424213165737e-08
1918,3.44591288836682e-09,1.033773866510046e-08
1919,0.0,5.524709134618888e-09
1920,0.0,1.514446346106979e-09
1921,7.572747429129834e-10,7.572747762196741e-09
1922,8.115729421831475e-09,7.377935595798135e-09
1923,0.0,8.492758496458919e-09
1924,0.0,9.02413699321869e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,0.0,1.671920735191179e-08
1927,3.3447675740205796e-09,0.0
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,0.0,1.196828414151696e-09
1936,2.424942913137329e-09,1.091224310911798e-08
1937,0.0,1.0072894518486919e-08
1938,0.0,0.0
1939,0.0,1.5294050470515685e-09
1940,0.0,2.789361186472661e-08
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,2.178503999417103e-08
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,3.152847583010043e-08
1949,0.0,1.9634016634739737e-09
1950,3.190608444114673e-09,1.595304155443955e-08
1951,0.0,1.2793682557799002e-08
1952,1.0544803918932644e-09,1.370824520563474e-08
1953,0.0,8.619061908632375e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,0.0,9.593255967388359e-09
1957,0.0,7.951533653738352e-09
1958,3.3088973783179654e-09,5.790570245522986e-09
1959,7.750747821333448e-10,5.425523585955716e-09
1960,0.0,6.920833239831836e-09
1961,0.0,5.55852741612739e-09
1962,1.9025869768540815e-09,6.976152100435229e-09
1963,0.0,1.939815863494232e-09
1964,3.041984220075733e-09,7.909158661334459e-09
1965,5.472043373977442e-10,6.0192477668863376e-09
1966,3.8773522170743036e-09,4.431259803538978e-09
1967,5.9164028121116985e-09,1.9721342336964653e-09
1968,1.3474247273492779e-09,6.737123747768692e-09
1969,9.083515606356229e-10,4.087581828571274e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,1.0276794970565106e-09,2.0553589941130213e-09
1972,0.0,1.0260293725750103e-09
1973,1.102640756478479e-09,1.0475087464101307e-08
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,0.0,1.7134440533084216e-09
1976,1.142705374768127e-09,3.4281160132820787e-09
1977,5.876781838942691e-10,3.526069214387917e-09
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,0.0,2.3407893401383717e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,0.0,0.0
1982,6.207502289967692e-10,6.207502289967692e-10
1983,0.0,3.157658134966823e-09
1984,5.799008495621649e-10,2.8995042478108246e-09
1985,0.0,3.0077789148208467e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,5.996553809062277e-10
1989,0.0,5.488122178931576e-10
1990,0.0,0.0
1991,0.0,2.9307325455363298e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,1.6617622278225497e-09,1.661762283333701e-09
1994,0.0,3.164955852952289e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,0.0,6.939520069693117e-09
1997,2.397447240731765e-09,1.438468344439059e-09
1998,9.536258449571733e-10,6.198567881199324e-09
1999,0.0,1.8280804647829996e-09
2000,0.0,2.6508188977203417e-09
2001,4.3812117822561447e-10,2.190605918883648e-09
2002,4.381221607729913e-09,1.752488598683044e-09
2003,1.2500769308587678e-09,2.9168460979889232e-09
2004,1.3214374039449694e-09,3.523833003171717e-09
