year,six_DET ombres_NOUN,six_DET nombres_NOUN
2005,1.3511248786457486e-09,1.0808999029165989e-08
2006,2.4707338397433887e-09,8.235779835885637e-10
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,2.128719839289417e-09,5.5346713878634546e-09
2009,0.0,1.430457752249481e-09
2010,1.417137907022692e-09,2.8342759250676863e-09
2011,5.353560705856353e-09,2.6767803529281764e-09
2012,5.787229417908435e-09,4.765953853791416e-09
2013,3.3469499394200852e-09,5.020424964641279e-09
2014,2.1654452120323242e-09,4.330890229775619e-09
2015,3.989835628548377e-09,3.989835573037226e-09
2016,2.6927420848643635e-09,3.5212781579474495e-09
2017,3.270294840485022e-09,4.024978267347379e-09
2018,6.195519930418669e-09,5.6792268665617485e-09
2019,5.101975730781305e-09,6.377469385920875e-09
