year,leurs_DET oeufs_NOUN,leurs_DET noeuds_NOUN
1902,2.4551420119145462e-08,2.455141867585553e-09
1903,1.3500550899436803e-08,1.8360749587387204e-08
1904,2.9022976022474722e-08,5.374625189347171e-10
1905,2.631987072732045e-08,3.096455536422127e-09
1906,1.388929860013377e-08,2.0576738091193647e-09
1907,2.6228502036929058e-08,5.142843373384665e-10
1908,2.2592390180875555e-08,2.4556945366072114e-09
1909,2.7504917177179067e-08,2.2003934230241384e-09
1910,2.9927242906069296e-08,1.068830135508847e-09
1911,2.6601869929088195e-08,1.5961122423746588e-09
1912,2.344239469209697e-08,5.209421227725386e-10
1913,3.2878535449754054e-08,5.30298971401777e-10
1914,3.080502253283157e-08,1.3393487430235496e-09
1915,3.2986132825207903e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,2.412139110674616e-08,0.0
1919,2.3940405213807026e-08,2.762354567309444e-09
1920,3.028892603396116e-08,7.572231730534895e-10
1921,3.862101355389669e-08,4.543648568500203e-09
1922,3.0987327981346624e-08,2.2133805899215986e-09
1923,2.229349105320466e-08,1.0615948120573648e-09
1924,3.480738541838946e-08,0.0
1925,2.1996356291964503e-08,9.898360353588487e-09
1926,4.2355324580967135e-08,4.458455382660986e-09
1927,1.0034302122541305e-07,5.574612438330462e-09
1928,3.5420729460611255e-08,3.4278122562625413e-09
1929,1.8493074360748096e-07,4.4561625500705304e-09
1930,7.457558237611295e-08,8.402882833991043e-09
1931,7.413481739604322e-08,2.2810713318222042e-09
1932,4.7126007984843454e-08,4.383814644626227e-09
1933,6.76769036367375e-08,2.2941324395731044e-09
1934,6.350237491403732e-08,1.1981580172459871e-09
1935,5.146362180852293e-08,8.377798899061872e-09
1936,5.698615979099486e-08,3.6374143697059935e-09
1937,4.1550688223424004e-08,2.5182236296217297e-09
1938,4.148868626430158e-08,1.2965214457594243e-09
1939,5.352917753498332e-08,6.117620188206274e-09
1940,4.3108308034334186e-08,0.0
1941,7.673907065353092e-08,8.854508237732261e-09
1942,6.978687139280737e-08,3.034211770724937e-09
1943,5.516146828199453e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,6.535512397931598e-08,0.0
1946,3.480275978517966e-08,5.568441707737293e-09
1947,3.933887415819015e-08,1.0728784083369192e-08
1948,1.3698578360532565e-07,2.174377566888097e-09
1949,6.97007607186606e-08,3.9268033269479474e-09
1950,3.5096692885261405e-08,3.190608444114673e-09
1951,7.249753508631329e-08,3.1984206394497505e-09
1952,8.752187419247548e-08,2.1089607837865287e-09
1953,6.141081698718409e-08,3.232148326759443e-09
1954,5.863521579385633e-08,5.863521668203475e-09
1955,5.5375087182341076e-08,2.815682353940474e-09
1956,5.058262297907845e-08,4.360570571293465e-09
1957,5.919475187798895e-08,6.184526224473075e-09
1958,5.542403158642628e-08,3.3088974338291166e-09
1959,4.030388878195623e-08,3.100299128533379e-09
1960,4.983000123637282e-08,6.920833350854139e-10
1961,2.91822690456911e-08,4.86371165564492e-09
1962,5.517501905361044e-08,2.5367825617905737e-09
1963,4.396916120086303e-08,3.2330267352165265e-09
1964,3.285343014303166e-08,6.083968329129164e-10
1965,2.9001830270658502e-08,5.472043373977442e-10
1966,2.8249282024717104e-08,3.8773522170743036e-09
1967,5.127549090877537e-08,4.930335695263466e-09
1968,3.8177032979369585e-08,1.3474247273492779e-09
1969,3.1338128952951294e-08,2.7250546263957176e-09
1970,4.138852394142134e-08,2.2993624781975086e-09
1971,5.138397440873632e-08,6.166076760294459e-09
1972,4.3093233870195036e-08,2.0520587451500205e-09
1973,3.914374602231874e-08,6.064524049609332e-09
1974,6.131872798409432e-08,3.3753431161187564e-09
1975,4.512069251561002e-08,3.4268881066168433e-09
1976,4.8564979537868425e-08,2.856763492431469e-09
1977,4.348818549715361e-08,2.938390863960194e-09
1978,4.81187889533885e-08,5.940591241149207e-09
1979,4.506019379846293e-08,4.096381234219848e-09
1980,5.173487072074323e-08,5.685150683554241e-10
1981,4.42788482546419e-08,3.795329828193417e-09
1982,4.65562675078246e-08,4.966001831974154e-09
1983,5.3048656467602484e-08,2.5261264191556165e-09
1984,8.118612121466029e-08,4.639206796497319e-09
1985,6.256180606900585e-08,6.015557940663996e-09
1986,7.433162185765951e-08,6.593933843390687e-09
1987,8.738467799362937e-08,3.6664902225425067e-09
1988,8.155313219182503e-08,8.395175221664886e-09
1989,7.079677866173029e-08,2.7440609784434855e-09
1990,6.919786660342098e-08,6.538381391862913e-09
1991,6.154538567670897e-08,6.4476117778156095e-09
1992,5.4548448535918226e-08,1.65298330578878e-09
1993,5.982344158939057e-08,3.877445309274918e-09
1994,6.277162606371789e-08,2.637463358823311e-09
1995,8.242124938107054e-08,2.7112254663563817e-09
1996,5.9252822870448085e-08,4.270473752399084e-09
1997,5.5141285315585264e-08,7.67183128136395e-09
1998,6.532337304410163e-08,3.337690568372409e-09
1999,3.976074838818455e-08,3.1991407301035224e-09
2000,5.434178618202168e-08,1.3254094488601709e-09
2001,3.504969270373692e-08,8.762423564512289e-10
2002,2.7163573390609486e-08,6.133709984368352e-09
2003,2.2501383534212493e-08,1.2500769308587678e-09
2004,2.4666830356068203e-08,3.523833003171717e-09
2005,2.612174831995162e-08,4.503749595485829e-09
2006,2.3471972809829822e-08,1.2353669753828456e-09
2007,2.3167980256477705e-08,7.988958938831558e-10
2008,2.128719794880496e-08,1.2772318758180745e-09
2009,1.8119132416671846e-08,3.337734755248789e-09
2010,1.5116137674908714e-08,9.447586046817946e-10
2011,8.030340836739924e-09,3.82397197240536e-10
2012,7.489355802192676e-09,0.0
2013,1.4224538102958206e-08,3.0680376017500066e-09
2014,1.3209215943277286e-08,3.2481677347817595e-09
2015,7.314698804994357e-09,1.329945265027277e-09
2016,8.699627823682832e-09,1.6570720351438695e-09
2017,1.0565567670761666e-08,5.031222660711876e-10
2018,1.3939920606720335e-08,4.904786798931582e-09
2019,1.4030432538003623e-08,3.5713827450933877e-09
