year,nos_DET oies_NOUN,nos_DET noix_NOUN
1911,2.128149656499545e-09,0.0
1912,1.0418842455450772e-09,6.772247651554153e-09
1913,3.71209285532359e-09,7.42418571064718e-09
1914,6.696743715117748e-10,0.0
1915,4.712304768617059e-09,1.767114277129167e-08
1916,0.0,6.592477230782379e-09
1917,7.676497215669542e-09,4.386569774084137e-09
1918,0.0,3.44591288836682e-09
1919,5.524709134618888e-09,9.207848372660976e-10
1920,9.086678076641874e-09,4.543339038320937e-09
1921,4.543648568500203e-09,3.0290989716519334e-09
1922,3.6889677978990676e-09,2.951174193910333e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,3.867487219366694e-09,6.445812328337297e-09
1925,5.499088961968823e-09,1.4297631523163545e-08
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,7.804457635707251e-09,3.3447675740205796e-09
1928,9.14083297942625e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,6.684243825105796e-09
1930,4.201441416995522e-09,6.302162347537887e-09
1931,0.0,6.843213995466613e-09
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,2.424942913137329e-09
1937,5.036447148221157e-09,0.0
1938,0.0,0.0
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,1.4133454406817236e-08,2.174377566888097e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,4.264560815592233e-09,6.396841278899501e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,6.464296431474281e-09,3.232148326759443e-09
1954,4.886268056836229e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,0.0
1959,3.8753740216890264e-09,0.0
1960,6.228750015768725e-09,3.460416619915918e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,1.2167936658258327e-09,1.2167936658258327e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,1.6617224263271169e-09,7.754704434148607e-09
1967,1.9721342336964653e-09,2.465167847631733e-09
1968,1.1228539820162808e-08,2.6948494546985557e-09
1969,4.995933444718048e-09,0.0
1970,2.7592350626548523e-09,2.7592350626548523e-09
1971,6.166076982339064e-09,5.138397485282553e-10
1972,4.104117490300041e-09,4.6171320100540925e-09
1973,2.205281512956958e-09,2.7566018356850464e-09
1974,2.2502286700643026e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,3.4281161798155324e-09,1.7140580066410394e-09
1977,7.052138428775834e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,5.940591130126904e-09
1979,2.9259866751729646e-09,7.022368020415115e-09
1980,2.8425752862659692e-09,1.1370301367108482e-09
1981,5.692994575756671e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,0.0
1983,1.89459470334441e-09,1.89459470334441e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,2.4062232206745193e-09
1986,2.3977942409381114e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,4.888653482026939e-09
1988,4.797243047249822e-09,4.797243047249822e-09
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,3.8140557934163155e-09,0.0
1991,5.861465035561508e-09,1.7584396161396398e-09
1992,1.65298330578878e-09,5.509944167592096e-10
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,1.5824779264761446e-09
1995,3.795715575183323e-09,1.626735190995987e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,0.0
1999,3.1991408688814005e-09,3.656160929565999e-09
2000,2.6508188977203417e-09,2.2090156370779823e-09
2001,6.1336963841363e-09,4.381211837767296e-09
2002,4.819343757400674e-09,1.3143663935011318e-09
2003,4.583615376141381e-09,2.9168460979889232e-09
2004,6.607187019724847e-09,3.0833537945085254e-09
2005,5.854874363109275e-09,1.8014998381943315e-09
2006,1.2353669753828456e-09,4.941467679486777e-09
2007,1.1983438685803094e-09,1.5977917877663117e-09
2008,8.514879357157668e-10,3.405951742863067e-09
2009,5.245011536203492e-09,1.907277002999308e-09
2010,2.3618964561933353e-09,2.8342759250676863e-09
2011,5.353560705856353e-09,3.82397197240536e-10
2012,7.489356135259584e-09,1.7021263287730903e-09
2013,9.761937924679387e-09,3.3469500504423877e-09
2014,6.71287994635783e-09,1.9489005964601347e-09
2015,5.098123256885856e-09,1.994917786518613e-09
2016,4.55694829093467e-09,3.314144070287739e-09
2017,3.018733624182701e-09,1.2578056374223934e-09
2018,4.388493513030056e-09,1.8070267504555204e-09
2019,6.377469385920875e-09,1.53059265262101e-09
