year,derniers_ADJ airs_NOUN,derniers_ADJ nerfs_NOUN
1863,0.0,9.989241434027463e-09
1864,1.4384183844029508e-09,1.7740493518658695e-08
1865,0.0,1.2237795665726026e-08
1866,0.0,1.702964524952222e-08
1867,4.367530337390235e-09,1.2132028714972876e-08
1868,2.9639244392143382e-09,7.16281718382561e-08
1869,0.0,4.102156125895817e-08
1870,0.0,1.834895613228582e-08
1871,0.0,5.098165090089424e-08
1872,3.0236697590169115e-09,2.237515595027162e-08
1873,0.0,5.986004225633224e-08
1874,6.572069999322139e-09,5.496640298474631e-08
1875,0.0,4.176714796244596e-08
1876,4.232210137899983e-09,2.2974855795609983e-08
1877,0.0,4.762308236649915e-08
1878,0.0,3.140326043649111e-08
1879,2.443730107160036e-09,2.1382637882538802e-08
1880,1.0268554007097919e-08,1.7969970400599777e-08
1881,0.0,2.1614773970668466e-08
1882,7.320923423037584e-09,4.5256619785050134e-08
1883,6.319338941018771e-10,1.8958017378167824e-08
1884,6.601696966868076e-10,2.178559910248623e-08
1885,0.0,2.513797880965285e-08
1886,1.2906927748801422e-09,1.4842966855610484e-08
1887,1.3057849246322917e-09,5.223139609711325e-08
1888,3.1703073499755874e-09,2.9800888867725916e-08
1889,5.012109394186837e-09,3.257871128425904e-08
1890,6.554386478008212e-10,1.5075089621063853e-08
1891,6.374220040683554e-10,2.2947192590550003e-08
1892,0.0,1.3790726782758611e-08
1893,0.0,4.98831733697358e-08
1894,6.301539290376468e-10,4.348062176973144e-08
1895,4.213029924926559e-09,1.8657704714541978e-08
1896,7.66613794667137e-09,5.425266635938897e-08
1897,1.7480140668268973e-09,6.467652013952829e-08
1898,3.960848538042683e-09,8.091447512015293e-08
1899,1.1055156790007459e-09,3.537650172802387e-08
1900,1.038210628578895e-09,2.8550791952852705e-08
1901,0.0,4.973977496547377e-08
1902,4.910283846193408e-10,1.5221880644844532e-08
1903,0.0,1.1880484152015924e-08
1904,5.374625189347171e-10,2.203596238814498e-08
1905,5.160759042333041e-10,2.580379465655369e-08
1906,1.0288369045596824e-09,2.9321851613417493e-08
1907,2.057137349353866e-09,2.4171363577352167e-08
1908,9.822778146428846e-10,2.0136695866312948e-08
1909,5.500983557560346e-10,3.300590023513905e-08
1910,1.068830135508847e-09,1.6566866989364826e-08
1911,1.5961122423746588e-09,4.149891807969652e-08
1912,0.0,3.6986889995205274e-08
1913,0.0,1.5378670781274195e-08
1914,1.3393487430235496e-09,5.6252648761301316e-08
1915,3.534228465440492e-09,2.9451904026700504e-08
1916,3.2962386153911893e-09,7.031975890470221e-08
1917,2.1932848870420685e-09,7.347504205057476e-08
1918,9.189101035644853e-09,1.642551792357949e-07
1919,1.8415696745321952e-09,4.972238287770381e-08
1920,0.0,4.5433391715477e-08
1921,3.0290989716519334e-09,7.572747762196741e-08
1922,6.640141769764796e-09,6.64014194740048e-08
1923,5.307974060286824e-09,3.3971033985835675e-08
1924,3.867487219366694e-09,9.926550559313796e-08
1925,8.798542339150117e-09,4.8391981977147225e-08
1926,5.57306911730393e-09,6.241837269271855e-08
1927,5.574612327308159e-09,2.2298449309232637e-08
1928,0.0,3.884854038460617e-08
1929,2.2280812750352652e-09,5.23599084090165e-08
1930,3.1510811737689437e-09,3.571225093423891e-08
1931,4.5621426636444085e-09,3.42160717536899e-08
1932,4.383814644626227e-09,4.164623845781534e-08
1933,1.0323596200123575e-08,3.0970788600370724e-08
1934,2.3963160344919743e-09,4.912448048344231e-08
1935,1.196828414151696e-09,5.0266791618014395e-08
1936,1.576212937948185e-08,1.9399543305098632e-08
1937,3.777335333410292e-09,3.777335422228134e-08
1938,5.186085783037697e-09,3.241303758727554e-08
1939,1.5294050470515685e-09,2.7529290846928234e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,1.0161323160673419e-07
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.1136883415474585e-08,8.909506732379668e-08
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,8.697510267552389e-09,5.544662684542345e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,3.190608444114673e-09,3.190608444114673e-09
1951,8.529121409139861e-09,5.224086763178093e-08
1952,4.2179215675730575e-09,3.9015773722894664e-08
1953,3.232148326759443e-09,4.0940543399869966e-08
1954,2.9317608341017376e-09,4.29991580119804e-08
1955,2.815682353940474e-09,1.8771216581114913e-08
1956,4.360570571293465e-09,1.3081712602058815e-08
1957,4.417518795207798e-09,6.184526502028831e-09
1958,5.790570245522986e-09,5.790570245522986e-09
1959,1.5501495642666896e-09,3.8753737996444215e-09
1960,2.076250060767393e-09,8.305000243069571e-09
1961,4.16889545107324e-09,1.042223907177231e-08
1962,1.2683912808952869e-09,3.805173953708163e-09
1963,3.879631726988464e-09,7.759263453976928e-09
1964,1.8251904432275978e-09,1.5818317322668918e-08
1965,6.0192477668863376e-09,3.2832261354087677e-09
1966,3.8773522170743036e-09,1.273987226824147e-08
1967,4.437302081328198e-09,1.1832804958089582e-08
1968,3.1439910674890825e-09,1.5719955115400808e-08
1969,2.2708788183223305e-09,1.090021850558287e-08
1970,4.598724956395017e-09,1.1956685419534097e-08
1971,5.138397263237948e-09,3.5968783507200897e-09
1972,3.5911027485013847e-09,9.747279428040656e-09
1973,3.859242703185828e-09,8.269805285010534e-09
1974,5.06301445213353e-09,1.0688586016271984e-08
1975,2.2845920710778955e-09,4.569184142155791e-09
1976,1.142705374768127e-09,3.9994687561772935e-09
1977,5.876781727920388e-09,4.7014254711541525e-09
1978,2.970295565063452e-09,5.940591130126904e-09
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,2.8425752862659692e-09,6.253665585376211e-09
1981,2.5302198114474095e-09,1.0753434587229549e-08
1982,1.8622506869903077e-09,3.7245013739806154e-09
1983,6.315316269933646e-09,3.78918940668882e-09
1984,7.538710988796993e-09,2.8995041922996734e-09
1985,5.414002135495366e-09,5.414002135495366e-09
1986,7.792831269171074e-09,6.593933843390687e-09
1987,3.0554083707556856e-09,6.110816741511371e-09
1988,3.597932174415064e-09,1.199310784016916e-08
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,2.724325431913144e-09,5.993515905799995e-09
1991,9.96449056600568e-09,1.4653663171770859e-08
1992,3.856960972825618e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,2.7696036575264316e-09
1994,4.747434001473039e-09,1.0549853435293244e-08
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,6.4057106285986265e-09,3.736664311304594e-09
1997,4.794894259418925e-09,4.794894259418925e-09
1998,4.291316191284977e-09,3.337690568372409e-09
1999,4.570201106446348e-09,2.285100553223174e-09
2000,5.743440834038438e-09,6.185244316725402e-09
2001,3.066848330846028e-09,2.6287270138425356e-09
2002,7.448076377869484e-09,1.7963008858146168e-08
2003,5.8336921959778465e-09,1.750107614384433e-08
2004,3.9643119897903034e-09,7.928623979580607e-09
2005,7.656374201303606e-09,4.053374524914943e-09
2006,4.529678854225949e-09,9.471146533712727e-09
2007,5.991719120856942e-09,5.991719120856942e-09
2008,7.2376473703172906e-09,8.089135583588813e-09
2009,4.291373478793048e-09,1.0490023072406984e-08
2010,7.085689368580006e-09,7.085689368580006e-09
2011,8.030340836739924e-09,1.7590270573464295e-08
2012,5.446804340891731e-09,1.5659562535574878e-08
2013,5.29933741333366e-09,3.3469500504423877e-09
2014,4.7639794331644225e-09,7.795602385840539e-09
2015,4.654808538617772e-09,1.0861219479352258e-08
2016,6.628288140575478e-09,2.6927420293532123e-09
2017,6.037467414898856e-09,6.037467414898856e-09
2018,4.130346731301415e-09,2.8396134332808742e-09
2019,4.591778068885333e-09,4.846876677788714e-09
