year,des_DET aînés_NOUN,des_DET nénés_NOUN
1854,1.4028293915391288e-08,0.0
1855,3.1841622671890946e-08,0.0
1856,1.501384794266869e-08,0.0
1857,2.196679038668492e-08,0.0
1858,3.76813069635773e-08,0.0
1859,6.416138353948497e-08,0.0
1860,2.4259074749011234e-08,0.0
1861,1.0846716413936974e-08,0.0
1862,3.252950109278174e-08,0.0
1863,1.39849385405455e-08,0.0
1864,2.7809422320501653e-08,0.0
1865,1.0355057256106193e-08,0.0
1866,1.3137154475373336e-08,0.0
1867,1.6984840200962026e-08,0.0
1868,4.0506968446152314e-08,0.0
1869,1.660396442559886e-08,0.0
1870,1.490852641339302e-08,0.0
1871,1.0621176826930423e-08,0.0
1872,2.963196266136947e-08,0.0
1873,2.993002112816612e-08,0.0
1874,1.6728906260254917e-08,0.0
1875,2.460256709468922e-08,0.0
1876,1.209202959984168e-08,0.0
1877,8.658742167710898e-09,0.0
1878,2.4760263173106978e-08,0.0
1879,1.95498414123918e-08,0.0
1880,3.529815373326528e-08,0.0
1881,1.1853263259808955e-08,0.0
1882,2.1962771157291172e-08,0.0
1883,2.338155447034751e-08,0.0
1884,1.5183903911974994e-08,0.0
1885,1.0313017162477678e-08,0.0
1886,2.258712406000285e-08,0.0
1887,3.0685945784370006e-08,0.0
1888,1.1413106904001324e-08,0.0
1889,2.7566601445982997e-08,0.0
1890,3.146105448381675e-08,6.554386478008212e-10
1891,3.378336543846672e-08,0.0
1892,3.384996816180319e-08,0.0
1893,2.586534897375259e-08,0.0
1894,1.3233232509790582e-08,0.0
1895,3.430610395760425e-08,0.0
1896,3.06645503989067e-08,5.89702897624278e-10
1897,2.855089675790623e-08,0.0
1898,2.2633418694795182e-08,0.0
1899,3.040168117252051e-08,0.0
1900,3.1146318635322245e-08,1.5573159428683425e-09
1901,2.8502567639421272e-08,0.0
1902,2.356936334990678e-08,0.0
1903,1.6200661034915242e-08,0.0
1904,3.27852118786609e-08,0.0
1905,2.8900250914620784e-08,0.0
1906,2.520650421722337e-08,0.0
1907,4.8342728986572325e-08,5.142843373384665e-10
1908,4.1255667992956546e-08,0.0
1909,3.740668902407762e-08,0.0
1910,4.0615546481603815e-08,0.0
1911,6.437653055080261e-08,5.320374141248863e-10
1912,2.344239474760812e-08,0.0
1913,4.29542175162112e-08,0.0
1914,2.6786974693937537e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,3.8456117179563876e-08,0.0
1917,2.8512702976435378e-08,0.0
1918,4.135095377222342e-08,0.0
1919,5.524708868165362e-08,0.0
1920,4.316171953178127e-08,0.0
1921,4.392193631019836e-08,0.0
1922,8.041949906001378e-08,0.0
1923,4.140219678205881e-08,1.0615948120573648e-09
1924,3.351822286390416e-08,0.0
1925,5.499088961968823e-08,2.1996355847875293e-09
1926,7.133528523439736e-08,0.0
1927,5.3516278519794014e-08,0.0
1928,6.170062127885956e-08,0.0
1929,4.567566480595531e-08,1.1140406375176326e-09
1930,3.466189346656989e-08,1.0503603542488804e-09
1931,3.307553431142196e-08,1.1405356659111021e-09
1932,5.9181497147342554e-08,0.0
1933,6.882397540763918e-08,0.0
1934,4.912447870708547e-08,0.0
1935,8.01875064126989e-08,0.0
1936,7.396075663024249e-08,0.0
1937,5.5400921183945684e-08,0.0
1938,6.352955039812258e-08,0.0
1939,7.035263127619373e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,7.673907065353092e-08,0.0
1942,6.978686917236132e-08,0.0
1943,4.935499831049128e-08,0.0
1944,5.1410976809052045e-08,0.0
1945,6.753362669087437e-08,0.0
1946,6.125285612057496e-08,2.7842208538686464e-09
1947,4.649139517809431e-08,0.0
1948,5.0010682706158605e-08,0.0
1949,6.871905611216533e-08,0.0
1950,5.636741429171366e-08,1.0635361480382244e-09
1951,7.249753430915717e-08,0.0
1952,4.323369695580226e-08,1.0544803918932644e-09
1953,8.61906214177921e-08,1.0773827385790469e-09
1954,7.329401952027581e-08,0.0
1955,6.94534967315974e-08,1.8771215692936494e-09
1956,6.366433291660201e-08,4.360570571293465e-09
1957,5.5660738296214873e-08,0.0
1958,7.031407189828087e-08,0.0
1959,6.20059830147568e-08,0.0
1960,7.059250051177912e-08,4.844583401109048e-09
1961,5.975416889070218e-08,0.0
1962,5.2004040906883375e-08,0.0
1963,5.560805815818526e-08,6.466053248388448e-10
1964,7.179082728292485e-08,1.2167936658258327e-09
1965,7.168377180732932e-08,3.2832261354087677e-09
1966,7.366969678734847e-08,1.1078149508847446e-09
1967,9.1704242366486e-08,9.860671168482327e-10
1968,6.692209497671797e-08,8.982831700699023e-10
1969,6.767218815872944e-08,1.8167031212712459e-09
1970,5.288533921898875e-08,1.3796175313274261e-09
1971,6.936836538518065e-08,2.0553589941130213e-09
1972,7.797823248223423e-08,3.5911027485013847e-09
1973,7.828749126748136e-08,5.513203782392395e-10
1974,6.919453421350141e-08,3.3753431161187564e-09
1975,6.56820224875787e-08,1.7134440533084216e-09
1976,5.9420679876520666e-08,1.142705374768127e-09
1977,8.168726639556922e-08,0.0
1978,9.326728389602579e-08,2.3762365408686037e-09
1979,1.1469867922109245e-07,2.3407893401383717e-09
1980,1.0062716815362194e-07,5.685150683554241e-10
1981,1.0500412050973296e-07,1.8976649140967083e-09
1982,8.628427838885955e-08,1.8622506869903077e-09
1983,9.599280459404724e-08,6.315316047889041e-10
1984,9.220423446976156e-08,5.799008495621649e-10
1985,1.26928275667737e-07,0.0
1986,1.1869081417703597e-07,1.1988970927134801e-09
1987,2.43210513950487e-07,1.8332451112712533e-09
1988,1.1393452548080774e-07,5.996553809062277e-10
1989,1.05371943170951e-07,1.0976244357863152e-09
1990,1.4983790724842905e-07,1.6345953479657283e-09
1991,1.8639460042102485e-07,2.9307325455363298e-09
1992,1.8623611341972435e-07,1.65298330578878e-09
1993,1.6285269288651705e-07,2.2156829704300662e-09
1994,1.9095234771171476e-07,1.0549853213248639e-09
1995,1.3230780315787172e-07,2.7112254663563817e-09
1996,1.4306087137150314e-07,1.067618438099771e-09
1997,1.5631356475864777e-07,9.58978896292706e-10
1998,1.6211639453089788e-07,9.536258449571733e-10
1999,1.5264472086329306e-07,2.7421207526856506e-09
2000,1.5198028302521038e-07,4.4180314962005696e-10
2001,2.0197385741660412e-07,8.762423564512289e-10
2002,2.015361943996652e-07,8.76244299341522e-10
2003,2.137631414100838e-07,0.0
2004,2.079061514059788e-07,8.809582507929292e-10
2005,2.2563785284646087e-07,1.3511248786457486e-09
2006,2.1413026818351e-07,2.0589450144825605e-09
2007,2.005228711965401e-07,7.988958938831558e-10
2008,1.8477287744289583e-07,2.1287198670449925e-09
2009,1.9072769408268186e-07,1.430457752249481e-09
2010,1.8139365653979667e-07,4.2514138876015295e-09
2011,1.7399073115598185e-07,5.353560705856353e-09
2012,1.3923393504811088e-07,2.382976926895708e-09
2013,1.4559232175415104e-07,6.9728125495771565e-09
2014,1.1996566495753314e-07,8.445236510112863e-09
2015,1.0395738303525803e-07,6.206410940734486e-09
2016,9.176036441793656e-08,5.178350193091319e-09
2017,1.1622124107546483e-07,8.553078245654433e-09
2018,1.1487526974107709e-07,7.228107001822082e-09
2019,1.0025381724787508e-07,2.806086474294034e-09
