year,veux_VERB ôter_VERB,veux_VERB noter_VERB
1908,4.911389073214423e-10,3.5361999550787004e-08
1909,1.6502950117569526e-09,2.2003934674330594e-08
1910,5.344150677544235e-10,4.4890864359103944e-08
1911,2.6601871816467337e-09,2.553779587799454e-08
1912,0.0,1.9795800554334164e-08
1913,5.833288518886093e-09,3.6590627416899224e-08
1914,4.018046340092951e-09,4.888622839871459e-08
1915,0.0,2.3561524287174507e-08
1916,3.2962386153911893e-09,6.922100936890274e-08
1917,0.0,3.3995917192441993e-08
1918,0.0,3.790504266021344e-08
1919,0.0,3.775218004875569e-08
1920,0.0,3.558949046578164e-08
1921,7.572747429129834e-10,3.7863738810983705e-08
1922,7.377935484775833e-10,3.098733003525922e-08
1923,0.0,5.8387715995422695e-08
1924,0.0,6.059063650809549e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,3.4553028882555736e-08
1927,6.689535148041159e-09,3.4562596340492746e-08
1928,0.0,3.313552099371009e-08
1929,1.1140406375176326e-09,4.790374674712439e-08
1930,0.0,2.941009036305786e-08
1931,1.4826963656844327e-08,2.9653927313688655e-08
1932,3.287861094491973e-09,5.8085543486186e-08
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,4.912448048344231e-08
1935,0.0,2.5133395809007197e-08
1936,1.2124714565686645e-09,3.394919900756577e-08
1937,0.0,2.0145789036973838e-08
1938,3.8895642262559704e-09,7.001215607260747e-08
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,0.0,4.057252667166722e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,3.534504600111177e-08
1945,4.357008087652048e-09,5.010559434026618e-08
1946,2.7842208538686464e-09,3.201854070766785e-08
1947,0.0,4.172304812755101e-08
1948,5.435944139264848e-09,3.261566305923225e-08
1949,9.817008317369869e-10,3.6322930441201606e-08
1950,3.190608444114673e-09,2.1270722072586068e-08
1951,4.264560704569931e-09,3.3050344683260846e-08
1952,2.1089607837865287e-09,3.9015773722894664e-08
1953,1.0773827385790469e-09,2.477980309834038e-08
1954,9.772536113672459e-10,4.69081733456278e-08
1955,0.0,2.2525458831523792e-08
1956,3.488456634670456e-09,2.0058624983221307e-08
1957,3.534015080575159e-09,3.003912851795576e-08
1958,3.3088973783179654e-09,2.7298403537656668e-08
1959,2.325224457422337e-09,2.40273188012452e-08
1960,6.920833350854139e-10,2.07624992754063e-08
1961,8.33779090214648e-09,5.489045662443459e-08
1962,0.0,1.2049716779927166e-08
1963,4.526237162849611e-09,2.133797494252576e-08
1964,3.041984220075733e-09,2.981144575642247e-08
1965,2.73602163147757e-09,2.4624196015565758e-08
1966,1.6617224263271169e-09,1.606331601067268e-08
1967,4.930335584241163e-10,2.1693477236794934e-08
1968,6.287982134978165e-09,2.245707975134792e-08
1969,1.8167031212712459e-09,2.1346261647181564e-08
1970,3.6789800095249348e-09,1.839489982558007e-08
1971,6.679916619845017e-09,1.1818314327172175e-08
1972,1.5390440033513642e-09,1.5903454553267693e-08
1973,5.513203782392395e-10,2.0398854161385316e-08
1974,5.625571675160757e-10,1.3501372464475025e-08
1975,5.711480177694739e-10,2.2845920710778955e-08
1976,5.713526873840635e-10,1.656922776760439e-08
1977,1.7630346071939584e-09,2.4682483612537e-08
1978,1.7821774056514528e-09,1.4257419245211622e-08
1979,1.7555920051037788e-09,1.345953837272873e-08
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,0.0,1.0753434587229549e-08
1982,0.0,9.311253101884631e-09
1983,1.89459470334441e-09,2.1472073896688926e-08
1984,1.1598016991243298e-09,1.797692661398287e-08
1985,1.8046674155058895e-09,1.2632671797518924e-08
1986,2.997242676272549e-09,1.558566253834215e-08
1987,3.0554083707556856e-09,7.944062296871834e-09
1988,5.996553809062277e-10,1.9188972188999287e-08
1989,0.0,1.1525056464734007e-08
1990,1.6345953479657283e-09,1.3621627381610324e-08
1991,0.0,7.033758464558559e-09
1992,1.1019888335184191e-09,9.91789939064347e-09
1993,1.1078414852150331e-09,1.550978012687665e-08
1994,1.0549853213248639e-09,4.747434001473039e-09
1995,2.1689803286761844e-09,9.760411145975922e-09
1996,5.338092190498855e-10,1.1743802375008272e-08
1997,9.58978896292706e-10,4.794894259418925e-09
1998,4.768129224785866e-10,1.0489884516573511e-08
1999,9.140402323914998e-10,9.597422412355172e-09
2000,3.092622158362701e-09,1.4137700787841823e-08
2001,1.3143635069212678e-09,8.762423675534592e-09
2002,2.1906108038649563e-09,1.445803121669087e-08
2003,4.1669229178253886e-10,9.58392298855415e-09
2004,1.7619165015858584e-09,1.2773894830786503e-08
2005,1.8014998381943315e-09,1.1259373877692269e-08
2006,4.1178899179428186e-10,1.5647982465338828e-08
2007,1.1983438685803094e-09,9.18730247434496e-09
2008,2.554463751636149e-09,1.702975893635994e-08
2009,2.860915504498962e-09,1.0966842545201416e-08
2010,3.7790344187271785e-09,4.723792912386671e-09
2011,1.529588788962144e-09,9.177532511728259e-09
2012,2.0425516833455504e-09,8.170206733382201e-09
2013,1.3945624655065103e-09,1.1156499724052082e-08
2014,2.815078836704288e-09,2.03551842048455e-08
2015,3.768178213903184e-09,1.0417904761084174e-08
2016,4.142679976837371e-09,1.304944241553585e-08
2017,3.018733707449428e-09,8.049956257139002e-09
2018,1.5488800242380307e-09,5.6792268665617485e-09
2019,2.2958890344426663e-09,8.418259866971312e-09
