year,des_DET airs_NOUN,des_DET nerfs_NOUN
1897,1.7724862146906162e-06,1.294113115335449e-06
1898,1.9317623554115926e-06,1.0733899316051065e-06
1899,1.8849042131563465e-06,1.1928514300763027e-06
1900,1.7197959465420354e-06,9.136253495967139e-07
1901,1.697858832194754e-06,1.033357781565769e-06
1902,1.5025468886875615e-06,9.722362204200863e-07
1903,1.870096280498501e-06,8.116531198254506e-07
1904,1.856932946964207e-06,8.588650777241469e-07
1905,1.7293703589160714e-06,7.550190237459731e-07
1906,1.7901761788507997e-06,7.104118919798452e-07
1907,1.8930806122696708e-06,6.629125168799987e-07
1908,1.9910771698050667e-06,7.809108701906098e-07
1909,1.9539492637221656e-06,8.411003884489787e-07
1910,2.117352416952656e-06,6.364883198273219e-07
1911,1.8514902437871683e-06,7.134621862192603e-07
1912,1.9066481815599445e-06,6.569080248652881e-07
1913,1.987030294969827e-06,6.734796738072646e-07
1914,1.9387073528776e-06,6.341816085608798e-07
1915,1.7188132179768445e-06,6.102434784160948e-07
1916,1.5734045568649435e-06,7.438511850921259e-07
1917,2.125293070420753e-06,8.301583251935085e-07
1918,1.8584956933409558e-06,8.660727663922785e-07
1919,1.9336481642540093e-06,6.169258632837682e-07
1920,2.0429882034989078e-06,8.094715830964105e-07
1921,2.077961921642668e-06,7.9135209585246e-07
1922,2.112302823320533e-06,7.65091899168624e-07
1923,2.002167809322941e-06,6.082938277529593e-07
1924,2.0665274149678226e-06,6.884127676798357e-07
1925,1.995069361271362e-06,6.664895748631494e-07
1926,1.9528033785576326e-06,9.47421762376166e-07
1927,2.2019718510790653e-06,6.957116323036416e-07
1928,1.9058636606672508e-06,7.027015405114412e-07
1929,1.8192283608442494e-06,7.97653123996156e-07
1930,1.874893225561891e-06,6.260147804582061e-07
1931,1.7290520730739445e-06,5.61143572497258e-07
1932,1.6537940901173442e-06,7.562080455159048e-07
1933,1.699952134615046e-06,7.088869327098735e-07
1934,1.6235040618539642e-06,8.339180066485596e-07
1935,1.728220176744344e-06,7.934972146017572e-07
1936,1.613799465616239e-06,6.935336660518487e-07
1937,1.412723467097976e-06,8.096089008091667e-07
1938,1.6271343916685055e-06,9.399780713792438e-07
1939,1.3443470656682166e-06,7.019969068267073e-07
1940,1.1943537816527794e-06,6.085879209472012e-07
1941,1.9391372134691665e-06,5.932520470430802e-07
1942,1.7264664702310029e-06,6.523555291515493e-07
1943,1.8087155417845224e-06,5.574211741077306e-07
1944,1.6547909247321968e-06,7.261800689661868e-07
1945,2.017294706391226e-06,5.925531154638009e-07
1946,1.994894326173835e-06,5.610205064954243e-07
1947,1.7106449430315251e-06,6.067723514746604e-07
1948,1.6373062763364032e-06,1.082839983013173e-06
1949,1.3449301121681856e-06,7.5492792017684e-07
1950,1.5346826263140656e-06,5.381493028977502e-07
1951,1.6279961059240122e-06,5.586574252092191e-07
1952,1.3159915042137982e-06,6.854122513999528e-07
1953,1.482478598546777e-06,4.514233800101408e-07
1954,1.4434036259558525e-06,4.7494524491042966e-07
1955,1.4857417180991206e-06,4.6646471263400713e-07
1956,1.5837592748368934e-06,6.366433549231942e-07
1957,1.4542471866718643e-06,4.25848826868247e-07
1958,1.4451609189336523e-06,4.632456249709094e-07
1959,1.4098610190416139e-06,3.7746142567129937e-07
1960,1.589023288062208e-06,3.827220922403285e-07
1961,1.523731381958271e-06,4.2870142058504257e-07
1962,1.473870621993001e-06,3.291475247912956e-07
1963,1.5369808146203923e-06,4.4227805062746484e-07
1964,1.3475989479871942e-06,3.790312201878976e-07
1965,1.4292977166263654e-06,3.928927210239408e-07
1966,1.5282307277431073e-06,4.231853063529911e-07
1967,1.6181360944500511e-06,4.3436255658946266e-07
1968,2.097042171911312e-06,3.8671089619413124e-07
1969,1.4783421935504748e-06,4.028539208889015e-07
1970,1.4587156158540893e-06,3.485833470762145e-07
1971,1.6298996303731883e-06,3.1601145655812957e-07
1972,1.8858419466027954e-06,2.9087933040017333e-07
1973,1.3132451233133224e-06,3.0488016644625304e-07
1974,1.145366347543586e-06,2.666521048411141e-07
1975,1.1337287730839307e-06,2.130382168452627e-07
1976,1.1575604990099464e-06,2.3082648947791995e-07
1977,1.258219027633345e-06,2.309575308778733e-07
1978,1.4584151575292026e-06,2.453464214013934e-07
1979,1.350635496777386e-06,2.305677444525145e-07
1980,1.4366375644669915e-06,2.541262258404231e-07
1981,1.3580955080527701e-06,2.6820329690480094e-07
1982,1.34144127628133e-06,2.3526434311804678e-07
1983,1.448733495834631e-06,2.8987300826344153e-07
1984,1.5378970346091592e-06,2.6095537553061376e-07
1985,1.3378601231295306e-06,1.9430252562457895e-07
1986,1.3973145307488721e-06,2.247932018306642e-07
1987,1.3749338148016932e-06,2.762089330587969e-07
1988,1.4745526311088497e-06,2.818380404612242e-07
1989,1.519112231562758e-06,1.9592596611772706e-07
1990,1.4259120142412485e-06,2.3701631768346942e-07
1991,1.5468406875385199e-06,2.3328631693075863e-07
1992,1.4750120396200828e-06,2.17091805865266e-07
1993,1.5094340302113096e-06,2.0273498835265968e-07
1994,1.4279226512314835e-06,2.437016055623076e-07
1995,1.5356380274056391e-06,2.3479212174493114e-07
1996,1.4364806446565126e-06,2.450184322100313e-07
1997,1.5046378480931821e-06,2.3351136668736672e-07
1998,1.5181723362900357e-06,2.2934700893983972e-07
1999,1.483944361169165e-06,2.2348284334228197e-07
2000,1.5511708930660006e-06,2.213433805131615e-07
2001,1.461572207261952e-06,2.0591695726324133e-07
2002,1.4852341188031914e-06,2.6637825634168166e-07
2003,1.6688526542907312e-06,2.5668245662302525e-07
2004,1.5126053316549815e-06,2.638469887017436e-07
2005,1.5173132119628008e-06,2.8238509930389455e-07
2006,1.7262194660361274e-06,3.7843408318138927e-07
2007,1.7240173413313187e-06,2.832085828075037e-07
2008,1.8873230338556368e-06,3.2271393246574576e-07
2009,1.874853296612855e-06,2.9896566289266957e-07
2010,2.043512857596852e-06,3.2594171806010763e-07
2011,2.4079550904332336e-06,4.3019683637623984e-07
2012,2.680848986358342e-06,4.6297835698538847e-07
2013,2.5431241930107262e-06,3.715114447189194e-07
2014,3.0353045374909016e-06,4.20096361253286e-07
2015,2.8527324644755936e-06,4.739038299561571e-07
2016,2.913132703952215e-06,4.2959592150282333e-07
2017,2.350335766010403e-06,3.826244707738624e-07
2018,2.7027957258951574e-06,4.060647240677895e-07
2019,2.7494544951878197e-06,3.918317235118707e-07
