year,voulais_VERB être_VERB,voulais_VERB etre_VERB,voulais_VERB naître_VERB
1864,1.8603545015594136e-07,9.589455896019672e-10,4.794727948009836e-10
1865,1.2708480312539905e-07,0.0,0.0
1866,1.3575059654158395e-07,4.865612912574591e-10,0.0
1867,1.2132028359701508e-07,0.0,0.0
1868,1.1608704397758629e-07,0.0,0.0
1869,1.3576183732766367e-07,9.767038289254515e-10,0.0
1870,1.2213523348236777e-07,1.1468097582678638e-09,0.0
1871,1.901190671560471e-07,0.0,0.0
1872,1.3122726727488043e-07,0.0,0.0
1873,1.2810049554445868e-07,0.0,0.0
1874,1.505601545659374e-07,0.0,0.0
1875,1.9109900506464328e-07,0.0,0.0
1876,1.0701446484517874e-07,0.0,0.0
1877,1.3359202455376362e-07,6.184815992682502e-10,0.0
1878,1.2742476940275083e-07,6.039088673581716e-10,0.0
1879,1.2279743089038675e-07,6.10932526790009e-10,0.0
1880,1.354165561906484e-07,6.417846254436199e-10,0.0
1881,1.3596390147085913e-07,0.0,0.0
1882,1.2844893149122072e-07,6.655385131892899e-10,0.0
1883,1.0742876099811838e-07,6.319338941018771e-10,0.0
1884,1.293932569979006e-07,0.0,0.0
1885,1.1344318551209653e-07,6.445635691854079e-10,0.0
1886,1.0002869288427974e-07,0.0,1.936039106809062e-09
1887,1.351487384226857e-07,0.0,0.0
1888,9.193891514769348e-08,6.340614699951175e-10,0.0
1889,9.961567570826446e-08,6.265136742733546e-10,0.0
1890,1.1208000927354078e-07,0.0,0.0
1891,1.032623657692966e-07,6.374220040683554e-10,0.0
1892,8.462491507543746e-08,0.0,0.0
1893,1.1577822789377024e-07,0.0,0.0
1894,1.3548309141242498e-07,1.8904617871129403e-09,0.0
1895,1.1736297977904542e-07,6.018614495673091e-10,0.0
1896,1.0909503345146732e-07,0.0,0.0
1897,9.147940005505006e-08,0.0,0.0
1898,8.996784117698553e-08,1.13167097914868e-09,0.0
1899,1.4924461311238701e-07,0.0,0.0
1900,1.2250885106368514e-07,5.191053142894475e-10,0.0
1901,8.327221223680681e-08,0.0,0.0
1902,1.0704418684781558e-07,0.0,0.0
1903,1.1826482193555421e-07,0.0,0.0
1904,1.0319280363546568e-07,0.0,0.0
1905,9.4957968599374e-08,5.160759042333041e-10,0.0
1906,9.61962527412652e-08,0.0,0.0
1907,1.1005684541487426e-07,0.0,0.0
1908,1.345720619383428e-07,9.822778146428846e-10,0.0
1909,1.1992143811312417e-07,0.0,0.0
1910,1.78494630631576e-07,0.0,0.0
1911,9.204246964600316e-08,0.0,0.0
1912,1.0366748171009021e-07,0.0,0.0
1913,1.431807277185726e-07,5.30298971401777e-10,0.0
1914,1.1987171433247568e-07,0.0,0.0
1915,6.008188790929125e-08,1.1780761921542648e-09,0.0
1916,1.087758718654186e-07,0.0,0.0
1917,1.1843738434436091e-07,0.0,0.0
1918,1.1945832056881045e-07,0.0,0.0
1919,1.5377106876712787e-07,0.0,0.0
1920,1.4841573658941343e-07,0.0,0.0
1921,9.996026761882604e-08,0.0,0.0
1922,1.2837607243909588e-07,0.0,7.377935484775833e-10
1923,1.0509788950230359e-07,0.0,0.0
1924,1.2633792323413218e-07,0.0,0.0
1925,1.671723026674954e-07,0.0,0.0
1926,1.5827517074740172e-07,0.0,0.0
1927,1.5274437714651867e-07,0.0,0.0
1928,1.165456211538185e-07,0.0,1.1426041224282812e-09
1929,1.9161498698849755e-07,0.0,0.0
1930,1.523022490346193e-07,1.0503603542488804e-09,0.0
1931,1.1861570925475462e-07,0.0,0.0
1932,1.1069131744534388e-07,0.0,0.0
1933,1.2273608263058122e-07,0.0,0.0
1934,1.3299553813794773e-07,0.0,0.0
1935,1.3643844454236387e-07,0.0,0.0
1936,1.2488456491155375e-07,0.0,0.0
1937,1.2087473066912935e-07,0.0,0.0
1938,1.1150084588962272e-07,0.0,0.0
1939,1.2847002039961808e-07,0.0,0.0
1940,1.0903866609623947e-07,0.0,0.0
1941,1.328176182369134e-07,0.0,0.0
1942,1.9115533689273434e-07,0.0,0.0
1943,1.82903818313207e-07,0.0,0.0
1944,1.767252371109862e-07,0.0,0.0
1945,2.2002890887051763e-07,2.178504043826024e-09,0.0
1946,2.43619325601685e-07,0.0,0.0
1947,2.0384689491947938e-07,0.0,0.0
1948,1.9134522233343887e-07,0.0,0.0
1949,1.8652315247891238e-07,0.0,0.0
1950,2.0313540005645336e-07,0.0,0.0
1951,2.1322803434031812e-07,0.0,0.0
1952,2.2354984707817493e-07,1.0544803918932644e-09,0.0
1953,1.6483956244428555e-07,0.0,2.1547654771580937e-09
1954,1.807919147722714e-07,0.0,9.772536113672459e-10
1955,1.9334352430178114e-07,0.0,0.0
1956,1.953535786469729e-07,0.0,0.0
1957,2.27060468205309e-07,0.0,0.0
1958,1.745443398704083e-07,1.6544486891589827e-09,0.0
1959,1.945437730910271e-07,0.0,0.0
1960,2.2492707785204402e-07,0.0,0.0
1961,2.0636032616039302e-07,0.0,0.0
1962,2.4162852696463233e-07,0.0,1.2683912808952869e-09
1963,2.5346929533043294e-07,0.0,6.466053248388448e-10
1964,2.1598087585061876e-07,0.0,0.0
1965,1.9918238081118034e-07,2.73602163147757e-09,1.6416130677043839e-09
1966,2.104848420003691e-07,0.0,5.539074754423723e-10
1967,2.2087903062129044e-07,0.0,0.0
1968,2.2322336690194788e-07,0.0,1.7965663401398047e-09
1969,2.207294329537035e-07,0.0,9.083515606356229e-10
1970,1.7751078473793314e-07,0.0,9.197450023812337e-10
1971,1.9423141850438697e-07,5.138397485282553e-10,1.0276794970565106e-09
1972,1.969976324289746e-07,0.0,5.130146862875051e-10
1973,1.9847533394568018e-07,0.0,0.0
1974,1.755178402618185e-07,1.1251143350321513e-09,0.0
1975,1.9704606302184402e-07,0.0,5.711480177694739e-10
1976,2.0225884611591027e-07,5.713526873840635e-10,5.713526873840635e-10
1977,2.1920396875430015e-07,5.876781838942691e-10,0.0
1978,2.2039593261524715e-07,0.0,2.970295565063452e-09
1979,2.393457236848917e-07,5.851973350345929e-10,0.0
1980,2.455984997595806e-07,5.685150683554241e-10,1.7055452605774235e-09
1981,2.511243053504586e-07,0.0,1.2651099057237047e-09
1982,2.4767933837210876e-07,6.207502289967692e-10,1.8622506869903077e-09
1983,2.3556128780910512e-07,6.315316047889041e-10,6.315316047889041e-10
1984,2.940097374448669e-07,5.799008495621649e-10,0.0
1985,2.5987210960920493e-07,1.2031116103372597e-09,1.8046674155058895e-09
1986,2.5416619564566645e-07,1.1988970927134801e-09,5.994485463567401e-10
1987,2.2304482172330609e-07,1.2221633705067347e-09,0.0
1988,3.0762319624955126e-07,0.0,0.0
1989,2.9306571036613605e-07,1.0976244357863152e-09,5.488122178931576e-10
1990,2.5172766981995665e-07,5.44865097484859e-10,0.0
1991,2.9190096029196866e-07,0.0,1.1722930404189924e-09
1992,2.754972001639544e-07,0.0,0.0
1993,2.991172038946388e-07,5.539207426075166e-10,0.0
1994,2.9170342941142735e-07,1.5824779264761446e-09,5.274926606624319e-10
1995,2.841364334926766e-07,0.0,2.1689803286761844e-09
1996,2.9519648592213343e-07,1.067618438099771e-09,5.338092190498855e-10
1997,2.680345971839415e-07,0.0,4.79489448146353e-10
1998,2.770283060726797e-07,0.0,9.536258449571733e-10
1999,3.450501822044316e-07,0.0,4.570201161957499e-10
2000,3.282597447196167e-07,0.0,0.0
2001,3.2902900670706003e-07,0.0,1.3143635069212678e-09
2002,3.4129715231756563e-07,4.38122149670761e-10,8.76244299341522e-10
2003,3.812734519215155e-07,0.0,4.1669229178253886e-10
2004,3.7837156696696184e-07,0.0,4.404791253964646e-10
2005,3.918262052593491e-07,4.5037495954858286e-10,4.5037495954858286e-10
2006,4.257898069681687e-07,0.0,0.0
2007,5.544337682295009e-07,0.0,1.5977917877663117e-09
2008,5.61556305456179e-07,1.2772318758180745e-09,1.7029758714315335e-09
2009,6.055604444554774e-07,0.0,0.0
2010,8.049343591665092e-07,0.0,1.8895172093635892e-09
2011,8.81425535226299e-07,7.64794394481072e-10,7.64794394481072e-10
2012,9.97105644273688e-07,0.0,6.808505426114664e-10
2013,1.146888166658755e-06,0.0,1.3945624655065103e-09
2014,1.2284571084819618e-06,0.0,1.7323561474213989e-09
2015,1.197837377731048e-06,4.433150790905671e-10,6.649726325136385e-10
2016,1.31633657929342e-06,0.0,2.0713399884186856e-09
2017,1.5191776583378669e-06,0.0,2.515611330355938e-10
2018,1.6165143961188733e-06,2.5814667070633845e-10,5.162933414126769e-10
2019,1.5020216324046487e-06,5.1019755087367e-10,7.65296326310505e-10
