year,avons_VERB ôté_VERB,avons_VERB oté_VERB,avons_VERB noté_VERB
1800,6.288328791015374e-08,0.0,2.829747991484055e-08
1801,2.3811825844433088e-09,4.7623651688866175e-09,3.5717739876872656e-08
1802,0.0,0.0,3.1329761895904085e-08
1803,7.801356893821776e-09,0.0,2.9255089017965474e-08
1804,2.7190360185613827e-08,0.0,2.2246657849223084e-08
1805,3.1271653710973624e-08,0.0,7.960057502032214e-08
1806,2.881669125542885e-09,0.0,3.1698359492793315e-08
1807,1.4234775136401367e-08,0.0,1.9928686256776018e-08
1808,4.078933102391602e-08,0.0,4.305540457494317e-08
1809,6.7770917766551975e-09,0.0,9.713831161661801e-08
1810,3.7442028144596406e-08,0.0,5.616304221689461e-08
1811,1.7549536934780008e-08,0.0,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0,1.3336041604361526e-08
1813,3.163315653864629e-08,0.0,6.326631307729258e-08
1814,5.664018942752591e-08,0.0,6.293354282149721e-09
1815,2.966945977789237e-08,0.0,4.315557688983063e-08
1816,4.1716869958463576e-08,0.0,2.3176038865813098e-08
1817,5.293369653713853e-08,0.0,7.161617787687646e-08
1818,4.530047448270125e-08,1.1921177378582115e-09,3.9339884239097955e-08
1819,7.349245834120666e-08,4.140420006848444e-09,2.794783426907088e-08
1820,2.4919611263385377e-08,0.0,1.898636980968149e-08
1821,9.171183990019927e-08,0.0,8.57949515875589e-08
1822,6.015369535816717e-08,0.0,8.221005032282847e-08
1823,1.581229902569703e-08,9.882686891060644e-10,8.499110748516614e-08
1824,1.7684335773537896e-08,0.0,3.9579230559638745e-08
1825,1.6730341556581152e-08,0.0,3.610231757988913e-08
1826,4.315912249808207e-08,8.807984341885344e-10,8.455664612938563e-08
1827,4.7929820112813104e-08,0.0,4.2399456390285195e-08
1828,4.1275356466030644e-08,1.8344602503717056e-09,8.071624790773058e-08
1829,3.086343269842473e-08,8.57317605795771e-10,6.258418494553553e-08
1830,2.817945699007396e-08,1.0436835840010872e-09,9.184415716845251e-08
1831,6.080570358335535e-08,0.0,7.327867024287116e-08
1832,5.0060886991332154e-08,1.3529969367098715e-09,1.27181706943702e-07
1833,3.1275796175123105e-08,0.0,1.1467792404573629e-07
1834,2.333632664885954e-08,3.733812370398937e-09,1.2041545005558874e-07
1835,5.067268915581735e-08,7.563087933704082e-10,1.5731222902104491e-07
1836,3.427582484505365e-08,0.0,9.610672435655943e-08
1837,3.339787468803479e-08,0.0,1.3219992922586243e-07
1838,5.428459104450667e-08,0.0,7.827080850120183e-08
1839,4.4046291947097416e-08,0.0,1.510158682549445e-07
1840,3.3122379505812205e-08,0.0,1.6497493504630256e-07
1841,3.2102743574569104e-08,0.0,1.8362769083068997e-07
1842,2.6162233268678392e-08,6.708265054555795e-10,1.9453968036486913e-07
1843,2.5990408047960045e-08,0.0,5.03268836382631e-07
1844,3.512679214168202e-08,0.0,1.783782437314585e-07
1845,1.674068350610014e-08,5.580227946389016e-10,1.5680440412779717e-07
1846,2.2247105491146613e-08,0.0,1.9202764178771758e-07
1847,1.6718992412734224e-08,0.0,2.464703072746488e-07
1848,9.65426583121598e-09,0.0,2.0917576648571412e-07
1849,2.4300303991253713e-08,0.0,3.0920040217097267e-07
1850,2.4440385715251978e-08,0.0,1.8737628693088482e-07
1851,6.449438760824933e-09,0.0,5.40462963272148e-07
1852,2.9948509450150596e-08,0.0,1.9922269700600737e-07
1853,1.3138249599364826e-08,0.0,2.496267370588612e-07
1854,2.4419623656513068e-08,5.195664454227256e-10,3.0758334901292983e-07
1855,3.8209947206269135e-08,0.0,1.7088336790038738e-07
1856,1.346069211649592e-08,0.0,2.619657664126862e-07
1857,4.78387889302212e-08,4.881509085841174e-10,2.1576269659817626e-07
1858,1.5170396494568195e-08,0.0,1.536614320230001e-07
1859,1.7313389832906978e-08,0.0,2.133620569111372e-07
1860,3.4786598490654796e-08,9.154367819341758e-10,1.945303154116118e-07
1861,2.971057178058345e-08,0.0,3.9283978026105615e-07
1862,2.1234535907410645e-08,0.0,2.3312809105391352e-07
1863,3.3963420520422005e-08,0.0,2.2775471109071077e-07
1864,2.6371003158942585e-08,0.0,2.426132255095581e-07
1865,1.97687466396701e-08,3.294791106611683e-09,4.203212142783741e-07
1866,9.244664589402873e-09,0.0,2.4522688590877806e-07
1867,2.1837651686951176e-08,9.7056229719783e-10,2.698163257264241e-07
1868,1.5807597009143137e-08,0.0,3.097300975696271e-07
1869,1.12320943657096e-08,0.0,2.969179604406236e-07
1870,1.6055336615750093e-08,0.0,2.6720667278823385e-07
1871,1.6993883633631413e-08,1.274541272522356e-08,3.1226261398842325e-07
1872,1.5723081503438152e-08,0.0,3.0357642799572204e-07
1873,7.781805422268917e-09,0.0,3.585616639156797e-07
1874,4.182226565063729e-09,0.0,4.002988021056808e-07
1875,2.4030413214859436e-08,0.0,4.1366641312379215e-07
1876,1.3301232115736639e-08,0.0,4.2987164761143504e-07
1877,1.2988113695655557e-08,6.184815992682502e-10,4.1747509271772287e-07
1878,2.6571990829893366e-08,0.0,4.740684573789622e-07
1879,2.443730195977878e-08,6.720257683667796e-09,3.659485798834794e-07
1880,2.3104245627791897e-08,6.417846254436199e-10,3.9020505937514827e-07
1881,1.8128519130300447e-08,0.0,3.967356860812288e-07
1882,1.1979693681496428e-08,6.655385131892899e-10,4.4457974013312196e-07
1883,8.21514056781325e-09,1.2638677882037541e-09,4.22763775986823e-07
1884,4.621187876807653e-09,0.0,4.482552355966618e-07
1885,4.511945039809007e-09,6.445635691854079e-10,5.079160700915963e-07
1886,1.097088819790315e-08,1.2906927748801422e-09,4.872365479968721e-07
1887,9.140494583448344e-09,0.0,5.125205575495784e-07
1888,1.268122939990235e-08,0.0,6.163077728160715e-07
1889,6.265136853755848e-09,0.0,6.854059506622434e-07
1890,1.9663159989136147e-09,0.0,4.712603924872383e-07
1891,3.824531802365527e-09,0.0,5.481829248310532e-07
1892,6.268512375839919e-09,0.0,6.193290005285235e-07
1893,4.926733243593162e-09,6.158416554491453e-10,6.952852231734141e-07
1894,5.671385139294216e-09,0.0,6.333046940198983e-07
1895,9.629783193076946e-09,2.4074457982692365e-09,5.777869773737621e-07
1896,2.948514543632541e-09,0.0,6.875935696371016e-07
1897,7.574727511894253e-09,0.0,8.075825235209777e-07
1898,1.5277558773618694e-08,0.0,8.459240348202002e-07
1899,1.1607914629507832e-08,0.0,6.605455951103067e-07
1900,5.19105292084987e-09,0.0,8.451034432255256e-07
1901,6.147612641171918e-09,3.353243460679778e-09,8.248978815572627e-07
1902,3.928227076954727e-09,3.437198747846537e-09,7.846633707231376e-07
1903,1.0800440541913758e-08,5.940242076007962e-09,8.543148624085006e-07
1904,1.1824175416563776e-08,0.0,9.405594028066844e-07
1905,1.5482277682110634e-09,0.0,8.96939923222817e-07
1906,8.745113966313056e-09,5.144184522798412e-10,1.0931391898338916e-06
1907,6.685696440911215e-09,0.0,1.034740080285701e-06
1908,3.929111258571538e-09,0.0,1.163508045465278e-06
1909,3.850688656825696e-09,0.0,1.0121809737029253e-06
1910,6.947395991829808e-09,0.0,1.0875346561078914e-06
1911,7.448523575703803e-09,0.0,1.159309476861381e-06
1912,1.0939784189645252e-08,1.0418842455450772e-09,1.1236721775276237e-06
1913,6.363587878865928e-09,0.0,1.1205216878806823e-06
1914,4.68772043404897e-09,0.0,1.2275131666683592e-06
1915,4.712304768617059e-09,0.0,9.66022525972221e-07
1916,5.493730803607377e-09,0.0,1.1020424608432222e-06
1917,8.773139548168274e-09,0.0,1.1536678812262835e-06
1918,3.44591288836682e-09,0.0,9.476260629526223e-07
1919,8.287063479883727e-09,0.0,9.576161801305716e-07
1920,5.300562211374427e-09,0.0,1.1789965128627955e-06
1921,8.330022005509363e-09,0.0,1.2593478686540038e-06
1922,1.4755870969551665e-09,0.0,1.4615690133723547e-06
1923,7.431163684401554e-09,0.0,1.2356963452475611e-06
1924,9.02413699321869e-09,1.289162443462999e-09,1.3716688727072324e-06
1925,3.299453377181294e-09,0.0,1.3461769867717521e-06
1926,1.114613823460786e-08,3.343841648018042e-09,1.443424935132498e-06
1927,5.574612327308159e-09,0.0,1.699141876088106e-06
1928,1.1426041446327417e-08,2.2852082448565625e-09,1.6213552953558974e-06
1929,5.570202965543558e-09,1.1140406375176326e-09,1.6543503988941666e-06
1930,1.0503603542488804e-09,0.0,1.6616701259408728e-06
1931,3.4216069977333063e-09,1.1405356659111021e-09,1.8522299569667666e-06
1932,1.3151444377967891e-08,0.0,1.7666773146629566e-06
1933,2.2941324395731044e-09,0.0,1.8536590005169273e-06
1934,2.3963160344919743e-09,1.1981580172459871e-09,1.9182509731763275e-06
1935,9.574627313213568e-09,0.0,2.0908591977786273e-06
1936,7.274828739411987e-09,0.0,2.055139020740171e-06
1937,7.554670666820584e-09,0.0,2.0901256903016474e-06
1938,0.0,0.0,2.1638943508150987e-06
1939,1.5294050470515685e-08,0.0,2.209990270785056e-06
1940,1.0143131667916805e-08,2.5357829169792012e-09,2.038769480350311e-06
1941,8.854508237732261e-09,0.0,1.98340967472177e-06
1942,3.034211770724937e-09,0.0,2.6094221539096907e-06
1943,2.9032352077962287e-09,0.0,2.334201099074562e-06
1944,3.2131861615880553e-09,0.0,2.2524434371007374e-06
1945,8.714016175304096e-09,0.0,1.7035902146744775e-06
1946,6.960552134671616e-09,0.0,1.8974465092469472e-06
1947,4.7683483828109274e-09,0.0,1.6474643871333683e-06
1948,8.697510267552389e-09,0.0,1.8243027852804516e-06
1949,9.817008539414473e-09,0.0,1.6080259683803888e-06
1950,8.508289184305795e-09,0.0,1.9207461718906416e-06
1951,2.2388944032059044e-08,0.0,2.0405923351063393e-06
1952,1.1599284199803606e-08,1.0544803918932644e-09,2.041474090219708e-06
1953,3.232148326759443e-09,0.0,2.017937958953553e-06
1954,3.9090144454689835e-09,9.772536113672459e-10,1.9867566152242944e-06
1955,7.508486277174597e-09,0.0,2.0272912024665857e-06
1956,3.488456634670456e-09,8.72114158667614e-10,2.1323191958799725e-06
1957,7.068030161150318e-09,0.0,2.22377889258496e-06
1958,6.617794756635931e-09,0.0,1.9357048586243764e-06
1959,3.8753737996444215e-09,0.0,1.823750949370151e-06
1960,4.844583401109048e-09,0.0,2.1655287127941847e-06
1961,1.042223907177231e-08,0.0,2.0510965441644657e-06
1962,1.2049716779927166e-08,0.0,2.0338654849183513e-06
1963,1.0345685197421517e-08,0.0,2.1564287635555957e-06
1964,1.7035111099517053e-08,0.0,1.8592606920719845e-06
1965,6.5664522708175355e-09,0.0,1.8101519572155667e-06
1966,1.1078149952936656e-08,5.539074754423723e-10,1.9298136066936422e-06
1967,1.232583901611406e-08,0.0,1.7803441778596607e-06
1968,7.186265360559219e-09,0.0,1.747609871927125e-06
1969,1.589615195030092e-08,0.0,1.6441163097624667e-06
1970,7.817832603507213e-09,0.0,1.5957575669744983e-06
1971,1.4387513402880359e-08,0.0,1.5918755025268183e-06
1972,8.208234980600082e-09,0.0,1.6970525393844582e-06
1973,5.513203671370093e-09,3.3079223804577396e-09,1.6853864508448169e-06
1974,5.625571564138454e-09,0.0,1.6308532622133498e-06
1975,1.0851811893530794e-08,5.711480177694739e-10,1.6414794572483515e-06
1976,5.142174241967723e-09,5.713526873840635e-10,1.6397822264480055e-06
1977,4.7014254711541525e-09,5.876781838942691e-10,1.6372714526369236e-06
1978,2.970295565063452e-09,0.0,1.505939962953562e-06
1979,7.022368020415115e-09,2.3407893401383717e-09,1.371702524011198e-06
1980,6.253665585376211e-09,1.1370301367108482e-09,1.5293055639631348e-06
1981,5.060439622894819e-09,0.0,1.4725878827448469e-06
1982,6.2075020679230875e-09,1.2415004579935385e-09,1.4401405223907204e-06
1983,8.841442245000053e-09,6.315316047889041e-10,1.415893848388805e-06
1984,6.958810416790584e-09,0.0,1.3859630598744843e-06
1985,7.218669662023558e-09,0.0,1.2746967286147992e-06
1986,1.0790073723399018e-08,5.994485463567401e-10,1.2366623423076817e-06
1987,9.166225112267057e-09,0.0,1.3779891787635279e-06
1988,1.139345240375178e-08,0.0,1.1639310741884401e-06
1989,1.2073869015694072e-08,5.488122178931576e-10,9.483475196248037e-07
1990,9.262707045820662e-09,5.44865097484859e-10,9.595074743629084e-07
1991,1.1136783939491579e-08,0.0,9.595217989044613e-07
1992,6.060938417817852e-09,0.0,9.306295964961464e-07
1993,7.200969598386564e-09,0.0,8.674398941366235e-07
1994,5.274926717646622e-09,1.5824779264761446e-09,8.207785526792577e-07
1995,8.675921314704738e-09,1.0844901643380922e-09,7.813751494722965e-07
1996,9.074756945892659e-09,0.0,8.220661698032927e-07
1997,1.102825741838842e-08,0.0,8.693143627169775e-07
1998,6.198567881199324e-09,4.768129224785866e-10,7.99615293090028e-07
1999,7.312321859131998e-09,0.0,8.911892450669257e-07
2000,8.83606254831193e-09,0.0,7.753645263619546e-07
2001,1.0076787404500465e-08,4.3812117822561447e-10,8.149053769557213e-07
2002,1.0514931148009055e-08,0.0,8.030779099499341e-07
2003,1.0417307017007715e-08,4.1669229178253886e-10,8.171335821316461e-07
2004,8.369103632333008e-09,0.0,6.999213155722828e-07
2005,6.7556245042510454e-09,0.0,7.296074500118266e-07
2006,9.882935358973555e-09,4.1178899179428186e-10,6.584505740647728e-07
2007,6.7906151812735516e-09,0.0,6.610863465539296e-07
2008,1.0217855006544596e-08,4.257439678578834e-10,6.364872433550772e-07
2009,7.629108011997232e-09,0.0,5.941167842138384e-07
2010,9.919965293647692e-09,0.0,5.800818030365917e-07
2011,9.942326961720482e-09,7.64794394481072e-10,5.181482265470549e-07
2012,1.7702113552786614e-08,0.0,4.3029754692724964e-07
2013,1.4224537991935904e-08,0.0,3.7876318970120337e-07
2014,1.8839372728507442e-08,0.0,3.2373404224017577e-07
2015,1.4186082530898148e-08,0.0,3.109855413185869e-07
2016,1.5949318310504168e-08,0.0,3.2250764547825383e-07
2017,1.6099912514278003e-08,0.0,3.5067623116447066e-07
2018,1.8328414341794996e-08,0.0,3.061619509026059e-07
2019,1.4285530980373551e-08,0.0,3.022920509465621e-07
