year,sans_ADP être_VERB,sans_ADP etre_VERB,sans_ADP naître_VERB
1886,2.0564608007589413e-05,4.3238208458085126e-08,6.453463874400711e-10
1887,2.080637648305128e-05,6.267767738155072e-08,6.528924623161458e-10
1888,2.0400928065100743e-05,3.7409627395845746e-08,4.4384300679212174e-09
1889,2.048198496140685e-05,3.132568282548931e-08,3.759081934617825e-09
1890,2.0059043777109764e-05,3.146105653772935e-08,3.9326319978272295e-09
1891,1.947706743976596e-05,4.14324303754654e-08,6.374220040683554e-10
1892,1.9198573454559664e-05,3.5730521874555166e-08,3.1342561879199593e-09
1893,1.8762231206892466e-05,3.756634137097592e-08,0.0
1894,1.8697926748245663e-05,3.339815823899528e-08,1.2603078580752936e-09
1895,1.9580358639359474e-05,3.4907962520591695e-08,4.213029924926559e-09
1896,1.9659515714920417e-05,3.538217563381352e-08,3.5382172747233653e-09
1897,1.8700836335483473e-05,3.4960280781426434e-08,1.1653427112179315e-09
1898,1.907431408199045e-05,2.998928050335081e-08,5.092519295146758e-09
1899,1.941064476795873e-05,3.537650350438071e-08,4.9748205555033564e-09
1900,1.852686796155467e-05,4.620037441505076e-08,2.595526460424935e-09
1901,1.8584233089313784e-05,3.017919081305109e-08,5.029864968975062e-09
1902,1.7890127310238313e-05,2.9461702855115846e-08,4.419255628107521e-09
1903,1.8043216186924838e-05,4.644189477431837e-08,5.400220270956879e-10
1904,1.854836852999142e-05,3.117282609821359e-08,2.6873125946735854e-09
1905,1.861330986230314e-05,3.818961635815299e-08,5.160759042333041e-10
1906,1.843161271608551e-05,3.343719856552241e-08,3.0865106026567446e-09
1907,1.8149608763451397e-05,4.217131666095497e-08,0.0
1908,1.768689492109843e-05,2.3083528866152392e-08,3.437972351250096e-09
1909,1.798601499558572e-05,6.161101628876509e-08,1.6502950117569526e-09
1910,1.7692345863906667e-05,4.970060252240671e-08,2.137660271017694e-09
1911,1.7548190157867793e-05,2.9262058220957954e-08,4.25629931299909e-09
1912,1.811055290090735e-05,3.33402970786878e-08,3.646594803896619e-09
1913,1.7530623381389887e-05,2.4393752795504042e-08,3.712092910834741e-09
1914,1.689186581188551e-05,4.151981269906457e-08,4.018046340092951e-09
1915,1.6187944822831923e-05,1.8849218963445935e-08,2.3561523843085297e-09
1916,1.6387799291806004e-05,4.065360870164625e-08,1.0987462051303964e-09
1917,1.6435379961876606e-05,2.851270441972531e-08,3.289927441585405e-09
1918,1.6377275414924952e-05,4.364822991931305e-08,1.4932290071101306e-08
1919,1.6140437423928233e-05,1.7494911797033552e-08,2.762354567309444e-09
1920,1.684973040028126e-05,3.180337326824656e-08,1.514446346106979e-09
1921,1.5724810168649128e-05,3.3320087633459394e-08,1.5145494858259667e-09
1922,1.585592110586731e-05,3.467629533515648e-08,4.426761346376651e-09
1923,1.6518416146027448e-05,3.1847843917631735e-08,1.0615948120573648e-09
1924,1.6394278986808786e-05,2.3204923760289375e-08,6.4458122173149945e-09
1925,1.638618482502352e-05,6.488924952918751e-08,7.698724324711748e-09
1926,1.5977989392013114e-05,3.009457216762712e-08,2.229227691330493e-09
1927,1.6639102568660746e-05,2.3413372018943335e-08,6.689535148041159e-09
1928,1.6275252960440412e-05,2.170947865920425e-08,2.2852082448565625e-09
1929,1.617921236629627e-05,1.893869061575515e-08,2.2280812750352652e-09
1930,1.571759275975637e-05,3.88633343284539e-08,4.201441528017824e-09
1931,1.56652572513849e-05,4.44808918587114e-08,6.843213995466613e-09
1932,1.5258962548614363e-05,2.0823119339929974e-08,0.0
1933,1.4766183198844374e-05,2.064719195615794e-08,3.4411986593596566e-09
1934,1.510278138994181e-05,2.156684431042777e-08,1.1981580172459871e-09
1935,1.4726973290635215e-05,3.4708024010399185e-08,5.98414207075848e-09
1936,1.4550869877894002e-05,3.516167312866969e-08,1.2124714565686645e-09
1937,1.4677466310786258e-05,4.155068988875854e-08,0.0
1938,1.493722379564133e-05,8.038432863788358e-08,1.2965214457594243e-09
1939,1.4302996191872808e-05,4.435274547631707e-08,3.058810094103137e-09
1940,1.3404148830886697e-05,4.057252622757801e-08,2.5357829169792012e-09
1941,1.4302981981018092e-05,1.7709016475464523e-08,5.9030051957620344e-09
1942,1.509823823653278e-05,3.944475457373642e-08,3.034211770724937e-09
1943,1.505037153037847e-05,3.193558706371391e-08,0.0
1944,1.4787082932343765e-05,5.1410976809052045e-08,6.4263723231761105e-09
1945,1.5149317050600075e-05,5.66411042512982e-08,0.0
1946,1.5605558132847364e-05,3.897909017780421e-08,1.3921104269343232e-09
1947,1.605383658898063e-05,3.933887304796713e-08,3.5762612871081956e-09
1948,1.4810772654527682e-05,3.152847383169899e-08,1.0871887834440486e-09
1949,1.380664002681442e-05,5.2030142860814976e-08,3.926803215925645e-09
1950,1.4382198969542515e-05,4.254144569948437e-08,1.0635361480382244e-09
1951,1.4831075645815872e-05,4.584402824026057e-08,1.0661401761424827e-09
1952,1.4111056998444838e-05,6.221434167841267e-08,2.1089607837865287e-09
1953,1.4260238231145195e-05,2.801195209123364e-08,6.464296653518886e-09
1954,1.429819792519993e-05,3.8112890177188774e-08,1.9545072227344917e-09
1955,1.4124400763648737e-05,6.100644922568677e-08,9.385607846468247e-10
1956,1.414830774137954e-05,3.4884567901016794e-08,6.104798888628693e-09
1957,1.3691658296011155e-05,4.329168423744534e-08,9.718541527092839e-09
1958,1.4151326809042075e-05,3.474342313847245e-08,5.790570245522986e-09
1959,1.4032728586244048e-05,4.4179264024890585e-08,3.100299128533379e-09
1960,1.400845906118775e-05,3.252791708208136e-08,8.997083578154985e-09
1961,1.365938601338712e-05,5.0026746467590755e-08,6.2533435096767676e-09
1962,1.3975135516375303e-05,4.9467259011226616e-08,3.170978202238217e-09
1963,1.3781745792584843e-05,5.560805771409605e-08,4.526237162849611e-09
1964,1.417868816133705e-05,4.5629762912557936e-08,3.6503808864551957e-09
1965,1.419010277459165e-05,1.088936656401529e-07,3.2832260243864653e-09
1966,1.4327924873214215e-05,3.821961691574671e-08,8.862519940144864e-09
1967,1.4252613709686557e-05,3.451234764639821e-08,5.4233690871541285e-09
1968,1.503276848779933e-05,5.030385707982532e-08,8.982831700699023e-10
1969,1.5575958059343975e-05,4.405504980264929e-08,1.8167030935156703e-09
1970,1.433652505511418e-05,4.598725028559514e-08,3.6789800095249348e-09
1971,1.397644098233286e-05,3.905182033303589e-08,2.569198631618974e-09
1972,1.402582154241827e-05,5.3866541449565375e-08,3.5911027485013847e-09
1973,1.2983043689018814e-05,4.1900348302092993e-08,4.410563025913916e-09
1974,1.2709291240753373e-05,3.094064504605143e-08,3.3753431161187564e-09
1975,1.2615517107406049e-05,4.226495242676265e-08,3.998036124386317e-09
1976,1.292799686325452e-05,3.8851984296428554e-08,5.142174241967723e-09
1977,1.2831365324927901e-05,6.640763638987579e-08,3.526069214387917e-09
1978,1.360930036753416e-05,5.5247498131905104e-08,9.504946163474415e-09
1979,1.3413308238341415e-05,8.894999448116891e-08,5.266776126333639e-09
1980,1.3166240250939154e-05,5.457744656212071e-08,7.390696055153967e-09
1981,1.3165998780095833e-05,4.7441623074462314e-08,1.8976649140967083e-09
1982,1.3510628832591465e-05,4.531476560654113e-08,4.345251602977385e-09
1983,1.3334157983990735e-05,6.694235121784686e-08,8.841442245000053e-09
1984,1.3458918942887976e-05,5.972978733836953e-08,5.799008495621649e-10
1985,1.3162040886527393e-05,1.0166293251678837e-07,6.015557829641693e-09
1986,1.3250810184217698e-05,5.5748713867487254e-08,7.1933827783254856e-09
1987,1.3238473911769688e-05,4.0331392003878364e-08,1.8332451112712533e-09
1988,1.3431080787995597e-05,5.037105255123464e-08,4.7972429917386705e-09
1989,1.3702743331123202e-05,7.244321142962917e-08,2.1952488715726304e-09
1990,1.387444501688151e-05,6.592867679566794e-08,7.083246489347772e-09
1991,1.3650766504724743e-05,4.1030257413865456e-08,4.103025752488776e-09
1992,1.3714802207687171e-05,5.565043542654635e-08,2.7549720282848966e-09
1993,1.409506751315348e-05,4.8745025182928003e-08,3.877445309274918e-09
1994,1.3618805382975552e-05,2.9539588330962374e-08,3.6924485691258724e-09
1995,1.3947627735433343e-05,4.392185104507007e-08,7.049185846152994e-09
1996,1.4158221574689378e-05,8.11390012955826e-08,5.871901409548741e-09
1997,1.4054315670364304e-05,6.233362670471365e-08,3.3564261370244708e-09
1998,1.447174918212113e-05,3.6714593809605844e-08,9.536258449571733e-10
1999,1.4275480111791694e-05,3.564756989593576e-08,4.570201023179621e-09
2000,1.4838842730569013e-05,7.599014428816275e-08,7.068850393920911e-09
2001,1.4517145132231235e-05,3.8116543032984396e-08,2.190605918883648e-09
2002,1.483788287259813e-05,4.819343679685062e-08,2.6287327870022636e-09
2003,1.4864663739899697e-05,4.750291948685259e-08,1.6667691671301554e-09
2004,1.4924754054845835e-05,3.567880818566849e-08,4.404791253964646e-10
2005,1.4824992263129388e-05,5.719762019573693e-08,4.503749484463526e-09
2006,1.5241546407196438e-05,3.870816467355098e-08,4.529678854225949e-09
2007,1.5445054032170447e-05,4.5137619530954964e-08,6.391167151065247e-09
2008,1.5319970884775103e-05,4.981204299037145e-08,6.3861596011349775e-09
2009,1.5370268329206738e-05,2.527142117791925e-08,6.675469510497578e-09
2010,1.5141173662414076e-05,3.070465393051336e-08,3.7790344187271785e-09
2011,1.545037594041787e-05,5.73595806130367e-08,4.971163480860241e-09
2012,1.5519306884925754e-05,1.225530954496179e-08,5.446804396402882e-09
2013,1.6039700653891487e-05,1.0040849762749104e-08,5.020424964641279e-09
2014,1.6668297575961333e-05,8.661780473429026e-09,2.3819897165822113e-09
2015,1.7119942526733212e-05,7.093041265449074e-09,5.319780976842381e-09
2016,1.793821866158396e-05,1.4292246275360299e-08,2.0713399884186856e-09
2017,1.5610625723638805e-05,1.1320250792312692e-08,3.5218559180094644e-09
2018,1.6175211840163684e-05,2.2458760018384538e-08,5.937373259712331e-09
2019,1.6566879708079796e-05,5.357074228662384e-09,4.846876677788714e-09
