year,aux_ADP aînés_NOUN,aux_ADP nénés_NOUN
1800,3.144164395507687e-08,0.0
1801,1.0953439755212457e-07,0.0
1802,8.727576528144709e-08,0.0
1803,1.1311967540450496e-07,0.0
1804,1.3347995775347954e-07,0.0
1805,7.960057457623293e-08,0.0
1806,1.152667650217154e-08,0.0
1807,9.964342595480957e-08,0.0
1808,1.359644414833383e-07,0.0
1809,1.6942728509050653e-07,0.0
1810,8.89248141788812e-08,0.0
1811,7.52123057168319e-08,0.0
1812,8.801787032552966e-08,0.0
1813,1.2940837734731758e-07,0.0
1814,7.866692897096073e-08,0.0
1815,4.315557688983063e-08,0.0
1816,7.879853569647821e-08,0.0
1817,5.4490570278176165e-08,0.0
1818,1.5020683452604544e-07,0.0
1819,1.9459973543689557e-07,0.0
1820,8.187871713971617e-08,0.0
1821,6.7058117281249e-08,0.0
1822,1.3634837614517892e-07,0.0
1823,4.4472091786929013e-08,0.0
1824,8.000056794799093e-08,0.0
1825,1.0390422744421812e-07,0.0
1826,1.1978858083239174e-07,0.0
1827,1.2812009231311094e-07,0.0
1828,9.539193257523948e-08,0.0
1829,1.2688300898844318e-07,0.0
1830,9.497520636614354e-08,0.0
1831,7.327867024287116e-08,0.0
1832,9.200379480489573e-08,0.0
1833,7.992703388026712e-08,0.0
1834,7.560969805808782e-08,0.0
1835,6.731148260996633e-08,0.0
1836,5.8470526198561856e-08,0.0
1837,6.262101948095733e-08,0.0
1838,1.0604431821548133e-07,0.0
1839,5.383435919270596e-08,0.0
1840,5.032054062326097e-08,0.0
1841,6.163726595787011e-08,0.0
1842,7.244926081284575e-08,0.0
1843,6.261326035428283e-08,0.0
1844,4.555505839221041e-08,0.0
1845,7.700714643732454e-08,0.0
1846,8.781751859032738e-08,0.0
1847,9.060615902001246e-08,0.0
1848,1.2228737489294872e-07,0.0
1849,1.2652915870603465e-07,0.0
1850,5.906426636670403e-08,0.0
1851,5.868989205737307e-08,0.0
1852,6.315229228448516e-08,0.0
1853,6.210809289086683e-08,0.0
1854,4.9358813924982314e-08,0.0
1855,7.16436545644683e-08,0.0
1856,5.9537676122545236e-08,0.0
1857,4.930324237761852e-08,0.0
1858,4.600055447667728e-08,0.0
1859,7.689181558134806e-08,0.0
1860,7.140406665939736e-08,0.0
1861,4.480165571862926e-08,0.0
1862,7.680576885604751e-08,0.0
1863,4.794835845034484e-08,0.0
1864,3.9796240969280916e-08,0.0
1865,7.06026660468595e-08,0.0
1866,4.962925004292629e-08,0.0
1867,6.79393608038481e-08,0.0
1868,6.718228462432307e-08,0.0
1869,3.076617005604021e-08,0.0
1870,5.676708170199163e-08,0.0
1871,3.717412155879174e-08,0.0
1872,6.22875973022019e-08,0.0
1873,5.686704085405836e-08,0.0
1874,3.823749850084823e-08,0.0
1875,5.9503882710032485e-08,0.0
1876,3.143927784776679e-08,0.0
1877,3.7727378554563984e-08,0.0
1878,6.159870480360041e-08,0.0
1879,8.797428563411813e-08,0.0
1880,8.214843205678335e-08,0.0
1881,4.183504387356152e-08,0.0
1882,3.4608003574021495e-08,0.0
1883,5.750598575104959e-08,0.0
1884,3.4328825115892414e-08,0.0
1885,3.93183761104865e-08,0.0
1886,4.904632433522238e-08,0.0
1887,7.965287807110144e-08,0.0
1888,4.2482117379449846e-08,0.0
1889,6.327788071303075e-08,0.0
1890,4.1292635366563246e-08,0.0
1891,3.6970476458009216e-08,0.0
1892,4.8267544405788954e-08,0.0
1893,3.387129154930335e-08,0.0
1894,3.150769600779313e-08,0.0
1895,4.8750777636996645e-08,0.0
1896,5.425266635938897e-08,0.0
1897,5.9432476717802274e-08,0.0
1898,3.960848360406999e-08,0.0
1899,2.8743407654019393e-08,0.0
1900,3.1665425836990835e-08,0.0
1901,4.8622027293276915e-08,0.0
1902,3.4863013809172116e-08,0.0
1903,5.0762071879262294e-08,0.0
1904,3.869730136329963e-08,0.0
1905,5.418797144329801e-08,0.0
1906,3.4980455865252225e-08,0.0
1907,3.754275823553144e-08,0.0
1908,3.781769564170645e-08,0.0
1909,8.141455509758089e-08,0.0
1910,3.90122991689168e-08,0.0
1911,4.9479478292369095e-08,0.0
1912,3.021464323182954e-08,0.0
1913,4.083302229673791e-08,0.0
1914,3.549274296688054e-08,0.0
1915,4.7123048574349014e-08,0.0
1916,5.7134801778602196e-08,2.197492410260793e-09
1917,4.1672411299487067e-08,0.0
1918,4.3648228142956214e-08,0.0
1919,4.511845830279526e-08,0.0
1920,4.543339127138779e-08,0.0
1921,4.316466117870732e-08,0.0
1922,4.943216680430851e-08,0.0
1923,6.051090650771584e-08,0.0
1924,5.672314884463958e-08,0.0
1925,4.949179976954099e-08,0.0
1926,5.461607699430715e-08,0.0
1927,6.13207333799437e-08,0.0
1928,3.19929166492372e-08,0.0
1929,5.7930112262738476e-08,1.1140406375176326e-09
1930,3.991369423861357e-08,0.0
1931,5.360517540964338e-08,0.0
1932,4.274219378430644e-08,0.0
1933,3.326492148403304e-08,0.0
1934,4.672816089623666e-08,0.0
1935,5.744776387928141e-08,0.0
1936,6.547345909879709e-08,0.0
1937,2.6441348222050465e-08,0.0
1938,5.0564334941327616e-08,0.0
1939,5.6587985852729616e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,8.854507882460894e-08,0.0
1942,4.247896612241675e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,3.855823393905666e-08,0.0
1945,3.703456741277478e-08,0.0
1946,6.682130138102593e-08,0.0
1947,4.7683485604466114e-08,0.0
1948,5.762100485640076e-08,0.0
1949,4.908504180889395e-08,0.0
1950,4.892266147749069e-08,0.0
1951,5.970385075215745e-08,0.0
1952,6.221434034614504e-08,0.0
1953,8.619061730996691e-08,0.0
1954,6.645324246434825e-08,0.0
1955,6.194500912215517e-08,0.0
1956,5.407107650512444e-08,0.0
1957,7.863183526524153e-08,1.7670075402875796e-09
1958,4.1361218450219894e-08,8.272243445794913e-10
1959,6.820658227102427e-08,0.0
1960,6.713208527964198e-08,2.076250060767393e-09
1961,6.531269497456194e-08,0.0
1962,6.912732430919277e-08,0.0
1963,6.660035012373555e-08,6.466053248388448e-10
1964,6.570685684437194e-08,6.083968329129164e-10
1965,6.347570291609372e-08,0.0
1966,7.311578542612551e-08,0.0
1967,8.085750380359968e-08,0.0
1968,7.051522743495298e-08,2.245707841908029e-09
1969,8.94726317479666e-08,9.083515606356229e-10
1970,5.104584777093635e-08,0.0
1971,1.0071259026744883e-07,5.138397485282553e-10
1972,9.644676451925349e-08,0.0
1973,8.765994152781786e-08,5.513203782392395e-10
1974,8.382102040238593e-08,2.2502286700643026e-09
1975,1.165141925163482e-07,1.7134440533084216e-09
1976,8.398884776550375e-08,1.7140580066410394e-09
1977,9.461619043804603e-08,1.1753563677885381e-09
1978,7.485144948304878e-08,0.0
1979,1.1762466134435101e-07,0.0
1980,1.2279925210023634e-07,1.1370301367108482e-09
1981,1.2777610713943233e-07,6.325549528618524e-10
1982,1.0490678659103025e-07,0.0
1983,1.1809640909632435e-07,6.315316047889041e-10
1984,1.293178923944538e-07,0.0
1985,1.6663095692148744e-07,0.0
1986,1.498621409190548e-07,5.994485463567401e-10
1987,1.6315881179451708e-07,6.110816852533674e-10
1988,1.445169455216444e-07,5.996553809062277e-10
1989,1.498257298226946e-07,0.0
1990,1.5528655616936504e-07,1.089730194969718e-09
1991,2.350447486643148e-07,0.0
1992,1.79073179895628e-07,1.65298330578878e-09
1993,1.7725463163920097e-07,5.539207426075166e-10
1994,2.1046956510950565e-07,0.0
1995,1.3935698761624593e-07,0.0
1996,2.151251115023456e-07,1.067618438099771e-09
1997,1.8843935833956493e-07,0.0
1998,2.28393394641202e-07,9.536258449571733e-10
1999,1.6087108081763724e-07,1.8280804647829996e-09
2000,2.3503927382151346e-07,0.0
2001,2.0197385719455951e-07,4.3812117822561447e-10
2002,2.895987285533863e-07,1.752488598683044e-09
2003,2.3584784347718823e-07,0.0
2004,2.0306087566979159e-07,0.0
2005,2.269889769479505e-07,1.3511248786457486e-09
2006,2.0260018374074207e-07,0.0
2007,2.1809858030685803e-07,0.0
2008,2.2479280836762427e-07,3.405951742863067e-09
2009,2.0264817734982898e-07,1.430457752249481e-09
2010,2.2154589540690495e-07,2.8342759250676863e-09
2011,2.0917126297703703e-07,1.529588788962144e-09
2012,1.8519134670214044e-07,3.404252713057332e-10
2013,2.0723199600780617e-07,1.1156500168141292e-09
2014,1.4833299033512048e-07,3.897801192920269e-09
2015,1.265664508753872e-07,1.7732603163622684e-09
2016,1.1226662710583923e-07,2.4856081637381067e-09
2017,1.4414452786937204e-07,1.2578056374223934e-09
2018,1.3088035810682186e-07,5.162933414126769e-10
2019,1.0229460789545897e-07,1.02039510174734e-09
