year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ nerfs_NOUN
1844,1.4270259640625227e-08,3.2931368743049916e-09
1845,8.928364714222425e-09,9.48638767539478e-09
1846,2.1076203893244383e-08,5.854501328173001e-10
1847,7.550513103637968e-09,8.089835468183537e-09
1848,8.04522137798358e-09,7.24069959545659e-09
1849,5.865590679832167e-09,8.379414939696517e-10
1850,2.0366988096043315e-08,7.467895635215882e-09
1851,1.3543821175687754e-08,6.449438760824933e-10
1852,2.99485096721952e-08,6.510545436100301e-10
1853,2.508211416341055e-08,2.388772735173461e-09
1854,1.8184826089395756e-08,2.5978321716024766e-09
1855,1.963566731433275e-08,5.306937111981824e-10
1856,1.1907535402144731e-08,5.177189232874468e-10
1857,2.4895696171256532e-08,2.4407544874094356e-09
1858,6.8511463169329545e-09,9.787352261980686e-09
1859,1.9350258284589472e-08,1.5276520048956854e-09
1860,1.2816115280145368e-08,1.373155145145688e-09
1861,1.744906619194353e-08,5.659156698811785e-09
1862,4.9697850279528666e-09,4.066187830886747e-09
1863,8.990317601487163e-09,0.0
1864,8.151037178549814e-09,1.4384183844029508e-09
1865,1.3649848362717876e-08,0.0
1866,8.75810357570117e-09,0.0
1867,1.8925964795357686e-08,5.82337378318698e-09
1868,1.877152122631287e-08,1.333765986544222e-08
1869,3.906815315701806e-09,3.4184632902167778e-09
1870,8.027668307875047e-09,1.1468097582678638e-09
1871,2.1242354542039266e-09,0.0
1872,2.2979889990892843e-08,3.0236697590169115e-09
1873,1.1373408881354408e-08,3.591602570907071e-09
1874,8.364453130127458e-09,2.3898436563030145e-09
1875,1.0870901512305409e-08,3.432916173551348e-09
1876,1.934724735974669e-08,4.232210137899983e-09
1877,1.793596660082386e-08,6.184815992682502e-10
1878,3.140326082506917e-08,2.113680963589104e-08
1879,8.55305515301552e-09,1.221865053580018e-09
1880,1.1552122813895949e-08,6.417846254436199e-10
1881,1.8128519629900808e-08,4.183504653809678e-09
1882,2.2628309892525067e-08,8.652000893505374e-09
1883,1.0110942583185789e-08,1.2638677882037541e-09
1884,1.7824581810543805e-08,1.3203393933736152e-09
1885,8.379326565943757e-09,5.156508553483263e-09
1886,1.097088819790315e-08,3.2267319927115068e-09
1887,3.264462256069578e-09,1.3057849246322917e-09
1888,1.7119660356001987e-08,1.268122939990235e-09
1889,1.2530273707511697e-08,1.2530273485467092e-09
1890,1.1142456735058204e-08,2.6217545912032847e-09
1891,1.0198752065093686e-08,0.0
1892,2.5074049059270465e-08,0.0
1893,2.463366621796581e-09,5.542574843531156e-09
1894,1.1342770278588432e-08,4.411077725308132e-09
1895,1.5648397910794642e-08,3.611168697403855e-09
1896,1.533227589334274e-08,0.0
1897,7.574727511894253e-09,1.1653427112179315e-09
1898,7.921697076085366e-09,0.0
1899,9.39688327150634e-09,5.527578395003729e-10
1900,8.824790675987515e-09,4.15284251431558e-09
1901,1.3412973842719111e-08,2.235495566438317e-09
1902,2.455141867585553e-09,0.0
1903,3.7801539676252105e-09,0.0
1904,5.912087708281888e-09,1.6123875568041512e-09
1905,1.7030504784187883e-08,0.0
1906,2.1605574884731027e-08,0.0
1907,6.1714121590839e-09,1.5428529565042481e-09
1908,1.4243027868232616e-08,0.0
1909,4.400786846048277e-09,2.2003934230241384e-09
1910,2.618633776485524e-08,5.344150677544235e-10
1911,1.8089271303090015e-08,5.320374141248863e-10
1912,1.8753915753677575e-08,1.5628263128064646e-09
1913,2.0681660439780813e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,2.4739600590351074e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,3.44591288836682e-09,0.0
1919,5.524709134618888e-09,0.0
1920,1.590168707821249e-08,0.0
1921,1.5902768879527684e-08,3.0290989716519334e-09
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,1.2739137300599168e-08,0.0
1924,1.5469949321555987e-08,1.289162443462999e-09
1925,7.698724768800957e-09,3.299453377181294e-09
1926,6.687683296036084e-09,3.343841648018042e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,7.998228745975666e-09,0.0
1929,2.4508893359254103e-08,0.0
1930,5.2518016602221e-09,2.100720708497761e-09
1931,2.0529641986399838e-08,0.0
1932,4.38381475564853e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,8.487299751891442e-09,7.274828739411987e-09
1937,0.0,1.2591118370153254e-08
1938,7.779128452511941e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,9.536696765621855e-09,0.0
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,8.508289184305795e-09,0.0
1951,1.4925962799061665e-08,0.0
1952,7.381362632230548e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,7.818028668893362e-09,0.0
1955,7.508486277174597e-09,0.0
1956,8.72114114258693e-09,2.616342476002842e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,9.099467845885556e-09,0.0
1959,2.557746836551189e-08,0.0
1960,1.1073333361366622e-08,0.0
1961,9.03260666262895e-09,1.3896318540318475e-09
1962,1.712328223657522e-08,0.0
1963,6.466053248388448e-10,0.0
1964,3.041984220075733e-09,0.0
1965,1.2859301978807025e-07,0.0
1966,1.606331601067268e-08,0.0
1967,1.3804939413830652e-08,4.930335584241163e-10
1968,1.976223043542724e-08,4.4914158503495116e-10
1969,9.991866833924945e-09,0.0
1970,1.4256047370375668e-08,4.5987250119061684e-10
1971,1.284599360218408e-08,5.138397485282553e-10
1972,1.0773308634082213e-08,2.0520587451500205e-09
1973,8.821125663249774e-09,1.102640756478479e-09
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,6.282628195464213e-09,0.0
1976,1.0855701004786056e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,0.0
1978,1.2475241506493262e-08,0.0
1979,9.363157360553487e-09,0.0
1980,1.2507331226263574e-08,1.1370301367108482e-09
1981,9.488324403950088e-09,6.325549528618524e-10
1982,8.690503427999374e-09,6.207502289967692e-10
1983,5.052252838311233e-09,1.2630632095778083e-09
1984,3.073474585946201e-08,1.1598016991243298e-09
1985,3.8499571752836914e-08,6.015558051686298e-10
1986,3.237022094815245e-08,0.0
1987,1.099947066762752e-08,0.0
1988,1.0793796745289796e-08,0.0
1989,1.0427432250992297e-08,0.0
1990,8.172976073694826e-09,0.0
1991,3.458264519196064e-08,0.0
1992,9.91789939064347e-09,5.509944167592096e-10
1993,1.0524494165053966e-08,0.0
1994,8.967375009216738e-09,0.0
1995,1.7894087434022765e-08,0.0
1996,2.1352368317906212e-08,5.338092190498855e-10
1997,1.0548768192286673e-08,4.79489448146353e-10
1998,1.859570408768718e-08,1.43043876743576e-09
1999,1.6452723627935484e-08,5.0272213059088244e-09
2000,9.719668847552043e-09,4.4180314962005696e-10
2001,6.571817756650944e-09,0.0
2002,1.1829297652532489e-08,0.0
2003,1.0833999919412918e-08,0.0
2004,1.673820693159911e-08,0.0
2005,1.0358624180639708e-08,4.5037495954858286e-10
2006,2.26483944376632e-08,4.1178899179428186e-10
2007,7.589511158423434e-09,1.1983438685803094e-09
2008,1.3198063086861112e-08,0.0
2009,1.3350939020995156e-08,9.53638501499654e-10
2010,8.97520635589899e-09,4.723793023408973e-10
2011,8.795135286732148e-09,0.0
2012,1.4978711604385353e-08,3.404252713057332e-10
2013,9.204112250138508e-09,5.578250084070646e-10
2014,1.2559581735738234e-08,1.5158115873603606e-09
2015,1.1304534197620342e-08,8.866301581811342e-10
2016,1.4085112631789798e-08,1.86420612280358e-09
2017,9.05620051172562e-09,1.2578056374223934e-09
2018,1.058401366549333e-08,5.162933414126769e-10
2019,1.020395146156261e-08,1.7856913725466939e-09
