year,ces_DET aînés_NOUN,ces_DET nénés_NOUN
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,7.801356671777171e-09,0.0
1804,1.4831105232815389e-08,0.0
1805,2.842877711017877e-09,0.0
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,1.1330369531492579e-08,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,1.1588019432906549e-08,0.0
1817,4.3592454090912724e-08,0.0
1818,8.344824387052086e-09,0.0
1819,2.070209959015301e-08,0.0
1820,2.254631326081835e-08,0.0
1821,2.9584463767662328e-09,0.0
1822,8.02049271442229e-09,0.0
1823,2.9648061783404955e-09,0.0
1824,1.51580028528997e-08,0.0
1825,2.3774695989686734e-08,0.0
1826,1.2331177745572575e-08,0.0
1827,9.217273055917019e-10,0.0
1828,8.255071293206129e-09,0.0
1829,1.0287811491593857e-08,0.0
1830,3.757260813586072e-08,0.0
1831,9.354723218280014e-09,0.0
1832,2.0294953273491956e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,2.2402874444438226e-08,0.0
1835,4.5378527602224494e-09,0.0
1836,6.048674894287842e-09,0.0
1837,1.3219993100221927e-08,0.0
1838,8.837027110075724e-09,0.0
1839,5.5931801412612e-09,0.0
1840,9.554533164646273e-09,0.0
1841,1.4767261191650505e-08,0.0
1842,8.720744570922534e-09,0.0
1843,8.860366440543999e-09,0.0
1844,6.037417232818143e-09,0.0
1845,2.2878935412862234e-08,0.0
1846,1.2879902921980602e-08,0.0
1847,2.480882876909618e-08,0.0
1848,5.631655031201888e-09,0.0
1849,1.5920887941334172e-08,0.0
1850,2.1724787302446202e-08,0.0
1851,1.483370937194195e-08,0.0
1852,7.161600201754936e-09,0.0
1853,8.360704129017904e-09,0.0
1854,1.558699302961486e-08,0.0
1855,1.1675261646360013e-08,0.0
1856,1.3978410762227611e-08,0.0
1857,9.274867096564776e-09,0.0
1858,1.4191660291373864e-08,0.0
1859,3.106225676674512e-08,0.0
1860,6.408057279250201e-09,0.0
1861,1.3676294763342867e-08,0.0
1862,9.035972858839614e-09,0.0
1863,2.1976331865403154e-08,0.0
1864,8.151037178549814e-09,0.0
1865,1.1767111340876824e-08,0.0
1866,1.1190909532388105e-08,0.0
1867,8.249779526181555e-09,0.0
1868,1.778354663528603e-08,0.0
1869,1.1232093810598087e-08,0.0
1870,1.3761717099214366e-08,0.0
1871,1.805600113868877e-08,0.0
1872,1.2094678925045343e-08,0.0
1873,1.1373408659309803e-08,0.0
1874,1.5533983432902687e-08,0.0
1875,1.3159512313176691e-08,0.0
1876,1.5719638923883394e-08,0.0
1877,3.7727378554563984e-08,0.0
1878,1.5701630218245555e-08,0.0
1879,9.163987790827832e-09,0.0
1880,2.6313170087277626e-08,0.0
1881,7.66975827293237e-09,0.0
1882,3.4608003574021495e-08,0.0
1883,1.2006744043446815e-08,0.0
1884,1.9805090012425808e-08,0.0
1885,1.4180398189012067e-08,0.0
1886,2.323247039193177e-08,0.0
1887,2.0892558794116667e-08,0.0
1888,1.9021843655764314e-08,0.0
1889,1.566284169030041e-08,0.0
1890,2.0318598914492725e-08,0.0
1891,1.0198752065093686e-08,0.0
1892,1.3163875323130014e-08,0.0
1893,1.1085149687062312e-08,0.0
1894,1.8904618315218613e-08,0.0
1895,9.629783415121551e-09,0.0
1896,2.358811634906033e-08,0.0
1897,1.3401440845939305e-08,0.0
1898,1.697506513131941e-08,0.0
1899,1.1607914629507832e-08,0.0
1900,1.0901211155989188e-08,0.0
1901,9.500856212873998e-09,0.0
1902,1.0311596243539611e-08,0.0
1903,1.674068350610014e-08,0.0
1904,4.299700151477737e-09,0.0
1905,1.651442849137652e-08,0.0
1906,1.4403716885880158e-08,0.0
1907,4.114274587685429e-09,0.0
1908,1.0805055739027125e-08,0.0
1909,1.3202360760189435e-08,0.0
1910,1.6032451699565797e-08,0.0
1911,1.4365010292394231e-08,0.0
1912,2.0837685354990754e-08,0.0
1913,2.1742256994805587e-08,0.0
1914,2.5447626228469744e-08,0.0
1915,4.123266705846618e-08,0.0
1916,1.7579939726175553e-08,0.0
1917,3.289927352767563e-08,0.0
1918,4.020231614276781e-08,0.0
1919,2.1178051312631396e-08,0.0
1920,2.7260035118104042e-08,0.0
1921,3.1805538425189184e-08,0.0
1922,2.5822775029382683e-08,0.0
1923,3.290943828559989e-08,0.0
1924,7.734974438733389e-09,0.0
1925,2.0896537833436923e-08,0.0
1926,1.8948435376309192e-08,0.0
1927,3.567751882815884e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,2.1166771890790415e-08,1.1140406375176326e-09
1930,1.680576589002669e-08,0.0
1931,3.877821175279905e-08,0.0
1932,3.616647248350091e-08,0.0
1933,1.8353059072495626e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,2.8959572406783707e-08,0.0
1938,3.889564348380503e-08,0.0
1939,3.364691192331293e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,2.7307905936524435e-08,0.0
1943,4.0645293575281016e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,3.099426448827103e-08,0.0
1948,2.6092530358567956e-08,1.0871887834440486e-09
1949,3.141442705967279e-08,0.0
1950,2.6588404367089424e-08,0.0
1951,1.8124383771578323e-08,0.0
1952,1.7926166107073982e-08,0.0
1953,2.908933460776808e-08,0.0
1954,3.0294863506696856e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,1.9186511934776718e-08,0.0
1957,3.003912818488885e-08,0.0
1958,2.8952852115793348e-08,0.0
1959,3.79786646576008e-08,0.0
1960,2.214666650068864e-08,0.0
1961,3.265634873628187e-08,0.0
1962,2.6636216454711814e-08,0.0
1963,1.7458343881671112e-08,0.0
1964,1.6426714100070683e-08,0.0
1965,1.3680108601477059e-08,5.472043373977442e-10
1966,2.6033651678858405e-08,0.0
1967,2.662381159979077e-08,0.0
1968,2.6948494880052465e-08,0.0
1969,2.1800438121388765e-08,0.0
1970,2.4833115841449427e-08,0.0
1971,2.7747346420525787e-08,0.0
1972,3.180691110493683e-08,0.0
1973,2.8668659557418152e-08,5.513203782392395e-10
1974,1.63141580800108e-08,1.1251143350321513e-09
1975,1.8276736124533954e-08,1.1422960355389478e-09
1976,2.0568696745826287e-08,5.713526873840635e-10
1977,1.8218023367655434e-08,1.1753563677885381e-09
1978,2.0198009820227014e-08,0.0
1979,2.1067104061245345e-08,0.0
1980,2.1035056807505725e-08,0.0
1981,3.0995192190630405e-08,0.0
1982,2.669225951379417e-08,0.0
1983,2.7787390166622572e-08,0.0
1984,2.4935737030773453e-08,0.0
1985,3.489023625569132e-08,0.0
1986,1.7983456612746807e-08,0.0
1987,3.422057393009936e-08,0.0
1988,2.5185526109083867e-08,0.0
1989,2.6342985570693145e-08,5.488122178931576e-10
1990,3.378163615508356e-08,0.0
1991,2.579044766637395e-08,0.0
1992,4.022259103564352e-08,5.509944167592096e-10
1993,2.99117204338728e-08,0.0
1994,4.114442742064739e-08,0.0
1995,2.9281233437927767e-08,0.0
1996,3.629902645130301e-08,0.0
1997,3.116681490666906e-08,0.0
1998,2.8131962537258914e-08,0.0
1999,3.65616097397492e-08,0.0
2000,3.887867627838659e-08,0.0
2001,2.2782300490575835e-08,0.0
2002,3.9430993581390794e-08,0.0
2003,3.541884563418307e-08,0.0
2004,2.5107310896999024e-08,0.0
2005,3.693074512867156e-08,0.0
2006,3.50020639139359e-08,4.1178899179428186e-10
2007,4.9531544199510336e-08,7.988958938831558e-10
2008,3.87427006032226e-08,0.0
2009,3.242370794076521e-08,4.76819250749827e-10
2010,3.590082631177438e-08,1.4171379625338432e-09
2011,4.321088264980233e-08,0.0
2012,2.7574446725964208e-08,3.404252713057332e-10
2013,3.709536233742483e-08,2.2313000336282585e-09
2014,3.854492569566048e-08,1.2992671383216248e-09
2015,2.5268959813473657e-08,4.433150790905671e-10
2016,2.3613275890177476e-08,1.4499380585064614e-09
2017,2.5659235847186324e-08,1.509366853724714e-09
2018,2.0909879827613054e-08,1.0325866828253538e-09
2019,2.321398828719623e-08,2.55098775436835e-10
