year,peux_VERB être_VERB,peux_VERB etre_VERB,peux_VERB naître_VERB
1800,1.477757365364596e-07,0.0,0.0
1801,1.5239568540437176e-07,0.0,0.0
1802,2.752543366568716e-07,1.1189200677108602e-08,0.0
1803,1.4822578009443532e-07,0.0,0.0
1804,1.5325475999361515e-07,0.0,0.0
1805,1.0802935435094696e-07,0.0,0.0
1806,8.06867319624871e-08,0.0,0.0
1807,1.395007984683616e-07,0.0,0.0
1808,4.078933102391602e-08,0.0,0.0
1809,6.09938268780752e-08,0.0,0.0
1810,1.2870697219113936e-07,0.0,0.0
1811,6.267691787797958e-08,0.0,0.0
1812,1.226915742336132e-07,0.0,0.0
1813,8.052076339026826e-08,0.0,0.0
1814,1.0384034254684593e-07,6.293354282149721e-09,0.0
1815,1.9420009778059466e-07,0.0,0.0
1816,1.321034233114915e-07,0.0,0.0
1817,1.8682480629195197e-07,0.0,0.0
1818,1.227881227805483e-07,1.1921177378582115e-09,0.0
1819,1.8321358652428898e-07,0.0,0.0
1820,1.044250339532482e-07,0.0,0.0
1821,1.9525747063653398e-07,0.0,0.0
1822,2.325942887182464e-07,0.0,0.0
1823,1.956772024414022e-07,9.882686891060644e-10,0.0
1824,1.4147468618830317e-07,0.0,0.0
1825,1.2063456722444243e-07,0.0,0.0
1826,1.2066938381849468e-07,0.0,0.0
1827,8.848581956044654e-08,0.0,0.0
1828,8.713686128203335e-08,0.0,0.0
1829,1.2688300898844318e-07,0.0,0.0
1830,1.1897992635567789e-07,2.0873671680021744e-09,0.0
1831,1.886535869743966e-07,0.0,0.0
1832,1.569476495433264e-07,0.0,0.0
1833,1.4942881421120546e-07,2.3167257001688313e-09,0.0
1834,1.2694961526449333e-07,0.0,0.0
1835,1.2100940693926532e-07,7.563087933704082e-10,7.563087933704082e-10
1836,1.0417162599196672e-07,0.0,0.0
1837,1.4194097275321838e-07,0.0,0.0
1838,1.3003052856674913e-07,0.0,0.0
1839,1.0207553913232914e-07,0.0,0.0
1840,8.981260890550402e-08,0.0,0.0
1841,8.346712832008052e-08,6.420548537278137e-10,0.0
1842,1.0330727917562399e-07,2.683306021822318e-09,0.0
1843,1.0691508833815533e-07,5.906911071384968e-10,0.0
1844,1.1635749785909866e-07,5.488561272137815e-10,0.0
1845,8.7051553521178e-08,0.0,0.0
1846,7.025401771443285e-08,0.0,0.0
1847,7.065123242000482e-08,0.0,0.0
1848,9.171552761699786e-08,0.0,0.0
1849,7.206296714912241e-08,0.0,0.0
1850,6.042206734946376e-08,6.788996032014438e-10,0.0
1851,8.384270699934859e-08,0.0,0.0
1852,6.380334838240742e-08,0.0,0.0
1853,9.196774897191062e-08,5.971931837933653e-10,0.0
1854,8.313062949127925e-08,0.0,0.0
1855,8.544168395019369e-08,0.0,0.0
1856,7.455152228885709e-08,0.0,0.0
1857,1.0641689840440449e-07,0.0,0.0
1858,1.0472466982491824e-07,0.0,0.0
1859,1.2577667973801e-07,0.0,0.0
1860,1.3319605329797923e-07,4.577183909670879e-10,0.0
1861,1.0799556804386157e-07,0.0,0.0
1862,9.126332400910542e-08,9.035972525772706e-10,0.0
1863,9.09020982930997e-08,0.0,0.0
1864,1.3473184878876054e-07,9.589455896019672e-10,0.0
1865,9.837305015025777e-08,4.706844358715045e-10,1.4120533631256649e-09
1866,1.0023162388961282e-07,0.0,0.0
1867,1.218055700746845e-07,4.85281148598915e-10,0.0
1868,9.879747864260935e-08,4.93987406535723e-10,0.0
1869,1.3918030106196966e-07,4.883519144627257e-10,0.0
1870,7.740965912717002e-08,0.0,0.0
1871,1.4975860551658116e-07,0.0,0.0
1872,8.950062380108648e-08,0.0,0.0
1873,9.517746946130501e-08,0.0,0.0
1874,8.66318359271645e-08,3.5847653734322193e-09,0.0
1875,1.6134706015691336e-07,0.0,0.0
1876,9.673623679873344e-08,6.04601479992084e-10,0.0
1877,1.0761579716245251e-07,0.0,0.0
1878,7.367687970827319e-08,6.039088673581716e-10,0.0
1879,1.0996785704264767e-07,0.0,0.0
1880,1.1487944817645257e-07,0.0,0.0
1881,7.809208568687609e-08,1.3945015142624584e-09,0.0
1882,1.0448954412822786e-07,0.0,0.0
1883,8.404720830412771e-08,0.0,0.0
1884,1.095881714263669e-07,6.601696966868076e-10,0.0
1885,6.639005079023264e-08,0.0,0.0
1886,5.227305877042454e-08,0.0,0.0
1887,9.140494228176976e-08,0.0,0.0
1888,8.813454144274147e-08,0.0,0.0
1889,8.207329216247672e-08,0.0,0.0
1890,5.89894781910516e-08,0.0,0.0
1891,8.031517495510343e-08,0.0,0.0
1892,1.0280360385195308e-07,0.0,0.0
1893,1.0284555429507236e-07,0.0,0.0
1894,1.3044186175648065e-07,6.301539290376468e-10,0.0
1895,1.1435367497369953e-07,0.0,0.0
1896,9.789068400323231e-08,1.179405795248556e-09,0.0
1897,8.332200707172888e-08,5.826713556089658e-10,0.0
1898,7.355861697533328e-08,0.0,0.0
1899,7.075300345604774e-08,0.0,0.0
1900,1.1939421540319017e-07,5.191053142894475e-10,0.0
1901,8.718432553678213e-08,5.588738916095792e-10,0.0
1902,8.052865752006255e-08,0.0,0.0
1903,8.316339261682515e-08,0.0,0.0
1904,9.244355680948502e-08,0.0,0.0
1905,7.6895311451608e-08,5.160759042333041e-10,0.0
1906,1.208883304570918e-07,0.0,0.0
1907,9.051404248339168e-08,0.0,0.0
1908,1.0805055694618204e-07,4.911389073214423e-10,5.40252820258047e-09
1909,1.2157173046034586e-07,0.0,2.7504918342913243e-09
1910,1.0634860103664323e-07,0.0,0.0
1911,8.459394962301303e-08,0.0,0.0
1912,1.0418842322224009e-07,0.0,0.0
1913,1.1454457649051619e-07,0.0,0.0
1914,7.366418230958516e-08,0.0,0.0
1915,1.0720493293092659e-07,0.0,0.0
1916,7.91097249930317e-08,1.0987462051303964e-09,0.0
1917,1.1953402179187833e-07,0.0,0.0
1918,9.189101035644853e-08,0.0,0.0
1919,1.1049417736330724e-07,3.6831393490643904e-09,0.0
1920,1.2872793320184428e-07,0.0,0.0
1921,1.537267735329806e-07,0.0,0.0
1922,1.5124767571705888e-07,0.0,0.0
1923,2.1550374640355585e-07,0.0,0.0
1924,1.9337436185651313e-07,0.0,0.0
1925,1.330779468844412e-07,0.0,0.0
1926,1.370975013514908e-07,0.0,0.0
1927,2.408232546713407e-07,0.0,0.0
1928,1.805314582270512e-07,0.0,0.0
1929,1.737903403409291e-07,0.0,0.0
1930,1.3759721184669615e-07,0.0,0.0
1931,1.5283177390301717e-07,0.0,0.0
1932,1.1397918342481717e-07,0.0,2.1919073223131136e-09
1933,1.4911860546362732e-07,0.0,0.0
1934,1.7612923386423063e-07,0.0,0.0
1935,1.7114646766458463e-07,0.0,0.0
1936,1.1882220007919386e-07,0.0,0.0
1937,1.7501653815088503e-07,0.0,0.0
1938,1.7762343418326054e-07,0.0,0.0
1939,2.0188146265809337e-07,0.0,0.0
1940,1.0903866609623947e-07,0.0,0.0
1941,1.1806010036252701e-07,0.0,0.0
1942,1.7295006671247393e-07,0.0,3.034211770724937e-09
1943,2.52581457971246e-07,0.0,0.0
1944,2.0885710227958043e-07,0.0,0.0
1945,3.006335589361697e-07,0.0,0.0
1946,2.6450098289387824e-07,0.0,0.0
1947,2.527224580717302e-07,0.0,3.5762612871081956e-09
1948,2.1091462087952095e-07,0.0,0.0
1949,2.3462649778593914e-07,0.0,0.0
1950,2.775829273105046e-07,0.0,0.0
1951,2.5800591174629517e-07,0.0,0.0
1952,2.140595256605593e-07,0.0,0.0
1953,2.6395878194307443e-07,0.0,0.0
1954,2.853580554074142e-07,0.0,0.0
1955,2.1493042368092574e-07,9.385607846468247e-10,0.0
1956,2.520409907447174e-07,1.744228317335228e-09,0.0
1957,2.1027389607297664e-07,0.0,8.835037701437898e-10
1958,2.622301167320984e-07,0.0,0.0
1959,2.6042513923130173e-07,0.0,7.750747821333448e-10
1960,2.643758421072562e-07,0.0,1.3841666701708277e-09
1961,2.4388037900280324e-07,6.948159270159238e-10,0.0
1962,2.517756740871846e-07,6.341956404476434e-10,0.0
1963,2.6058194180222927e-07,6.466053248388448e-10,0.0
1964,2.895968975735741e-07,0.0,0.0
1965,2.303730326502773e-07,2.188817349590977e-09,0.0
1966,2.243325241124694e-07,0.0,5.539074754423723e-10
1967,2.613077754176629e-07,1.9721342336964653e-09,1.4791006197611978e-09
1968,2.1693539054012945e-07,8.982831700699023e-10,0.0
