year,trois_DET oies_NOUN,trois_DET noix_NOUN
1858,9.787352039936081e-10,6.361778659424999e-09
1859,3.055304009791371e-09,1.171199848215565e-08
1860,1.1900677859832953e-08,8.238931314963338e-09
1861,5.187560159214399e-09,1.1318313064556662e-08
1862,1.1294966073549517e-08,7.680577063240435e-09
1863,1.1987089820753027e-08,6.99246927027275e-09
1864,2.3973640850272204e-09,9.589456340108882e-09
1865,7.060266649094871e-09,2.3534221793575227e-09
1866,1.2650593461671633e-08,5.352174259343201e-09
1867,7.76449837758264e-09,1.94112459439566e-09
1868,8.397785578040384e-09,6.915823469455518e-09
1869,7.325278716940886e-09,7.813630631403612e-09
1870,1.0894693147633916e-08,6.307453670473251e-09
1871,1.6993883855676017e-08,3.18635318130589e-09
1872,1.511834801792844e-08,7.861540751719076e-09
1873,1.5563611011071288e-08,1.6760811738514292e-08
1874,1.553398404352535e-08,1.0754296120296658e-08
1875,5.721527140956084e-10,1.4303817685856757e-08
1876,4.836811839936672e-09,9.673623679873344e-09
1877,4.329371194877751e-09,1.7935966267756953e-08
1878,4.831270938865373e-09,1.0266450800600069e-08
1879,6.109325489944695e-09,3.665595160740054e-09
1880,8.343199908722454e-09,1.3477476912271413e-08
1881,1.2550513517339823e-08,1.1853263259808955e-08
1882,6.655385131892899e-09,3.9932310791357395e-09
1883,3.159669414998234e-09,3.159669414998234e-09
1884,5.281357573494461e-09,4.621187876807653e-09
1885,3.2228177904158883e-09,9.023890079618013e-09
1886,2.5813855497602844e-09,3.872078213618124e-09
1887,3.9173548849191775e-09,1.3057849024278312e-08
1888,7.60873763994141e-09,5.07249175996094e-09
1889,1.8795409673089125e-09,8.14467782106476e-09
1890,6.5543866445416654e-09,1.3108772956016423e-08
1891,1.211101841036566e-08,2.2947191480326978e-08
1892,3.761107425503951e-09,7.522214851007902e-09
1893,8.005941687372342e-09,4.926733299104313e-09
1894,8.822155450616265e-09,6.301539290376468e-09
1895,1.8055843487019274e-09,1.2639090662958097e-08
1896,9.435246750566506e-09,5.89702897624278e-09
1897,1.1070755534525745e-08,4.661370955894029e-09
1898,2.26334195829736e-09,5.092519295146758e-09
1899,7.738609753005221e-09,2.7637891975018647e-09
1900,1.2458527431924438e-08,6.748368863718213e-09
1901,1.1177477832191585e-09,2.0678334156087885e-08
1902,8.34748237199534e-09,7.365425602756659e-09
1903,1.1880484818149739e-08,1.1880484596105134e-08
1904,3.2247751136083025e-09,4.837162670412454e-09
1905,4.64468330463319e-09,1.0321518084666081e-09
1906,8.230695236477459e-09,2.1091156987562698e-08
1907,1.2342824262656649e-08,1.2342823652033985e-08
1908,8.349361424464519e-09,7.858222517143076e-09
1909,6.051082024338683e-09,6.601180269072415e-09
1910,3.7409054742809644e-09,1.7101282168141552e-08
1911,6.384448969498635e-09,1.1704823554836707e-08
1912,1.1981668712746085e-08,9.376958487461451e-09
1913,2.6514948014977335e-09,6.363587878865928e-09
1914,4.68772043404897e-09,7.366418142140674e-09
1915,1.5314990164938536e-08,1.295883844676382e-08
1916,4.394984820521586e-09,4.394984820521586e-09
1917,5.483212106582869e-09,1.4256351654751143e-08
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,1.8415696745321952e-09,1.1049417880659718e-08
1920,2.2716695191604686e-09,4.543339038320937e-09
1921,7.572747762196741e-09,5.300923366924337e-09
1922,1.254249004656316e-08,1.6231458288551437e-08
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,5.499088961968823e-09,7.698724324711748e-09
1926,1.114613823460786e-08,6.687683296036084e-09
1927,8.919379901328739e-09,1.0034302277972529e-08
1928,4.5704163786908225e-09,7.998228745975666e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,9.453243521306831e-09,6.302162347537887e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,6.882397318719313e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,9.574627313213568e-09,8.377798899061872e-09
1936,7.274828739411987e-09,7.274828739411987e-09
1937,6.295558963032022e-09,1.510934133364117e-08
1938,9.075650453382877e-09,6.482607339819424e-09
1939,6.117620188206274e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.3612020338958928e-08,5.9030051957620344e-09
1942,9.102635312174812e-09,1.517105907566929e-08
1943,1.7419411690866582e-08,1.7419411024732767e-08
1944,0.0,0.0
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,8.352662561605939e-09,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,2.174377566888097e-09,1.3046265401328583e-08
1949,1.0798709482173763e-08,9.817008095325264e-09
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,4.264560704569931e-09,1.0661401650402524e-08
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,7.541679392097933e-09,4.3095309543161875e-09
1954,1.6613311615287785e-08,6.840775057526116e-09
1955,6.569925492527773e-09,7.508486277174597e-09
1956,3.488456634670456e-09,6.104799332717903e-09
1957,9.718541305048234e-09,1.501956425897788e-08
1958,4.1361216673863055e-09,1.3235589513271862e-08
1959,2.325224457422337e-09,1.3176271629333769e-08
1960,6.920833239831836e-09,1.038125013730351e-08
1961,9.727422756178328e-09,1.459113452284555e-08
1962,5.7077609305622445e-09,1.1415521861124489e-08
1963,8.405868889838075e-09,9.05247421467692e-09
1964,6.692365273064382e-09,9.125952382671443e-09
1965,6.5664522708175355e-09,1.422731321643056e-08
1966,1.1078149397825143e-08,7.754704434148607e-09
1967,7.395503320850594e-09,5.423369309198733e-09
1968,7.635406862327443e-09,5.3896989093971115e-09
1969,7.266812374062681e-09,1.1354394202633955e-08
1970,3.219107425067591e-09,6.438214850135182e-09
1971,6.679916619845017e-09,6.679916730867319e-09
1972,7.695220349823728e-09,8.721249500354133e-09
1973,1.0475087075523248e-08,1.3783009900070198e-08
1974,7.875800456247362e-09,6.750686232237513e-09
1975,9.138368284311582e-09,1.31364044086979e-08
1976,6.856232359631065e-09,1.314111219841152e-08
1977,8.227494963097826e-09,9.402850942308305e-09
1978,1.3069300752732715e-08,8.316828115084718e-09
1979,7.0223681314374176e-09,1.287434159280565e-08
1980,8.527726136353664e-09,6.253665585376211e-09
1981,8.85576917353248e-09,7.590659656386833e-09
1982,3.724501262958313e-09,7.449002525916626e-09
1983,4.420721011477724e-09,8.209910973278056e-09
1984,5.799008384599347e-09,9.858314165001048e-09
1985,7.218669662023558e-09,9.624892882698077e-09
1986,1.3187867742292525e-08,1.4386765556650971e-08
1987,6.110816741511371e-09,5.49973533381376e-09
1988,1.1393452181707175e-08,5.9965538645734284e-09
1989,7.134558721588746e-09,7.683371272548811e-09
1990,9.262706657242603e-09,5.993515905799995e-09
1991,1.055063725274863e-08,5.8614650910726596e-09
1992,1.1019888168650738e-08,9.91789939064347e-09
1993,5.539207592608619e-09,1.3848019009277124e-08
1994,6.85740436656701e-09,1.0549853435293244e-08
1995,8.675921314704738e-09,6.506940763983948e-09
1996,4.270473752399084e-09,8.540947060708959e-09
1997,6.7128524960935465e-09,8.151320729510303e-09
1998,4.768129113763564e-09,9.536258005482523e-09
1999,3.656160929565999e-09,1.0511462811280126e-08
2000,3.092622158362701e-09,9.277866475088103e-09
2001,3.5049694258049158e-09,7.886181485616817e-09
2002,7.4480765999140885e-09,7.448076544402937e-09
2003,3.333538334260311e-09,1.2500768420409258e-08
2004,4.404791115186768e-09,1.057149945360436e-08
2005,8.106749049829887e-09,9.457874483587148e-09
2006,9.47114670024618e-09,7.412201963319376e-09
2007,5.592271090648637e-09,1.0385647009059085e-08
2008,3.405951742863067e-09,1.0643598891135753e-08
2009,2.860915504498962e-09,7.1522885392028e-09
2010,5.196172492283324e-09,9.919964960580785e-09
2011,7.64794394481072e-09,1.3001504761689375e-08
2012,6.127654716969744e-09,1.2936160587173617e-08
2013,5.857162532763027e-09,1.589801357226861e-08
2014,8.012147278968484e-09,9.094869968251373e-09
2015,6.206411301556969e-09,1.1747849804066846e-08
2016,7.871092000399926e-09,1.0356700663738394e-08
2017,5.534344982294215e-09,1.1571812230659617e-08
2018,1.2132893356664454e-08,1.34236268767296e-08
2019,5.101975730781305e-09,9.693753688644335e-09
