year,trois_DET os_NOUN,trois_DET noces_NOUN
1800,1.1004575384276905e-07,0.0
1801,6.667310969987739e-08,2.3811825844433088e-09
1802,6.937304419807333e-08,0.0
1803,1.5212645632090016e-07,0.0
1804,1.829169640199524e-07,0.0
1805,3.9800288575975173e-07,0.0
1806,5.76333825108577e-09,2.881669125542885e-09
1807,8.825561081948763e-08,0.0
1808,6.571614763473121e-08,0.0
1809,6.325285539787728e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,2.2563691359778204e-08,5.0141535368197765e-09
1812,1.6803411284627146e-07,0.0
1813,1.7254450312975678e-08,5.751483289628823e-09
1814,3.776012391654149e-08,0.0
1815,6.74305908887618e-08,0.0
1816,8.1116134253989e-08,0.0
1817,1.0431051578052575e-07,3.113746815941454e-09
1818,1.0729059818359588e-07,0.0
1819,9.937007838800582e-08,7.24573512300708e-09
1820,8.42520151422832e-08,1.1866481131050932e-09
1821,2.6626018723163725e-08,0.0
1822,9.42407893944619e-08,0.0
1823,6.621399961659336e-08,8.894418535021487e-09
1824,1.1621135520556436e-07,8.421112696055388e-10
1825,1.4264818393172618e-07,8.805443041381977e-10
1826,3.611273668990833e-08,0.0
1827,7.742509333663605e-08,9.217273055917019e-10
1828,1.5134297370877903e-07,0.0
1829,1.1659519572049248e-07,8.57317605795771e-10
1830,3.965997530386289e-08,0.0
1831,1.2784789227282545e-07,0.0
1832,2.7059938512152826e-08,0.0
1833,8.571884890784531e-08,2.3167257001688313e-09
1834,8.774459114846422e-08,0.0
1835,2.1479169731719594e-07,0.0
1836,1.3575915458474697e-07,0.0
1837,1.5655253982060913e-07,0.0
1838,7.953323777343257e-08,6.312161904276081e-10
1839,8.809258578157397e-08,0.0
1840,5.095751021144679e-08,1.9109065441114126e-09
1841,1.0979138354016982e-07,6.420548537278137e-09
1842,5.634942823462552e-08,2.0124795163667386e-09
1843,5.139012526633735e-08,2.3627644285539873e-09
1844,3.8419929682120824e-08,0.0
1845,8.314539368114993e-08,0.0
1846,4.8592360579746696e-08,2.3418005312692003e-09
1847,3.829188877091383e-08,1.0247124926365814e-08
1848,6.59708183636809e-08,1.850401076808339e-08
1849,9.971503645012092e-08,8.379414939696517e-10
1850,3.1229380859087996e-08,6.788996032014438e-10
1851,3.740674348051698e-08,0.0
1852,6.250123618656289e-08,0.0
1853,7.942669588700824e-08,0.0
1854,1.0183502574534486e-07,4.1565315633818045e-09
1855,5.890700194299825e-08,4.2455496895854594e-09
1856,3.054541686253742e-08,1.5531567143511893e-09
1857,3.7099467942169895e-08,9.763018171682347e-10
1858,3.229826006645453e-08,3.4255731584664773e-09
1859,3.56452136696106e-08,8.656694916453489e-09
1860,2.746310379109218e-08,3.661747127736703e-09
1861,2.6409396891580172e-08,0.0
1862,3.569209305887e-08,1.355395878865906e-09
1863,1.3485476402230745e-08,1.4983862484108101e-09
1864,8.198984446927682e-08,9.589455896019672e-10
1865,5.459939567131755e-08,4.706844358715045e-10
1866,7.29841911351059e-08,1.9462451650298362e-09
1867,7.715970085087065e-08,4.85281148598915e-10
1868,5.532658997609019e-08,1.4819622196071691e-09
1869,8.399653106394567e-08,0.0
1870,3.555110428266062e-08,5.734048791339319e-10
1871,1.4869647824156118e-07,0.0
1872,4.898344840853497e-08,1.8142017887967654e-09
1873,5.327543917132971e-08,1.7958012854535355e-09
1874,1.0097089209182286e-07,5.974609140757536e-10
1875,4.005068898749187e-08,5.721527140956084e-10
1876,7.678438684877165e-08,3.02300739996042e-09
1877,6.308512334740612e-08,5.566334504436554e-09
1878,4.7104892875182713e-08,1.8117265465633636e-09
1879,5.8649523682063887e-08,1.221865053580018e-09
1880,3.273101611966922e-08,0.0
1881,4.462404801230946e-08,2.0917522713936876e-09
1882,2.7952617109860967e-08,6.655385131892899e-10
1883,3.222862687835004e-08,0.0
1884,5.017289517184054e-08,0.0
1885,7.348024411157894e-08,6.445635691854079e-10
1886,4.71102867272144e-08,3.2267319927115068e-09
1887,2.1545451256432813e-08,0.0
1888,7.228300535899734e-08,1.9021844099853524e-09
1889,5.012109455249103e-08,1.8795410228200637e-09
1890,4.5225265588033636e-08,6.554386478008212e-10
1891,4.270727416155751e-08,3.824531802365527e-09
1892,2.5700900740943666e-08,0.0
1893,5.5425747658155444e-08,1.2316833108982905e-09
1894,4.537108355684438e-08,4.4110775032635274e-09
1895,5.7176835710492924e-08,1.8055843487019274e-09
1896,5.779088296797852e-08,1.179405795248556e-09
1897,3.321226815788947e-08,0.0
1898,4.1305989850748404e-08,5.6583548957434e-10
1899,2.984892333302014e-08,1.6582735185011188e-09
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,2.626707229502756e-08,3.353243294146324e-09
1902,2.4551419786078554e-08,0.0
1903,4.6981915247101824e-08,0.0
1904,3.547252624969133e-08,1.0749250378694342e-09
1905,1.806265698123255e-08,3.6125313851442797e-09
1906,2.9836270065697335e-08,1.0288369045596824e-09
1907,6.068555080673832e-08,0.0
1908,3.290630568031361e-08,9.822778146428846e-10
1909,4.7308458483996674e-08,1.1001967115120692e-09
1910,1.870452770447173e-08,0.0
1911,3.2454281484461944e-08,0.0
1912,1.771203250733322e-08,5.209421227725386e-10
1913,2.0681659718135847e-08,0.0
1914,2.4108278040557707e-08,1.3393487430235496e-09
1915,3.65203614016707e-08,0.0
1916,1.3184954461564757e-08,1.0987462051303964e-09
1917,2.52227767560953e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,1.4732557396257562e-08,9.207848372660976e-10
1920,2.953170330499688e-08,4.543339038320937e-09
1921,4.7708307637783776e-08,0.0
1922,1.9920425309294387e-08,0.0
1923,3.1847843473542525e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,3.867487219366694e-09
1925,1.6497267107951075e-08,0.0
1926,4.346994098014534e-08,1.1146138456652466e-09
1927,1.895368229032357e-08,4.4596899506643695e-09
1928,1.3711249802206282e-08,1.1426041224282812e-09
1929,2.4508894469477127e-08,0.0
1930,1.995684684175103e-08,0.0
1931,1.9389105432310316e-08,5.7026783295555106e-09
1932,1.2055489939655217e-08,0.0
1933,2.064719240024715e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.795242710045386e-08,3.590485242455088e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,8.813782592653752e-09,0.0
1938,1.4261736125398272e-08,2.5930428915188486e-09
1939,9.176430282309411e-09,0.0
1940,3.0429394115571995e-08,0.0
1941,3.246652724442356e-08,0.0
1942,9.102635090130207e-09,0.0
1943,3.4838823381733164e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,0.0
1945,2.178504043826024e-08,6.535512131478072e-09
1946,1.9489545088902105e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,4.5661928682605435e-08,0.0
1949,7.853606653895895e-09,9.817008317369869e-10
1950,1.3825969924496917e-08,1.0635361480382244e-09
1951,7.996051021308404e-08,0.0
