year,trois_DET os_NOUN,trois_DET noces_NOUN
1952,8.541291351971125e-08,1.0544803918932644e-09
1953,2.9089334052656568e-08,0.0
1954,2.0522326726890583e-08,0.0
1955,2.0648337706319353e-08,0.0
1956,3.488456634670456e-09,0.0
1957,2.650511388146981e-08,0.0
1958,2.5643954348897324e-08,0.0
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,1.3841666979264033e-08,0.0
1961,1.250668635321972e-08,2.08444772553662e-09
1962,1.2049717501572133e-08,1.2683912808952869e-09
1963,7.759263453976928e-09,0.0
1964,1.3384730657151067e-08,1.8251904432275978e-09
1965,1.094408652591028e-08,0.0
1966,2.1602390987141007e-08,2.215629901769489e-09
1967,1.4297973249810525e-08,3.451234853457663e-09
1968,1.5270814168744096e-08,4.4914158503495116e-10
1969,3.451735774984144e-08,2.725054598640142e-09
1970,1.1496812751810026e-08,2.7592350626548523e-09
1971,1.2332154186722732e-08,3.0830383801472294e-09
1972,2.2059631232806964e-08,0.0
1973,1.874489363729026e-08,1.6539611902288698e-09
1974,2.81278591529599e-08,1.6876715580593782e-09
1975,1.313640396460869e-08,0.0
1976,1.0284348261890841e-08,3.4281160132820787e-09
1977,9.402851386397515e-09,5.876781838942691e-10
1978,6.534650376366358e-09,0.0
1979,9.363157360553487e-09,2.9259866751729646e-09
1980,1.5918422247018782e-08,2.8425753972882717e-09
1981,1.7711539124221076e-08,5.69299452024552e-09
1982,1.179425412889401e-08,6.207502289967692e-10
1983,1.0736036948344463e-08,1.8945948143667124e-09
1984,1.1598016769198694e-08,1.1598016991243298e-09
1985,5.414002135495366e-09,6.015558051686298e-10
1986,4.795588426365072e-09,2.9972427317837003e-09
1987,6.110817019067127e-09,1.2221633705067347e-09
1988,1.3792073927376691e-08,0.0
1989,9.329807704183679e-09,3.841685414229801e-09
1990,1.3621627159565719e-08,5.44865097484859e-10
1991,1.3481369798284959e-08,3.5168791212569772e-09
1992,9.366904696328504e-09,5.509944167592096e-10
1993,1.384801839865446e-08,1.661762283333701e-09
1994,6.329911705904578e-09,1.5824779264761446e-09
1995,1.4640617385097698e-08,5.422450821690461e-10
1996,1.1743803041142087e-08,5.338092190498855e-10
1997,1.246672576282748e-08,2.8769365778558154e-09
1998,1.4304387452312994e-08,3.337690568372409e-09
1999,1.6909744049442565e-08,2.285100553223174e-09
2000,6.185244316725402e-09,1.3254094488601709e-09
2001,1.0076786849388952e-08,4.3812117822561447e-10
2002,1.445803121669087e-08,4.81934359086722e-09
2003,2.333476845084448e-08,2.9168460979889232e-09
2004,1.101197835695622e-08,8.809582507929292e-10
2005,1.261049931144953e-08,9.007499190971657e-10
2006,1.4824403704594147e-08,4.1178899179428186e-10
2007,1.4380126422963713e-08,3.994479469415779e-10
2008,1.617827133371108e-08,1.2772318758180745e-09
2009,1.1443662017995848e-08,4.76819250749827e-10
2010,1.369900015646408e-08,4.723793023408973e-10
2011,1.9884654700597082e-08,7.64794394481072e-10
2012,1.3957435707201427e-08,3.0638274695071743e-09
2013,1.1156500223652444e-08,1.3945624655065103e-09
2014,1.1043770342666903e-08,3.0316233134985993e-09
2015,1.9284206786984726e-08,2.21657536769726e-09
2016,1.636358604173438e-08,2.278474076078396e-09
2017,1.8112402244696568e-08,1.0062445321423752e-09
2018,1.6263240809610835e-08,1.8070267504555204e-09
2019,1.4285530980373551e-08,2.806086474294034e-09
