year,pouviez_VERB être_VERB,pouviez_VERB etre_VERB,pouviez_VERB naître_VERB
1800,9.746909768182377e-08,0.0,0.0
1801,1.619204113012529e-07,0.0,0.0
1802,3.8043282302169246e-08,0.0,0.0
1803,6.046051481689574e-08,0.0,0.0
1804,5.9324420931261557e-08,0.0,0.0
1805,1.02343598484822e-07,0.0,0.0
1806,4.610670600868616e-08,0.0,0.0
1807,4.555128185756985e-08,0.0,0.0
1808,1.0423940466353088e-07,0.0,0.0
1809,3.6144488291256494e-08,0.0,0.0
1810,1.1466621430145096e-07,0.0,0.0
1811,2.757784400841956e-08,0.0,0.0
1812,2.6672083208723052e-08,0.0,0.0
1813,2.0130190847567064e-08,0.0,0.0
1814,2.5173417128598885e-08,0.0,0.0
1815,4.8550024445148665e-08,0.0,0.0
1816,7.879853569647821e-08,0.0,0.0
1817,5.60474440192138e-08,0.0,0.0
1818,7.27191817873063e-08,0.0,0.0
1819,5.4860564091541164e-08,0.0,0.0
1820,5.3399165977907614e-08,0.0,0.0
1821,1.0354562363090736e-07,0.0,0.0
1822,9.223566621585633e-08,0.0,0.0
1823,8.499110748516614e-08,0.0,0.0
1824,7.831634718513669e-08,0.0,0.0
1825,6.163810439829831e-08,0.0,8.805443041381977e-10
1826,3.435113882233054e-08,0.0,0.0
1827,4.147772969531616e-08,0.0,0.0
1828,6.695779575238703e-08,0.0,0.0
1829,6.77280880267972e-08,0.0,8.57317605795771e-10
1830,6.679574937606958e-08,0.0,0.0
1831,5.3010101197514814e-08,0.0,0.0
1832,7.441482807735156e-08,0.0,0.0
1833,6.834341093053808e-08,0.0,0.0
1834,7.187588835222414e-08,0.0,9.334530925997342e-10
1835,8.621920244422654e-08,0.0,0.0
1836,7.796069922960669e-08,0.0,0.0
1837,6.95789097449051e-08,0.0,0.0
1838,5.5547026533986354e-08,0.0,2.5248647617104325e-09
1839,5.103776956616457e-08,0.0,7.690622361167243e-09
1840,4.522479102320176e-08,0.0,6.369688665408546e-10
1841,4.8154113585496816e-08,0.0,0.0
1842,5.2995293486901573e-08,0.0,0.0
1843,7.560846171372759e-08,0.0,7.088293507706567e-09
1844,6.421616660645668e-08,1.097712254427563e-09,5.488561272137815e-10
1845,5.245414413934668e-08,0.0,1.1160455892778032e-09
1846,6.205771541090144e-08,0.0,4.0981511517657054e-09
1847,2.3190860787281053e-08,0.0,0.0
1848,3.298540818263973e-08,0.0,1.6090443422100975e-09
1849,5.614208120618969e-08,0.0,4.1897072478036534e-09
1850,3.2587180953669304e-08,2.0366988096043315e-09,0.0
1851,3.611685883697646e-08,0.0,1.2898877521649865e-09
1852,4.6224872818356744e-08,0.0,1.3021090872200602e-09
1853,4.658106789179328e-08,0.0,5.971931837933653e-10
1854,5.6113176327698966e-08,0.0,2.0782657816909023e-09
1855,6.899018245576372e-08,0.0,0.0
1856,4.193523395201737e-08,5.177189232874468e-10,2.0708756931497874e-09
1857,6.150701636897793e-08,0.0,0.0
1858,6.312841804856362e-08,0.0,1.468102750479261e-09
1859,5.6523123959095756e-08,0.0,0.0
1860,6.774232019779447e-08,0.0,0.0
1861,6.036433575218325e-08,4.715963730639317e-10,0.0
1862,5.421583537668084e-08,0.0,0.0
1863,5.4441368746438457e-08,0.0,4.994620828036034e-10
1864,6.32904075814622e-08,4.794727948009836e-10,0.0
1865,7.954567138312996e-08,0.0,0.0
1866,3.941146431429843e-08,0.0,0.0
1867,3.542552207136396e-08,0.0,1.455843445796745e-09
1868,4.347089088696521e-08,4.93987406535723e-10,0.0
1869,5.811387637777443e-08,0.0,9.767038289254515e-10
1870,5.6193677266946906e-08,0.0,0.0
1871,3.080141297573391e-08,0.0,0.0
1872,7.559174264315516e-08,0.0,0.0
1873,5.327543917132971e-08,0.0,1.1972008939764578e-09
1874,6.333085877940903e-08,5.974609140757536e-10,0.0
1875,6.40811066432434e-08,0.0,0.0
1876,5.078652520751348e-08,0.0,0.0
1877,4.9478529717816855e-08,0.0,0.0
1878,4.408534692856847e-08,0.0,1.8117265465633636e-09
1879,4.3376211067425174e-08,6.10932526790009e-10,0.0
1880,4.428314070992201e-08,0.0,0.0
1881,6.275256936305595e-08,0.0,6.972507571312292e-10
1882,4.791877472598571e-08,0.0,3.9932310791357395e-09
1883,4.1707636455612374e-08,0.0,0.0
1884,3.3668655419205606e-08,0.0,1.3203393933736152e-09
1885,2.5782542323327107e-08,0.0,1.2891271383708158e-09
1886,2.19417763958063e-08,0.0,0.0
1887,2.9380160526670807e-08,0.0,2.6115698492645834e-09
1888,2.4728397107764977e-08,0.0,0.0
1889,3.947036120166558e-08,6.265136742733546e-10,6.265136742733546e-10
1890,2.818386235503567e-08,0.0,0.0
1891,2.932141285327816e-08,1.2748440081367107e-09,0.0
1892,3.5103667528346705e-08,6.268512375839919e-10,0.0
1893,2.7097032173628577e-08,6.158416554491453e-10,0.0
1894,4.0329851458409394e-08,0.0,0.0
1895,2.7083764564395096e-08,0.0,0.0
1896,2.5946928161602045e-08,0.0,0.0
1897,2.0393496669157685e-08,0.0,5.826713556089658e-10
1898,2.093591255913907e-08,0.0,0.0
1899,3.592926134388108e-08,0.0,0.0
1900,3.6856476981483866e-08,0.0,0.0
1901,2.3472702892490815e-08,0.0,0.0
1902,2.1114219705964388e-08,0.0,0.0
1903,3.186130115295782e-08,0.0,0.0
1904,1.5586412160928376e-08,0.0,0.0
1905,3.973784501454247e-08,0.0,0.0
1906,3.189394348623864e-08,0.0,0.0
1907,3.959989314239465e-08,0.0,0.0
1908,3.1432890068572306e-08,4.911389073214423e-10,0.0
1909,3.795678793494517e-08,5.500983557560346e-10,0.0
1910,5.6647998292191915e-08,0.0,2.137660271017694e-09
1911,3.458243114096149e-08,0.0,0.0
1912,4.5842906359894187e-08,0.0,0.0
1913,4.7726906871048413e-08,0.0,0.0
1914,3.0135346662518714e-08,0.0,0.0
1915,1.4136913861761968e-08,0.0,0.0
1916,4.504859418830165e-08,0.0,0.0
1917,2.3029491202919417e-08,0.0,0.0
1918,2.756730310693456e-08,0.0,0.0
1919,3.1306683467846597e-08,0.0,0.0
1920,2.5745588771997063e-08,0.0,0.0
1921,3.7863738810983705e-08,0.0,0.0
1922,2.5822775029382683e-08,0.0,0.0
1923,2.7601466001669905e-08,0.0,0.0
1924,3.2229060309418855e-08,0.0,0.0
1925,4.06932585406139e-08,0.0,0.0
1926,1.89484357093761e-08,0.0,4.458455382660986e-09
1927,4.6826745148109694e-08,0.0,0.0
1928,5.713020456710183e-08,0.0,0.0
1929,3.5649300400564243e-08,0.0,0.0
1930,3.886333388436469e-08,1.0503603542488804e-09,0.0
1931,2.3951248095954725e-08,0.0,0.0
1932,2.301502632917618e-08,0.0,0.0
1933,3.4411986149507356e-08,0.0,0.0
1934,2.156684431042777e-08,0.0,0.0
1935,2.5133395809007197e-08,0.0,0.0
1936,1.6974599503782883e-08,0.0,0.0
1937,3.5255130370615007e-08,0.0,0.0
1938,5.704694316932546e-08,0.0,0.0
1939,1.8352860564618823e-08,0.0,0.0
1940,4.81798743123818e-08,0.0,0.0
1941,3.836953510472085e-08,0.0,0.0
1942,2.730790527039062e-08,0.0,0.0
1943,1.7419411690866582e-08,0.0,0.0
1944,1.927911696952833e-08,0.0,0.0
