year,pouviez_VERB être_VERB,pouviez_VERB etre_VERB,pouviez_VERB naître_VERB
1945,3.0499055725385915e-08,0.0,0.0
1946,4.872386583087973e-08,0.0,0.0
1947,5.364391952866754e-08,0.0,0.0
1948,3.044128504825494e-08,0.0,0.0
1949,2.6505922789965553e-08,0.0,0.0
1950,5.317680873417885e-08,0.0,0.0
1951,6.183613265875465e-08,0.0,0.0
1952,4.007025466989944e-08,0.0,0.0
1953,4.632745742583211e-08,0.0,0.0
1954,3.0294863506696856e-08,0.0,0.0
1955,3.660387193349379e-08,0.0,0.0
1956,3.401245152190313e-08,0.0,0.0
1957,2.1204090927540165e-08,8.835037701437898e-10,0.0
1958,2.9780077070995503e-08,0.0,0.0
1959,3.5653439312000046e-08,0.0,0.0
1960,4.221708493901133e-08,0.0,2.076250060767393e-09
1961,4.58578526263409e-08,0.0,0.0
1962,3.361236977639237e-08,0.0,0.0
1963,4.332255798544793e-08,0.0,0.0
1964,4.258777863697105e-08,0.0,0.0
1965,2.134096988015699e-08,2.188817349590977e-09,0.0
1966,2.326411419062424e-08,0.0,0.0
1967,3.4019315364730573e-08,0.0,9.860671168482327e-10
1968,3.2787337289619245e-08,4.4914158503495116e-10,4.4914158503495116e-10
1969,3.724241537383932e-08,0.0,0.0
1970,3.2650948611490094e-08,1.3796175313274261e-09,0.0
1971,3.853797991837382e-08,0.0,1.541519245584766e-09
1972,2.3085661382538092e-08,0.0,0.0
1973,2.9771300091852027e-08,0.0,0.0
1974,2.193973003272731e-08,0.0,0.0
1975,2.1132477101559743e-08,0.0,0.0
1976,2.171140245366132e-08,5.713526873840635e-10,0.0
1977,2.52701610747863e-08,0.0,0.0
1978,2.1386128423728223e-08,0.0,0.0
1979,1.8141117053005473e-08,0.0,0.0
1980,2.1035058139773355e-08,0.0,0.0
1981,2.4669642328944974e-08,0.0,0.0
1982,2.110550845202397e-08,0.0,0.0
1983,1.4525227243211702e-08,0.0,0.0
1984,1.739702604197646e-08,0.0,0.0
1985,2.3460676956688076e-08,6.015558051686298e-10,0.0
1986,3.11713250766843e-08,0.0,0.0
1987,1.7721369260925712e-08,0.0,0.0
1988,1.199310784016916e-08,0.0,5.996553809062277e-10
1989,2.250130037850795e-08,0.0,0.0
1990,2.179460345530515e-08,0.0,0.0
1991,1.875668864670388e-08,0.0,0.0
1992,1.928480486412809e-08,1.65298330578878e-09,0.0
1993,3.157348160698348e-08,0.0,0.0
1994,2.2154692302933654e-08,0.0,0.0
1995,3.199246023655178e-08,0.0,0.0
1996,2.081855932090093e-08,1.6014276571496566e-09,0.0
1997,1.1507746755512471e-08,1.917957792585412e-09,0.0
1998,2.0979769033147022e-08,0.0,0.0
1999,1.5081663917726473e-08,0.0,0.0
2000,2.9159007652879154e-08,0.0,0.0
2001,2.6287271026603776e-08,0.0,0.0
2002,2.2782352004924178e-08,0.0,4.38122149670761e-10
2003,2.9585152105937595e-08,8.333845835650777e-10,4.1669229178253886e-10
2004,2.99525808600265e-08,0.0,4.404791253964646e-10
2005,2.7472871977352042e-08,4.5037495954858286e-10,0.0
2006,3.047238550379916e-08,0.0,0.0
2007,3.0358044966760644e-08,3.994479469415779e-10,0.0
2008,3.746546894944913e-08,0.0,0.0
2009,3.862236042095901e-08,4.76819250749827e-10,0.0
2010,5.1961723812610217e-08,0.0,4.723793023408973e-10
2011,6.194834867301324e-08,0.0,0.0
2012,7.182973149610916e-08,0.0,0.0
2013,7.419072289849282e-08,0.0,2.789125042035323e-10
2014,8.488544978035861e-08,0.0,0.0
2015,8.86630147078904e-08,0.0,2.2165753954528356e-10
2016,1.0025285490655733e-07,2.0713400439298368e-10,4.1426800878596737e-10
2017,8.729170986043755e-08,0.0,0.0
2018,8.72535750318093e-08,0.0,2.5814667070633845e-10
2019,9.413145107828313e-08,0.0,2.55098775436835e-10
