year,devions_VERB être_VERB,devions_VERB etre_VERB,devions_VERB naître_VERB
1851,1.65750577707513e-07,6.449438760824933e-10,0.0
1852,1.7513367822630244e-07,0.0,6.510545436100301e-10
1853,1.6781127953890973e-07,0.0,1.1943863675867306e-09
1854,2.047091811618884e-07,5.195664454227256e-10,2.5978321716024766e-09
1855,1.8892696118655294e-07,0.0,0.0
1856,2.4384561925216985e-07,5.177189232874468e-10,5.177189232874468e-10
1857,1.903788557910957e-07,0.0,9.763018171682347e-10
1858,1.8106601373801823e-07,9.787352039936081e-10,9.787352039936081e-10
1859,1.3290572553614766e-07,0.0,5.092173349652285e-10
1860,2.0643099674089171e-07,9.154367819341758e-10,0.0
1861,2.216502963392486e-07,4.715963730639317e-10,1.8863854922557266e-09
1862,1.9698420317126875e-07,4.517986262886353e-10,9.035972525772706e-10
1863,1.6881818964975537e-07,0.0,4.994620828036034e-10
1864,1.4384184510163323e-07,4.794727948009836e-10,9.589455896019672e-10
1865,1.6003271241515904e-07,0.0,0.0
1866,2.0240949538674613e-07,4.865612912574591e-10,1.4596839292835284e-09
1867,1.4170208828545583e-07,0.0,0.0
1868,1.724015987747407e-07,4.93987406535723e-10,4.93987406535723e-10
1869,1.5920272744551767e-07,4.883519144627257e-10,0.0
1870,1.7374168237438425e-07,1.1468097582678638e-09,5.734048791339319e-10
1871,2.3154166228778195e-07,0.0,5.3105884134652115e-09
1872,1.9351486457708234e-07,0.0,3.628403577593531e-09
1873,1.4545990723036084e-07,5.986004469882289e-10,2.3944017879529156e-09
1874,1.332337831172481e-07,1.1949218281515073e-09,1.1949218281515073e-09
1875,1.6306351824368903e-07,0.0,0.0
1876,1.1426968171690532e-07,0.0,0.0
1877,1.2555176454043249e-07,0.0,0.0
1878,1.1232705077190985e-07,0.0,0.0
1879,1.2951770145264163e-07,0.0,6.10932526790009e-10
1880,1.2450621511561621e-07,0.0,0.0
1881,1.5339516323820135e-07,6.972507571312292e-10,2.091752326904839e-09
1882,1.737055583816982e-07,1.9966155395678697e-09,1.3310770263785798e-09
1883,1.2575485186516744e-07,6.319338941018771e-10,4.423537092179686e-09
1884,1.168500389781002e-07,0.0,6.601696966868076e-10
1885,1.3213552563229314e-07,0.0,3.86738152613475e-09
1886,1.2842393459777668e-07,0.0,1.2906927748801422e-09
1887,1.4037188122983935e-07,0.0,1.9586774424595887e-09
1888,1.0842450848258522e-07,0.0,6.340614699951175e-10
1889,1.3470044279983995e-07,0.0,1.8795409673089125e-09
1890,1.0224842839079429e-07,0.0,1.3108772956016423e-09
1891,1.1027400859120462e-07,0.0,0.0
1892,9.59082413487522e-08,0.0,1.2537024751679837e-09
1893,7.88277318974906e-08,1.847525021858587e-09,1.2316833108982905e-09
1894,1.5690832810832944e-07,0.0,2.520615716150587e-09
1895,1.5768769401347527e-07,0.0,6.018614495673091e-10
1896,1.2501701007749944e-07,0.0,5.89702897624278e-10
1897,1.0721152676751444e-07,0.0,0.0
1898,1.0920624760046849e-07,0.0,5.6583548957434e-10
1899,1.5974701739196462e-07,0.0,5.527578395003729e-10
1900,1.256234867241801e-07,5.191053142894475e-10,1.038210628578895e-09
1901,9.780293197536594e-08,5.588738916095792e-10,0.0
1902,9.820567470342212e-08,0.0,0.0
1903,1.1232458518861677e-07,0.0,1.0800440541913758e-09
1904,1.1555444245914259e-07,0.0,0.0
1905,1.2850290431742906e-07,0.0,0.0
1906,1.4712367146785255e-07,0.0,5.144184522798412e-10
1907,1.0337114986214146e-07,0.0,0.0
1908,9.773664544354688e-08,0.0,0.0
1909,1.1222006435218645e-07,0.0,0.0
1910,9.83323715786355e-08,0.0,7.481810726517324e-09
1911,1.0215118351197816e-07,0.0,0.0
1912,1.1356538465179256e-07,5.209421227725386e-10,0.0
1913,1.1825667201037504e-07,0.0,5.30298971401777e-10
1914,1.1652333853362506e-07,0.0,2.678697486047099e-09
1915,2.32081006856788e-07,1.1780761921542648e-09,0.0
1916,1.9777431248257926e-07,0.0,0.0
1917,2.1603855770990776e-07,0.0,0.0
1918,1.2635014456918725e-07,0.0,0.0
1919,2.1914678427492618e-07,9.207848372660976e-10,0.0
1920,1.3630017292598495e-07,0.0,0.0
1921,1.257076007732394e-07,0.0,0.0
1922,1.0255330096242687e-07,0.0,2.2133805899215986e-09
1923,9.660512745313099e-08,0.0,0.0
1924,1.2762707513047644e-07,0.0,0.0
1925,9.018506119673475e-08,0.0,2.1996355847875293e-09
1926,7.133528612257578e-08,0.0,0.0
1927,8.807887752482202e-08,1.1149224876660924e-09,0.0
1928,1.1083260176292242e-07,0.0,0.0
1929,1.1474618588636076e-07,1.1140406375176326e-09,0.0
1930,1.0503603675715567e-07,0.0,0.0
1931,1.368642870147596e-07,0.0,0.0
1932,8.438843224212178e-08,0.0,0.0
1933,1.0438302666671007e-07,0.0,0.0
1934,8.147474517272713e-08,0.0,0.0
1935,7.540018742702159e-08,0.0,0.0
1936,8.608547119592913e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,6.1696475484041e-08,1.2591118148108649e-09,0.0
1938,9.464606876008475e-08,0.0,0.0
1939,9.329370698196726e-08,0.0,3.058810094103137e-09
1940,1.1157445101162011e-07,0.0,0.0
1941,1.0330258959356797e-07,2.9515025978810172e-09,0.0
1942,1.1833425617169269e-07,0.0,0.0
1943,9.580676163523094e-08,0.0,0.0
1944,1.0924833304670756e-07,0.0,0.0
1945,2.091363882072983e-07,2.178504043826024e-09,0.0
1946,1.5034792966162058e-07,0.0,0.0
1947,1.215928904230168e-07,0.0,0.0
1948,1.3263702669519262e-07,0.0,0.0
1949,9.326157623945619e-08,0.0,9.817008317369869e-10
1950,1.1167129798650421e-07,0.0,0.0
1951,1.236722653175093e-07,0.0,0.0
1952,9.279427359842884e-08,0.0,0.0
1953,1.088156551531938e-07,0.0,0.0
1954,1.2411121019795246e-07,0.0,0.0
1955,9.479463614070482e-08,0.0,0.0
1956,9.593255612116991e-08,0.0,0.0
1957,8.1282344410738e-08,0.0,0.0
1958,9.843969905887207e-08,8.272243445794913e-10,0.0
1959,7.518225686453661e-08,0.0,0.0
1960,1.0104416503509128e-07,6.920833350854139e-10,0.0
1961,1.0422238716500942e-07,2.08444772553662e-09,0.0
1962,1.1098423868816099e-07,0.0,6.341956404476434e-10
1963,9.440437764851595e-08,0.0,0.0
1964,9.308471504709814e-08,0.0,3.041984220075733e-09
1965,9.302473813477263e-08,0.0,0.0
1966,8.419393537906217e-08,0.0,5.539074754423723e-10
1967,9.466243966471666e-08,0.0,0.0
1968,1.1902252339268671e-07,8.982831700699023e-10,0.0
1969,1.1081888828812225e-07,4.5417578031781147e-10,0.0
1970,9.565348335627277e-08,0.0,0.0
1971,9.351883534236549e-08,0.0,1.0276794970565106e-09
1972,9.029058389842248e-08,0.0,0.0
1973,7.883881636416845e-08,1.102640756478479e-09,2.7566018356850464e-09
1974,8.157078923431982e-08,0.0,0.0
1975,9.880860574185135e-08,0.0,0.0
1976,6.627691107041755e-08,1.142705374768127e-09,0.0
1977,8.81517294715195e-08,0.0,0.0
1978,8.435639387016636e-08,0.0,0.0
1979,8.777959692451986e-08,0.0,0.0
1980,8.357171310535705e-08,1.7055452605774235e-09,5.685150683554241e-10
1981,7.464148410463167e-08,0.0,0.0
1982,8.7525783953879e-08,0.0,1.2415004579935385e-09
1983,8.904595460990095e-08,0.0,0.0
1984,1.0206255041111945e-07,0.0,1.739702604197646e-09
1985,1.1610026717789879e-07,0.0,0.0
1986,8.751948854524016e-08,0.0,0.0
1987,9.166225112267057e-08,6.110816852533674e-10,0.0
1988,7.675588875599715e-08,0.0,0.0
1989,1.0921363013949303e-07,5.488122178931576e-10,0.0
1990,1.1387680842744885e-07,0.0,5.44865097484859e-10
1991,9.788647048480925e-08,0.0,0.0
1992,1.0413794626629169e-07,0.0,1.1019888335184191e-09
1993,1.1078414985377094e-07,1.1078414852150331e-09,1.1078414852150331e-09
1994,1.0022360896755345e-07,0.0,0.0
1995,1.203784023573462e-07,1.0844901643380922e-09,0.0
1996,1.03558988939767e-07,1.067618438099771e-09,0.0
1997,9.925431498913895e-08,4.79489448146353e-10,4.79489448146353e-10
1998,1.0251477533529396e-07,0.0,4.768129224785866e-10
1999,9.597422234719488e-08,0.0,0.0
2000,1.1531061971936651e-07,8.836062992401139e-10,8.836062992401139e-10
2001,1.0953029772053924e-07,0.0,8.762423564512289e-10
2002,1.2267420856915123e-07,0.0,0.0
2003,1.1167353619612186e-07,4.1669229178253886e-10,4.1669229178253886e-10
2004,1.281794226315469e-07,1.3214374039449694e-09,0.0
2005,1.2655536352212948e-07,0.0,4.5037495954858286e-10
2006,1.2065417820394941e-07,0.0,4.1178899179428186e-10
2007,1.1863603788242472e-07,7.988958938831558e-10,0.0
2008,1.4219848765151255e-07,0.0,4.257439678578834e-10
2009,1.6259537005680613e-07,0.0,0.0
2010,1.5966421074153914e-07,0.0,0.0
2011,1.713139425874033e-07,0.0,3.82397197240536e-10
2012,2.175317490582529e-07,6.808505426114664e-10,3.404252713057332e-10
2013,2.538103842653072e-07,0.0,2.789125042035323e-10
2014,2.6396776320325444e-07,0.0,1.0827225782605865e-09
2015,2.688705933451274e-07,2.2165753954528356e-10,2.2165753954528356e-10
2016,2.723812144722615e-07,0.0,4.1426800878596737e-10
2017,2.3520965442003217e-07,5.031222660711876e-10,1.0062445321423752e-09
2018,2.849939164661919e-07,1.0325866828253538e-09,1.0325866828253538e-09
2019,2.6147623088945693e-07,0.0,2.04079020349468e-09
