year,mais_CONJ être_VERB,mais_CONJ etre_VERB,mais_CONJ naître_VERB
1876,2.811396839774716e-07,6.04601479992084e-10,0.0
1877,2.3193059561776863e-07,0.0,2.4739263970730008e-09
1878,2.5726517449697894e-07,1.8117265465633636e-09,1.8117265465633636e-09
1879,2.2726690573904307e-07,0.0,8.55305515301552e-09
1880,2.7019132531336254e-07,3.8507077526617195e-09,1.9253538763308597e-09
1881,2.3985425556816153e-07,6.972507571312292e-10,2.091752326904839e-09
1882,2.069824702743972e-07,6.655385131892899e-10,4.6587693702804245e-09
1883,2.293920076112954e-07,0.0,0.0
1884,2.2577803804324503e-07,2.6406787867472303e-09,1.3203393933736152e-09
1885,2.3204288623901448e-07,1.2891271383708158e-09,6.445635691854079e-10
1886,1.826330198184678e-07,0.0,1.2906927748801422e-09
1887,1.8346277741443373e-07,0.0,0.0
1888,2.5299052097693675e-07,6.340614699951175e-10,6.340614699951175e-10
1889,2.5123198454934936e-07,0.0,3.132568371366773e-09
1890,2.1957195173172295e-07,0.0,3.2771931834929546e-09
1891,2.1863575128122648e-07,0.0,5.099376032546843e-09
1892,1.8805537038701914e-07,6.268512375839919e-10,1.8805537127519756e-09
1893,2.3401982574000613e-07,0.0,0.0
1894,2.526917270984086e-07,0.0,0.0
1895,2.377352679161504e-07,4.814891596538473e-09,5.416752824061177e-09
1896,2.3529145565248655e-07,1.179405795248556e-09,2.94851448812139e-09
1897,2.493833477501539e-07,1.1653427112179315e-09,5.826713556089658e-10
1898,2.150174900350521e-07,1.13167097914868e-09,7.921696631996156e-09
1899,2.7361512877632777e-07,5.527578395003729e-10,3.3165470370022376e-09
1900,2.4761322947597364e-07,0.0,1.5573159428683425e-09
1901,2.3360928835813866e-07,0.0,5.588738916095792e-10
1902,2.460052286323844e-07,0.0,0.0
1903,2.3652965452924946e-07,1.6200660812870638e-09,0.0
1904,2.2250947750990235e-07,0.0,3.2247751136083025e-09
1905,2.549415043517911e-07,1.0321518084666081e-09,1.0321518084666081e-09
1906,2.6029574229369246e-07,0.0,5.144184633820714e-09
1907,2.463422035248186e-07,5.142843373384665e-10,5.142843373384665e-10
1908,2.5686565408022943e-07,0.0,1.964555629285769e-09
1909,2.1948924455728047e-07,1.1001967115120692e-09,2.7504918342913243e-09
1910,2.3460821196863435e-07,5.344150677544235e-10,2.6720753387721174e-09
1911,2.149431175269001e-07,0.0,2.128149656499545e-09
1912,2.432799774965133e-07,1.0418842455450772e-09,0.0
1913,2.4871021864214526e-07,5.30298971401777e-10,0.0
1914,2.3371636004299035e-07,0.0,4.68772043404897e-09
1915,2.2383448339269307e-07,2.3561523843085297e-09,0.0
1916,2.5930410352259514e-07,1.0987462051303964e-09,3.2962386153911893e-09
1917,2.631941811159777e-07,0.0,8.773139548168274e-09
1918,2.9405122603520795e-07,2.2972752589112133e-09,0.0
1919,2.928095810261766e-07,0.0,5.524709134618888e-09
1920,2.9077370200525365e-07,1.514446346106979e-09,2.2716695191604686e-09
1921,2.854925753581483e-07,0.0,7.572747429129834e-10
1922,3.0323316124736266e-07,0.0,0.0
1923,2.7601464580584434e-07,0.0,0.0
1924,2.6427829880049103e-07,0.0,1.289162443462999e-09
1925,2.9255154032625796e-07,1.0998177923937646e-09,0.0
1926,2.4967350142901523e-07,2.229227691330493e-09,0.0
1927,3.021439880512844e-07,0.0,1.1149224876660924e-09
1928,2.342338376593034e-07,0.0,0.0
1929,2.840803610126841e-07,0.0,1.1140406375176326e-09
1930,2.709929702859881e-07,0.0,4.201441416995522e-09
1931,2.953987348064402e-07,1.1405356659111021e-09,3.4216069977333063e-09
1932,2.422057576723091e-07,0.0,1.0959536611565568e-09
1933,2.5694284033761505e-07,1.1470662197865522e-09,1.1470662197865522e-09
1934,2.5640581213792757e-07,0.0,0.0
1935,2.896324744483536e-07,1.196828414151696e-09,0.0
1936,2.3764440015838773e-07,1.2124714565686645e-09,9.699771652549316e-09
1937,2.9715038607491806e-07,1.2591118148108649e-09,0.0
1938,2.7875211117134313e-07,0.0,5.186085783037697e-09
1939,2.7835172744516967e-07,0.0,6.117620188206274e-09
1940,2.10469977446337e-07,2.5357829169792012e-09,0.0
1941,2.4202321924349235e-07,0.0,2.9515025978810172e-09
1942,3.3376328900658336e-07,0.0,0.0
1943,3.570979387745865e-07,0.0,1.7419411690866582e-08
1944,3.245318076494641e-07,0.0,0.0
1945,4.1391577809690716e-07,0.0,0.0
1946,3.8979092664703785e-07,0.0,1.3921104269343232e-09
1947,3.659707488168351e-07,1.1920870957027319e-09,0.0
1948,3.67469816353605e-07,0.0,1.0871887834440486e-09
1949,3.0629066571918884e-07,1.9634016634739737e-09,0.0
1950,4.1265204231422103e-07,0.0,0.0
1951,3.47561680769104e-07,3.1984206394497505e-09,4.264560815592233e-09
1952,3.3216133488167543e-07,0.0,2.1089607837865287e-09
1953,3.2860172893833806e-07,0.0,3.2321482157371406e-09
1954,3.3519798137149337e-07,0.0,6.840775279570721e-09
1955,3.3694331591505033e-07,0.0,9.385607846468247e-10
1956,4.2035901515191654e-07,8.72114158667614e-10,6.104799110673298e-09
1957,3.1717784310103525e-07,0.0,1.7670075402875796e-09
1958,2.928374129851363e-07,8.272243445794913e-10,4.1361216673863055e-09
1959,3.681605349470374e-07,3.8753737996444215e-09,4.650448692800069e-09
1960,3.598833373530397e-07,0.0,2.0762500052562416e-09
1961,3.6060946939642236e-07,2.779263708063695e-09,4.863711378089164e-09
1962,3.4373402968412847e-07,2.5367825617905737e-09,5.0735651235811474e-09
1963,3.821437530859839e-07,1.939815863494232e-09,4.526237051827309e-09
1964,3.838984028448067e-07,4.867174663303331e-09,5.475571551727398e-09
1965,3.327002460196127e-07,1.6416130677043839e-09,2.7360217424998723e-09
1966,3.583781378324602e-07,5.539074754423723e-10,3.3234448526542337e-09
1967,3.796358356566998e-07,9.860671168482327e-10,1.4791006197611978e-09
1968,3.813212146042133e-07,4.4914158503495116e-10,8.982831700699023e-10
1969,3.283690830357955e-07,1.3625273131978588e-09,4.087581828571274e-09
1970,3.4490436462419893e-07,9.197450023812337e-10,4.59872506741732e-09
1971,3.530079126790042e-07,1.541519245584766e-09,3.5968781286754847e-09
1972,3.18582110026e-07,5.130146862875051e-10,2.5650733759263744e-09
1973,3.307922398221308e-07,5.513203782392395e-10,3.859242703185828e-09
1974,3.358466287295414e-07,5.625571675160757e-10,6.750686232237513e-09
1975,3.238409220784888e-07,0.0,5.140332159925265e-09
1976,3.6052353635795953e-07,1.7140580066410394e-09,0.0
1977,3.179338960990208e-07,0.0,2.9383909194713453e-09
1978,3.9683151698000074e-07,1.7821774056514528e-09,3.564354700280603e-09
1979,3.452664216752055e-07,2.925986564150662e-09,5.851973350345929e-10
1980,3.422460750357459e-07,0.0,4.548120602354544e-09
1981,3.460075461703127e-07,6.325549528618524e-10,6.325549528618524e-09
1982,4.1528189598238896e-07,6.207502289967692e-10,1.8622506869903077e-09
1983,3.94075712506492e-07,6.315316047889041e-10,7.578379146444547e-09
1984,4.082502016444778e-07,1.1598016991243298e-09,4.639206796497319e-09
1985,3.916128363812277e-07,2.4062232206745193e-09,1.8046674155058895e-09
1986,3.8484596842636165e-07,5.994485463567401e-10,5.395036861699509e-09
1987,3.8375929989342694e-07,3.0554083707556856e-09,9.166225556356267e-09
1988,3.6698909156029913e-07,1.1993107618124554e-09,5.996553698039975e-09
1989,4.1106033421556276e-07,1.6464366536794728e-09,6.036934507847036e-09
1990,3.824953012099286e-07,1.6345953479657283e-09,2.1794604454505873e-09
1991,4.149917458562413e-07,5.861465202094962e-10,5.861465202094962e-10
1992,4.027769122671998e-07,1.1019888335184191e-09,3.3059665005552574e-09
1993,4.087935110419494e-07,1.661762283333701e-09,7.754890618549837e-09
1994,4.5733612807907775e-07,0.0,4.2199412852994556e-09
1995,3.920431907999955e-07,1.0844901643380922e-09,2.1689803286761844e-09
1996,4.0462737871393983e-07,1.067618438099771e-09,3.736664533349199e-09
1997,4.488021190240943e-07,2.3974471297094624e-09,3.835915696193126e-09
1998,4.5869403209053417e-07,3.814503379828693e-09,4.291316413329582e-09
1999,4.954098216103375e-07,1.8280804647829996e-09,1.8280804925385752e-09
2000,4.780310121077491e-07,0.0,3.534425085938153e-09
2001,4.573984995204228e-07,4.3812117822561447e-10,6.571817756650944e-09
2002,4.828106057175319e-07,8.76244299341522e-10,4.81934359086722e-09
2003,5.221154282253337e-07,0.0,7.91715359937939e-09
2004,5.334202057838411e-07,8.809582507929292e-10,4.845270407116686e-09
2005,5.147785770986957e-07,9.007499190971657e-10,5.854874363109275e-09
2006,5.114419394658398e-07,0.0,6.58862386870851e-09
2007,5.496403758797896e-07,7.988958938831558e-10,7.988958827809256e-09
2008,5.568731182847841e-07,1.2772318758180745e-09,4.257439678578834e-09
2009,5.440507635512404e-07,4.76819250749827e-10,3.814554005998616e-09
2010,6.277921045239054e-07,9.447586046817946e-10,7.558069059498962e-09
2011,6.489280366395178e-07,7.64794394481072e-10,3.441574691898097e-09
2012,6.185527041679961e-07,0.0,4.425528499218956e-09
2013,6.668797993825137e-07,2.789125042035323e-10,5.578250084070646e-09
2014,6.717210965234699e-07,0.0,1.948900651971286e-09
2015,6.605394702319245e-07,0.0,4.211493265238175e-09
2016,6.675929000721226e-07,2.0713400439298368e-10,4.556948152156792e-09
2017,7.416022071993211e-07,0.0,4.276539344871821e-09
2018,7.695352337577788e-07,0.0,6.195520096952123e-09
2019,7.313682033327495e-07,0.0,6.122370721506343e-09
