year,pourrais_VERB être_VERB,pourrais_VERB etre_VERB,pourrais_VERB naître_VERB
1800,1.1004575384276905e-07,0.0,0.0
1801,8.096020565062645e-08,0.0,0.0
1802,8.056224487518193e-08,0.0,0.0
1803,8.971560561121805e-08,0.0,0.0
1804,9.640218934237055e-08,0.0,0.0
1805,8.812921237222326e-08,0.0,0.0
1806,1.123850950079941e-07,0.0,0.0
1807,1.4519470425966574e-07,0.0,0.0
1808,1.246340701754889e-07,0.0,0.0
1809,1.7620438086396462e-07,0.0,0.0
1810,5.616304221689461e-08,0.0,0.0
1811,5.264861258069686e-08,0.0,0.0
1812,8.535066342574282e-08,0.0,0.0
1813,8.052076339026826e-08,0.0,0.0
1814,9.125363931161701e-08,0.0,0.0
1815,1.0519171667056071e-07,0.0,0.0
1816,5.0987285504788815e-08,0.0,0.0
1817,1.743698163636509e-07,0.0,0.0
1818,1.1086694939876907e-07,1.1921177378582115e-09,0.0
1819,9.00541365922436e-08,0.0,0.0
1820,1.6375743427943235e-07,0.0,0.0
1821,2.7316323780723906e-07,0.0,0.0
1822,2.476327267686429e-07,0.0,0.0
1823,1.927123918221696e-07,1.9765373782121287e-09,0.0
1824,1.1452713266635328e-07,0.0,0.0
1825,1.6025906290906278e-07,0.0,0.0
1826,1.2243097557984584e-07,0.0,0.0
1827,1.576153749738296e-07,0.0,0.0
1828,1.476740436601176e-07,0.0,0.0
1829,2.1004281336445274e-07,0.0,0.0
1830,2.5257142510781705e-07,0.0,0.0
1831,2.463410453401593e-07,0.0,0.0
1832,2.0565553882079257e-07,0.0,0.0
1833,1.5290389399069682e-07,0.0,0.0
1834,2.0349277463083126e-07,0.0,0.0
1835,2.715148639254039e-07,0.0,0.0
1836,1.9759005454034195e-07,0.0,0.0
1837,1.6629358867703559e-07,0.0,0.0
1838,1.7674052799065976e-07,0.0,0.0
1839,1.9016812302652397e-07,0.0,0.0
1840,1.732555290345772e-07,0.0,0.0
1841,1.4510439427795063e-07,0.0,0.0
1842,2.2539771293850208e-07,0.0,0.0
1843,1.4058448982723348e-07,0.0,0.0
1844,1.5367972139301855e-07,0.0,0.0
1845,1.8247345678901183e-07,5.580227946389016e-10,0.0
1846,1.3875168747290445e-07,0.0,0.0
1847,1.224261723109521e-07,1.0786447290911383e-09,0.0
1848,1.7216774494954734e-07,0.0,0.0
1849,1.0558062513155164e-07,0.0,0.0
1850,1.6836710869938543e-07,0.0,0.0
1851,1.6768541399869719e-07,6.449438760824933e-10,0.0
1852,1.7057628554084658e-07,0.0,0.0
1853,2.01851293013533e-07,0.0,0.0
1854,1.6885908848962572e-07,5.195664454227256e-10,0.0
1855,1.7088336790038738e-07,5.306937111981824e-10,0.0
1856,1.7291812071107415e-07,1.0354378465748937e-09,0.0
1857,2.0648784015975252e-07,0.0,0.0
1858,1.5806573117060907e-07,0.0,2.936205500958522e-09
1859,1.7618920367112878e-07,1.5276520048956854e-09,0.0
1860,2.6822297627404623e-07,0.0,0.0
1861,1.7873502144993836e-07,0.0,1.4147891747029462e-09
1862,1.7574966193478758e-07,0.0,0.0
1863,1.633241026866017e-07,0.0,0.0
1864,2.3014693795175845e-07,4.794727948009836e-10,0.0
1865,1.769773518844886e-07,0.0,0.0
1866,1.8975890725414502e-07,0.0,0.0
1867,1.4606962395191658e-07,0.0,0.0
1868,1.5461806412986334e-07,9.87974813071446e-10,0.0
1869,2.2610693406477367e-07,0.0,0.0
1870,1.7316827438662585e-07,0.0,0.0
1871,2.0711296144781954e-07,0.0,0.0
1872,2.1709948327952588e-07,1.2094678591978436e-09,0.0
1873,1.6820672499306966e-07,5.986004469882289e-10,0.0
1874,1.7864081769403128e-07,0.0,0.0
1875,2.3057754106048378e-07,0.0,0.0
1876,1.729160175045763e-07,0.0,0.0
1877,1.9544017959560733e-07,0.0,0.0
1878,1.497694057661647e-07,0.0,0.0
1879,1.6861737606177485e-07,6.10932526790009e-10,0.0
1880,1.9381896265713294e-07,0.0,0.0
1881,1.701291836297969e-07,1.3945015142624584e-09,0.0
1882,1.9766493153383635e-07,0.0,0.0
1883,1.6872634489573102e-07,0.0,0.0
1884,1.524991972701173e-07,0.0,0.0
1885,1.443822412738882e-07,6.445635691854079e-10,0.0
1886,1.5101105077519605e-07,0.0,0.0
1887,1.7171072386190644e-07,0.0,0.0
1888,1.6422191606579872e-07,6.340614699951175e-10,0.0
1889,1.6539961222861166e-07,0.0,0.0
1890,1.8286738168171723e-07,6.554386478008212e-10,0.0
1891,1.6636714406104147e-07,0.0,0.0
1892,1.962044393621909e-07,0.0,0.0
1893,1.7058813739367906e-07,0.0,0.0
1894,1.7077171321489004e-07,6.301539290376468e-10,0.0
1895,1.6551189219171647e-07,1.2037228991346183e-09,0.0
1896,1.592197804711759e-07,0.0,0.0
1897,1.35762419972707e-07,0.0,0.0
1898,1.6182895024030586e-07,0.0,0.0
1899,1.790935471035482e-07,0.0,0.0
1900,1.4067754250390863e-07,1.038210628578895e-09,0.0
1901,1.1568689473051563e-07,1.1177477832191585e-09,0.0
1902,1.5958423205120198e-07,4.910283846193408e-10,0.0
1903,1.2744520461183129e-07,0.0,0.0
1904,1.2576623475979432e-07,0.0,0.0
1905,1.3572795865002263e-07,0.0,0.0
1906,1.383785672715021e-07,0.0,0.0
1907,1.604567074764418e-07,0.0,0.0
1908,1.7042519573351456e-07,0.0,0.0
1909,1.8098235443630983e-07,0.0,0.0
1910,1.9506150295001135e-07,0.0,0.0
1911,1.6865585905634362e-07,0.0,0.0
1912,1.7712032729377825e-07,4.167536982180309e-09,0.0
1913,1.606805852816251e-07,0.0,5.30298971401777e-10
1914,1.372832514334732e-07,2.0090231700464756e-09,0.0
1915,1.3194453174492082e-07,0.0,0.0
1916,1.801943767532066e-07,1.0987462051303964e-09,0.0
1917,1.4256352187658194e-07,1.0966424435210342e-09,0.0
1918,1.6884973774722312e-07,0.0,0.0
1919,1.2062281484759296e-07,0.0,0.0
1920,1.499301873764125e-07,0.0,0.0
1921,1.5902769234799052e-07,0.0,0.0
1922,1.7633266224947874e-07,0.0,0.0
1923,1.879022875073133e-07,0.0,0.0
1924,2.3591672970724176e-07,0.0,0.0
1925,2.1006519546062918e-07,0.0,0.0
1926,1.6050439910486602e-07,0.0,0.0
1927,2.2409942346257594e-07,0.0,0.0
1928,1.5767936645261216e-07,0.0,0.0
1929,2.1055367938060954e-07,0.0,0.0
1930,1.6700730043339718e-07,0.0,0.0
1931,1.8590731087897439e-07,0.0,0.0
1932,1.7316067157935322e-07,0.0,0.0
1933,1.835306022712757e-07,0.0,0.0
1934,1.6894027510261367e-07,0.0,0.0
1935,2.106418008906985e-07,0.0,0.0
1936,1.9035802267808322e-07,0.0,0.0
1937,1.9642143911369203e-07,0.0,0.0
1938,2.191121240002758e-07,0.0,0.0
1939,1.8964622938710818e-07,0.0,0.0
1940,7.100192078723921e-08,0.0,0.0
1941,1.7709015764921787e-07,2.9515025978810172e-09,0.0
1942,1.9722376976005762e-07,0.0,0.0
1943,2.2064587312797812e-07,0.0,0.0
1944,1.4138018400444707e-07,0.0,0.0
1945,2.701345067634975e-07,0.0,2.178504043826024e-09
1946,2.9791164024572936e-07,0.0,0.0
1947,3.2543977113164146e-07,0.0,0.0
1948,2.1526338400690292e-07,0.0,0.0
1949,2.1990098275637138e-07,1.9634016634739737e-09,0.0
1950,2.435497776787088e-07,0.0,0.0
1951,2.7932873081226717e-07,0.0,0.0
1952,2.6362010885350173e-07,0.0,0.0
1953,2.521075543882034e-07,0.0,0.0
1954,2.452906642247399e-07,0.0,0.0
1955,1.7738798874233908e-07,0.0,0.0
1956,2.5901789513227413e-07,0.0,0.0
1957,2.0408937473348487e-07,0.0,0.0
1958,2.5230343680959777e-07,0.0,0.0
1959,1.968689957720926e-07,2.325224457422337e-09,0.0
1960,2.7060457341576694e-07,0.0,0.0
1961,2.862641679257649e-07,0.0,0.0
1962,2.4416533506155247e-07,0.0,0.0
1963,2.3213131328247982e-07,2.5864212993553792e-09,0.0
1964,2.372747616163906e-07,0.0,0.0
1965,1.9206872536869923e-07,1.0944086747954884e-09,0.0
1966,2.254403455026477e-07,0.0,5.539074754423723e-10
1967,2.1151139151243115e-07,4.930335584241163e-10,9.860671168482327e-10
1968,2.515192818464129e-07,8.982831700699023e-10,0.0
1969,2.121000903798631e-07,0.0,0.0
1970,2.1016172979670955e-07,4.5987250119061684e-10,0.0
1971,2.075912561849691e-07,0.0,1.0276794970565106e-09
1972,1.55443444782577e-07,0.0,0.0
1973,2.0674514189522597e-07,1.102640756478479e-09,0.0
1974,1.749552751562078e-07,0.0,0.0
1975,1.9533261763626797e-07,5.711480177694739e-10,1.7134440533084216e-09
1976,1.8626097642027162e-07,5.713526873840635e-10,1.142705374768127e-09
1977,2.0451200555271498e-07,1.7630346071939584e-09,0.0
1978,2.1207911515830347e-07,1.1881182704343018e-09,0.0
1979,1.878483431028144e-07,1.7555920051037788e-09,0.0
1980,2.1091909729875624e-07,0.0,0.0
1981,2.087431312247645e-07,0.0,0.0
1982,1.9677781892823987e-07,6.207502289967692e-10,0.0
1983,2.1408921213605936e-07,0.0,0.0
1984,1.9948589624618762e-07,0.0,1.1598016991243298e-09
1985,1.9670875417432399e-07,0.0,6.015558051686298e-10
1986,2.265915526322715e-07,5.994485463567401e-10,0.0
1987,1.9615721669197228e-07,6.110816852533674e-10,0.0
1988,2.218724972635755e-07,0.0,0.0
1989,2.3489162970236066e-07,1.6464366536794728e-09,0.0
1990,1.945168435213418e-07,0.0,0.0
1991,1.8932531986592949e-07,2.344586080837985e-09,0.0
1992,2.1654081194810715e-07,1.1019888335184191e-09,0.0
1993,2.409555293070298e-07,0.0,0.0
1994,2.0994207261537667e-07,0.0,5.274926606624319e-10
1995,2.1147558015854884e-07,0.0,5.422450821690461e-10
1996,1.9003607576451031e-07,1.067618438099771e-09,5.338092190498855e-10
1997,2.2296259771792393e-07,0.0,0.0
1998,2.1790350501760258e-07,4.768129224785866e-10,4.768129224785866e-10
1999,2.303381450019515e-07,0.0,0.0
2000,2.2399419208340987e-07,8.836062992401139e-10,0.0
2001,2.2913737041108106e-07,0.0,2.6287270138425356e-09
2002,2.5323458885395667e-07,4.38122149670761e-10,0.0
2003,2.4418167754447495e-07,4.1669229178253886e-10,0.0
2004,2.863114332285477e-07,1.3214374039449694e-09,0.0
2005,2.891407291372161e-07,4.5037495954858286e-10,0.0
2006,2.5901528033500654e-07,4.1178899179428186e-10,4.1178899179428186e-10
2007,4.302054321669857e-07,0.0,3.994479469415779e-10
2008,3.993478401298489e-07,8.514879357157668e-10,4.257439678578834e-10
2009,4.2055458493450715e-07,1.907277002999308e-09,0.0
2010,6.013388542669418e-07,4.723793023408973e-10,0.0
2011,7.001692665653536e-07,1.1471915639660324e-09,0.0
2012,8.803397690826387e-07,1.0212758416727752e-09,6.808505426114664e-10
