year,mêmes_ADJ ombres_NOUN,mêmes_ADJ nombres_NOUN
1926,1.2260752413340015e-08,5.3501466368288675e-08
1927,4.4596899506643695e-09,4.1252132376712325e-08
1928,1.3711249025050165e-08,7.198406137831626e-08
1929,1.7824650200282122e-08,6.461435475557664e-08
1930,1.0503603542488804e-09,9.24317120620799e-08
1931,6.843213995466613e-09,7.983749839013399e-08
1932,1.0959536389520963e-08,7.562080384104775e-08
1933,5.735331320977366e-09,5.850037609889114e-08
1934,1.1981580172459871e-09,8.267290496632995e-08
1935,2.752705441366743e-08,7.4203363453762e-08
1936,1.2124714565686645e-08,6.547345776652946e-08
1937,8.813782592653752e-09,8.184226629737168e-08
1938,7.779128452511941e-09,5.575042294481136e-08
1939,1.070583532936098e-08,7.188203454688846e-08
1940,2.5357829169792012e-09,1.1918179865233469e-07
1941,0.0,8.559357667081713e-08
1942,3.034211770724937e-09,7.58552971547033e-08
1943,2.0322646676618206e-08,8.419382169222445e-08
1944,9.639558484764166e-09,6.105053529381621e-08
1945,1.742803235060819e-08,4.1391576388605245e-08
1946,1.2528993842408909e-08,5.986074569364064e-08
1947,7.152522574216391e-09,5.006765846360395e-08
1948,7.610321262063735e-09,4.240036233227329e-08
1949,4.908504269707237e-09,5.3993545634511975e-08
1950,5.317680518146517e-09,5.7430952438153327e-08
1951,9.595261474260042e-09,5.757156884556025e-08
1952,1.370824520563474e-08,7.697706649878455e-08
1953,9.69644453618912e-09,7.433941107137798e-08
1954,1.9545073115523337e-08,4.788542540268281e-08
1955,9.385607846468247e-09,7.133061785680184e-08
1956,1.1337483840634377e-08,3.9245136917998025e-08
1957,3.534015080575159e-09,5.301022554249357e-08
1958,1.0753916868111446e-08,3.887954491688106e-08
1959,4.650448914844674e-09,4.2629114460623896e-08
1960,5.536666680683311e-09,4.567749911643659e-08
1961,2.779263708063695e-09,4.446821932901912e-08
1962,4.43936931660005e-09,7.927445722089033e-08
1963,5.1728425987107585e-09,4.6555584276575246e-08
1964,5.475571551727398e-09,5.41473177406715e-08
1965,9.302473458205895e-09,6.128688312401209e-08
1966,9.970334780007306e-09,3.8773524835278295e-08
1967,1.0846738618397467e-08,4.437302081328198e-08
1968,5.3896989093971115e-09,4.311759127517689e-08
1969,9.083515273289322e-09,7.630153220361535e-08
1970,1.241655755990223e-08,2.575285940054073e-08
1971,1.0276794526475896e-08,4.007949883089168e-08
1972,7.69522046084603e-09,3.283293992240033e-08
1973,8.269805285010534e-09,4.465695013777804e-08
1974,9.00091468025721e-09,3.431598827319249e-08
1975,4.569184142155791e-09,2.7415104852934746e-08
1976,5.142174241967723e-09,2.3425460682346966e-08
1977,3.526069214387917e-09,2.703319701424789e-08
1978,2.970295565063452e-09,2.316830638449119e-08
1979,7.607565244427406e-09,2.2822696621460636e-08
1980,9.664756106531058e-09,2.2740602290127754e-08
1981,7.590659656386833e-09,2.277197808098208e-08
1982,6.828252629986764e-09,2.5450759721934446e-08
1983,1.326216381158929e-08,2.5892795463278162e-08
1984,8.118611560803402e-09,2.0296528902008504e-08
1985,8.421781494405423e-09,1.6242006850575308e-08
1986,7.792831269171074e-09,1.7384007122700496e-08
1987,9.777306964053878e-09,2.0776777631681398e-08
1988,8.994830658082265e-09,1.2592763276586538e-08
1989,4.939309850016116e-09,2.1952487827547884e-08
1990,7.083246433836621e-09,1.7980548605578406e-08
1991,7.033758464558559e-09,1.582595565707834e-08
1992,3.856960972825618e-09,1.983579878128694e-08
1993,8.308811416668505e-09,1.2186256448387667e-08
1994,1.002236071911966e-08,1.5297286992677073e-08
1995,9.760411145975922e-09,2.1689803730851054e-08
1996,8.007138063703678e-09,1.6548085568501847e-08
1997,6.7128524960935465e-09,2.157702461147437e-08
1998,6.675381136744818e-09,1.2397135762398648e-08
1999,6.8553016596695215e-09,1.828080442578539e-08
2000,7.068850393920911e-09,2.2531960297555997e-08
2001,4.381211837767296e-09,1.840108865280854e-08
2002,1.270554239596322e-08,1.270554239596322e-08
2003,5.8336921959778465e-09,1.8334461060476315e-08
2004,7.488145215006625e-09,1.4535810777260849e-08
2005,6.305249655724765e-09,3.1526248278623825e-08
2006,7.412201963319376e-09,1.6059770402421236e-08
2007,7.988958827809256e-09,1.4380126422963713e-08
2008,1.2772319202269955e-08,1.575252639440805e-08
2009,3.337734755248789e-09,1.8119131084404216e-08
2010,4.2514138876015295e-09,1.4171378737160012e-08
2011,9.55992973672437e-09,1.414869643667771e-08
2012,1.1234034147378225e-08,1.3617010630184723e-08
2013,8.925200134513034e-09,2.1755175438897822e-08
2014,1.017759210242275e-08,2.4902620410216514e-08
2015,9.752931795503628e-09,1.662431614590787e-08
2016,9.32103016992869e-09,2.0713400772365276e-08
2017,5.7859059765519305e-09,1.4590545660553289e-08
2018,1.2649186587054828e-08,1.1874746519424662e-08
2019,9.693753355577428e-09,2.8826161013739693e-08
