year,nos_DET os_NOUN,nos_DET noces_NOUN
1864,1.0308665387981364e-07,3.068625886726295e-08
1865,9.319552107811546e-08,3.2947911732250645e-08
1866,1.3477747806689422e-07,4.476363990590926e-08
1867,1.402462501687296e-07,4.561642619194117e-08
1868,9.533956824014922e-08,2.1735445443482604e-08
1869,1.2843655738947746e-07,2.930111508980815e-08
1870,9.977245030157178e-08,2.8096838633473453e-08
1871,7.647247901587662e-08,3.611200227737754e-08
1872,7.801067791746163e-08,3.446983476429466e-08
1873,1.0355787782856396e-07,1.6760813181804224e-08
1874,9.021659930219528e-08,2.6288280885466975e-08
1875,8.410645158107855e-08,1.2587359599081083e-08
1876,1.0399145633499529e-07,3.3857681547289076e-08
1877,5.813727166348315e-08,2.1646856751544874e-08
1878,9.420978130947333e-08,3.019544342341973e-08
1879,6.292605236879467e-08,4.459807334544763e-08
1880,6.610381664273746e-08,2.888030792291829e-08
1881,8.157833941702108e-08,3.625704031451349e-08
1882,8.053016209430552e-08,2.728707881871628e-08
1883,6.761692628032279e-08,2.9700892301143256e-08
1884,8.714239640994492e-08,3.4328824227713994e-08
1885,9.732909966864156e-08,3.9962941511539896e-08
1886,9.680196000338981e-08,2.5813855053513635e-08
1887,6.724792611656483e-08,3.852065422194073e-08
1888,5.7699592659332666e-08,1.902184432189813e-08
1889,7.079604547044482e-08,4.385595769873518e-08
1890,4.391438945816617e-08,2.6217546356122057e-08
1891,5.928024782164698e-08,4.27072737174683e-08
1892,5.704346128787563e-08,5.9550868902746856e-08
1893,5.665743074700913e-08,5.4809906224750904e-08
1894,5.7344009318782696e-08,2.2685541889444494e-08
1895,4.8148915299250916e-08,2.9491211250842753e-08
1896,6.604672675436518e-08,3.1843956693755615e-08
1897,5.884980680548324e-08,2.1558839380375616e-08
1898,5.3188536908166384e-08,2.602843196530813e-08
1899,6.854197209804624e-08,2.7085134135518274e-08
1900,5.710158434979462e-08,2.8031687304697073e-08
1901,5.5328513548502656e-08,2.738482007824672e-08
1902,6.923500084354828e-08,1.5712908585374663e-08
1903,5.022204674354214e-08,2.7001101798873606e-08
1904,7.578221161708143e-08,2.2573424907079698e-08
1905,5.883265252748515e-08,3.560923689249762e-08
1906,4.835533307101514e-08,2.417766697959678e-08
1907,3.959989491875149e-08,3.599990172631351e-08
1908,5.746325282274256e-08,2.89771957540097e-08
1909,7.536347368386487e-08,2.9705310544692054e-08
1910,7.642135435581565e-08,2.7789583634252324e-08
1911,6.384449036112017e-08,3.192224551362699e-08
1912,8.856016076030926e-08,3.0214643842452205e-08
1913,8.11357461216744e-08,4.984810231256631e-08
1914,5.424362337080879e-08,2.4108276541756624e-08
1915,9.424609315189514e-08,2.591767689352764e-08
1916,6.592477230782379e-08,2.197492410260793e-08
1917,9.43112525852996e-08,5.483212106582869e-08
1918,1.1026921331591666e-07,4.5945505178224266e-08
1919,8.655377214950022e-08,5.064316732639185e-08
1920,5.5277290744726315e-08,3.9375605886959875e-08
1921,4.543648302046677e-08,4.922285873343313e-08
1922,6.345024861076354e-08,4.574320033867707e-08
1923,5.732611940700849e-08,5.8387715995422695e-08
1924,6.703644883643278e-08,7.606058349818312e-08
1925,7.03883371588887e-08,4.069325920674771e-08
1926,5.3501465036021045e-08,4.01260994431496e-08
1927,4.905659012344188e-08,6.689534892689863e-08
1928,5.82728083564632e-08,4.341895509796245e-08
1929,7.129859769250402e-08,4.6789706997785174e-08
1930,6.197126056761704e-08,3.781297164273667e-08
1931,4.33403561928003e-08,2.9653927313688655e-08
1932,5.150982085311284e-08,2.301502632917618e-08
1933,4.932384767286635e-08,3.555905392360614e-08
1934,5.391711255242626e-08,2.156684431042777e-08
1935,5.984141981940638e-08,4.4282650435434334e-08
1936,4.4861445669397426e-08,2.424942868728408e-08
1937,8.687871733137342e-08,3.5255130370615007e-08
1938,5.315737894306949e-08,2.722695080503712e-08
1939,7.035263571708583e-08,4.282333954108708e-08
1940,2.5357829391836617e-08,4.3108310698869445e-08
1941,1.3872062432085386e-07,5.9030051069441924e-08
1942,4.551317789314169e-08,3.3376331032286544e-08
1943,6.967764676346633e-08,1.1612940831184915e-08
1944,7.390327994016843e-08,3.534504600111177e-08
1945,8.060464695702763e-08,5.664110513947662e-08
1946,9.327139771642123e-08,5.290019622350428e-08
1947,9.894322872128214e-08,6.079644299106235e-08
1948,7.827759329614992e-08,4.674911902036172e-08
1949,7.95177701462535e-08,4.515823803785679e-08
1950,1.2337019539288008e-07,4.254144569948437e-08
1951,8.742349266732674e-08,5.863771113112648e-08
1952,4.428817490520487e-08,5.061505703451985e-08
1953,5.494651977855369e-08,4.094054262271385e-08
1954,1.0065712441331698e-07,4.202190595492539e-08
1955,5.5375085850073447e-08,4.880516213390251e-08
1956,8.808352980338441e-08,3.750090837861819e-08
1957,8.835037945686963e-08,4.2408182576725295e-08
1958,6.783239536733987e-08,4.0533993772573496e-08
1959,7.595732620657714e-08,3.6428515204356415e-08
1960,6.436375166174457e-08,4.8445831846155585e-08
1961,5.975416961234714e-08,4.585785118305097e-08
1962,9.830032166036062e-08,3.170978291056059e-08
1963,1.015170392193454e-07,5.754787391065719e-08
1964,7.118243017245618e-08,3.528701597588224e-08
1965,7.715581418210604e-08,2.4624196015565758e-08
1966,7.699313897546745e-08,4.3758689449724386e-08
1967,9.811367740475418e-08,5.472672487405461e-08
1968,8.264205142438641e-08,6.108325700804329e-08
1969,9.764779074217245e-08,3.360900868720762e-08
1970,7.403947033246538e-08,4.736686776141141e-08
1971,9.351883623054391e-08,4.727325819686712e-08
1972,6.77179397001737e-08,3.180691121595913e-08
1973,7.001768809189457e-08,3.142526178168126e-08
1974,6.300640120748824e-08,4.2191786286949196e-08
1975,6.796661145003213e-08,3.198428855100133e-08
1976,7.141908553442988e-08,2.6282224341311888e-08
1977,6.405692243305339e-08,3.9374439098072145e-08
1978,7.60395684196169e-08,3.326731012887052e-08
1979,7.72460495568339e-08,4.2719405568547586e-08
1980,6.08311112593185e-08,4.0933083256256e-08
1981,9.361813457786639e-08,4.048351837093733e-08
1982,6.952402209492448e-08,4.3452515030573124e-08
1983,8.904595372172253e-08,4.9259463508199985e-08
1984,5.972978645019111e-08,3.769355427785115e-08
1985,6.978047473182869e-08,4.3913574998555305e-08
1986,6.71382380801333e-08,3.1171323577883214e-08
1987,4.827545163621494e-08,3.666490050457938e-08
1988,6.356346915481481e-08,3.777828860851429e-08
1989,7.518727684896476e-08,3.3477543959214984e-08
1990,8.172976384557273e-08,5.666596991638073e-08
1991,6.09592376576984e-08,4.103025530444171e-08
1992,7.93431969015046e-08,4.6834524536354394e-08
1993,6.037736222097578e-08,3.988229302365198e-08
1994,7.121150868982795e-08,2.7957111681242708e-08
1995,7.320308981206836e-08,3.416143989909415e-08
1996,7.580090866099454e-08,2.6690460508405067e-08
1997,7.911575927721515e-08,2.828987810676864e-08
1998,5.531029856342684e-08,4.14827225903025e-08
1999,7.175215666066492e-08,3.701862771876563e-08
2000,9.189505245643659e-08,3.887867716656501e-08
2001,7.360435771985863e-08,2.9354118413760233e-08
2002,6.790893447572444e-08,3.767850537128581e-08
2003,6.792084672468945e-08,3.291869143939863e-08
2004,9.294109215574053e-08,4.536935138688136e-08
2005,8.512086679957065e-08,3.017512206771045e-08
2006,9.512325593874493e-08,4.735573377878666e-08
2007,7.269952906341359e-08,4.8732648139093726e-08
2008,7.961412018531178e-08,5.279225295806711e-08
2009,1.0299295505333816e-07,6.103286565029009e-08
2010,8.361113490451544e-08,8.266638096277035e-08
2011,1.059240215539603e-07,7.380266131562507e-08
2012,1.262977766813833e-07,1.2153181916385591e-07
2013,1.1519086573485993e-07,1.2523171544209788e-07
2014,1.4356901800738342e-07,1.1303623753677883e-07
2015,1.411958470143304e-07,1.0861219448821124e-07
2016,1.4623660860024756e-07,1.1868778693191473e-07
2017,1.5722570800846825e-07,1.0137913974972435e-07
2018,1.6934421154246593e-07,1.3501070256216607e-07
2019,1.4311041507397704e-07,1.1989642084708763e-07
