year,pourriez_VERB être_VERB,pourriez_VERB etre_VERB
1931,6.386999729102172e-08,0.0
1932,8.000461804158476e-08,0.0
1933,7.914756849913829e-08,0.0
1934,4.313368862085554e-08,0.0
1935,4.787313656606784e-08,1.196828414151696e-09
1936,9.33602990471627e-08,1.2124714565686645e-09
1937,6.295559273894469e-08,0.0
1938,7.130867629712156e-08,0.0
1939,6.576441791139587e-08,1.5294050470515685e-09
1940,3.296517903095264e-08,0.0
1941,5.60785480274717e-08,0.0
1942,6.978687139280737e-08,0.0
1943,6.67744117777147e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,1.1110370934375169e-07,0.0
1946,1.2111360092603718e-07,0.0
1947,1.2755332079450454e-07,0.0
1948,7.284165093324191e-08,0.0
1949,6.773736060949886e-08,0.0
1950,1.1167129798650421e-07,0.0
1951,9.808489664919762e-08,0.0
1952,8.752187596883232e-08,0.0
1953,7.649417455013463e-08,0.0
1954,7.036226179479854e-08,0.0
1955,6.569925403709931e-08,9.385607846468247e-10
1956,1.0814215301024888e-07,0.0
1957,8.039884136223918e-08,0.0
1958,8.354965785883905e-08,8.272243445794913e-10
1959,7.828255377262394e-08,0.0
1960,9.273916390384329e-08,6.920833350854139e-10
1961,7.504011989567516e-08,0.0
1962,8.371382165250907e-08,0.0
1963,8.858492606123036e-08,1.2932106496776896e-09
1964,7.787479461285329e-08,0.0
1965,7.82502169727195e-08,0.0
1966,8.973301390824417e-08,0.0
1967,8.874604162656397e-08,0.0
1968,7.545578739609482e-08,0.0
1969,8.038911403218663e-08,4.5417578031781147e-10
1970,7.679870606125405e-08,0.0
1971,8.015899766178336e-08,0.0
1972,8.208235158235766e-08,0.0
1973,6.395316631824244e-08,0.0
1974,6.581918654546826e-08,5.625571675160757e-10
1975,3.541117621352896e-08,0.0
1976,5.827797266988455e-08,5.713526873840635e-10
1977,5.5241748952994385e-08,1.7630346071939584e-09
1978,6.178215272711896e-08,0.0
1979,7.549045477617256e-08,2.3407893401383717e-09
1980,7.220141640118527e-08,0.0
1981,7.464148410463167e-08,0.0
1982,6.331652002700139e-08,6.207502289967692e-10
1983,6.062703050702112e-08,0.0
1984,6.610869718315371e-08,0.0
1985,6.978047650818553e-08,0.0
1986,7.912721144975876e-08,5.994485463567401e-10
1987,6.783006512023348e-08,6.110816852533674e-10
1988,6.596209090048433e-08,0.0
1989,9.439570192171232e-08,0.0
1990,6.756327053381028e-08,0.0
1991,1.0492022539665413e-07,5.861465202094962e-10
1992,6.722132184222573e-08,2.2039776670368383e-09
1993,9.028907754782267e-08,5.539207426075166e-10
1994,8.492632019851953e-08,1.0549853213248639e-09
1995,7.428757697880428e-08,0.0
1996,5.231330391097799e-08,0.0
1997,6.616954095761685e-08,4.79489448146353e-10
1998,7.915094357713315e-08,9.536258449571733e-10
1999,7.358023879078246e-08,0.0
2000,7.731554774181859e-08,4.4180314962005696e-10
2001,8.762423675534592e-08,0.0
2002,8.061447687168766e-08,8.76244299341522e-10
2003,8.375515392344823e-08,4.1669229178253886e-10
2004,9.602445061318576e-08,0.0
2005,1.004336169785347e-07,4.5037495954858286e-10
2006,8.935820972055808e-08,0.0
2007,1.43401805985377e-07,1.5977917877663117e-09
2008,1.8008969959737442e-07,8.514879357157668e-10
2009,1.7785357897537324e-07,0.0
2010,2.413858339878061e-07,0.0
2011,3.460694699697342e-07,0.0
2012,3.591486574805458e-07,0.0
2013,4.139061502428376e-07,2.789125042035323e-10
2014,4.016900732040085e-07,0.0
2015,4.076282209553028e-07,0.0
2016,4.1053959876080626e-07,2.0713400439298368e-10
2017,4.0098845488500956e-07,2.515611330355938e-10
2018,4.6647102180941147e-07,0.0
2019,4.6045329327171203e-07,0.0
