year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV noté_VERB
1833,2.1777221093088883e-07,0.0,3.359252431778259e-08
1834,1.978920494138947e-07,9.334530925997342e-10,5.600718466780563e-08
1835,1.6033746419452655e-07,7.563087933704082e-10,3.025235173481633e-08
1836,1.276942498407152e-07,1.3441500135158435e-09,6.115882911217341e-08
1837,1.1550098832913136e-07,6.957890930081589e-10,8.001574514082677e-08
1838,1.3318661729044834e-07,4.418513332993257e-09,7.763959075646198e-08
1839,1.6080393550055305e-07,2.0974426639952526e-09,6.85164565084051e-08
1840,1.2611982924681797e-07,1.2739377330817092e-09,7.38883869644269e-08
1841,1.1171754721317484e-07,6.420548537278137e-10,1.0658110483063865e-07
1842,1.0599058697380315e-07,6.708265054555795e-10,7.915753030829364e-08
1843,1.281799768548808e-07,1.1813822142769936e-09,8.91943585656918e-08
1844,1.2733461574043758e-07,5.488561272137815e-10,5.927646284931143e-08
1845,1.3950570121323835e-07,1.674068439427856e-09,8.7051553521178e-08
1846,1.3933713205460663e-07,2.3418005312692003e-09,6.966856602730331e-08
1847,1.5478552484182728e-07,1.6179670936367074e-09,8.46736085691191e-08
1848,1.198738033281188e-07,4.02261068899179e-09,4.263967667839097e-08
1849,1.1563592750007956e-07,5.027648741773305e-09,5.781796375003978e-08
1850,1.3645882290802547e-07,2.0366988096043315e-09,8.893584890756756e-08
1851,1.0577079478935048e-07,5.8044946626978344e-09,8.319776156895387e-08
1852,1.3476828542025032e-07,1.9531636308300904e-09,7.682443481371592e-08
1853,1.4392355751624564e-07,2.9859659189668264e-09,1.0988354404162237e-07
1854,1.1170678249072807e-07,1.0391328908454511e-09,7.793496337171746e-08
1855,1.422259146011129e-07,1.0613874223963649e-09,9.552486801567284e-08
1856,1.0147290652184893e-07,5.177189232874468e-10,5.539592606851329e-08
1857,1.2740738952743413e-07,1.9526036343364694e-09,8.689086428148585e-08
1858,1.2283126693546365e-07,1.468102750479261e-09,8.466059853162733e-08
1859,9.67512931993042e-08,1.018434669930457e-09,1.1661077081726035e-07
1860,1.6157459015175846e-07,6.408057362516928e-09,9.337455253444205e-08
1861,1.3016060051995737e-07,4.715963730639317e-10,8.111457816539769e-08
1862,1.3870217685507669e-07,3.162590411776023e-09,8.8100733819374e-08
1863,1.238665987557397e-07,4.994620828036034e-10,6.243276118311769e-08
1864,1.2753976363910624e-07,1.4384183844029508e-09,9.397666644872515e-08
1865,1.25672741546623e-07,2.353422234868674e-09,9.037141524004255e-08
1866,9.536601197623895e-08,9.731225825149181e-10,8.466166434573097e-08
1867,1.1937916610804677e-07,1.455843445796745e-09,1.3199647241890489e-07
1868,7.903798859842937e-08,1.4819622196071691e-09,1.264607760731451e-07
1869,1.1671610877783678e-07,0.0,9.327521865998278e-08
1870,8.658413719331293e-08,1.7202146374017957e-09,1.152543802618311e-07
1871,7.222400455475508e-08,1.0621177271019633e-09,9.346636176132961e-08
1872,9.131482414659331e-08,6.047339295989218e-10,9.373376030907821e-08
1873,8.919146665675726e-08,1.7958013409646867e-09,1.3468509507674753e-07
1874,7.229277088072195e-08,3.5847653734322193e-09,1.792382704479678e-07
1875,6.350894921069994e-08,5.1493745933939294e-09,9.440519477266207e-08
1876,1.1185127135604489e-07,1.209202959984168e-09,1.426859483899534e-07
1877,9.091679231687522e-08,3.7108897066318036e-09,1.2369632429454214e-07
1878,7.911206267863236e-08,1.2078177347163432e-09,1.1595049898005527e-07
1879,6.720257772485638e-08,4.887460214320072e-09,1.2463023324471578e-07
1880,7.508879917850209e-08,0.0,1.1359588114601138e-07
1881,1.1295462343241525e-07,3.486253785656146e-09,1.3108314078635885e-07
1882,1.3843201429608598e-07,3.3276925659464496e-09,9.650308641084848e-08
1883,9.289428248848708e-08,1.8958017378167824e-09,1.7883729697132367e-07
1884,6.271611852071146e-08,1.3203393933736152e-09,1.432568268455725e-07
1885,6.574548194748786e-08,2.5782542767416317e-09,1.1731057014685575e-07
1886,5.420909587883216e-08,2.5813854942491332e-09,1.1551700396239539e-07
1887,7.63884173693441e-08,1.3057849246322917e-09,1.5473551684408449e-07
1888,5.326116436776829e-08,1.268122939990235e-09,1.1730136861842766e-07
1889,6.515742256851809e-08,1.2530273485467092e-09,1.509897913365421e-07
1890,4.9813337454907014e-08,2.6217545912032847e-09,1.3502035756118858e-07
1891,5.5455714687013824e-08,2.5496880162734215e-09,1.153733819592162e-07
1892,5.4536059224119526e-08,4.387958441043338e-09,1.0217674883961081e-07
1893,3.510297474917934e-08,6.158416554491453e-10,1.5149704779560125e-07
1894,4.4740929183717526e-08,1.8904617871129403e-09,1.4745602072707698e-07
1895,3.7315409429083957e-08,3.611168697403855e-09,1.4023372330029815e-07
1896,4.1868904787634165e-08,2.948514543632541e-09,1.574506711676804e-07
1897,3.26295968022805e-08,2.330685422435863e-09,1.6198264063405077e-07
1898,2.998928039232851e-08,1.13167097914868e-09,1.7540899932555476e-07
1899,4.477338677588705e-08,3.3165470370022376e-09,2.0009834145184868e-07
1900,2.9589003247565415e-08,1.038210628578895e-09,1.687092208157992e-07
1901,2.9061443029831935e-08,5.588738916095792e-10,1.5536694775164506e-07
1902,4.517461249520238e-08,1.9641135384773634e-09,1.689137576477151e-07
1903,2.970121215639665e-08,5.400220270956879e-10,1.5660639007819555e-07
1904,3.6009989656804464e-08,1.0749250378694342e-09,1.601638359716162e-07
1905,2.0126959654476195e-08,2.0643036724443675e-09,1.7546581432270614e-07
1906,4.423998589686562e-08,5.144184522798412e-10,1.6049855844357808e-07
1907,3.9085609415678846e-08,2.0571372938427146e-09,1.9234234116538573e-07
1908,4.0273391732625896e-08,1.964555629285769e-09,1.827036726353981e-07
1909,4.8958753495753626e-08,2.200393367512987e-09,2.2664052323762007e-07
1910,4.542528131423751e-08,1.6032452032632705e-09,1.4429207340072026e-07
1911,3.458243114096149e-08,4.25629931299909e-09,1.9632180681128375e-07
1912,3.229841283314272e-08,5.209421227725386e-10,1.86497274512476e-07
1913,3.712092677687906e-08,1.5908969142053309e-09,1.887864300442743e-07
1914,4.620753202289052e-08,0.0,2.2434090851675137e-07
1915,2.709575319670421e-08,1.1780761921542648e-09,2.4739600235079706e-07
1916,7.1418504887788e-08,4.394984820521586e-09,1.7250314954253554e-07
1917,4.276905585243185e-08,2.1932848870420685e-09,2.0397548894379725e-07
1918,4.2499593178035866e-08,0.0,1.4472834664047696e-07
1919,2.6702760891339494e-08,1.8415696745321952e-09,1.8047383321118105e-07
1920,3.7861159540852896e-08,2.2716695191604686e-09,1.7794744167076715e-07
1921,4.998013380941302e-08,7.572747429129834e-10,1.6584317563683726e-07
1922,5.2383342108441866e-08,2.951174193910333e-09,1.9108853166471818e-07
1923,3.927900849021171e-08,1.0615948120573648e-09,2.2399650845272845e-07
1924,3.480738541838946e-08,2.578324886925998e-09,2.384950619216397e-07
1925,3.959344141435395e-08,0.0,2.3536101423360378e-07
1926,4.7928395474627905e-08,1.1146138456652466e-09,2.3741274901567522e-07
1927,8.027441822378023e-08,1.1149224876660924e-09,2.542023196383525e-07
1928,4.6846768242403414e-08,0.0,2.1138176009571907e-07
1929,3.8991423423340166e-08,0.0,2.751680483470409e-07
1930,5.566909777598994e-08,2.100720708497761e-09,2.079713539160366e-07
1931,5.018356930008849e-08,0.0,2.3723141850950924e-07
1932,5.150982218538047e-08,1.0959536611565568e-09,2.3891789169283584e-07
1933,3.670611903316967e-08,0.0,2.5579575435585866e-07
1934,2.3963160344919743e-08,2.3963160344919743e-09,2.00092387103723e-07
1935,6.223507398317452e-08,0.0,2.9082929131618585e-07
1936,3.758661648589623e-08,1.2124714565686645e-09,2.66743711563322e-07
1937,3.777335422228134e-08,1.2591118148108649e-09,2.581179217031604e-07
1938,3.8895642262559704e-08,0.0,2.748625433923735e-07
1939,5.047036566452334e-08,3.058810094103137e-09,3.441161311457108e-07
1940,4.3108308034334186e-08,0.0,2.637214322476211e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,2.2726570136910595e-07
1942,5.461581054078124e-08,0.0,3.246606468110258e-07
1943,7.548411673496958e-08,0.0,2.6129117713935557e-07
1944,6.42637232317611e-08,0.0,2.666944567408791e-07
1945,3.703456741277478e-08,0.0,2.6795601115736645e-07
1946,5.568441707737293e-08,0.0,2.631088591442676e-07
1947,5.602809238780537e-08,0.0,2.205361084861579e-07
1948,5.6533817627268945e-08,2.174377566888097e-09,2.48966244953408e-07
1949,4.0249734212238764e-08,0.0,2.2186438286553312e-07
1950,4.2541444145172136e-08,0.0,2.9779010901620495e-07
1951,4.584402901741669e-08,0.0,2.9212242225185037e-07
1952,5.799642011083961e-08,0.0,2.710014541662531e-07
1953,4.740483916521043e-08,1.0773827385790469e-09,2.7904212629437097e-07
1954,6.352148318455875e-08,4.886268278880834e-09,3.4203875998173316e-07
1955,3.9419553843345057e-08,0.0,2.7593688400884275e-07
1956,5.4943193106282706e-08,3.488456634670456e-09,2.4593620651103265e-07
1957,5.1243219445495924e-08,0.0,3.101098116076173e-07
1958,5.707848060865217e-08,8.272243445794913e-10,2.489945245542913e-07
1959,4.650448559573306e-08,1.5501495642666896e-09,2.5654975388533785e-07
1960,4.567749911643659e-08,2.7683333403416555e-09,2.6160751076531596e-07
1961,7.156604198144123e-08,0.0,2.570818935510033e-07
1962,5.834600003140622e-08,1.2683912808952869e-09,2.676305541626789e-07
1963,6.53071410283701e-08,0.0,2.81273315749786e-07
1964,7.604960217122425e-08,6.083968329129164e-10,2.7012819714400393e-07
1965,5.034279837445865e-08,0.0,2.35845064366913e-07
1966,5.9822006903687e-08,0.0,2.6255213469994487e-07
1967,4.289391952738697e-08,4.930335584241163e-10,2.2531634158440283e-07
1968,4.8058151236318736e-08,8.982831700699023e-10,2.434347265989345e-07
1969,4.7688455850902756e-08,4.5417578031781147e-10,1.803077793738339e-07
1970,4.598724956395017e-08,4.5987250119061684e-10,2.0004453915589693e-07
1971,5.652237078379585e-08,1.0276794970565106e-09,2.2300645241557504e-07
1972,4.6171322765076184e-08,0.0,2.672806544978812e-07
1973,3.528450420731133e-08,5.513203782392395e-10,2.3100324142433237e-07
1974,2.981553137715309e-08,0.0,2.233351921177018e-07
1975,4.226495420311949e-08,2.2845920710778955e-09,2.3588413000652508e-07
1976,3.428116102099921e-08,5.713526873840635e-10,2.2511295583171886e-07
1977,4.58388988988645e-08,5.876781838942691e-10,1.8923238087609207e-07
1978,4.099008066305032e-08,1.1881182704343018e-09,2.0732663585931732e-07
1979,5.734933949952392e-08,2.925986564150662e-09,1.9604111400894908e-07
1980,3.979605622816962e-08,0.0,2.1887829859679186e-07
1981,4.99718417756867e-08,0.0,1.7964561038752436e-07
1982,5.338451813940992e-08,1.2415004579935385e-09,1.942948273381262e-07
1983,4.736487113632393e-08,0.0,2.2356218210006773e-07
1984,3.653375202361531e-08,5.799008495621649e-10,1.8962758474572183e-07
1985,4.511668549866954e-08,2.4062232206745193e-09,1.870838559625554e-07
1986,5.2152024920815165e-08,0.0,2.0321306237747194e-07
1987,3.972030881982391e-08,6.110816852533674e-10,1.8760208320145466e-07
1988,4.257553243292023e-08,0.0,1.5770936556691595e-07
1989,4.9941910162942804e-08,1.0976244357863152e-09,1.7891278503157082e-07
1990,4.304434142454738e-08,1.089730194969718e-09,1.4329951625313697e-07
1991,4.4547135757966316e-08,1.1722930404189924e-09,1.7584395095582295e-07
1992,4.0773585396891576e-08,5.509944167592096e-10,1.8458312922575715e-07
1993,4.5421501226883265e-08,1.1078414852150331e-09,1.7614679848065862e-07
1994,4.589186275438806e-08,5.274926606624319e-10,1.7987500200433715e-07
1995,4.0668382439434936e-08,5.422450821690461e-10,1.5345536041877494e-07
1996,5.97866289808735e-08,1.067618438099771e-09,1.5160182442741643e-07
1997,5.178485906753849e-08,4.79489448146353e-10,1.472032664651124e-07
1998,4.5297227302398824e-08,0.0,1.5925552077078464e-07
1999,4.707307255102933e-08,0.0,1.3253583119876566e-07
2000,4.9923755796044134e-08,1.7672125984802278e-09,1.4049339824850904e-07
2001,5.695575211461801e-08,0.0,1.5465677449810755e-07
2002,4.8631559224077137e-08,0.0,1.6298143634685403e-07
2003,4.5419458416517955e-08,4.1669229178253886e-10,1.533427678168664e-07
2004,5.109557932314601e-08,0.0,1.4888193788920034e-07
2005,4.909087181204086e-08,0.0,1.2655536352212948e-07
2006,5.68268809786332e-08,8.235779835885637e-10,1.671863287810993e-07
2007,5.152878657099791e-08,0.0,1.7815378328123188e-07
2008,5.875266850807748e-08,1.2772318758180745e-09,1.5156484778344748e-07
2009,5.48342136141855e-08,4.76819250749827e-10,1.5210534343168547e-07
2010,9.353109930998471e-08,4.723793023408973e-10,1.6297086347094591e-07
2011,9.559929736724371e-08,3.82397197240536e-10,1.7552031295053894e-07
2012,1.1302118707590125e-07,0.0,1.9710623178070819e-07
2013,1.115650007932345e-07,0.0,1.8017748004695022e-07
2014,1.2754472322740185e-07,0.0,1.9229153735977889e-07
2015,1.3210789973072679e-07,0.0,1.8042923954908474e-07
2016,1.1392370424800902e-07,0.0,1.6073599340415967e-07
2017,9.936664469023526e-08,0.0,1.896770953635496e-07
2018,1.2649186942326196e-07,5.162933414126769e-10,1.8044451621790358e-07
2019,1.14539346895981e-07,0.0,1.7678344477189967e-07
