year,tes_DET airs_NOUN,tes_DET nerfs_NOUN
1997,1.6302641236976e-08,1.2466725873849782e-08
1998,1.764207879784152e-08,1.4781201040925396e-08
1999,1.8280805230697084e-08,9.597422329088445e-09
2000,2.474097726690161e-08,9.719669513685858e-09
2001,1.708672597855454e-08,9.200544853760206e-09
2002,1.0953053575235572e-08,1.3581786972860499e-08
2003,2.083461492219385e-08,1.5834307920403745e-08
2004,1.8059643919210444e-08,1.3214373595360485e-08
2005,1.6213498099659773e-08,1.3060873493841996e-08
2006,2.388376207917986e-08,1.317724729332781e-08
2007,2.995859560428471e-08,2.5964116634469292e-08
2008,3.916844448781376e-08,2.2564430657290302e-08
2009,3.862235842255757e-08,3.0516431381855114e-08
2010,3.967986084152386e-08,3.401130999058921e-08
2011,4.091650127047153e-08,3.326855491092573e-08
2012,5.991484919309897e-08,4.357443295077701e-08
2013,6.833356436253268e-08,5.857162577171948e-08
2014,8.055455813504864e-08,4.3741992694634746e-08
2015,8.13483167494411e-08,5.341946618386828e-08
2016,7.808952240395683e-08,6.752568548762383e-08
2017,7.446209449035734e-08,5.936842661924402e-08
2018,8.286508235144652e-08,6.81507188460273e-08
2019,8.520298888647915e-08,6.071350977521206e-08
