year,tes_DET airs_NOUN,tes_DET nerfs_NOUN
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,9.751696339321825e-09
1804,2.4718509461507665e-09,0.0
1805,1.1371510622026904e-08,0.0
1806,8.645007376628655e-09,1.152667650217154e-08
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,2.3401267590372754e-09
1811,2.2563690471599784e-08,0.0
1812,1.0668832928217853e-08,1.3336041160272316e-08
1813,5.751483289628823e-09,0.0
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,1.5497530370112145e-08,2.384235475716423e-09
1819,1.1386155129855524e-08,3.105315005136333e-09
1820,1.3053129244156025e-08,4.746592452420373e-09
1821,1.577838126820552e-08,1.4792232772009584e-08
1822,6.015369535816717e-09,1.804610860745015e-08
1823,2.569498536164616e-08,4.941343334508019e-09
1824,2.86317822784099e-08,1.6842225392110777e-09
1825,8.805443485471187e-09,7.044354433105582e-09
1826,1.2331177745572575e-08,8.80798456392995e-09
1827,8.295545583791863e-09,4.608636583469661e-09
1828,2.0179061976932644e-08,4.586150625929264e-09
1829,6.001223074036943e-09,1.714635211591542e-09
1830,1.2524203008013046e-08,1.3567886369969528e-08
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.7588959622116818e-08,2.705993873419743e-09
1833,1.737544208513242e-08,1.8533806156462163e-08
1834,8.401078055442213e-09,1.0267983796552471e-08
1835,1.5126175867408165e-08,2.4201881387853064e-08
1836,5.376600054063374e-09,2.688300027031687e-09
1837,1.0436836728189292e-08,2.7831563720326358e-09
1838,1.1361891871786156e-08,3.787297142565649e-09
1839,1.11863602825224e-08,3.4957374772659477e-09
1840,1.1465439264668476e-08,3.821813254756279e-09
1841,1.4767262079828924e-08,4.494383976094696e-09
1842,1.6770663080478698e-08,1.341653010911159e-09
1843,9.451057714215949e-09,1.7720733214154905e-09
1844,1.2623690537338916e-08,2.195424508855126e-09
1845,1.0602432709561072e-08,6.138250907561371e-09
1846,1.4636253320432502e-08,5.854501328173001e-10
1847,8.089835468183537e-09,3.775256551818984e-09
1848,3.218088684420195e-09,2.413566457803995e-09
1849,1.759677159540729e-08,8.379414939696517e-10
1850,1.9009189777818847e-08,5.431196825611551e-09
1851,1.2253933867611977e-08,3.2247193804124663e-09
1852,2.0833745395520964e-08,4.557382027314816e-09
1853,1.911018188138769e-08,2.9859659189668264e-09
1854,5.195664343204953e-09,2.597832227113628e-09
1855,1.8043586180738203e-08,1.0083180512765466e-08
1856,8.28350277259915e-09,6.212626857404757e-09
1857,1.2203773158692144e-08,8.786716465536415e-09
1858,1.0276719919488642e-08,1.1744822836501356e-08
1859,1.833182472488204e-08,8.656694472364279e-09
1860,3.066713105681629e-08,1.327383314375652e-08
1861,2.2165029811560544e-08,8.017138064531082e-09
1862,2.5300723294208183e-08,7.680577063240435e-09
1863,1.3984937929922836e-08,1.9978483312144135e-09
1864,1.9658385475018747e-08,8.63051052846231e-09
1865,1.1767110619231858e-08,6.589582213223366e-09
1866,8.75810357570117e-09,5.352174259343201e-09
1867,9.220341823379385e-09,3.88224918879132e-09
1868,1.0867722721741302e-08,9.87974813071446e-10
1869,1.3673853160867111e-08,2.441759683335931e-09
1870,1.9495765002375265e-08,1.1468097582678638e-08
1871,3.292564798584863e-08,2.1242354542039266e-09
1872,1.5118348239973045e-08,1.028047680318167e-08
1873,1.616221290134945e-08,1.4366410283628284e-08
1874,5.377148060148329e-09,7.766991660940192e-09
1875,1.6020276105699338e-08,1.716458086775674e-09
1876,6.04601479992084e-09,0.0
1877,2.040989244278535e-08,9.895705588292003e-09
1878,1.5701630218245555e-08,6.642997596451039e-09
1879,7.331190210457805e-09,1.1607718342077078e-08
1880,1.5402831010646878e-08,1.2193908105473383e-08
1881,1.1156012114099667e-08,9.761510710859511e-09
1882,1.7969540300200038e-08,3.9932310791357395e-09
1883,1.2006744321002571e-08,1.2638677937548692e-08
1884,1.9144920315739e-08,7.922036360241691e-09
1885,1.9336907408629145e-08,7.090199094506033e-09
1886,1.0325542199041138e-08,1.1616235084943582e-08
1887,1.3057849523878673e-08,5.223139754040318e-09
1888,1.268122939990235e-08,8.876860135842435e-09
1889,2.5060547415023393e-08,1.691586903884712e-08
1890,1.0487018642368895e-08,1.3108772733971819e-08
1891,1.0198752065093686e-08,3.1871101313640793e-09
1892,8.775917548220491e-09,1.1283322054467249e-08
1893,1.0469308087124318e-08,1.2932674486876294e-08
1894,5.041231432301174e-09,6.9316932194141145e-09
1895,1.3842813118003505e-08,8.426059849853118e-09
1896,1.592197795829975e-08,1.0024949259612725e-08
1897,8.740070001067579e-09,6.992056378329892e-09
1898,1.1882545059016536e-08,5.092519295146758e-09
1899,1.713549302451156e-08,7.185851913504848e-09
1900,2.0245107479333058e-08,8.8247900098537e-09
1901,1.2854099118442264e-08,3.912117296778206e-09
1902,1.276673788908056e-08,1.2766738444192072e-08
1903,1.836074847716418e-08,9.720396487722383e-09
1904,1.4511488011237361e-08,2.364835083312755e-08
1905,1.6514428768932277e-08,3.6125313851442797e-09
1906,1.8519063615940468e-08,5.658602808544799e-09
1907,1.1314255643490867e-08,1.3371392659777825e-08
1908,1.964555629285769e-08,5.402527980535865e-09
1909,8.801573692096554e-09,3.85068837926994e-09
1910,2.4048677604859847e-08,8.016225794271747e-09
1911,6.916486494645824e-09,1.0640748393520028e-08
1912,1.250261111307438e-08,1.2502610835518624e-08
1913,1.5378670781274195e-08,1.3257474229533273e-08
1914,2.142958016593255e-08,1.6072184916282595e-08
1915,5.890381071793627e-09,1.64930663570928e-08
1916,1.8678685265172135e-08,1.648119329900055e-08
1917,1.3159709100207806e-08,1.5352993987249874e-08
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.4861190051073123e-08,4.603924241841639e-09
1920,1.514446346106979e-08,2.1202248845497706e-08
1921,2.1960968377143786e-08,2.499006690470651e-08
1922,2.360939327372691e-08,2.7298361793270942e-08
1923,1.5923921736771263e-08,2.229349105320466e-08
1924,7.734974660777993e-09,2.0626599539497192e-08
1925,3.7393804941388e-08,2.1996355181741478e-08
1926,3.4553027994377317e-08,1.3375366592072169e-08
1927,4.2367055641534535e-08,2.1183528042811872e-08
1928,2.742249805010033e-08,2.5137291359556002e-08
1929,2.33948540540041e-08,1.7824650422326727e-08
1930,1.2604324695075775e-08,1.6805765667982087e-08
1931,1.1405356659111021e-08,1.0264820993199919e-08
1932,1.753525868952721e-08,5.479768305782784e-09
1933,1.7205992852709073e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,8.38710612072191e-09
1935,2.5133396697185617e-08,1.196828414151696e-08
1936,1.33371855781661e-08,2.0612015205756506e-08
1937,2.1404900962807005e-08,1.5109342110797286e-08
1938,1.2965214124527336e-08,2.5930429359277696e-08
1939,2.141167065872196e-08,1.6823455517567254e-08
1940,2.5357829613881222e-08,7.607348750937604e-09
1941,2.6563523380929155e-08,1.1806010391524069e-08
1942,6.068423519245414e-08,4.5513175450651033e-08
1943,2.9032351633873077e-08,2.0322646676618206e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,4.1391576388605245e-08,3.0499056169475125e-08
1946,3.480275978517966e-08,2.3665877257883494e-08
1947,4.053096236411591e-08,5.6028093720073e-08
1948,2.3918154123947488e-08,1.087188805648509e-08
1949,2.0615717910565934e-08,1.3743811422273211e-08
1950,2.9779013033248702e-08,3.084254851515311e-08
1951,2.452122438434401e-08,1.1727541715522705e-08
1952,3.0579932142060784e-08,5.272401848444019e-09
1953,3.5553629373907825e-08,1.185120990232491e-08
1954,2.443134050622575e-08,1.9545072893478732e-08
1955,1.3139851429144755e-08,2.3464019616170617e-08
1956,2.3547082950159393e-08,2.44191968867824e-08
1957,2.3854601516326568e-08,1.9437083054185678e-08
1958,3.391619785020339e-08,2.4816730892496253e-08
1959,2.4802393583378546e-08,1.2401196514133517e-08
1960,2.9759583741739704e-08,2.0070416939521607e-08
1961,2.0844478476611528e-08,1.250668635321972e-08
1962,2.1562651220108364e-08,2.1562652552375994e-08
1963,2.9097239950814924e-08,3.168366013994728e-08
1964,2.2510682873289056e-08,1.7035111765650868e-08
1965,1.9699356812452606e-08,1.6416130010910024e-08
1966,2.4371929474575893e-08,2.3264114856758056e-08
1967,2.120044340081506e-08,1.7749207659178978e-08
1968,2.5601070541281246e-08,1.5270813835677188e-08
1969,2.452549263676218e-08,1.9075382384770023e-08
1970,1.7475155905666284e-08,1.5175792622557083e-08
1971,1.8498230724972586e-08,1.5415192122780752e-08
1972,2.000757282072385e-08,1.3338381399385923e-08
1973,1.2129048099218664e-08,1.9847533172523413e-08
1974,1.9689500752040345e-08,1.6876714470370757e-08
1975,5.711480177694739e-09,1.8847884142303428e-08
1976,1.7711933197883667e-08,1.4855170205052559e-08
1977,1.5279632892273298e-08,1.1753563677885381e-08
1978,2.495048279094192e-08,1.1287123569125868e-08
1979,1.872631405497316e-08,1.111874914361266e-08
1980,2.1035058139773355e-08,1.705545149555121e-08
1981,1.3916208629893845e-08,1.391620885193845e-08
1982,1.489800538490016e-08,1.7381006189864934e-08
1983,1.894594880980094e-08,1.0104505676622466e-08
1984,1.9136728035551442e-08,1.0438215292118969e-08
1985,1.804667348892508e-08,1.6242006850575308e-08
1986,1.798345583559069e-08,1.138952232526691e-08
1987,1.5277042575423394e-08,8.555143260480236e-09
1988,1.9188972133488136e-08,8.39517544370949e-09
1989,1.5915554207879268e-08,1.262268123358723e-08
1990,9.262707045820662e-09,1.5801087993594365e-08
1991,2.1101273894874595e-08,1.2309076646843664e-08
1992,1.3774860363469088e-08,1.377486047449139e-08
1993,1.8279383895425383e-08,1.661762283333701e-08
1994,1.318731612798274e-08,1.4242302226463721e-08
1995,1.4640617329586547e-08,1.2471636778865758e-08
1996,1.7615704006601618e-08,8.540947726842774e-09
