year,autres_ADJ os_NOUN,autres_ADJ noces_NOUN
1858,8.270312434888183e-08,2.202154192332273e-08
1859,1.1050016013314234e-07,2.34239969643113e-08
1860,1.7347527148103836e-07,2.5174511364411956e-08
1861,1.6364394639367674e-07,1.3204698667834691e-08
1862,1.48641746022804e-07,1.581295272501393e-08
1863,1.2886121680821816e-07,1.39849385405455e-08
1864,4.1714133658388164e-07,9.589456340108882e-09
1865,2.5652300905676384e-07,2.023943146411966e-08
1866,1.430490215170721e-07,4.379051787850585e-09
1867,3.0378600968106184e-07,1.1161466417775046e-08
1868,3.6308074413682334e-07,1.432563490055827e-08
1869,2.9105774501658743e-07,3.125452252561445e-08
1870,3.1250564802576264e-07,1.548193218070537e-08
1871,2.8995813750043453e-07,3.504988654867702e-08
1872,2.527787898998213e-07,2.1770421909650395e-08
1873,3.3880786531881313e-07,1.9155214303623325e-08
1874,3.46527343708658e-07,2.1508592240593316e-08
1875,2.2313956549169234e-07,1.3731664694205392e-08
1876,1.910540703420338e-07,2.8416270225761764e-08
1877,1.8183358463375043e-07,1.793596560162314e-08
1878,2.0714074366878776e-07,1.4493812372506909e-08
1879,2.6575565925668343e-07,2.932476128592043e-08
1880,1.918936050060438e-07,2.3746030919369332e-08
1881,1.2829413265080802e-07,1.5339516323820135e-08
1882,2.342695495372027e-07,1.5972924316542958e-08
1883,1.4092125866227434e-07,1.1374810426900694e-08
1884,1.954102231138677e-07,7.2618666635548834e-09
1885,2.681384501102002e-07,1.4824961702686323e-08
1886,2.1812708439483686e-07,3.872078213618124e-09
1887,1.55388406142265e-07,1.8933882017790893e-08
1888,1.490044496677001e-07,1.2047167707862627e-08
1889,1.7730336310251005e-07,6.265136853755848e-09
1890,1.5664983266105992e-07,1.5075089621063853e-08
1891,1.434199532468483e-07,1.211101796627645e-08
1892,1.0781841552898186e-07,1.3790726782758611e-08
1893,1.558079389951672e-07,9.853466487186324e-09
1894,1.5375755424429371e-07,5.041231432301174e-09
1895,1.2458532694381574e-07,7.824199066419624e-09
1896,1.2206849930862518e-07,1.6511680911435178e-08
1897,1.299357137440893e-07,8.157399200570126e-09
1898,1.1316709702668959e-07,1.584339415217073e-08
1899,1.1829017410036613e-07,1.9346524382513053e-08
1900,9.759180130686218e-08,1.4015843596837385e-08
1901,9.27730638977664e-08,7.265360757457984e-09
1902,1.2177504515875626e-07,4.419255628107521e-09
1903,1.425658098241911e-07,1.3500550899436803e-08
1904,1.289910045443321e-07,1.2361637935498493e-08
1905,1.0785986148675875e-07,1.0837593933388234e-08
1906,1.1008555134139897e-07,5.144184633820714e-09
1907,1.1057112914159006e-07,8.228549397415463e-09
1908,1.11488532184012e-07,7.367083831866239e-09
1909,1.1111986708556287e-07,1.1552065082298668e-08
1910,9.40570501484217e-08,5.878565634276356e-09
1911,8.565802289695057e-08,1.0640748726586935e-08
1912,1.0106277414934084e-07,9.376957876838787e-09
1913,1.283323456391372e-07,1.113627856597077e-08
1914,1.9420556895966e-07,5.357394972094198e-09
1915,1.5197183245163615e-07,7.068456930880984e-09
1916,5.493730981243061e-08,1.4283700444650549e-08
1917,9.760118047097421e-08,2.1932848870420685e-09
1918,9.074237539152818e-08,1.8378202071289707e-08
1919,7.918749389546065e-08,1.5653341733923298e-08
1920,1.226701584755574e-07,2.0445025228355007e-08
1921,1.0450391130234493e-07,2.2718241510233383e-08
1922,9.07486068513208e-08,8.853522359686394e-09
1923,1.0509788950230359e-07,2.229349149729387e-08
1924,7.477142105472012e-08,1.933743654092268e-08
1925,1.0448268739082778e-07,9.898360353588487e-09
1926,9.028372005559504e-08,7.802296586589819e-09
1927,1.3825038536197098e-07,3.3447675740205796e-09
1928,6.741364444451392e-08,5.713020723163709e-09
1929,4.790374674712439e-08,1.7824650200282122e-08
1930,6.722306267192835e-08,1.1553964007759987e-08
1931,1.243183902488454e-07,9.124285327288817e-09
1932,7.890866271509367e-08,1.6439305028370654e-08
1933,7.570636739728798e-08,4.588264879146209e-09
1934,1.066360653112497e-07,1.677421224144382e-08
1935,1.1489552775856282e-07,3.949533677882755e-08
1936,7.274828561776303e-08,7.274828739411987e-09
1937,8.310137644684801e-08,1.7627565185307503e-08
1938,8.168085230408906e-08,7.779128452511941e-09
1939,7.188203454688846e-08,9.176430282309411e-09
1940,4.81798743123818e-08,0.0
1941,1.9479917057196872e-07,1.4757512545315876e-08
1942,1.0012898599143227e-07,1.517105907566929e-08
1943,1.451617634984359e-07,5.806470415592457e-09
1944,7.711646787811333e-08,9.639558484764166e-09
1945,8.714016530575464e-08,1.3071024262956144e-08
1946,7.517396483081029e-08,4.1763312808029696e-09
1947,7.033313664805974e-08,9.536696765621855e-09
1948,1.0437012321062866e-07,7.610321262063735e-09
1949,4.319483792869505e-08,1.2762110479513922e-08
1950,1.0209947021166954e-07,1.0635361480382244e-09
1951,1.0554787621686046e-07,8.529121409139861e-09
1952,1.6449894246761687e-07,5.272402070488624e-09
1953,1.3144070010184805e-07,2.9089333608567358e-08
1954,8.502106396690579e-08,7.818028890937967e-09
1955,1.3139850807419862e-07,9.385607846468247e-09
1956,1.0727003996180429e-07,6.976913269340912e-09
1957,7.598132611974506e-08,1.1485549400447326e-08
1958,1.3152866529253515e-07,2.1507833736222892e-08
1959,6.278105502133258e-08,1.1626121398933265e-08
1960,6.574791910907152e-08,9.689166802218097e-09
1961,5.83645380913822e-08,9.03260666262895e-09
1962,7.54692806026469e-08,1.2683912586908264e-08
1963,4.590897972889252e-08,1.1638896069143811e-08
1964,4.319617374903828e-08,7.300761772910391e-09
1965,5.307882133820385e-08,1.4227312661319047e-08
1966,6.813061759203265e-08,1.163205709531212e-08
1967,5.916402656680475e-08,7.395503320850594e-09
1968,6.108325578679796e-08,7.635406973349745e-09
1969,1.326193341810722e-07,7.2668124850849836e-09
1970,4.966623023960892e-08,1.2876429700270364e-08
1971,4.8300936583700604e-08,1.1304474689666222e-08
1972,4.2580218462262565e-08,6.669190977248718e-09
1973,3.583582497412863e-08,1.1026407342740185e-08
1974,6.300640364997889e-08,6.1881286761433785e-09
1975,4.9118728639996334e-08,8.567219822452898e-09
1976,6.856232204199841e-08,7.427584769459372e-09
1977,5.818014159331142e-08,7.639816779203557e-09
1978,6.059403290237242e-08,4.158414057542359e-09
1979,4.271940667877061e-08,1.9896710057309974e-08
1980,6.196814439363152e-08,6.822181042309694e-09
1981,5.819505588533502e-08,1.2651098835192442e-08
1982,4.6556266397601576e-08,4.966001831974154e-09
1983,4.673333720006667e-08,7.57837881337764e-09
1984,3.7113654371978555e-08,8.118611560803402e-09
1985,3.9702683807263384e-08,3.609334831011779e-09
1986,6.474044056403727e-08,9.591176741707841e-09
1987,3.422057304192094e-08,4.277571630240118e-09
1988,5.157036397918091e-08,9.594486094499644e-09
1989,3.5123981945162086e-08,9.878619700032232e-09
1990,3.0512445903241314e-08,9.80757164370516e-09
1991,3.3996499837485317e-08,1.1136783939491579e-08
1992,3.250866953408149e-08,1.1019888113139586e-08
1993,3.822053074031828e-08,4.4313659408601325e-09
1994,2.5847139539791897e-08,6.857404422078162e-09
1995,3.036572593373421e-08,9.760411145975922e-09
1996,3.790045610685411e-08,4.804283193493575e-09
1997,3.5961708277909565e-08,3.835915585170824e-09
1998,3.5284156041370807e-08,3.337690568372409e-09
1999,6.306877509132391e-08,5.0272213059088244e-09
2000,2.7391795498488136e-08,4.418031274155965e-09
2001,3.7240301509200435e-08,3.5049694258049158e-09
2002,3.680225901803169e-08,7.009954394732176e-09
2003,4.750292248445476e-08,7.91715315529018e-09
2004,2.070251881036711e-08,2.2023955992267474e-09
2005,4.68389949048742e-08,8.557123898356167e-09
2006,4.200247616381603e-08,7.823991232669414e-09
2007,4.2740929018236784e-08,7.988958827809256e-09
2008,4.0871420026178384e-08,8.089135583588813e-09
2009,4.196009228962794e-08,7.629108011997232e-09
2010,3.920748170571642e-08,5.668551850135373e-09
2011,6.080115610984649e-08,3.4415748029203996e-09
2012,5.27659160809435e-08,8.170206733382201e-09
2013,4.016339971713023e-08,6.414987652192394e-09
2014,3.39974910446017e-08,9.094869746206768e-09
2015,3.56868632422902e-08,8.422986752520956e-09
2016,4.0391132216655024e-08,7.871092222444531e-09
2017,3.270294612889302e-08,8.049956257139002e-09
2018,2.9945013579890656e-08,5.937373259712331e-09
2019,3.061185438468783e-08,5.867272001580659e-09
