year,avions_VERB ôté_VERB,avions_VERB noté_VERB
1912,0.0,4.323819524643113e-08
1913,0.0,4.5075413623862914e-08
1914,6.696743715117748e-10,5.6922321078900495e-08
1915,0.0,5.301343009023185e-08
1916,0.0,4.9443578120644815e-08
1917,0.0,4.386569685266295e-08
1918,0.0,3.9053681177847466e-08
1919,0.0,1.8415697411455767e-08
1920,7.572231730534895e-10,2.953170330499688e-08
1921,7.572747429129834e-10,4.316466117870732e-08
1922,7.377935484775833e-10,4.205423209668879e-08
1923,0.0,2.7601466001669905e-08
1924,0.0,4.383152329978657e-08
1925,1.0998177923937646e-09,3.189471442510694e-08
1926,1.1146138456652466e-09,6.799144358637932e-08
1927,0.0,4.7941668412931904e-08
1928,0.0,4.227635130860108e-08
1929,0.0,7.352668518478822e-08
1930,4.201441416995522e-09,4.621585603103995e-08
1931,0.0,7.86969636124013e-08
1932,1.0959536611565568e-09,4.603005265835236e-08
1933,0.0,5.6206243215228824e-08
1934,0.0,6.11060571031885e-08
1935,1.196828414151696e-09,8.617164581892212e-08
1936,0.0,7.032334536916096e-08
1937,0.0,7.428759829508635e-08
1938,0.0,7.260520362706302e-08
1939,3.058810094103137e-09,5.199976982339649e-08
1940,0.0,5.832300686847702e-08
1941,0.0,6.493305448884712e-08
1942,0.0,9.709477666319799e-08
1943,0.0,7.258088174921795e-08
1944,0.0,4.4984606262232774e-08
1945,0.0,3.703456741277478e-08
1946,0.0,7.79581839083221e-08
1947,5.960435700558264e-09,6.556479092978407e-08
1948,0.0,7.936478141346015e-08
1949,0.0,5.988375306742455e-08
1950,0.0,6.806631347444636e-08
1951,2.1322803522849654e-09,6.716683031982029e-08
1952,0.0,5.483298082253896e-08
1953,0.0,7.002987700843732e-08
1954,9.772536113672459e-10,8.795282724349818e-08
1955,0.0,9.104039833118804e-08
1956,0.0,7.761816078755146e-08
1957,4.417518795207798e-09,7.774833221674271e-08
1958,2.4816730892496253e-09,1.0009414808109796e-07
1959,2.325224457422337e-09,9.84344978860463e-08
1960,1.3841666701708277e-09,9.412333668024075e-08
1961,2.08444772553662e-09,7.434530147065743e-08
1962,6.341956404476434e-10,9.576353932061465e-08
1963,6.466053248388448e-10,8.664511597089586e-08
1964,6.083968329129164e-10,6.449006662023749e-08
1965,3.2832261354087677e-09,9.90439872339266e-08
1966,5.539074754423723e-10,1.107814924239392e-07
1967,4.930335584241163e-10,9.90997435224017e-08
1968,4.4914158503495116e-10,1.0420085061468853e-07
1969,2.7250546263957176e-09,8.038911403218663e-08
1970,4.5987250119061684e-10,8.277704921511031e-08
1971,2.569198631618974e-09,8.067284085200299e-08
1972,5.130146862875051e-10,1.046549940042496e-07
1973,0.0,1.019942672542129e-07
1974,5.625571675160757e-10,8.944658702603192e-08
1975,1.7134440533084216e-09,9.309712822869187e-08
1976,5.713526873840635e-10,1.331251695546598e-07
1977,5.876781838942691e-10,1.010806442991452e-07
1978,1.1881182704343018e-09,1.0158411356542274e-07
1979,1.1703946700691858e-09,1.0709111109008518e-07
1980,2.2740602734216964e-09,9.38049851129108e-08
1981,1.2651099057237047e-09,8.349725533207675e-08
1982,1.8622506869903077e-09,9.435403569568734e-08
1983,1.89459470334441e-09,8.715136345927021e-08
1984,5.799008495621649e-10,6.378909489512807e-08
1985,1.2031116103372597e-09,8.361625702946185e-08
1986,1.7983456945813714e-09,9.111617771395686e-08
1987,0.0,7.577413185799742e-08
1988,1.1993107618124554e-09,6.296381371839743e-08
1989,0.0,6.036934507847036e-08
1990,2.179460389939436e-09,4.9582723704588716e-08
1991,2.9307325455363298e-09,6.62345556179389e-08
1992,5.509944167592096e-10,8.099618042933798e-08
1993,1.1078414852150331e-09,6.647049133334804e-08
1994,5.274926606624319e-10,5.8551684389840375e-08
1995,2.1689803286761844e-09,5.314001683132119e-08
1996,0.0,5.711758532811473e-08
1997,1.438468344439059e-09,5.7059242664081467e-08
1998,4.768129224785866e-10,6.627699633554585e-08
1999,0.0,5.255731494457905e-08
2000,1.3254094488601709e-09,6.141063835229943e-08
2001,4.3812117822561447e-10,5.695575211461801e-08
2002,8.76244299341522e-10,3.066855214228781e-08
2003,3.333538334260311e-09,6.167046251448483e-08
2004,0.0,5.065509967039361e-08
2005,0.0,4.819012033863146e-08
2006,4.117890028965121e-09,4.735573355674205e-08
2007,2.7961355453243186e-09,3.395307501818934e-08
2008,0.0,3.533675041467177e-08
2009,1.907277002999308e-09,3.862236042095901e-08
2010,3.7790344187271785e-09,3.590082542359596e-08
2011,5.7359579308524644e-09,3.6710130046913036e-08
2012,4.085103366691101e-09,2.3489343803362317e-08
2013,5.020424964641279e-09,3.095928846619245e-08
2014,3.031623174720721e-09,2.685152011849823e-08
2015,4.654808538617772e-09,2.571227497583095e-08
2016,2.0713399884186856e-09,2.278474120487317e-08
2017,5.0312225496895735e-09,2.616235761365715e-08
2018,3.614053500911041e-09,2.684725330936999e-08
2019,3.826481798085979e-09,1.8622211328533922e-08
