year,devons_VERB ôter_VERB,devons_VERB noter_VERB
1916,4.394984820521586e-09,1.1866458748954756e-07
1917,0.0,1.4256352187658194e-07
1918,0.0,1.4243106249978155e-07
1919,0.0,1.1325653304083971e-07
1920,1.514446346106979e-09,1.7567577970112325e-07
1921,0.0,1.4615402221807017e-07
1922,3.6889677978990676e-09,1.143580021789603e-07
1923,2.1231896241147297e-09,1.2314499997501116e-07
1924,1.289162443462999e-09,1.4309702578430006e-07
1925,6.598906754362588e-09,1.4957521443648147e-07
1926,0.0,1.248367453854371e-07
1927,0.0,1.304459260609292e-07
1928,0.0,1.5767936645261216e-07
1929,0.0,1.3925507857948105e-07
1930,2.100720708497761e-09,1.6175549433228298e-07
1931,0.0,1.7678303265711293e-07
1932,0.0,2.180947831220692e-07
1933,0.0,1.6976579786387447e-07
1934,2.3963160344919743e-09,1.413826424823128e-07
1935,0.0,1.9987034249879798e-07
1936,0.0,2.8856820222245005e-07
1937,0.0,1.8760765385650302e-07
1938,0.0,2.1781559667033434e-07
1939,0.0,1.9729324662876024e-07
1940,0.0,1.0143131845552489e-07
1941,0.0,1.0625409174735978e-07
1942,0.0,6.371844563091145e-08
1943,0.0,1.6548440839869727e-07
1944,0.0,1.5101974781828176e-07
1945,0.0,1.4160276862185128e-07
1946,0.0,7.9350293447078e-08
1947,0.0,9.179070303844128e-08
1948,2.174377566888097e-09,1.0871887923258328e-07
1949,2.945102384188658e-09,1.3351130689898127e-07
1950,0.0,1.4783152835207147e-07
1951,1.0661401761424827e-09,1.4179664731273078e-07
1952,0.0,1.5606309489157866e-07
1953,0.0,1.7022647114117717e-07
1954,0.0,1.3681550115052232e-07
1955,9.385607846468247e-10,1.4547691762345494e-07
1956,0.0,1.3256135389383417e-07
1957,1.7670075402875796e-09,1.3075856486466364e-07
1958,1.6544486891589827e-09,1.5138205355924583e-07
1959,7.750747821333448e-10,1.3486301497778186e-07
1960,0.0,1.5779500017742976e-07
1961,1.3896318540318475e-09,1.2854094677550165e-07
1962,6.341956404476434e-10,1.6552506565403746e-07
1963,0.0,1.2220840517329634e-07
1964,1.8251904432275978e-09,1.3688928390820365e-07
1965,0.0,1.493867785029579e-07
1966,5.539074754423723e-10,1.213057316817867e-07
1967,9.860671168482327e-10,1.0057884480829671e-07
1968,8.982831700699023e-10,1.0285342000315723e-07
1969,2.7250546263957176e-09,1.021895528197092e-07
1970,9.197450023812337e-10,1.0393118543561286e-07
1971,0.0,1.192108243230905e-07
1972,1.0260293725750103e-09,1.0106388970143598e-07
1973,0.0,1.1081539952328967e-07
1974,1.1251143350321513e-09,1.1644933550769565e-07
1975,5.711480177694739e-10,1.090892709498803e-07
1976,1.7140580066410394e-09,9.313048821013581e-08
1977,0.0,8.932708084330443e-08
1978,0.0,6.891085746474346e-08
1979,1.1703946700691858e-09,7.72460495568339e-08
1980,0.0,8.186616895500265e-08
1981,0.0,6.70508271127801e-08
1982,0.0,9.93200330867694e-08
1983,0.0,6.125856799599205e-08
1984,5.799008495621649e-10,5.219107634957254e-08
1985,1.8046674155058895e-09,6.256180284935908e-08
1986,5.994485463567401e-10,5.634816346855587e-08
1987,6.110816852533674e-10,4.5831125561335284e-08
1988,1.1993107618124554e-09,3.897759981441595e-08
1989,1.0976244357863152e-09,4.445378820605583e-08
1990,0.0,3.7595690116631886e-08
1991,5.861465202094962e-10,4.10302547493302e-08
1992,0.0,4.022259147973273e-08
1993,5.539207426075166e-10,2.9911721100006616e-08
1994,0.0,3.850696472795789e-08
1995,5.422450821690461e-10,4.175286960617086e-08
1996,3.736664311304594e-09,4.2704737523990843e-08
1997,1.438468344439059e-09,4.075660342550691e-08
1998,4.768129224785866e-10,4.625085381348981e-08
1999,2.7421207526856506e-09,4.981519197144735e-08
2000,0.0,4.7272937564457607e-08
2001,0.0,5.126017654788484e-08
2002,2.1906108038649563e-09,4.337409365007261e-08
2003,2.5001538617175356e-09,4.4169382817926817e-08
2004,0.0,4.404791198453495e-08
2005,1.3511248786457486e-09,3.557962102718193e-08
2006,8.235779835885637e-10,3.459027553276428e-08
2007,1.1983438685803094e-09,4.0344243501522215e-08
2008,2.1287198670449925e-09,2.7673358715674112e-08
2009,9.53638501499654e-10,2.813233557219519e-08
2010,2.3618964561933353e-09,5.71578944175144e-08
2011,1.529588788962144e-09,2.2943831723409858e-08
2012,2.0425516833455504e-09,1.6680838044180746e-08
2013,5.578250084070646e-10,2.147626254611623e-08
2014,1.2992671383216248e-09,1.9705550968751595e-08
2015,2.438232948875907e-09,2.105746688130239e-08
2016,4.1426800878596737e-10,2.7755955755992545e-08
2017,3.2702947017071438e-09,1.8867085671558925e-08
2018,1.290733298020541e-09,3.717311969353432e-08
2019,5.1019755087367e-10,1.5050828139351324e-08
