year,voudrais_VERB ôter_VERB,voudrais_VERB noter_VERB
1886,6.453463874400711e-10,7.098810428374236e-09
1887,6.528924623161458e-10,2.6115698492645834e-09
1888,5.07249175996094e-09,4.4384300679212174e-09
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,6.554386478008212e-10,1.9663159989136147e-08
1891,4.461953917456185e-09,5.099376032546843e-09
1892,3.761107425503951e-09,5.014809900671935e-09
1893,8.005941687372342e-09,1.847525021858587e-09
1894,0.0,5.671385139294216e-09
1895,4.213029924926559e-09,1.8055843487019274e-09
1896,5.89702897624278e-10,1.2383760683576384e-08
1897,5.2440420894583895e-09,1.1070755867592652e-08
1898,5.6583548957434e-10,7.921697076085366e-09
1899,0.0,1.879376654301268e-08
1900,2.07642125715779e-09,6.22926377147337e-09
1901,2.235495566438317e-09,1.2295225282343836e-08
1902,4.419255628107521e-09,8.838511256215043e-09
1903,0.0,4.860198465905796e-09
1904,2.1498500757388683e-09,2.1498500757388683e-09
1905,4.64468330463319e-09,8.773290538499623e-09
1906,4.115347618238729e-09,7.201858220895474e-09
1907,0.0,9.771402353919711e-09
1908,4.911389073214423e-10,8.349361202419914e-09
1909,2.2003934230241384e-09,1.5402754627302784e-08
1910,9.085056262847502e-09,9.085056262847502e-09
1911,0.0,1.5961122201701983e-08
1912,5.209421227725386e-10,2.0837684910901544e-09
1913,5.30298971401777e-10,6.893886794756554e-09
1914,0.0,1.0714789944188396e-08
1915,0.0,3.7698438148936475e-08
1916,0.0,1.648119329900055e-08
1917,7.676496771580332e-09,1.7546279096336548e-08
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,0.0,7.366278698128781e-09
1920,7.572231730534895e-09,1.1358347151713133e-08
1921,5.300923255902035e-09,1.1359120755116692e-08
1922,0.0,1.8444838545406128e-08
1923,0.0,1.5923921736771263e-08
1924,3.867487219366694e-09,1.804827398643738e-08
1925,3.299453377181294e-09,1.8696901804560184e-08
1926,0.0,2.229227646921572e-08
1927,7.804457524684949e-09,2.8987985345452216e-08
1928,2.2852082448565625e-09,1.1426041446327417e-08
1929,5.570202965543558e-09,2.6736975300423182e-08
1930,1.0503603542488804e-09,1.470504518152893e-08
1931,4.5621426636444085e-09,1.710803587684495e-08
1932,3.287861094491973e-09,1.3151444377967891e-08
1933,0.0,2.6382522833046096e-08
1934,0.0,2.6359476379411717e-08
1935,2.393656828303392e-09,2.154291145473053e-08
1936,1.2124714565686645e-09,2.7886843056990074e-08
1937,0.0,1.2591118370153254e-08
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,1.5294050470515685e-09,4.5882153187903896e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,2.066051862925633e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,2.3963544037997053e-08
1946,0.0,2.227376683094917e-08
1947,2.3841741914054637e-09,2.622591566137089e-08
1948,2.174377566888097e-09,3.370285384107774e-08
1949,0.0,1.47255123650325e-08
1950,3.190608444114673e-09,2.1270722072586068e-08
1951,0.0,1.7058242818279723e-08
1952,0.0,1.4762725264461096e-08
1953,1.0773827385790469e-09,2.693456835345387e-08
1954,0.0,1.4658803948464083e-08
1955,2.815682353940474e-09,2.5341140741375057e-08
1956,0.0,2.8779767902165077e-08
1957,0.0,3.180613461495341e-08
1958,8.272243445794913e-10,2.5643954515430778e-08
1959,7.750747821333448e-10,3.100299039715537e-08
1960,6.2287499602575735e-09,3.18358317485945e-08
1961,2.779263708063695e-09,2.501337270643944e-08
1962,1.2683912808952869e-09,7.610347907416326e-09
1963,6.466053248388448e-10,1.2932106940866106e-08
1964,6.083968329129164e-10,3.711220841751128e-08
1965,1.6416130677043839e-09,2.407699106754535e-08
1966,1.6617224263271169e-09,2.658755882123387e-08
1967,1.9721342336964653e-09,2.9088980113556318e-08
1968,2.245707841908029e-09,2.8745061442236874e-08
1969,9.083515606356229e-10,1.862120768691966e-08
1970,6.438214850135182e-09,2.0234390163409444e-08
1971,1.0276794970565106e-09,2.209510974182649e-08
1972,5.130146862875051e-10,2.3085661382538092e-08
1973,3.3079223804577396e-09,2.260413545229767e-08
1974,5.625571675160757e-10,2.981553137715309e-08
1975,1.1422960355389478e-09,3.3126585918807905e-08
1976,2.285410749536254e-09,2.6853577139718254e-08
1977,0.0,2.056873604772136e-08
1978,2.3762365408686037e-09,2.4356424432880885e-08
1979,5.266775904289034e-09,2.0481905949054635e-08
1980,2.2740602734216964e-09,2.3309118191150446e-08
1981,6.325549528618524e-10,1.707898356073656e-08
1982,3.1037510339615437e-09,5.835052263591933e-08
1983,6.315316047889041e-10,3.536576898000021e-08
1984,5.799008495621649e-10,3.36342509399401e-08
1985,6.015558051686298e-10,2.6468455871508922e-08
1986,1.7983456945813714e-09,1.7384007122700496e-08
1987,2.4443267410134695e-09,1.8943532964499354e-08
1988,2.398621523624911e-09,3.2981045450242163e-08
1989,2.7440609784434855e-09,2.798942233539492e-08
1990,5.44865097484859e-10,2.397406362319998e-08
1991,1.1722930404189924e-09,3.106576684785978e-08
1992,1.1019888335184191e-09,3.195767561692264e-08
1993,5.539207426075166e-10,2.1048988330107932e-08
1994,3.164955852952289e-09,1.318731612798274e-08
1995,3.253470381991974e-09,1.843633334885908e-08
1996,0.0,1.868332333287981e-08
1997,1.917957792585412e-09,1.5343662340683295e-08
1998,9.536258449571733e-10,1.621164003040576e-08
1999,1.8280804647829996e-09,1.7823785114501334e-08
2000,4.4180314962005696e-10,1.767212509662386e-08
2001,8.762423564512289e-10,1.840108865280854e-08
2002,3.504977197366088e-09,1.5772396722013582e-08
2003,1.6667691671301554e-09,2.4584844382502524e-08
2004,4.404791253964646e-10,1.5416770082765652e-08
2005,2.251874686720612e-09,1.170974872621855e-08
2006,8.235779835885637e-10,1.93540827808647e-08
2007,7.988958938831558e-10,1.1983438241713884e-08
2008,1.7029758714315335e-09,1.2772319202269955e-08
2009,1.907277002999308e-09,7.1522885392028e-09
2010,9.447586046817946e-10,9.919965293647692e-09
2011,1.1471915639660324e-09,3.4415748029203996e-09
2012,1.0212758416727752e-09,5.7872298064864935e-09
2013,2.2313000336282585e-09,9.483025031897796e-09
2014,2.165445156521173e-09,6.9294245896855955e-09
2015,1.5516027351836215e-09,7.536356427806368e-09
2016,2.0713399884186856e-09,7.042556315894899e-09
2017,1.509366853724714e-09,4.779661555431858e-09
2018,2.323319980845895e-09,8.518839855753413e-09
2019,2.2958890344426663e-09,5.101975730781305e-09
