year,veux_VERB être_VERB,veux_VERB etre_VERB,veux_VERB naître_VERB
1891,7.50883145883563e-07,6.374220040683554e-10,6.374220040683554e-10
1892,6.688502480756142e-07,6.268512375839919e-10,0.0
1893,6.669565095762664e-07,1.2316833108982905e-09,0.0
1894,6.282634785748087e-07,1.8904617871129403e-09,0.0
1895,6.909369290042378e-07,1.2037228991346183e-09,0.0
1896,7.353594924097706e-07,1.7691086373616827e-09,0.0
1897,5.78009974105953e-07,0.0,5.826713556089658e-10
1898,7.163477562244225e-07,2.26334195829736e-09,5.6583548957434e-10
1899,7.517506901422166e-07,5.527578395003729e-10,0.0
1900,7.251901479321532e-07,2.595526460424935e-09,0.0
1901,6.169967718960834e-07,1.1177477832191585e-09,0.0
1902,5.828507028127206e-07,9.820567692386817e-10,4.910283846193408e-10
1903,6.485664698629989e-07,0.0,0.0
1904,7.142876938814879e-07,0.0,0.0
1905,6.812201718275901e-07,1.5482277682110634e-09,0.0
1906,6.6514303398435e-07,0.0,0.0
1907,7.477694339286245e-07,1.5428529565042481e-09,0.0
1908,7.052754540382011e-07,9.822778146428846e-10,4.911389073214423e-10
1909,7.855404646761599e-07,5.500983557560346e-10,0.0
1910,7.567317084067327e-07,1.6032452032632705e-09,0.0
1911,6.581302613994922e-07,2.128149656499545e-09,0.0
1912,7.6005454729966e-07,0.0,0.0
1913,8.352208737960609e-07,0.0,5.30298971401777e-10
1914,8.14993711628631e-07,0.0,0.0
1915,5.159973852641997e-07,3.534228465440492e-09,0.0
1916,6.537540002682363e-07,0.0,0.0
1917,5.998634264869906e-07,0.0,0.0
1918,7.454657975358714e-07,1.2635013924011673e-08,8.040463406189247e-09
1919,7.909541750450444e-07,9.207848372660976e-10,0.0
1920,6.852869773865677e-07,1.514446346106979e-09,0.0
1921,6.611008416257391e-07,7.572747429129834e-10,1.5145494858259667e-09
1922,7.134463544389291e-07,7.377935484775833e-10,7.377935484775833e-10
1923,7.961961046021315e-07,1.0615948120573648e-09,0.0
1924,8.263531299235183e-07,1.289162443462999e-09,2.578324886925998e-09
1925,9.480429525865475e-07,1.0998177923937646e-09,0.0
1926,7.690835559515108e-07,2.229227691330493e-09,0.0
1927,9.83361587714171e-07,1.1149224876660924e-09,0.0
1928,8.683791179464606e-07,9.140832868403947e-09,1.1426041224282812e-09
1929,8.388726087105169e-07,1.1140406375176326e-09,1.1140406375176326e-09
1930,7.993242547854607e-07,2.100720708497761e-09,0.0
1931,6.386999871210719e-07,1.1405356659111021e-09,0.0
1932,7.715513561379339e-07,2.1919073223131136e-09,0.0
1933,6.80210291648109e-07,0.0,0.0
1934,7.548395615231129e-07,1.1981580172459871e-09,1.1981580172459871e-09
1935,6.869794901831483e-07,3.590485242455088e-09,2.393656828303392e-09
1936,6.995960575295612e-07,9.699771652549316e-09,0.0
1937,5.980780883874104e-07,0.0,1.2591118148108649e-09
1938,6.015859526087297e-07,3.8895642262559704e-09,1.2965214457594243e-09
1939,6.239972663024673e-07,1.5294050470515685e-09,0.0
1940,4.894060907645326e-07,0.0,0.0
1941,7.142636491153098e-07,2.9515025978810172e-09,0.0
1942,7.767582133055839e-07,0.0,0.0
1943,7.693573138567444e-07,2.9032352077962287e-09,0.0
1944,9.800218094824231e-07,3.2131861615880553e-09,0.0
1945,8.125820158966235e-07,8.714016175304096e-09,0.0
1946,1.0162406169911264e-06,2.7842208538686464e-09,0.0
1947,1.0156581993214786e-06,1.1920870957027319e-09,0.0
1948,1.007824039334082e-06,2.174377566888097e-09,1.0871887834440486e-09
1949,7.784887543493824e-07,0.0,9.817008317369869e-10
1950,9.31657666569663e-07,0.0,2.1270722960764488e-09
1951,9.168805377157696e-07,1.0661401761424827e-09,0.0
1952,7.771520245114516e-07,0.0,4.2179215675730575e-09
1953,7.293880912584427e-07,0.0,2.1547654771580937e-09
1954,8.140522709254583e-07,2.9317608341017376e-09,0.0
1955,8.212406896745961e-07,0.0,0.0
1956,9.270573286812578e-07,0.0,4.360570571293465e-09
1957,7.757163302812842e-07,1.7670075402875796e-09,1.7670075402875796e-09
1958,7.486380582122365e-07,8.272243445794913e-10,8.272243445794913e-10
1959,8.138285352288221e-07,3.8753737996444215e-09,3.100299128533379e-09
1960,8.498783472532523e-07,0.0,6.920833350854139e-10
1961,7.830575441403198e-07,1.3896318540318475e-09,0.0
1962,8.63774459958222e-07,1.2683912808952869e-09,1.9025869768540815e-09
1963,8.670977535985003e-07,0.0,0.0
1964,8.286364732157381e-07,6.083968329129164e-10,1.2167936658258327e-09
1965,7.649916824448155e-07,2.188817349590977e-09,1.0944086747954884e-09
1966,8.125822432702989e-07,1.1078149508847446e-09,0.0
1967,9.200006161336205e-07,4.930335584241163e-10,4.930335695263466e-09
1968,8.452844895145972e-07,2.245707925174756e-09,1.3474247273492779e-09
1969,7.46664966300159e-07,4.995933389206897e-09,1.8167031212712459e-09
1970,7.845424647712207e-07,1.8394900047624674e-09,3.6789800095249348e-09
1971,8.283096804007073e-07,2.0553589941130213e-09,3.5968783507200897e-09
1972,6.484505661319417e-07,5.130146973897354e-09,0.0
1973,6.913557513144042e-07,1.102640756478479e-09,5.513203782392395e-10
1974,4.657973420307826e-07,1.6876715580593782e-09,5.625571675160757e-10
1975,5.585827693721512e-07,1.1422960355389478e-09,1.1422960355389478e-09
1976,6.839091497568006e-07,1.142705374768127e-09,1.142705374768127e-09
1977,5.994317575641617e-07,1.7630346071939584e-09,2.3507127355770763e-09
1978,6.504947691610141e-07,1.7821774056514528e-09,5.346532105932056e-09
1979,7.080887485244602e-07,2.3407893401383717e-09,5.851973350345929e-10
1980,7.043901746328629e-07,1.1370301367108482e-09,5.116635559687666e-09
1981,6.445735039051215e-07,3.795329828193417e-09,2.5302198114474095e-09
1982,7.517285212088609e-07,6.207502289967692e-10,1.8622506869903077e-09
1983,7.275244229276723e-07,1.2630632095778083e-09,0.0
1984,6.958809990464943e-07,3.479405208395292e-09,1.1598016991243298e-09
1985,6.436646913243749e-07,1.804667348892508e-08,3.0077789148208467e-09
1986,7.684930096729659e-07,5.994485463567401e-10,2.997242676272549e-09
1987,6.929666369615006e-07,6.110816852533674e-10,1.8332451112712533e-09
1988,6.440298534471367e-07,0.0,1.798966087207532e-09
1989,7.381524369520776e-07,3.2928733073589456e-09,2.7440609784434855e-09
1990,6.603764859391958e-07,3.814055737905164e-09,0.0
1991,7.649211966054281e-07,1.1722930404189924e-09,4.68917216167597e-09
1992,6.711111950608029e-07,5.5099441120809445e-09,1.1019888335184191e-09
1993,7.178812779784494e-07,3.877445031719162e-09,0.0
1994,7.268848776220693e-07,4.747434001473039e-09,2.1099706426497278e-09
1995,7.114255708984274e-07,1.626735190995987e-09,0.0
1996,6.998238859523553e-07,1.067618438099771e-09,2.135236876199542e-09
1997,6.89985313329089e-07,3.3564262480467733e-09,0.0
1998,7.075904022713075e-07,0.0,9.536258449571733e-10
1999,7.417436336254468e-07,9.140402323914998e-10,9.140402323914998e-10
2000,7.961292567415512e-07,5.3016375733960786e-09,8.836062992401139e-10
2001,7.82046299718786e-07,1.3143635069212678e-09,5.257454027685071e-09
2002,7.995729447429767e-07,2.6287329535357173e-09,2.6287327870022636e-09
2003,7.617135224791127e-07,1.2500769308587678e-09,8.333845835650777e-10
2004,8.752320468374819e-07,2.2023955992267474e-09,2.642874807889939e-09
2005,8.561627851122466e-07,3.1526248278623825e-09,4.5037495954858286e-10
2006,9.248780656889721e-07,2.4707338397433887e-09,0.0
2007,1.1695835837599589e-06,4.7933754743212376e-09,7.988958938831558e-10
2008,1.2474298500819714e-06,2.1287198670449925e-09,8.514879357157668e-10
2009,1.327941618001205e-06,1.430457752249481e-09,1.430457752249481e-09
2010,1.6013658523661434e-06,2.3618964561933353e-09,1.8895172093635892e-09
2011,1.900131678667094e-06,1.529588788962144e-09,1.1471915639660324e-09
2012,2.192338797613047e-06,1.0212758139171996e-09,3.744677901096338e-09
2013,2.395858473391854e-06,3.0680376017500066e-09,2.7891249310130206e-09
2014,2.703125119296601e-06,8.661780737106994e-10,1.0827225782605865e-09
2015,2.8573872441484127e-06,6.649726186358507e-10,2.21657536769726e-09
2016,3.048598273380776e-06,1.0356699942093428e-09,6.214020409345267e-10
2017,2.9701823223149404e-06,2.012489092040326e-09,2.515611330355938e-10
2018,3.3450646697019693e-06,1.0325866828253538e-09,3.614053500911041e-09
2019,3.483373802737333e-06,7.65296326310505e-10,1.2754939326953263e-09
