year,nombreux_ADJ airs_NOUN,nombreux_ADJ nerfs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,1.1702034896643454e-08
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,1.71256075987003e-08
1818,0.0,0.0
1819,0.0,9.315945348475907e-09
1820,0.0,1.3053129244156025e-08
1821,0.0,1.97229765852569e-09
1822,0.0,0.0
1823,0.0,7.906149512848515e-09
1824,0.0,2.5263338088166165e-09
1825,0.0,1.584979791857677e-08
1826,0.0,8.807984341885344e-10
1827,0.0,1.8434546111834038e-09
1828,0.0,7.337841001486822e-09
1829,0.0,3.429270423183084e-09
1830,0.0,4.174734336004349e-09
1831,0.0,2.182768810143898e-08
1832,0.0,1.352996914505411e-08
1833,1.1583628500844156e-09,1.2741991461950875e-08
1834,9.334530925997342e-10,6.534171426153534e-09
1835,0.0,6.050470346963266e-09
1836,0.0,6.048674894287842e-09
1837,0.0,8.349468672008697e-09
1838,0.0,3.1560809521380406e-09
1839,0.0,2.7965900706306e-09
1840,0.0,4.458782232319436e-09
1841,0.0,1.219904177673925e-08
1842,0.0,1.0062397137744483e-08
1843,0.0,1.4176587015413133e-08
1844,0.0,8.232841963717874e-09
1845,0.0,1.0602432709561072e-08
1846,1.1709002656346001e-09,4.0981511517657054e-09
1847,0.0,2.6966118227278457e-09
1848,0.0,1.6090443422100975e-09
1849,0.0,7.54147322368226e-09
1850,6.788996032014438e-10,7.467895635215882e-09
1851,6.449438760824933e-10,2.4507867735223954e-08
1852,0.0,1.9531636308300904e-09
1853,0.0,1.3735443005202796e-08
1854,3.117398783558656e-09,9.871762074453727e-09
1855,0.0,9.552486801567284e-09
1856,0.0,1.0354378687793542e-08
1857,0.0,7.322263684272912e-09
1858,4.893676019968041e-10,2.936205500958522e-09
1859,0.0,2.1387128512628806e-08
1860,4.57718396518203e-09,2.746310290291376e-09
1861,4.715963730639317e-10,8.960331143725853e-09
1862,0.0,4.066187830886747e-09
1863,1.4983863039219614e-09,9.989241656072068e-10
1864,0.0,7.1920918109924514e-09
1865,4.706844358715045e-10,5.177528628053096e-09
1866,6.3252967308358166e-09,2.1895258939252926e-08
1867,7.76449837758264e-09,1.455843445796745e-09
1868,6.915823469455518e-09,5.433861360870651e-09
1869,0.0,9.767038733343725e-09
1870,0.0,2.752343419842873e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,8.4662747923403e-09
1873,1.7958012854535355e-09,6.584604861359367e-09
1874,0.0,3.823749850084823e-08
1875,1.1443054281912168e-09,0.0
1876,3.02300739996042e-09,5.441413541973361e-09
1877,3.0924081073635534e-09,1.8554447978047506e-09
1878,1.3889904337816006e-08,1.9928991790152395e-08
1879,6.720257683667796e-09,9.774920428640144e-09
1880,2.5671385017744797e-09,1.1552122813895949e-08
1881,1.1156012114099667e-08,2.091752193678076e-08
1882,1.3310770263785798e-09,2.994923420374107e-08
1883,4.423537092179686e-09,1.64302811356265e-08
1884,1.9805090900604227e-09,3.762967182296961e-08
1885,5.156508553483263e-09,2.1915161241281567e-08
1886,1.936039106809062e-09,3.484870347847391e-08
1887,6.528924623161458e-10,4.243801043912754e-08
1888,0.0,9.510921827882157e-09
1889,8.771191772893872e-09,7.51816386923565e-09
1890,7.209825181320184e-09,9.831579994568074e-09
1891,0.0,1.6572972327821844e-08
1892,1.8805537127519756e-09,1.2537024751679837e-08
1893,4.310891643655168e-09,2.586534897375259e-08
1894,0.0,1.1972924873759894e-08
1895,2.768562623600701e-08,7.824199066419624e-09
1896,4.1279202278587945e-09,9.435246361988447e-09
1897,4.311768009301886e-08,2.680288169187861e-08
1898,1.13167097914868e-09,1.584339415217073e-08
1899,2.7637891975018647e-08,1.1607914629507832e-08
1900,6.748368974740515e-09,2.28406342728249e-08
1901,5.9240633731860726e-08,1.4530721514915967e-08
1902,1.9641135384773634e-09,1.7677022512430085e-08
1903,2.1060859722865644e-08,1.7280704867062013e-08
1904,1.0749250378694342e-08,8.599400302955473e-09
1905,1.3417973399043603e-08,2.580379465655369e-09
1906,4.629765903985117e-09,1.1317205839134203e-08
1907,1.4399961223432456e-08,9.771402353919711e-09
1908,1.5225305460830896e-08,2.4556945366072114e-09
1909,4.400786846048277e-09,1.4302557360679202e-08
1910,1.0153886620400954e-08,1.1222716089775986e-08
1911,5.3203743632934675e-09,9.576673676292558e-09
1912,1.2502610502451716e-08,4.167536982180309e-09
1913,1.4318072061314524e-08,3.71209285532359e-09
1914,2.1429579888376793e-08,9.37544086809794e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,0.0,1.4283700444650549e-08
1917,3.289927441585405e-09,0.0
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,6.815008557481406e-09,1.741613253614105e-08
1921,1.438822039290244e-08,3.7863738810983705e-09
1922,1.2542490601674672e-08,5.902348387820666e-09
1923,5.307974060286824e-09,4.246379248229459e-09
1924,7.734974438733389e-09,9.02413699321869e-09
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,4.4596899506643695e-09,1.7838759802657478e-08
1928,1.1426041446327417e-08,1.7139061725401916e-08
1929,7.798284684668033e-09,1.1140405931087116e-08
1930,1.05036033204442e-08,2.10072066408884e-08
1931,1.4826963656844327e-08,5.7026783295555106e-09
1932,5.4797681947604815e-09,1.4247397928102146e-08
1933,6.882397318719313e-09,5.735331320977366e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,0.0,2.154291145473053e-08
1936,7.274828739411987e-09,9.699771652549316e-09
1937,8.813782592653752e-09,7.554670666820584e-09
1938,6.482607339819424e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,0.0,1.7750480196809804e-08
1941,1.4757512545315876e-08,2.9515025090631752e-08
1942,0.0,6.068423541449874e-09
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,8.714016175304096e-09,1.9606536838523425e-08
1946,6.960552134671616e-09,1.5313215584455975e-08
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,5.435944139264848e-09,3.261566305923225e-08
1949,3.9268033269479474e-09,2.3560819073509265e-08
1950,1.2762433776458693e-08,4.2541445921528975e-09
1951,7.462981344019681e-09,1.1727541604500402e-08
1952,5.272402070488624e-09,1.5817205323287453e-08
1953,1.4005975934594517e-08,7.54167928107563e-09
1954,1.172704333640695e-08,2.9317608341017376e-09
1955,1.595553378308523e-08,9.385607846468247e-09
1956,8.72114114258693e-09,9.593255967388359e-09
1957,2.47381048978923e-08,1.0602045463770082e-08
1958,7.445019267748876e-09,4.1361216673863055e-09
1959,1.3951345856355601e-08,6.200598257066758e-09
1960,1.9378333604436193e-08,4.844583401109048e-09
1961,9.72742331128984e-09,1.042223907177231e-08
1962,7.610347907416326e-09,5.0735651235811474e-09
1963,1.0345685197421517e-08,1.2932106940866106e-08
1964,4.867174663303331e-09,7.300761772910391e-09
1965,1.4227312661319047e-08,3.2832261354087677e-09
1966,3.3234448526542337e-09,5.539074976468328e-09
1967,5.916402479044791e-09,3.451234853457663e-09
1968,7.635406973349745e-09,6.737123747768692e-09
1969,3.1792304344691047e-09,5.450109252791435e-09
1970,6.438214850135182e-09,2.2993624781975086e-09
1971,5.138397263237948e-09,2.0553589941130213e-09
1972,1.2312352026810913e-08,2.565073486948677e-09
1973,4.410563025913916e-09,6.615844760915479e-09
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,3.4268881066168433e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,1.142705374768127e-09
1977,7.052138428775834e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,1.2289143924704149e-08,1.1703946700691858e-09
1980,7.95921106799824e-09,1.7055452605774235e-09
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,9.311253101884631e-09,0.0
1983,6.946847541655643e-09,3.157658134966823e-09
1984,7.538710988796993e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,0.0
1986,1.498621315931814e-08,1.7983456945813714e-09
1987,1.4665960890170027e-08,6.110816852533674e-10
1988,7.195864348830128e-09,1.1993107618124554e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,8.717841559757744e-09,5.44865097484859e-10
1991,1.1722930182145319e-08,1.1722930404189924e-09
1992,1.0468894195980738e-08,1.1019888335184191e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,1.0549853435293244e-08,1.5824779264761446e-09
1995,1.4098372247417501e-08,1.0844901643380922e-09
1996,1.3879040139386234e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,9.58978896292706e-10
1998,1.2873949017944142e-08,1.9072516899143466e-09
1999,1.1425503210205079e-08,1.3710603763428253e-09
2000,1.4579503826439577e-08,2.6508188977203417e-09
2001,1.1829271784336015e-08,1.3143635069212678e-09
2002,8.324320788233308e-09,3.066854992184176e-09
2003,9.167230530238157e-09,1.6667691671301554e-09
2004,1.4535810777260849e-08,3.9643119897903034e-09
2005,1.0358624180639708e-08,4.053374524914943e-09
2006,1.070651389767363e-08,7.000412693969338e-09
2007,1.2382886716011399e-08,2.3966877371606188e-09
2008,6.3861596011349775e-09,5.5346713878634546e-09
2009,1.0966842545201416e-08,3.814554005998616e-09
2010,1.1809482280966677e-08,9.447585824773341e-09
2011,1.414869643667771e-08,8.795135286732148e-09
2012,6.808505315092361e-09,1.05531832161887e-08
2013,6.136075203500013e-09,5.578249862026041e-09
2014,6.712880029624557e-09,5.846701789380404e-09
2015,9.97458915463767e-09,1.0417904761084174e-08
2016,3.72841224560716e-09,3.72841224560716e-09
2017,5.282783988036499e-09,3.5218559180094644e-09
2018,5.421080029321956e-09,6.711813327342497e-09
2019,5.3570743396846865e-09,5.101975730781305e-09
