year,divers_DET airs_NOUN,divers_DET nerfs_NOUN
1872,6.047339518033823e-09,7.256807155187062e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,3.5847653734322193e-09,7.169530746864439e-09
1875,9.154443425529735e-09,1.2015206607429718e-08
1876,4.836811839936672e-09,0.0
1877,4.9478527941460015e-09,9.27722432209066e-09
1878,5.435179861734696e-09,3.019544281279707e-09
1879,4.27652757650776e-09,1.0996785704264767e-08
1880,2.5671385017744797e-09,4.492492600149944e-09
1881,1.1853263259808955e-08,6.2752567586699115e-09
1882,3.3276925659464496e-09,1.3310770263785798e-09
1883,6.319338941018771e-10,6.319338941018771e-10
1884,1.3203393933736152e-09,3.300848483434038e-09
1885,1.2891271383708158e-09,1.2246707647989297e-08
1886,1.2906927748801422e-09,1.0325542199041138e-08
1887,6.528924623161458e-10,5.223139698529167e-09
1888,1.9021844099853524e-09,6.340614699951175e-09
1889,3.759081934617825e-09,4.385595886446936e-09
1890,5.243509182406569e-09,5.243509182406569e-09
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,6.268512375839919e-09,2.5074049503359674e-09
1893,5.542574843531156e-09,7.390100087434348e-09
1894,5.041231432301174e-09,2.520615716150587e-09
1895,4.213029924926559e-09,6.6204757231957956e-09
1896,5.89702897624278e-10,2.358811590497112e-09
1897,6.992056267307589e-09,9.322741689743452e-09
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,5.527578395003729e-10,7.738609753005221e-09
1900,1.2977633190303095e-08,4.1528426253378825e-09
1901,7.265360757457984e-09,5.029865024486213e-09
1902,2.9461704187383475e-09,5.4013122863239005e-09
1903,1.6200660812870638e-09,7.020286574288548e-09
1904,5.374625189347171e-09,9.13686282189019e-09
1905,6.708986699521802e-09,5.676834835544042e-09
1906,8.745113966313056e-09,8.230695014432854e-09
1907,2.057137349353866e-09,2.057137349353866e-09
1908,2.9468334439286537e-09,3.929111258571538e-09
1909,4.950885035270858e-09,6.0510818578052294e-09
1910,8.01622590529405e-09,8.01622590529405e-09
1911,9.576673676292558e-09,7.448523575703803e-09
1912,4.167536982180309e-09,3.646594803896619e-09
1913,9.015082902408267e-09,7.954484182448596e-09
1914,0.0,1.1384464038144415e-08
1915,0.0,4.712304768617059e-09
1916,1.0987462051303964e-09,0.0
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,0.0,8.040463406189247e-09
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,8.329454459499175e-09,3.786115865267448e-09
1921,0.0,4.543648568500203e-09
1922,1.4755870969551665e-09,8.115729421831475e-09
1923,1.3800733000834953e-08,9.554353752605493e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,0.0,1.0998177923937646e-09
1926,2.229227691330493e-09,7.802296586589819e-09
1927,0.0,3.3447675740205796e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,1.4482528065684619e-08
1930,1.0503603542488804e-09,1.0503603875555712e-08
1931,0.0,0.0
1932,1.0959536611565568e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,1.196828414151696e-08
1936,4.849885826274658e-09,1.9399543305098632e-08
1937,0.0,1.2591118370153254e-08
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,2.0322646676618206e-08
1944,3.2131861615880553e-09,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,1.7395020535104777e-08
1949,4.908504269707237e-09,7.853606542873592e-09
1950,5.317680518146517e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,5.272402070488624e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,1.2209598665435806e-08
1957,8.835037701437898e-10,1.236905244894615e-08
1958,2.4816730892496253e-09,8.272243334772611e-09
1959,2.325224457422337e-09,6.200598257066758e-09
1960,2.076250060767393e-09,4.844583401109048e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,0.0,2.5864212993553792e-09
1964,3.041984220075733e-09,6.083968329129164e-10
1965,0.0,5.472043373977442e-10
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,2.465167847631733e-09,4.930335584241163e-10
1968,5.838840522187638e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,6.438214850135182e-09,9.197450023812337e-10
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,9.747279428040656e-09,1.5390440033513642e-09
1973,2.205281512956958e-09,7.718485517393958e-09
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,2.8557400888473694e-09,0.0
1976,0.0,0.0
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,0.0
1979,2.925986564150662e-09,5.851973350345929e-10
1980,0.0,3.411090521154847e-09
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,0.0
1985,1.8046674155058895e-09,0.0
1986,0.0,0.0
1987,1.2221633705067347e-09,0.0
1988,5.996553809062277e-10,2.398621523624911e-09
1989,3.841685636274406e-09,0.0
1990,4.358920779878872e-09,0.0
1991,1.7584396161396398e-09,1.7584395606284886e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,5.539207426075166e-10,5.539207426075166e-10
1994,3.6924485691258724e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,1.917957792585412e-09,0.0
1998,9.536258449571733e-10,1.43043876743576e-09
1999,1.3710603763428253e-09,0.0
2000,1.3254094488601709e-09,0.0
2001,3.943090742808408e-09,0.0
2002,1.752488598683044e-09,0.0
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,1.7619165015858584e-09,0.0
2005,0.0,1.3511248786457486e-09
2006,4.529678854225949e-09,8.235779835885637e-10
2007,2.7961355453243186e-09,0.0
2008,7.2376473703172906e-09,4.257439678578834e-10
2009,1.907277002999308e-09,9.53638501499654e-10
2010,9.447586046817946e-10,0.0
2011,1.911985902935953e-09,1.91198598620268e-09
2012,1.3617010852229328e-09,3.404252713057332e-10
2013,1.1156500168141292e-09,1.1156500168141292e-09
2014,1.2992671383216248e-09,4.330890368553497e-10
2015,4.433150790905671e-10,4.433150790905671e-10
2016,1.86420612280358e-09,2.0713400439298368e-10
2017,7.54683426862357e-10,7.54683426862357e-10
2018,1.0325866828253538e-09,5.162933414126769e-10
2019,2.5509878653906526e-09,1.02039510174734e-09
