year,mes_DET os_NOUN,mes_DET noces_NOUN
1897,2.1558840201940654e-07,2.913356778044829e-08
1898,1.9238406778754324e-07,3.734514397724098e-08
1899,2.0894246688385465e-07,4.8089933812889285e-08
1900,2.3152097750056555e-07,3.06272133210328e-08
1901,2.0343009143886093e-07,1.7325090695408107e-08
1902,1.5320086110826026e-07,2.65155325473998e-08
1903,1.4202579756705802e-07,4.320176238969964e-08
1904,1.934865005992492e-07,2.956043854140944e-08
1905,1.6153176218836052e-07,2.99324030561543e-08
1906,1.774743725313499e-07,2.2119992670877053e-08
1907,1.825709374791984e-07,4.9371297050626595e-08
1908,1.9203531653744221e-07,5.549869630527837e-08
1909,1.9638511661312918e-07,4.125737562699072e-08
1910,2.212478373841975e-07,5.290709248484404e-08
1911,2.8197981771782565e-07,2.8730020806833068e-08
1912,2.536988157331166e-07,4.219631344337671e-08
1913,2.2007406696999965e-07,4.931780456240986e-08
1914,1.6072184561011227e-07,2.8795998752162433e-08
1915,8.717763566590264e-08,1.5314990164938536e-08
1916,1.8239186605484292e-07,5.7134801778602196e-08
1917,1.952023591655916e-07,7.347504160648555e-08
1918,2.1938978012059351e-07,3.675640414257941e-08
1919,2.0625580177124903e-07,3.775217966017763e-08
1920,2.1429415753004832e-07,3.407504323149624e-08
1921,1.7341592073449874e-07,4.619376092751537e-08
1922,3.7406131969675016e-07,4.795657915224183e-08
1923,3.5457267211214116e-07,5.201814579081088e-08
1924,2.9779652077621677e-07,9.281969315377836e-08
1925,2.485588250777937e-07,4.949180110180862e-08
1926,2.964872836130894e-07,5.127223767775746e-08
1927,2.8207538305125013e-07,5.017151261110797e-08
1928,2.525155209376351e-07,3.999114284169991e-08
1929,2.0386942978234401e-07,3.564929884625201e-08
1930,2.132231555762587e-07,3.571225148935042e-08
1931,1.8134517620893575e-07,2.6232321204133768e-08
1932,1.7206472069375423e-07,2.9590749517360848e-08
1933,2.1679551132081087e-07,5.1617980556528664e-08
1934,1.7253475093070847e-07,7.06913212411564e-08
1935,2.0705131209552974e-07,4.308582290946106e-08
1936,2.2794463561126577e-07,2.5461901476120374e-08
1937,1.8760766540282248e-07,2.5182236740306507e-08
1938,2.8393819384575636e-07,2.2040865133021725e-08
1939,1.559993201283305e-07,5.047036566452334e-08
1940,1.0650288118085882e-07,3.550096039361961e-08
1941,1.8299315529546334e-07,6.198155233505531e-08
1942,2.123948235066564e-07,7.888950648293758e-08
1943,3.3096880436289666e-07,3.774205836748479e-08
1944,3.1489223673020206e-07,6.105053529381621e-08
1945,3.224185878281105e-07,5.44626010956506e-08
1946,3.271459485532091e-07,4.872386583087973e-08
1947,3.93388727815136e-07,4.887557025767819e-08
1948,3.0658723026988355e-07,6.523132833891054e-08
1949,2.8076644742469625e-07,3.828633132751946e-08
1950,3.6904702938045375e-07,4.1477910883713776e-08
1951,2.846594315819573e-07,4.371174555650725e-08
1952,3.0896276292935454e-07,5.4832980267427445e-08
1953,2.467206456913118e-07,5.063698893525981e-08
1954,2.746082561344565e-07,6.058972301659082e-08
1955,2.6467414038222614e-07,5.349796472486901e-08
1956,3.2006590089395104e-07,4.971050771018781e-08
1957,2.6593463786639404e-07,5.035971356592839e-08
1958,2.762929263155911e-07,6.61779497312942e-08
1959,2.836773616010646e-07,4.650448792720141e-08
1960,2.7406499469861956e-07,7.059250295426978e-08
1961,2.9251751954006977e-07,3.335116527392046e-08
1962,2.968035452965978e-07,6.278537023618469e-08
1963,3.2653570336549365e-07,6.207410918612766e-08
1964,3.108907673521344e-07,5.232212874073383e-08
1965,3.0315120191914957e-07,3.6662689439914686e-08
1966,3.6557892713062756e-07,4.652822871431539e-08
1967,2.943410333244856e-07,6.015009379467529e-08
1968,3.202379392774901e-07,4.446501561394811e-08
1969,3.2518984660612205e-07,3.905911849511057e-08
1970,3.2512985193022814e-07,4.1848397774879587e-08
1971,2.980270599195478e-07,3.08303841345392e-08
1972,3.0883483859156513e-07,2.7189778595282377e-08
1973,2.624284869412463e-07,5.5683358368696645e-08
1974,2.418995843633809e-07,2.7002744262816236e-08
1975,3.04421902797003e-07,3.1413140977321063e-08
1976,2.3825406358923829e-07,3.428116251980029e-08
1977,2.785594652721102e-07,5.700478428183331e-08
1978,3.184156955882145e-07,5.584155760018916e-08
1979,2.762131439126847e-07,5.851973439163771e-08
1980,2.086450354710223e-07,4.8892295601010716e-08
1981,2.9413806323930203e-07,6.452060280492944e-08
1982,2.644396026596496e-07,3.0416761775953205e-08
1983,2.513495847011882e-07,3.094504807954479e-08
1984,2.5457646835036485e-07,3.7693555832163383e-08
1985,2.6588766477431136e-07,4.872602166194895e-08
1986,2.775446823477523e-07,3.2370220282018636e-08
1987,2.517656509937183e-07,2.7498676058446136e-08
1988,2.2187249548721866e-07,3.4180356101032316e-08
1989,2.7934540725027546e-07,4.5551414751265895e-08
1990,2.800606671016226e-07,3.705082818328265e-08
1991,2.2918328390630904e-07,5.1580893778435666e-08
1992,2.3802958093455118e-07,5.179347595252182e-08
1993,2.2433789759190859e-07,3.711269036532627e-08
1994,2.595264012583698e-07,3.850696445040214e-08
1995,2.754605148425071e-07,4.609083237294698e-08
1996,2.7384412248920853e-07,5.551616033550033e-08
1997,3.083117121605028e-07,5.130537106268207e-08
1998,3.390139742265319e-07,5.244942191673374e-08
1999,3.180860090878923e-07,6.94670559409083e-08
2000,3.45490065001286e-07,3.269343296086191e-08
2001,3.399820460714409e-07,3.198284542760277e-08
2002,3.027424142487689e-07,4.249784868459727e-08
2003,2.875176718930561e-07,3.958576721974083e-08
2004,2.7573993044427425e-07,3.700024811537084e-08
2005,2.931941054384879e-07,4.2335246419611394e-08
2006,2.841344102222365e-07,5.229720079213962e-08
2007,3.4672081916653497e-07,4.19420353170441e-08
2008,3.537932364849894e-07,4.725758148693693e-08
2009,3.771640297856038e-07,4.339055137414505e-08
2010,4.5395650971613577e-07,5.3378861164521396e-08
2011,5.632710937675256e-07,5.391800561582727e-08
2012,6.345526877282737e-07,9.021269692377487e-08
2013,7.257303273888738e-07,9.315677607091288e-08
2014,7.139472515405032e-07,9.549613295967152e-08
2015,7.425527321913705e-07,9.309616433306189e-08
2016,7.688814136486144e-07,1.0066712463618899e-07
2017,1.2452276507701754e-06,7.697770332271148e-08
2018,8.495606707015213e-07,9.887017315968194e-08
2019,8.163160849505857e-07,9.566204051125737e-08
