year,puissiez_VERB être_VERB,puissiez_VERB etre_VERB
1875,9.612165285943775e-08,5.721527140956084e-10
1876,9.310862481015647e-08,0.0
1877,7.545475710912797e-08,0.0
1878,5.737134145533673e-08,0.0
1879,6.964630472339195e-08,0.0
1880,7.059630746653056e-08,0.0
1881,7.669758161910067e-08,6.972507571312292e-10
1882,8.0530156765235e-08,6.655385131892899e-10
1883,8.088753844504026e-08,0.0
1884,6.733731083841121e-08,6.601696966868076e-10
1885,4.383032248256313e-08,0.0
1886,5.679048342699389e-08,0.0
1887,4.6355363991779086e-08,0.0
1888,6.404020780337305e-08,0.0
1889,4.1349903057152915e-08,0.0
1890,4.9813337454907014e-08,0.0
1891,3.952016314201501e-08,0.0
1892,5.0774950466347946e-08,0.0
1893,5.480990594719515e-08,0.0
1894,2.835692747282792e-08,0.0
1895,6.921406736637437e-08,0.0
1896,3.066455178668548e-08,0.0
1897,4.603103676004139e-08,0.0
1898,2.093591255913907e-08,0.0
1899,3.8693048765026106e-08,5.527578395003729e-10
1900,3.3741844873702576e-08,0.0
1901,3.073806453812722e-08,0.0
1902,4.3210498290591204e-08,0.0
1903,4.806195974538241e-08,0.0
1904,5.4283713524228006e-08,0.0
1905,6.502556715304308e-08,0.0
1906,3.9095802151223324e-08,1.0288369045596824e-09
1907,4.011417686911045e-08,0.0
1908,5.451641982290312e-08,4.911389073214423e-10
1909,4.015717891547865e-08,0.0
1910,5.557916793463846e-08,0.0
1911,3.1390207766435196e-08,1.0640748282497725e-09
1912,7.136907242966117e-08,0.0
1913,5.302989691813309e-08,0.0
1914,4.620753202289052e-08,0.0
1915,1.767114277129167e-08,0.0
1916,3.076489463182952e-08,0.0
1917,4.0575770299255964e-08,0.0
1918,3.101321510712296e-08,0.0
1919,1.749491218561161e-08,0.0
1920,3.7861159540852896e-08,0.0
1921,2.3475516641724425e-08,0.0
1922,3.9103056792555435e-08,0.0
1923,3.290944050604594e-08,0.0
1924,4.383152329978657e-08,0.0
1925,4.8391981977147225e-08,0.0
1926,6.35329868714507e-08,0.0
1927,3.2332753363562006e-08,0.0
1928,4.4561559775502246e-08,0.0
1929,2.2280811862174232e-08,0.0
1930,4.3064773080914165e-08,0.0
1931,4.790249619190945e-08,0.0
1932,4.164623845781534e-08,0.0
1933,2.408838994938378e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,4.787313656606784e-08,0.0
1936,4.122403041151301e-08,0.0
1937,5.666003133342201e-08,1.2591118148108649e-09
1938,4.2785206488815675e-08,0.0
1939,2.141167065872196e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211815133858e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.213186161588055e-08,0.0
1945,5.2284097051824574e-08,0.0
1946,3.7586982415405146e-08,0.0
1947,3.457052599742383e-08,0.0
1948,3.696441908118686e-08,0.0
1949,2.846932467548413e-08,9.817008317369869e-10
1950,4.4668517773516214e-08,0.0
1951,4.051332780363737e-08,0.0
1952,3.268889159357968e-08,1.0544803918932644e-09
1953,5.925604895651304e-08,0.0
1954,3.127211556375187e-08,0.0
1955,4.129667274810345e-08,0.0
1956,4.6222051963695776e-08,0.0
1957,3.0922631566454584e-08,0.0
1958,3.9706769427994004e-08,1.6544486891589827e-09
1959,5.425523497137874e-08,0.0
1960,5.1214165353030694e-08,0.0
1961,5.419564175213054e-08,1.3896318540318475e-09
1962,3.868593267952747e-08,6.341956404476434e-10
1963,3.297687101166957e-08,6.466053248388448e-10
1964,4.867174752121173e-08,0.0
1965,4.1040326692609597e-08,2.188817349590977e-09
1966,3.7665706997813686e-08,0.0
1967,4.6345153492666213e-08,0.0
1968,4.4015873612579526e-08,0.0
1969,3.724241537383932e-08,0.0
1970,3.127133041402885e-08,4.5987250119061684e-10
1971,4.213486093362917e-08,0.0
1972,4.771036543615992e-08,0.0
1973,2.0950174928202614e-08,0.0
1974,2.5315072704756858e-08,5.625571675160757e-10
1975,3.0270843609514486e-08,0.0
1976,2.971033907783749e-08,5.713526873840635e-10
1977,1.9981058585472056e-08,1.7630346071939584e-09
1978,3.801978465389766e-08,5.940591352171509e-10
1979,2.925986741786346e-08,0.0
1980,2.8994268319593175e-08,0.0
1981,2.340453342242199e-08,1.8976649140967083e-09
1982,3.41412622617554e-08,0.0
1983,2.084054351314535e-08,6.315316047889041e-10
1984,2.203623239438457e-08,0.0
1985,1.804667348892508e-08,0.0
1986,3.057187569766029e-08,0.0
1987,2.3832186002437084e-08,0.0
1988,2.6384837426007834e-08,0.0
1989,2.8538234886354985e-08,0.0
1990,2.3429199913493903e-08,0.0
1991,2.4618154625954958e-08,0.0
1992,1.652983172562017e-08,5.509944167592096e-10
1993,2.6588196533339215e-08,0.0
1994,3.586950114708998e-08,0.0
1995,2.4401028753118226e-08,0.0
1996,2.93595068256991e-08,5.338092190498855e-10
1997,2.3974472185273044e-08,0.0
1998,2.527108478034279e-08,0.0
1999,3.793266856177979e-08,0.0
2000,2.783359853708589e-08,0.0
2001,3.28590878950763e-08,0.0
2002,2.7601695151702188e-08,1.3143663935011318e-09
2003,3.166861262116072e-08,0.0
2004,3.03930605127789e-08,0.0
2005,2.612174831995162e-08,0.0
2006,3.211954080484247e-08,0.0
2007,3.5550868915379397e-08,0.0
2008,4.3000142113669426e-08,0.0
2009,4.529782771101054e-08,4.76819250749827e-10
2010,5.290648275035892e-08,0.0
2011,6.768430438341966e-08,0.0
2012,8.340418844454689e-08,0.0
2013,1.0570784070296213e-07,0.0
2014,9.094869568571085e-08,0.0
2015,9.13229030174989e-08,0.0
2016,9.611017759425522e-08,0.0
2017,7.848707639368513e-08,0.0
2018,1.1177750991464563e-07,2.5814667070633845e-10
2019,1.0203950751019875e-07,0.0
