year,voulez_VERB être_VERB,voulez_VERB etre_VERB
1877,4.0757936403679196e-07,1.2369631985365004e-09
1878,3.7140395647838886e-07,6.039088673581716e-10
1879,4.148231766976096e-07,6.10932526790009e-10
1880,4.1908535308721184e-07,1.2835692508872398e-09
1881,3.806989070653799e-07,2.7890030285249168e-09
1882,3.6072188436264696e-07,0.0
1883,3.639939336608222e-07,1.2638677882037541e-09
1884,3.24803494322623e-07,0.0
1885,2.5009066462189367e-07,1.2891271383708158e-09
1886,3.1170230840871227e-07,6.453463874400711e-10
1887,3.0490076596834115e-07,0.0
1888,3.182988450589619e-07,0.0
1889,2.750394969552872e-07,6.265136742733546e-10
1890,3.401726473839517e-07,0.0
1891,2.7281660663902585e-07,0.0
1892,2.294275560643655e-07,6.268512375839919e-10
1893,2.5742181719579094e-07,1.8475249663474358e-09
1894,2.596234196516889e-07,6.301539290376468e-10
1895,2.955139848381805e-07,1.2037228991346183e-09
1896,2.7539124403119786e-07,5.89702897624278e-10
1897,2.0276962686693878e-07,5.826713556089658e-10
1898,2.585868230653432e-07,0.0
1899,3.189412609572173e-07,0.0
1900,2.553998115217837e-07,0.0
1901,2.2913829411663755e-07,0.0
1902,2.553347542288975e-07,0.0
1903,2.694710019568447e-07,5.400220270956879e-10
1904,2.2788410092289269e-07,5.374625189347171e-10
1905,2.776488372546737e-07,5.160759042333041e-10
1906,2.453776062338875e-07,0.0
1907,2.699992762700276e-07,1.5428529565042481e-09
1908,2.632504561006499e-07,4.911389073214423e-10
1909,2.711985018777341e-07,1.1001967115120692e-09
1910,2.6774193884193664e-07,5.344150677544235e-10
1911,2.218596080183488e-07,1.0640748282497725e-09
1912,2.703689574445889e-07,1.5628263683176158e-09
1913,2.7363427079762914e-07,5.30298971401777e-10
1914,2.745665028669464e-07,6.696743715117748e-10
1915,2.0498525543644064e-07,0.0
1916,2.472178834977967e-07,0.0
1917,1.864292187292449e-07,0.0
1918,1.9641703374873032e-07,2.2972752589112133e-09
1919,2.0809737577565102e-07,0.0
1920,1.9384913230169332e-07,3.028892692213958e-09
1921,2.2718242576047487e-07,0.0
1922,2.0658220023506146e-07,0.0
1923,2.9300016990418953e-07,0.0
1924,2.2431426316416037e-07,0.0
1925,2.8045354838468484e-07,2.1996355847875293e-09
1926,3.0874804224367836e-07,0.0
1927,2.7984555117654963e-07,1.1149224876660924e-09
1928,1.9310009236050973e-07,0.0
1929,2.562293559549289e-07,1.1140406375176326e-09
1930,2.426332343929971e-07,1.0503603542488804e-09
1931,1.9046944998990512e-07,0.0
1932,1.8083235886479088e-07,0.0
1933,1.915600620350233e-07,0.0
1934,1.9889422731012019e-07,0.0
1935,1.9149254626427137e-07,0.0
1936,2.2551968470452266e-07,1.2124714565686645e-09
1937,1.6746187725402706e-07,1.2591118148108649e-09
1938,2.21705164449304e-07,1.2965214457594243e-09
1939,1.8964622938710818e-07,0.0
1940,1.4707541140523972e-07,0.0
1941,2.2136269706152234e-07,0.0
1942,1.9722376976005762e-07,0.0
1943,1.4225852851268428e-07,0.0
1944,1.9921753846574575e-07,0.0
1945,1.9388686212096218e-07,0.0
1946,2.4083510652417317e-07,0.0
1947,2.551066415890091e-07,0.0
1948,2.272224577382076e-07,0.0
1949,1.9143166696267144e-07,0.0
1950,2.1483430145963212e-07,0.0
1951,2.334846982421368e-07,1.0661401761424827e-09
1952,2.3304016849579057e-07,0.0
1953,2.1655392856700928e-07,0.0
1954,1.93496219935696e-07,0.0
1955,1.7738798874233908e-07,0.0
1956,2.1977277242513082e-07,8.72114158667614e-10
1957,1.4842864004549483e-07,8.835037701437898e-10
1958,1.6875377184533136e-07,8.272243445794913e-10
1959,1.6896630938845192e-07,2.3252243464000344e-09
1960,2.3254000325323432e-07,6.920833350854139e-10
1961,2.0636032616039302e-07,1.3896318540318475e-09
1962,1.978690420401108e-07,3.170978202238217e-09
1963,1.8234270271477726e-07,1.2932106496776896e-09
1964,2.415335416117159e-07,2.433587276140514e-09
1965,2.1450409803946968e-07,4.377634699181954e-09
1966,1.9996059563709423e-07,5.539074754423723e-10
1967,2.1200443711677508e-07,9.860671168482327e-10
1968,2.0570684000631445e-07,1.7965663401398047e-09
1969,2.593343708667817e-07,1.8167030935156703e-09
1970,2.115413479941708e-07,1.8394900047624674e-09
1971,2.486984271854453e-07,2.5691987426412766e-09
1972,2.1803124639063753e-07,1.5390440033513642e-09
1973,1.819357180465886e-07,5.513203782392395e-10
1974,1.5582833157168352e-07,5.625571675160757e-10
1975,1.6506177757946716e-07,0.0
1976,1.582646973474766e-07,5.713526873840635e-10
1977,1.5103329076282535e-07,0.0
1978,1.5089102589627146e-07,0.0
1979,1.7555919384903973e-07,2.3407893401383717e-09
1980,1.637323379100053e-07,5.685150683554241e-10
1981,1.3916208274622477e-07,1.2651099057237047e-09
1982,1.7318932066245907e-07,1.2415004579935385e-09
1983,1.6798740887224994e-07,1.2630632095778083e-09
1984,1.6759135235133726e-07,1.739702604197646e-09
1985,1.4858427732633572e-07,1.8046674155058895e-09
1986,1.6604724351054756e-07,5.994485463567401e-10
1987,1.5338150660682004e-07,6.110816852533674e-10
1988,1.7150144060451566e-07,5.996553809062277e-10
1989,2.381844979026937e-07,3.2928733073589456e-09
1990,1.8470926477220928e-07,1.089730194969718e-09
1991,1.8815303803876304e-07,1.7584396161396398e-09
1992,1.4766649769626383e-07,2.2039776670368383e-09
1993,1.4512723112147796e-07,1.1078414852150331e-09
1994,1.6616019138382399e-07,3.1649559639745917e-09
1995,1.9629271719168173e-07,0.0
1996,1.7402180674253032e-07,1.6014276571496566e-09
1997,1.7549314179632347e-07,9.58978896292706e-10
1998,1.9549329977053276e-07,4.768129224785866e-10
1999,1.6224214505200507e-07,0.0
2000,1.7893027859372523e-07,0.0
2001,1.5859986035593465e-07,3.5049694258049158e-09
2002,1.6955327453160862e-07,1.752488598683044e-09
2003,1.9709545995283406e-07,1.6667692226413067e-09
2004,1.5108433615296235e-07,8.809582507929292e-10
2005,2.0942435696724715e-07,0.0
2006,2.1124775173575472e-07,4.1178899179428186e-10
2007,2.1210685474670754e-07,0.0
2008,2.3415918803948443e-07,1.7029758714315335e-09
2009,2.818001689774974e-07,0.0
2010,2.9145803637220524e-07,0.0
2011,4.183425232895388e-07,0.0
2012,4.5957412453390134e-07,2.0425516833455504e-09
2013,4.521171774740651e-07,1.1156500168141292e-09
2014,4.725001474525925e-07,4.330890368553497e-10
2015,5.346379907678056e-07,2.2165753954528356e-10
2016,5.333700414666964e-07,4.1426800878596737e-10
2017,4.681552638885478e-07,0.0
2018,5.121630124449439e-07,1.0325866828253538e-09
2019,5.499929329744191e-07,0.0
