year,autres_ADJ airs_NOUN,autres_ADJ nerfs_NOUN
1896,1.5921978790967017e-08,1.3327284875686018e-07
1897,1.5732126712464378e-08,1.753840734863843e-07
1898,1.8106735777401184e-08,1.5220975058127806e-07
1899,2.984892333302014e-08,1.9346524027241685e-07
1900,1.661137005726232e-08,1.6767101840287069e-07
1901,2.9061443029831935e-08,1.810751371067454e-07
1902,2.8479645752810256e-08,1.6989582718451857e-07
1903,2.214090244478939e-08,1.2906527047107375e-07
1904,2.2573425795258117e-08,1.5263935893017333e-07
1905,2.4771643958310108e-08,1.192135385963411e-07
1906,2.674975863037332e-08,1.214027491869274e-07
1907,2.7771354993433306e-08,8.742834012309686e-08
1908,3.290630701258124e-08,1.1296194912802093e-07
1909,2.0903737407707013e-08,1.479764506484571e-07
1910,3.847788310196165e-08,1.1970897162427718e-07
1911,3.08581699082211e-08,9.204246964600316e-08
1912,3.6465947372832375e-08,9.11648712076385e-08
1913,4.295421618394357e-08,8.643873172786698e-08
1914,3.214437072074361e-08,1.372832514334732e-07
1915,1.767114277129167e-08,9.89584023614043e-08
1916,6.592477230782379e-09,1.7909563609919132e-07
1917,1.4256351654751143e-08,1.4037023277069238e-07
1918,2.5270027848023346e-08,1.9641703374873032e-07
1919,2.3940405213807026e-08,8.931613137974637e-08
1920,2.4988365154854364e-08,1.1964125690155925e-07
1921,5.679560644011872e-08,1.4236765366604232e-07
1922,2.0658220023506146e-08,1.0698006747134059e-07
1923,3.503262746562541e-08,8.280439800500972e-08
1924,2.836157442231979e-08,1.0184383114619777e-07
1925,2.4195990988573612e-08,8.908524051776112e-08
1926,3.009457216762712e-08,1.2818058792163356e-07
1927,2.5643217327342427e-08,1.2487132039495918e-07
1928,2.5137291359556002e-08,8.6837914636817e-08
1929,1.4482528065684619e-08,1.5262357067058474e-07
1930,2.2057568216382606e-08,1.5650368823116878e-07
1931,3.307553431142196e-08,8.439963750106472e-08
1932,2.4110979990332737e-08,7.562080384104775e-08
1933,1.8353059072495626e-08,8.25887696009886e-08
1934,3.354842448288764e-08,8.98618495170922e-08
1935,1.795242710045386e-08,1.3883209248888306e-07
1936,6.426098764222843e-08,1.0548501450102776e-07
1937,7.554670666820584e-09,8.436049370175169e-08
1938,1.5558256905023882e-08,9.853562943362704e-08
1939,1.8352860564618823e-08,7.799965828780842e-08
1940,5.0715658339584024e-09,4.564409294971483e-08
1941,5.312704587367989e-08,1.4757512545315876e-08
1942,3.944475324146879e-08,5.158160121254696e-08
1943,1.1612940831184915e-08,9.870999662098257e-08
1944,1.927911696952833e-08,8.032965581605822e-08
1945,2.6142048525912287e-08,4.1391576388605245e-08
1946,4.454753366189834e-08,1.1554516277101357e-07
1947,1.4305045148432782e-08,4.2915136333476767e-08
1948,2.9354097819123126e-08,1.141548224836697e-07
1949,9.817008539414473e-09,6.871906066407973e-08
1950,1.4889506516624351e-08,3.93508372553697e-08
1951,1.5992101864981123e-08,6.183613265875465e-08
1952,1.2653764258629963e-08,6.432330224015459e-08
1953,2.2625037843226892e-08,4.0940545176226806e-08
1954,2.3454086450769296e-08,7.720303329961098e-08
1955,4.035811418390267e-08,6.382213513234092e-08
1956,3.1396109267944894e-08,5.232685040823526e-08
1957,3.180613550313183e-08,6.096176008441034e-08
1958,1.9853384713997002e-08,5.6251256097539226e-08
1959,2.635254203742221e-08,7.208195285102192e-08
1960,3.391208380776334e-08,3.8064584373387333e-08
1961,1.80652133252579e-08,2.640300600376122e-08
1962,1.4586500007851555e-08,2.029426049432459e-08
1963,2.5217608334848762e-08,4.590897972889252e-08
1964,2.8594651979574337e-08,4.258777863697105e-08
1965,2.9001830714747712e-08,3.0643441562006046e-08
1966,2.6033652011925312e-08,3.4342264143560897e-08
1967,2.5144711202074177e-08,3.204718268534634e-08
1968,4.715986512415782e-08,2.110965446888713e-08
1969,2.6796370788950696e-08,3.270065462857019e-08
1970,2.4833115841449427e-08,2.483311511980446e-08
1971,3.23719047123916e-08,1.9525909777939887e-08
1972,2.924183739594355e-08,2.0007572487656944e-08
1973,2.3155456441159572e-08,2.0398854161385316e-08
1974,1.7439271360331077e-08,2.700274492895005e-08
1975,1.4278700444236847e-08,1.4849848462006321e-08
1976,1.7711933253394818e-08,1.5997875024709174e-08
1977,1.8218023367655434e-08,1.2928920156696222e-08
1978,2.5544543480471305e-08,8.910887139279566e-09
1979,1.9896710057309974e-08,1.6385525825057812e-08
1980,2.21720881654619e-08,1.0801786132219604e-08
1981,2.9730083506152027e-08,1.5813874654213578e-08
1982,1.9243256987877544e-08,2.2347007799794483e-08
1983,2.0209012019378747e-08,1.3893695083311286e-08
1984,2.7255339596354844e-08,8.118611560803402e-09
1985,2.4663788567025335e-08,1.2632671797518924e-08
1986,2.517683839187157e-08,1.1389522214244607e-08
1987,2.688759392910356e-08,1.588812459374367e-08
1988,2.5185526497661925e-08,2.1587593934668803e-08
1989,3.841685658478866e-08,6.585746614717891e-09
1990,2.1794604454505873e-08,7.083246433836621e-09
1991,4.1030257413865456e-08,9.37834432335194e-09
1992,2.1488782808720686e-08,1.2121876835635703e-08
1993,3.101956203011014e-08,1.1632335983335906e-08
1994,1.3714808788645172e-08,7.384897138251745e-09
1995,3.090797101590326e-08,7.0491861237087505e-09
1996,2.6690460508405067e-08,1.975094043871195e-08
1997,2.8289877107567918e-08,1.2466725429760572e-08
1998,2.288702027897216e-08,6.198567881199324e-09
1999,2.1479944767310855e-08,1.0968483010742602e-08
2000,2.5182780305499364e-08,7.068850393920911e-09
2001,2.3220422196157386e-08,7.886181485616817e-09
2002,2.7601694596590676e-08,2.2782352004924178e-08
2003,2.8335076507346457e-08,1.2917460878725251e-08
2004,2.9512100679918163e-08,2.070251881036711e-08
2005,3.197662323817241e-08,1.8915748967174295e-08
2006,2.7178073125355695e-08,4.282605559069452e-08
2007,2.276853267035861e-08,1.4380126422963713e-08
2008,2.7673358715674112e-08,1.830699147831183e-08
2009,2.384096209340214e-08,2.9562793102400065e-08
2010,2.3146586702882388e-08,1.8895171649546683e-08
2011,2.562061141020422e-08,3.9004515173246546e-08
2012,1.838296448397614e-08,3.948933269271038e-08
2013,1.3945625099154313e-08,1.4782362889320666e-08
2014,2.3170263929728208e-08,1.4941571535587173e-08
2015,2.3052384889865607e-08,2.0614150386677466e-08
2016,2.0713400911143154e-08,1.8849194205472486e-08
2017,1.911864622172743e-08,1.8112402244696568e-08
2018,2.4007640875289837e-08,1.2132893800753664e-08
2019,1.5816123244416502e-08,1.4795729086358733e-08
