year,petits_ADJ airs_NOUN,petits_ADJ nerfs_NOUN
1882,1.0448954412822786e-07,3.793569547383413e-08
1883,8.720687627583601e-08,1.516641390253426e-08
1884,8.978307874940583e-08,2.706695667598069e-08
1885,8.894977576723306e-08,4.383032248256313e-08
1886,5.872652208971374e-08,4.38835527916126e-08
1887,7.96528805135921e-08,5.419007464979586e-08
1888,9.764546771151572e-08,3.4239320712003973e-08
1889,1.0024218788373673e-07,3.696430539434914e-08
1890,7.734175966334078e-08,7.799719980994269e-08
1891,6.437962229988159e-08,5.099376210182527e-08
1892,7.71027024448756e-08,1.56712811616444e-08
1893,4.249307411496872e-08,2.4017824173938607e-08
1894,7.62486271899121e-08,2.142523314319078e-08
1895,7.342709884561316e-08,7.22233739480771e-09
1896,8.25584047792205e-08,2.1229304536518612e-08
1897,5.943247960438214e-08,4.3700350005337896e-08
1898,7.41244515767292e-08,1.9804241802034994e-08
1899,7.130576129554811e-08,4.366786754417262e-08
1900,7.682758473848139e-08,4.256663643786851e-08
1901,5.47696430430733e-08,1.7325090695408107e-08
1902,4.4192555059829886e-08,1.3257766440233354e-08
1903,7.884321706619346e-08,1.83607493653426e-08
1904,7.309490346329994e-08,1.1824175416563776e-08
1905,6.502556426646322e-08,2.115911179600971e-08
1906,5.0413006547067596e-08,2.36632491379396e-08
1907,4.11427484858784e-08,2.2114226894132116e-08
1908,9.822777857770859e-08,1.5716445034286153e-08
1909,8.581534005625002e-08,2.3104130164597336e-08
1910,1.0581418208310822e-07,2.0842188419578633e-08
1911,9.417061996863652e-08,1.1704822888702893e-08
1912,7.657848899444986e-08,9.897900277167082e-09
1913,1.1083248385723721e-07,1.96210621083992e-08
1914,9.24150601044893e-08,2.209925398233281e-08
1915,7.068457108516668e-08,2.238344798399794e-08
1916,7.031975557403314e-08,2.8567400889301098e-08
1917,7.2378403381812e-08,1.4256351654751143e-08
1918,5.2837331843136326e-08,1.033773866510046e-08
1919,4.4197672688373046e-08,1.5653341733923298e-08
1920,9.768178621527568e-08,2.4231141537711665e-08
1921,1.2797943083064922e-07,1.438822039290244e-08
1922,1.0107771863943071e-07,1.8444838545406128e-08
1923,9.766671915656389e-08,1.6985516992917837e-08
1924,9.797634858976778e-08,1.2891624656674594e-08
1925,1.0008341710943114e-07,1.0998178368026856e-08
1926,8.916910765321973e-08,1.671920735191179e-08
1927,1.0145794293592303e-07,1.8953683067479687e-08
1928,8.683791696828536e-08,1.7139061725401916e-08
1929,9.914961429657865e-08,2.4508894469477127e-08
1930,1.197410816056177e-07,2.941009036305786e-08
1931,6.501053473328966e-08,2.167017854048936e-08
1932,9.315606286364186e-08,1.4247397928102146e-08
1933,7.914757071958434e-08,2.6382522833046096e-08
1934,5.511527056967225e-08,3.714289675826876e-08
1935,5.385727863682632e-08,2.393656828303392e-08
1936,8.244806171120445e-08,9.699771652549316e-09
1937,4.029157785190307e-08,1.510934133364117e-08
1938,3.759912092782258e-08,2.074434313215079e-08
1939,6.576441791139587e-08,9.176430282309411e-09
1940,3.0429394115571995e-08,1.7750480196809804e-08
1941,1.092055943452408e-07,1.4757512545315876e-08
1942,6.675266206457309e-08,1.8205270180260413e-08
1943,7.548411717905879e-08,8.709705845433291e-09
1944,1.0603513977969214e-07,1.2852744646352221e-08
1945,7.189063211399116e-08,1.742803235060819e-08
1946,6.12528578969318e-08,1.6705325123211878e-08
1947,6.198852808836364e-08,7.152522574216391e-09
1948,6.196975999017695e-08,6.19697573256417e-08
1949,8.049946620403148e-08,3.141442661558358e-08
1950,6.487570614055471e-08,3.403315673722318e-08
1951,4.584402590879222e-08,2.5587365115598004e-08
1952,6.643226135860658e-08,2.319856839960721e-08
1953,7.110726008008328e-08,1.8315507332999914e-08
1954,8.893008085486542e-08,2.34540866728139e-08
1955,6.945349717568661e-08,1.0324168187025862e-08
1956,5.7559534027973314e-08,1.1337483840634377e-08
1957,6.096176169423373e-08,1.4136060322300636e-08
1958,6.700517257707261e-08,9.099467845885556e-09
1959,6.355613180186737e-08,1.6276571201956358e-08
1960,6.297958421441763e-08,1.4533750203327145e-08
1961,6.04489848177181e-08,1.598076693198891e-08
1962,6.532215202081915e-08,1.8391673961559718e-08
1963,5.884108655873632e-08,2.5217607557692645e-08
1964,7.665800411116308e-08,1.2167936880302932e-08
1965,6.238129401925363e-08,7.660860390501512e-09
1966,7.976267712983542e-08,1.495550172592175e-08
1967,7.642020460885135e-08,1.824224149515885e-08
1968,1.0779397774385302e-07,9.88111459321317e-09
1969,5.041351092138768e-08,1.6350327314285096e-08
1970,6.254266013416832e-08,7.3579600190498695e-09
1971,9.557419544670154e-08,5.652237344833111e-09
1972,1.205584509444968e-07,1.128632298730281e-08
1973,6.064524288307283e-08,1.9847533394568018e-08
1974,5.400548674927563e-08,2.193973003272731e-08
1975,4.9118729972263964e-08,9.138368284311582e-09
1976,3.9994688449951354e-08,6.2848797277581525e-09
1977,4.7601932451346585e-08,5.876781727920388e-09
1978,7.603957252744209e-08,4.158414057542359e-09
1979,5.7934536279447e-08,5.851973128301324e-09
1980,4.4344176552968406e-08,9.096241093686785e-09
1981,6.705082677971319e-08,8.223214109648325e-09
1982,6.393727314257802e-08,6.828252629986764e-09
1983,3.6628833299801045e-08,1.2630632095778083e-09
1984,7.828661746644983e-08,9.278413592994639e-09
1985,4.8726019219458294e-08,2.4062232206745193e-09
1986,5.2751473411660754e-08,5.395036861699509e-09
1987,7.944061980458272e-08,9.777306964053878e-09
1988,3.537966714040053e-08,8.395175221664886e-09
1989,5.1039535819974446e-08,8.232182935330457e-09
1990,7.791570688642224e-08,3.814055737905164e-09
1991,5.392547935967329e-08,8.20605094986604e-09
1992,5.6752426758066576e-08,4.4079553340736766e-09
1993,5.0960709707670304e-08,1.2740176913439427e-08
1994,5.380425294188029e-08,6.857404422078162e-09
1995,6.994961387896126e-08,1.9520822291951845e-08
1996,7.526709899785544e-08,1.3345230698291743e-08
1997,5.322332752299985e-08,9.110299181713799e-09
1998,6.627699511430052e-08,7.152193948201102e-09
1999,5.9412613412357373e-08,2.285100553223174e-09
2000,6.052702983261327e-08,5.3016377954406835e-09
2001,5.564139093916509e-08,1.7524847129024579e-09
2002,3.680225996172126e-08,1.0953053575235572e-08
2003,5.208653752752923e-08,9.58392298855415e-09
2004,8.192911671311975e-08,1.1011977996133737e-08
2005,5.989986806564929e-08,1.170974872621855e-08
2006,7.082770669963878e-08,1.2353670086895363e-08
2007,8.867744283325152e-08,2.7961355453243186e-09
2008,7.109924093917641e-08,1.3198063086861112e-08
2009,6.198650326361133e-08,2.145686650578682e-08
2010,7.36911718313138e-08,1.5116137674908714e-08
2011,6.615471703774745e-08,2.141424282342541e-08
2012,6.638292970873039e-08,1.8042539906559796e-08
2013,7.279616043298631e-08,1.2551062411603198e-08
2014,8.726743945530746e-08,1.797319448826329e-08
2015,9.243119147850365e-08,2.0835809522168347e-08
2016,9.445310353295433e-08,1.2842308549920745e-08
2017,5.484032605806988e-08,1.2074934829797712e-08
2018,7.047404254612033e-08,1.755397427416483e-08
2019,8.443769278221325e-08,1.4285530980373551e-08
