year,voulais_VERB ôter_VERB,voulais_VERB noter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,7.784366928831332e-09,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,3.3684450784221553e-09,5.052667617633233e-09
1825,1.0566531649658373e-08,9.68598712347557e-09
1826,0.0,0.0
1827,0.0,5.530363722527909e-09
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,1.7146351893870815e-08,0.0
1830,9.39315203396518e-09,2.0873671680021744e-09
1831,3.1182412207897414e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,2.3167257001688313e-09,0.0
1834,0.0,0.0
1835,7.563087933704082e-10,2.2689263801112247e-09
1836,8.064899859050456e-09,4.704525213838906e-09
1837,2.0873671680021744e-09,0.0
1838,0.0,1.0730675015224733e-08
1839,4.894032734625853e-09,0.0
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,3.852329122366882e-09,0.0
1842,5.366612043644636e-09,0.0
1843,1.7720733769266417e-09,5.906911071384968e-10
1844,1.097712254427563e-09,0.0
1845,8.37034175305007e-09,0.0
1846,1.7563503984519002e-09,2.3418005312692003e-09
1847,0.0,0.0
1848,0.0,0.0
1849,8.379414939696517e-10,1.6758829879393033e-09
1850,2.0366988096043315e-09,0.0
1851,1.9348316282474798e-09,1.2898877521649865e-09
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,2.388772735173461e-09,1.1943863675867306e-09
1854,1.0391328908454511e-09,2.5978321716024766e-09
1855,1.5920811335945473e-09,3.1841622671890946e-09
1856,4.659470143053568e-09,1.0354378465748937e-09
1857,4.881509085841174e-10,1.9526036343364694e-09
1858,2.4468380654951716e-09,2.936205500958522e-09
1859,5.092173349652285e-09,2.5460866748261424e-09
1860,1.8308735638683515e-09,9.154367819341758e-10
1861,4.715963730639317e-10,4.715963730639317e-10
1862,4.517986262886353e-10,0.0
1863,1.4983863039219614e-09,5.494082966350788e-09
1864,1.9178911792039344e-09,9.589455896019672e-10
1865,9.41368871743009e-10,4.706844358715045e-10
1866,4.865612912574591e-10,3.8924903300596725e-09
1867,1.94112459439566e-09,7.76449837758264e-09
1868,1.975949626142892e-09,9.87974857480367e-09
1869,4.883519366671862e-09,0.0
1870,5.160643912205387e-09,0.0
1871,0.0,0.0
1872,6.047339295989218e-10,3.0236697590169115e-09
1873,1.1972008939764578e-09,6.584604861359367e-09
1874,0.0,2.3898436563030145e-09
1875,2.8607636259891933e-09,4.005069165202713e-09
1876,0.0,1.0278225381910033e-08
1877,1.2369631985365004e-09,0.0
1878,0.0,2.4156354694326865e-09
1879,0.0,1.832797580370027e-09
1880,6.417846254436199e-10,2.5671385017744797e-09
1881,3.4862537301449947e-09,8.367009307619355e-09
1882,6.655385131892899e-10,6.655385131892899e-10
1883,1.2638677882037541e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,0.0
1885,6.445635691854079e-10,0.0
1886,0.0,5.808117542471791e-09
1887,0.0,6.528924623161458e-10
1888,0.0,0.0
1889,1.8795409673089125e-09,1.8795409673089125e-09
1890,0.0,2.6217545912032847e-09
1891,0.0,3.824531802365527e-09
1892,0.0,1.8805537127519756e-09
1893,6.158416554491453e-10,0.0
1894,0.0,0.0
1895,0.0,1.0833506536300774e-08
1896,1.179405795248556e-09,4.717623180994224e-09
1897,0.0,0.0
1898,0.0,1.6975064687230201e-09
1899,1.1055156790007459e-09,3.3165470370022376e-09
1900,0.0,3.114631885736685e-09
1901,0.0,3.353243460679778e-09
1902,0.0,4.910283846193408e-10
1903,0.0,2.7001101354784396e-09
1904,5.374625189347171e-10,7.524475265086039e-09
1905,0.0,0.0
1906,1.0288369045596824e-09,0.0
1907,0.0,3.0857059130084963e-09
1908,4.911389073214423e-10,9.331639461152008e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,0.0,2.6601871816467337e-09
1912,0.0,1.5628263128064646e-09
1913,1.060597942803554e-09,2.121195885607108e-09
1914,2.0090231700464756e-09,6.696743715117748e-10
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,4.386569774084137e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,1.3811772170413406e-08
1920,0.0,6.057785384427916e-09
1921,0.0,5.300923255902035e-09
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,0.0,1.2891624656674594e-08
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,0.0,2.229227691330493e-09
1927,0.0,1.5608915049369898e-08
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,0.0,8.912325100141061e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,1.0323596200123575e-08
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,0.0,1.0143131667916805e-08
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,1.0871887834440486e-09,5.435944139264848e-09
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,0.0,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,6.464296653518886e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,9.385607846468247e-10,9.385607846468247e-09
1956,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,5.425523585955716e-09
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,0.0,9.03260666262895e-09
1962,1.9025869768540815e-09,8.8787386332001e-09
1963,1.939815863494232e-09,7.1126584622049904e-09
1964,0.0,3.6503808864551957e-09
1965,2.188817349590977e-09,6.0192477668863376e-09
1966,1.6617224263271169e-09,5.539074754423723e-10
1967,1.4791006197611978e-09,2.465167847631733e-09
1968,8.982831700699023e-10,1.3025106326836067e-08
1969,1.3625273131978588e-09,4.541757636644661e-09
1970,1.3796175313274261e-09,2.7592350626548523e-09
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,0.0,3.859242703185828e-09
1974,0.0,3.3753431161187564e-09
1975,0.0,1.1422960355389478e-09
1976,0.0,2.285410749536254e-09
1977,0.0,2.3507127355770763e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,0.0,1.7055452605774235e-09
1981,6.325549528618524e-10,5.69299452024552e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,0.0,5.68378455412244e-09
1984,1.739702604197646e-09,3.479405208395292e-09
1985,0.0,3.0077789148208467e-09
1986,0.0,5.395036861699509e-09
1987,4.888653482026939e-09,4.888653482026939e-09
1988,0.0,5.396898483667201e-09
1989,5.488122178931576e-10,1.6464366536794728e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,0.0,2.344586080837985e-09
1992,0.0,4.4079553340736766e-09
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,0.0,3.6924485691258724e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,0.0,3.736664311304594e-09
1997,4.79489448146353e-10,4.79489448146353e-10
1998,4.768129224785866e-10,4.291316191284977e-09
1999,9.140402323914998e-10,9.140402323914998e-10
2000,1.3254094488601709e-09,2.6508188977203417e-09
2001,8.762423564512289e-10,3.066848330846028e-09
2002,0.0,3.9430991805033955e-09
2003,1.6667691671301554e-09,2.9168460979889232e-09
2004,0.0,3.523833003171717e-09
2005,0.0,1.8014998381943315e-09
2006,4.1178899179428186e-10,7.823991232669414e-09
2007,7.988958938831558e-10,3.1955835755326234e-09
2008,0.0,2.9802078582719105e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,4.723793023408973e-10,2.8342759250676863e-09
2011,3.823971805871906e-09,2.6767803529281764e-09
2012,1.7021263287730903e-09,1.3617010852229328e-09
2013,1.9523875849358774e-09,7.2517249982695375e-09
2014,2.3819897165822113e-09,6.063246349441442e-09
2015,3.103205470367243e-09,3.989835573037226e-09
2016,2.278474076078396e-09,1.4499380585064614e-09
2017,7.54683426862357e-10,2.5156112748447867e-09
2018,3.3559066636712487e-09,4.3884935685412074e-09
2019,2.2958890344426663e-09,3.826481798085979e-09
