year,ces_DET oies_NOUN,ces_DET noix_NOUN
1893,2.0322774685332945e-08,4.495644079227645e-08
1894,1.260307880279754e-08,3.213785060296459e-08
1895,9.629782971032341e-09,1.8055843931108484e-08
1896,2.9485144881213898e-08,3.4792471570455064e-08
1897,7.57472740087195e-09,2.5637540090883704e-08
1898,2.602843285348655e-08,2.4896761097181752e-08
1899,1.0502398950507086e-08,2.8743407654019393e-08
1900,1.661137050135153e-08,3.84137927023076e-08
1901,2.235495566438317e-09,2.514932484487531e-08
1902,1.8659078726557254e-08,4.468358305587117e-08
1903,9.720396265677778e-09,2.8081144520797352e-08
1904,2.2573425795258117e-08,1.82737265319588e-08
1905,9.289366220688322e-09,2.631987117140966e-08
1906,6.687439879637935e-09,4.012463783453768e-08
1907,2.571421719999023e-08,3.085706001826338e-08
1908,1.4243027868232616e-08,4.272908427083166e-08
1909,1.8153245739949142e-08,3.740668841345496e-08
1910,1.0688301244066167e-08,2.6720753720788082e-08
1911,1.4897047262429908e-08,2.8730020140699253e-08
1912,2.865181703004538e-08,2.3963337980603683e-08
1913,2.1742258216050914e-08,3.0227042258079706e-08
1914,1.339348720819089e-08,2.4108278040557707e-08
1915,1.4136914638918086e-08,4.2410742917553534e-08
1916,1.4283700444650549e-08,1.7579938837997133e-08
1917,1.754627876326964e-08,3.180263075108769e-08
1918,1.378365155346728e-08,1.72295644418341e-08
1919,1.2890988054792274e-08,4.603924042001495e-08
1920,2.8774480576032602e-08,3.028892692213958e-08
1921,1.5902769490150348e-08,5.5281056177136634e-08
1922,2.1396013683006032e-08,3.8365264742878935e-08
1923,1.4862327812892318e-08,5.732611896291928e-08
1924,1.8048273875415077e-08,6.832561094682887e-08
1925,1.319781373076978e-08,3.959343963799711e-08
1926,2.1177663178661987e-08,3.678225657388623e-08
1927,1.6723837870102898e-08,4.1252131932623115e-08
1928,1.3711249469139375e-08,1.942427041434769e-08
1929,1.559656914729146e-08,2.5622934440860945e-08
1930,1.6805765667982087e-08,5.041729700394626e-08
1931,1.4826963656844327e-08,4.676196052599835e-08
1932,1.4247397928102146e-08,1.643930525041526e-08
1933,2.5235457501437963e-08,1.0323595756034365e-08
1934,3.5944740517379614e-09,3.1152108448395666e-08
1935,1.4361940969820353e-08,2.992071124197082e-08
1936,1.9399543305098632e-08,4.001155629040909e-08
1937,5.036447148221157e-09,3.6514241852358964e-08
1938,9.075649898271365e-09,3.759912203804561e-08
1939,1.3764645423464117e-08,1.2235240376412548e-08
1940,1.2678914584896006e-08,1.77504799747652e-08
1941,2.066051907334554e-08,3.5418032950929046e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,2.3225881884414434e-08,6.09679391416762e-08
1944,0.0,3.534504777746861e-08
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,1.1136883415474585e-08,3.201854070766785e-08
1947,1.549713202209091e-08,1.1920871179071924e-08
1948,1.087188805648509e-08,1.3046265845417793e-08
1949,8.835307596655184e-09,1.3743811200228606e-08
1950,1.0635361258337639e-08,2.0207187478860078e-08
1951,1.4925962243950153e-08,1.3859822622919182e-08
1952,1.2653764258629963e-08,2.1089607726842985e-08
1953,1.0773827607835074e-08,1.939289007157896e-08
1954,1.563605800392054e-08,2.7363101118282884e-08
1955,1.1262729415761896e-08,2.1586898046876968e-08
1956,1.5698054856017052e-08,2.1802852856467325e-08
1957,2.0320586824329467e-08,3.975766915687018e-08
1958,2.0680608225909225e-08,1.4062814246429411e-08
1959,2.712761748568937e-08,1.1626121954044777e-08
1960,1.3841666590685975e-08,1.4533749759237935e-08
1961,2.779263619245853e-08,2.153929345993788e-08
1962,1.331810878246742e-08,1.648908676266103e-08
1963,1.422531736849919e-08,1.8751554087259592e-08
1964,9.734349160073208e-09,1.7035110877472448e-08
1965,1.1491290807796872e-08,1.9699355924274187e-08
1966,8.862519607077957e-09,1.5509409756475634e-08
1967,1.3311906243984595e-08,1.8735274887049513e-08
1968,1.4372530499073832e-08,1.976222918642634e-08
1969,1.6804503566447693e-08,1.544197658631674e-08
1970,1.5175792178467873e-08,2.3913369506800564e-08
1971,1.798439097644433e-08,1.3873672877195986e-08
1972,1.3851396252206882e-08,1.7442499000708267e-08
1973,1.2129047988196362e-08,1.4885650045926013e-08
1974,1.5751600079827455e-08,2.306484381264795e-08
1975,8.567220266542108e-09,1.8847884142303428e-08
1976,7.998937512354587e-09,1.5997875468798384e-08
1977,8.815172591880582e-09,1.469195431980097e-08
1978,1.425741957827853e-08,1.7821773834469923e-08
1979,1.1703946700691858e-08,2.6919077522613577e-08
1980,9.66475621755336e-09,2.728872350310496e-08
1981,9.48832451497239e-09,2.783241864756647e-08
1982,8.069752865935698e-09,1.179425412889401e-08
1983,1.7051352996233504e-08,1.515675762675528e-08
1984,7.538710988796993e-09,3.7113654371978555e-08
1985,1.0828004715079942e-08,4.090579608373446e-08
1986,1.4386764946028308e-08,2.3378494029557828e-08
1987,1.2832715334809564e-08,1.3443797186596385e-08
1988,1.2592763165564236e-08,1.8589317085648815e-08
1989,1.7013179087754793e-08,1.2073868682627165e-08
1990,9.262706268664544e-09,1.743568267542628e-08
1991,7.619904984768056e-09,2.227356843409467e-08
1992,1.2121877501769518e-08,2.1488781865031115e-08
1993,1.2186256670432272e-08,1.0524494442609722e-08
1994,1.3714809232734382e-08,2.2682184575018027e-08
1995,1.6267353131205198e-08,1.7351842629409475e-08
1996,1.0676184603042316e-08,1.921713144170667e-08
1997,1.822059936262832e-08,1.2466725207715967e-08
1998,1.3350762273489636e-08,1.4304387452312994e-08
1999,9.597422329088445e-09,2.650716740548731e-08
2000,1.1928685039741538e-08,1.9439338139193296e-08
2001,1.22673927682726e-08,1.5334240877074024e-08
2002,1.6210519815373914e-08,2.4534839493384197e-08
2003,1.2084076406182476e-08,1.791776843562687e-08
2004,1.8940602419803554e-08,1.8940602419803554e-08
2005,1.4862373554080932e-08,2.0717247695145602e-08
2006,6.588624035241963e-09,3.1707751535492434e-08
2007,1.3581230362547103e-08,1.5977918321752327e-08
2008,1.277231942431456e-08,1.6178270528799388e-08
2009,2.1933686200625857e-08,2.4794601038991004e-08
2010,1.700565521733921e-08,3.117703384347692e-08
2011,2.2179037717506844e-08,3.7857323054169e-08
2012,2.5531894598529448e-08,3.063827458404944e-08
2013,3.1796024591024263e-08,2.7891250642397836e-08
2014,2.3819897165822113e-08,4.200963524270129e-08
2015,3.036708307035951e-08,3.302697378082531e-08
2016,2.4856080527158042e-08,3.1484368001599705e-08
2017,1.9370207215985147e-08,2.2388940923434575e-08
2018,2.4007639431999905e-08,2.8396134332808742e-08
2019,2.4744581716973357e-08,3.214244603810812e-08
