year,voulons_VERB ôter_VERB,voulons_VERB noter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,1.8072244145628247e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,2.0051231786055723e-09,0.0
1823,0.0,0.0
1824,2.5263338088166165e-09,0.0
1825,1.6730341556581152e-08,0.0
1826,2.642395191543301e-09,0.0
1827,0.0,0.0
1828,9.172301251858528e-10,0.0
1829,8.573175946935407e-09,0.0
1830,7.305785310052215e-09,0.0
1831,0.0,0.0
1832,4.058990921151917e-09,0.0
1833,4.6334514003376626e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,5.294161553592858e-09,9.075705520444899e-09
1836,2.688300027031687e-09,0.0
1837,0.0,1.3915781860163179e-09
1838,1.2624323808552163e-09,1.2624323808552163e-09
1839,0.0,4.894032734625853e-09
1840,2.5478754661634184e-09,1.9109065441114126e-09
1841,1.2841097074556274e-09,0.0
1842,3.3541325272778977e-09,0.0
1843,0.0,0.0
1844,3.841992946007622e-09,5.488561272137815e-10
1845,6.696273757711424e-09,8.37034175305007e-09
1846,1.1709002656346001e-09,0.0
1847,0.0,1.6179670936367074e-09
1848,8.045221711050488e-10,1.367687652020777e-08
1849,1.5920887719289567e-08,0.0
1850,6.788996032014438e-10,1.0183494048021657e-08
1851,0.0,0.0
1852,1.1067927019325907e-08,1.3021090872200602e-09
1853,2.9859659189668264e-09,9.555090940693844e-09
1854,3.63696517347023e-09,6.234797567117312e-09
1855,0.0,7.960405667972736e-09
1856,0.0,1.0354378465748937e-09
1857,4.881509085841174e-10,3.905207268672939e-09
1858,0.0,4.404308473482388e-09
1859,5.092173349652285e-10,7.129042689513199e-09
1860,0.0,3.661747127736703e-09
1861,0.0,4.715963619617014e-09
1862,1.3553959066214816e-09,8.132375661773494e-09
1863,0.0,4.495158911765884e-09
1864,0.0,2.8768367688059016e-09
1865,0.0,1.882737743486018e-09
1866,6.811858188626729e-09,6.811858188626729e-09
1867,4.85281148598915e-10,3.396968040192405e-09
1868,3.951899252285784e-09,4.44588676984381e-09
1869,9.767038289254515e-10,9.767038733343725e-09
1870,0.0,5.734048791339319e-09
1871,0.0,0.0
1872,0.0,1.269941218851045e-08
1873,0.0,5.986004469882289e-10
1874,0.0,1.1949218281515073e-09
1875,0.0,5.721527140956084e-10
1876,0.0,0.0
1877,0.0,9.895705588292003e-09
1878,2.4156354694326865e-09,3.0195443923020093e-09
1879,0.0,6.109325489944695e-09
1880,0.0,5.776061406947974e-09
1881,6.972507571312292e-10,8.367009307619355e-09
1882,1.9966155395678697e-09,5.324308105514319e-09
1883,6.319338941018771e-10,0.0
1884,0.0,7.922036360241691e-09
1885,2.5782542767416317e-09,7.7347630522695e-09
1886,7.098810428374236e-09,3.2267319927115068e-09
1887,0.0,3.264462256069578e-09
1888,4.4384300679212174e-09,1.3949351895803375e-08
1889,0.0,1.3783300722991498e-08
1890,0.0,5.898947996740844e-09
1891,0.0,1.1473596295275001e-08
1892,1.8805537127519756e-09,1.5044429702015805e-08
1893,0.0,8.621783287310336e-09
1894,0.0,5.671385139294216e-09
1895,6.018614495673091e-10,7.22233739480771e-09
1896,5.89702897624278e-10,1.6511680911435178e-08
1897,0.0,1.1070755867592652e-08
1898,0.0,6.7900258748920805e-09
1899,0.0,2.1004797901014172e-08
1900,0.0,7.26747462209687e-09
1901,0.0,2.235495522029396e-08
1902,0.0,1.4239823542538943e-08
1903,0.0,3.2401321625741275e-09
1904,0.0,1.0749250378694342e-09
1905,0.0,8.257214467732865e-09
1906,1.0288369045596824e-09,4.629765903985117e-09
1907,5.142843373384665e-10,1.0285686968813934e-08
1908,2.4556945366072114e-09,1.080505640516094e-08
1909,0.0,1.320236009405562e-08
1910,0.0,1.336037680488289e-08
1911,0.0,1.1704822888702893e-08
1912,1.5628263128064646e-09,8.335073964360618e-09
1913,0.0,1.0075680734189518e-08
1914,0.0,4.018046340092951e-09
1915,0.0,1.4136913861761968e-08
1916,0.0,3.4061130804730055e-08
1917,0.0,8.773139548168274e-09
1918,0.0,8.040463406189247e-09
1919,0.0,2.762354567309444e-09
1920,0.0,9.086678076641874e-09
1921,0.0,6.058197943303867e-09
1922,0.0,3.6889677978990676e-09
1923,0.0,1.4862327368803108e-08
1924,0.0,1.933743654092268e-08
1925,0.0,1.6497267552040284e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,8.919379901328739e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,1.3368487650211591e-08
1930,0.0,2.2057568216382606e-08
1931,0.0,1.0264820993199919e-08
1932,0.0,1.753525857850491e-08
1933,0.0,4.588264879146209e-09
1934,2.3963160344919743e-09,1.3179738189705859e-08
1935,0.0,1.6755597798123745e-08
1936,0.0,1.6974599503782883e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,4.588215141154706e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,0.0,5.568441707737293e-09
1947,0.0,1.0728784083369192e-08
1948,0.0,7.610321262063735e-09
1949,1.9634016634739737e-09,1.7670615193310368e-08
1950,2.1270722960764488e-09,0.0
1951,0.0,1.4925962688039363e-08
1952,0.0,9.490323193972472e-09
1953,0.0,1.0773827163745864e-08
1954,0.0,8.795282724349818e-09
1955,0.0,6.569925492527773e-09
1956,0.0,9.593255967388359e-09
1957,0.0,7.068030161150318e-09
1958,0.0,9.099467845885556e-09
1959,2.325224457422337e-09,1.007597205671118e-08
1960,0.0,1.3841666701708277e-09
1961,0.0,5.55852741612739e-09
1962,6.341956404476434e-10,6.341956293454132e-09
1963,0.0,4.526237162849611e-09
1964,1.2167936658258327e-09,4.258777774879263e-09
1965,5.472043373977442e-10,1.1491291473930687e-08
1966,0.0,4.985167390003653e-09
1967,0.0,6.409436092980059e-09
1968,0.0,5.3896989093971115e-09
1969,9.083515606356229e-10,4.087581828571274e-09
1970,1.3796175313274261e-09,5.058597540852361e-09
1971,5.138397485282553e-10,1.0276794526475896e-08
1972,0.0,5.130146973897354e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,0.0,2.2845920710778955e-09
1976,3.4281160132820787e-09,2.285410749536254e-09
1977,0.0,0.0
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,0.0,1.7555920051037788e-09
1980,0.0,3.411090521154847e-09
1981,6.325549528618524e-10,6.325549528618524e-10
1982,0.0,4.345251713999687e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,8.69851302098823e-09
1985,0.0,6.617113967877231e-09
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,0.0,5.448650863826288e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,0.0,1.1019888335184191e-09
1993,0.0,1.661762283333701e-09
1994,0.0,2.1099706426497278e-09
1995,0.0,1.626735190995987e-09
1996,0.0,5.338092190498855e-10
1997,1.438468344439059e-09,2.3974471297094624e-09
1998,0.0,4.768129224785866e-10
1999,0.0,1.3710603763428253e-09
2000,0.0,8.836062992401139e-10
2001,4.3812117822561447e-10,2.190605918883648e-09
2002,0.0,1.752488598683044e-09
2003,0.0,4.166922806803086e-09
2004,0.0,5.285749615779878e-09
2005,0.0,2.702249757291497e-09
2006,0.0,3.294311934354255e-09
2007,0.0,1.997239706952314e-09
2008,0.0,8.514879357157668e-10
2009,0.0,2.860915504498962e-09
2010,0.0,1.8895172093635892e-09
2011,0.0,7.64794394481072e-10
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,0.0,1.1156500168141292e-09
2014,2.1654451842767486e-10,6.496335691608124e-10
2015,2.2165753954528356e-10,8.866301581811342e-10
2016,2.0713400439298368e-10,2.0713399884186856e-09
2017,2.515611330355938e-10,2.264050280587071e-09
2018,2.5814667070633845e-10,7.744400121190154e-10
2019,0.0,1.2754939326953263e-09
