year,dois_VERB ôter_VERB,dois_VERB noter_VERB
1800,9.432493897065797e-09,1.5720821977538435e-08
1801,4.7623651688866175e-09,2.8574191901498125e-08
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,2.4718509905596875e-08,2.4718509461507665e-09
1805,0.0,8.528632911009026e-09
1806,0.0,0.0
1807,8.540865792383556e-09,5.693910232196231e-09
1808,9.064295980465431e-09,1.3596443970698147e-08
1809,2.259030518203531e-09,2.0331274441787173e-08
1810,0.0,7.020380277111826e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,5.3344164641089264e-09
1813,5.751483289628823e-09,0.0
1814,0.0,8.496028414128887e-08
1815,0.0,2.697223555614414e-09
1816,0.0,1.3905623319487859e-08
1817,0.0,3.42512151974006e-08
1818,0.0,8.344824387052086e-09
1819,3.1053151161586356e-09,1.7596784473994376e-08
1820,1.542642635854463e-08,1.1866481131050932e-08
1821,0.0,2.7612166775270452e-08
1822,0.0,1.303330066093622e-08
1823,0.0,4.941343334508019e-09
1824,7.57900142644985e-09,2.863178316658832e-08
1825,1.6730341556581152e-08,1.7610886970942374e-08
1826,8.807984341885344e-10,4.7563116112314674e-08
1827,0.0,4.3321183085254233e-08
1828,9.172301251858528e-10,4.035812395386529e-08
1829,8.57317605795771e-10,1.8860987438529264e-08
1830,1.0436835840010872e-09,1.982998831806526e-08
1831,0.0,9.354723573551382e-08
1832,0.0,6.629684889958298e-08
1833,0.0,1.1931138033105526e-07
1834,0.0,4.0138484536100805e-08
1835,0.0,4.310960122211327e-08
1836,0.0,6.85516496901073e-08
1837,6.957890930081589e-10,8.488626690450474e-08
1838,0.0,2.840472923537618e-08
1839,0.0,6.012668762878093e-08
1840,0.0,5.987507023519356e-08
1841,0.0,1.0272877659645019e-07
1842,0.0,8.720744659740376e-08
1843,0.0,4.252975926988256e-08
1844,5.488561272137815e-10,2.25031016043431e-08
1845,1.1160455892778032e-09,7.92392356174787e-08
1846,2.3418005312692003e-09,8.254846761701629e-08
1847,0.0,5.8786138623645456e-08
1848,3.218088684420195e-09,5.229394162142853e-08
1849,0.0,1.1396004140351579e-07
1850,6.788996032014438e-10,7.671565782629841e-08
1851,6.449438760824933e-10,5.997978291816253e-08
1852,0.0,6.705861466116403e-08
1853,0.0,3.2845626662947325e-08
1854,0.0,4.7800114089113777e-08
1855,0.0,5.996838581268094e-08
1856,1.5531567143511893e-09,5.7984518520015627e-08
1857,4.881508974818871e-09,6.297146626366157e-08
1858,0.0,7.732008100447274e-08
1859,0.0,9.21683351862157e-08
1860,4.577183909670879e-10,9.978261061860394e-08
1861,0.0,7.498382359472089e-08
1862,9.035972525772706e-10,1.0526908056363027e-07
1863,0.0,1.198709043137569e-07
1864,0.0,6.712619438076217e-08
1865,0.0,1.0872810207729344e-07
1866,0.0,7.833637027943041e-08
1867,4.85281148598915e-10,1.111293812527947e-07
1868,0.0,1.012674175626671e-07
1869,0.0,5.07885999923019e-08
1870,0.0,5.3326655091723296e-08
1871,0.0,1.391374269132939e-07
1872,0.0,7.740594298866199e-08
1873,0.0,1.1433268554128517e-07
1874,0.0,1.200896377895333e-07
1875,0.0,9.898241870587299e-08
1876,0.0,8.524880712457161e-08
1877,0.0,7.978412952525105e-08
1878,0.0,4.650098262004576e-08
1879,1.832797580370027e-09,8.797428563411813e-08
1880,6.417846254436199e-10,8.150664854156275e-08
1881,0.0,9.552335455964567e-08
1882,3.9932310791357395e-09,1.0648616211028639e-07
1883,6.319338941018771e-10,6.129759100304e-08
1884,0.0,8.186104594187782e-08
1885,2.5782542767416317e-09,7.283568237426152e-08
1886,1.936039106809062e-09,8.131364381824824e-08
1887,3.264462256069578e-09,1.0707436359780331e-07
1888,0.0,1.0779044856690234e-07
1889,6.265136742733546e-10,1.2780878932971973e-07
1890,0.0,1.2518877667844208e-07
1891,0.0,1.3640830331951292e-07
1892,5.014809900671935e-09,9.778879217492431e-08
1893,0.0,8.005941509736658e-08
1894,2.520615716150587e-09,6.742646974089439e-08
1895,0.0,6.439917399347905e-08
1896,0.0,9.31730568254352e-08
1897,0.0,9.497543373981898e-08
1898,0.0,8.827033326497258e-08
1899,0.0,7.849160965633928e-08
1900,0.0,6.384995288044593e-08
1901,0.0,8.662545525339738e-08
1902,0.0,6.530677865157486e-08
1903,2.7001101354784396e-09,9.396383404691733e-08
1904,0.0,8.00819179858081e-08
1905,0.0,6.5541641447453e-08
1906,0.0,7.201858664984684e-08
1907,0.0,6.942838837176168e-08
1908,0.0,7.17062818011982e-08
1909,0.0,6.931239227014885e-08
1910,0.0,6.519864115261953e-08
1911,0.0,8.033764942183552e-08
1912,5.209421227725386e-10,8.022508524163641e-08
1913,5.30298971401777e-10,1.0871129063616536e-07
1914,6.696743715117748e-10,1.0179050491387898e-07
1915,0.0,1.060268601804637e-07
1916,0.0,1.0547963569251806e-07
1917,0.0,1.030843890248434e-07
1918,0.0,8.614782132099208e-08
1919,0.0,7.550436009751138e-08
1920,1.514446346106979e-09,1.0298235508798825e-07
1921,0.0,6.28538003866197e-08
1922,7.377935484775833e-10,7.820611358511087e-08
1923,2.1231896241147297e-09,9.023555946896522e-08
1924,3.867487219366694e-09,6.83256118350073e-08
1925,0.0,7.808706214973427e-08
1926,0.0,9.36275625917915e-08
1927,0.0,9.476841000832792e-08
1928,0.0,1.028343703524115e-07
1929,0.0,1.0583386256257654e-07
1930,0.0,8.40288265635536e-08
1931,1.1405356659111021e-09,1.1519410492155657e-07
1932,0.0,1.2822657424749195e-07
1933,0.0,1.066771559976587e-07
1934,0.0,1.509679066202807e-07
1935,0.0,8.976213194955562e-08
1936,1.2124714565686645e-09,1.600462269379932e-07
1937,0.0,8.058315614789535e-08
1938,0.0,4.2785206488815675e-08
1939,0.0,7.799965828780842e-08
1940,0.0,8.368083825871508e-08
1941,2.9515025978810172e-09,6.493305448884712e-08
1942,0.0,5.461581054078124e-08
1943,0.0,6.967764676346633e-08
1944,0.0,5.7837350908584995e-08
1945,0.0,5.8819608739213436e-08
1946,2.7842208538686464e-09,7.517396483081029e-08
1947,0.0,5.006765846360395e-08
1948,0.0,5.3272248834446145e-08
1949,0.0,4.417653798327592e-08
1950,0.0,6.274863295629984e-08
1951,0.0,6.183613265875465e-08
1952,0.0,5.166953798152463e-08
1953,3.232148326759443e-09,5.386913670690774e-08
1954,2.9317608341017376e-09,7.133951385185355e-08
1955,0.0,4.974372203037092e-08
1956,3.488456634670456e-09,4.971050771018781e-08
1957,0.0,3.975766915687018e-08
1958,0.0,4.7979010986409776e-08
1959,0.0,4.80546376024904e-08
1960,4.844583401109048e-09,3.944875004435744e-08
1961,0.0,2.987708569435199e-08
1962,2.5367825617905737e-09,5.2638238656754766e-08
1963,1.2932106496776896e-09,3.168366191630412e-08
1964,2.4335873316516654e-09,4.562976130273455e-08
1965,5.472043373977442e-10,3.6115487489496445e-08
1966,5.539074754423723e-10,3.101881773659443e-08
1967,4.930335584241163e-10,4.53590871529741e-08
1968,0.0,3.5482184301827147e-08
1969,9.083515606356229e-10,3.3609008909252225e-08
1970,2.2993624781975086e-09,3.7709543931896405e-08
1971,3.083038491169532e-09,3.802414028086787e-08
1972,5.130146862875051e-10,3.796308689629768e-08
1973,0.0,3.528450420731133e-08
1974,0.0,3.825388716904854e-08
1975,0.0,3.1413140533231854e-08
1976,1.7140580066410394e-09,3.5423866506789636e-08
1977,0.0,1.9393379346865913e-08
1978,0.0,1.544553818177974e-08
1979,1.1703946700691858e-09,2.4578287849408298e-08
1980,1.1370301367108482e-09,3.581644847372445e-08
1981,6.325549528618524e-10,2.9730083284107423e-08
1982,6.207502289967692e-10,1.5518756057986138e-08
1983,6.315316047889041e-10,3.6628833299801045e-08
1984,0.0,1.739702604197646e-08
1985,1.2031116103372597e-09,1.804667348892508e-08
1986,1.1988970927134801e-09,2.3378493807513223e-08
1987,6.110816852533674e-10,2.3832186002437084e-08
1988,4.197587610832443e-09,1.4391728697660255e-08
1989,0.0,1.8659616074501173e-08
1990,0.0,1.7435683119515488e-08
1991,0.0,2.6962739596569918e-08
1992,2.7549720282848966e-09,3.4712648755430564e-08
1993,1.661762283333701e-09,1.717154241021035e-08
1994,0.0,2.3737170451454404e-08
1995,1.626735190995987e-09,2.2232049090575856e-08
1996,1.067618438099771e-09,2.081855932090093e-08
1997,0.0,2.4453962410575514e-08
1998,1.43043876743576e-09,2.4794271524797296e-08
1999,9.140402323914998e-10,1.5995704316651427e-08
2000,4.4180314962005696e-10,4.1971297548570874e-08
2001,3.5049694258049158e-09,1.7524847351069184e-08
2002,4.38122149670761e-10,2.059174164514843e-08
2003,2.083461403401543e-09,2.4584844382502524e-08
2004,8.809582507929292e-10,2.8190664025373735e-08
2005,9.007499190971657e-10,1.8915748967174295e-08
2006,1.6471559671771274e-09,3.253132874192488e-08
2007,2.3966877371606188e-09,1.4380126422963713e-08
2008,8.514879357157668e-10,2.171294255504108e-08
2009,4.291373478793048e-09,1.7165493915172192e-08
2010,3.7790344187271785e-09,2.9759895880943077e-08
2011,5.7359579308524644e-09,1.644307978665438e-08
2012,7.829781267787439e-09,2.5531894820574053e-08
2013,5.578249862026041e-09,1.840822605458925e-08
2014,5.630157673408576e-09,3.13989545475124e-08
2015,4.211493376260478e-09,2.2830725754374726e-08
2016,6.421154274960372e-09,3.3762841411544287e-08
2017,5.534344982294215e-09,2.0628013075452145e-08
2018,6.195520096952123e-09,2.323320025254816e-08
2019,7.397864543179367e-09,3.1122048937959335e-08
