year,ses_DET oies_NOUN,ses_DET noix_NOUN
1846,1.5807152919933287e-08,2.6930705665506594e-08
1847,7.011190739092399e-09,1.6718993300912643e-08
1848,1.045878850192139e-08,3.781254109824772e-08
1849,1.5920887719289567e-08,2.5976185646925387e-08
1850,8.146795238417326e-09,1.1541293254424545e-08
1851,1.870337307252612e-08,1.4833709149897345e-08
1852,1.3672145193766028e-08,2.1484799939130994e-08
1853,1.2541057081705276e-08,1.3138250043454036e-08
1854,2.0782657927931325e-08,9.352196184142514e-09
1855,1.3798036491152743e-08,1.1144567935161831e-08
1856,2.174419400091665e-08,8.801221695886596e-09
1857,1.4644527368545823e-08,2.0990489346672803e-08
1858,7.34051397444091e-09,1.3212924920846802e-08
1859,2.6479302084325695e-08,1.78226069458276e-08
1860,2.380135608048839e-08,2.1512764097897374e-08
1861,2.5466203590340797e-08,8.960331143725853e-09
1862,1.3553958982948089e-08,2.755971628687348e-08
1863,2.2975255475898848e-08,5.494082799817335e-09
1864,1.821996631345968e-08,7.671564605793435e-09
1865,2.7299698113214532e-08,1.929806203726514e-08
1866,7.784980660119345e-09,1.80027684426598e-08
1867,5.338092634588065e-09,3.3484399253325137e-08
1868,1.1361710683388537e-08,1.0373735648272486e-08
1869,1.9534076356464425e-08,1.562726070769571e-08
1870,7.454262984651905e-09,1.9495766334642894e-08
1871,2.230447138096281e-08,1.9118119309879944e-08
1872,3.205089793567595e-08,1.69325495846806e-08
1873,8.979006871356887e-09,1.2570609442263958e-08
1874,3.226288780577846e-08,1.9118749250424116e-08
1875,3.2612703648737806e-08,1.2015206940496626e-08
1876,5.441413541973361e-09,1.2092029377797076e-08
1877,2.22653372405901e-08,1.2988113695655557e-08
1878,1.509772218355465e-08,1.2078177513696886e-08
1879,7.94212251520321e-09,3.115755908833506e-08
1880,1.3477476912271413e-08,2.1178892639639457e-08
1881,2.6495528548942104e-08,3.2073534494969635e-08
1882,1.5972924316542958e-08,1.1314154946262533e-08
1883,1.7062215640351042e-08,1.5798347796636136e-08
1884,1.8484752395409032e-08,1.5183903911974994e-08
1885,1.933690724209569e-08,5.156508664505566e-09
1886,3.033128009866104e-08,2.1941776617850905e-08
1887,1.828098916689669e-08,2.154545164501087e-08
1888,2.9800888867725916e-08,1.9021843655764314e-08
1889,1.50363277384713e-08,1.0650732185091272e-08
1890,2.3595790488162294e-08,9.83157938394541e-09
1891,1.5298128430707436e-08,1.2748440525456317e-08
1892,2.570090096298827e-08,1.5671280939599797e-08
1893,1.539604177480669e-08,9.85346676474208e-09
1894,1.5753848003896564e-08,1.9534772022211655e-08
1895,1.865770427045277e-08,1.083350631425617e-08
1896,1.1794058174530164e-08,1.0024949093079272e-08
1897,1.5149455578900017e-08,1.3984112534615178e-08
1898,1.4711722506888236e-08,5.6583546736987955e-09
1899,3.8693048765026106e-08,2.432134493801641e-08
1900,2.855079306307573e-08,1.713047592666328e-08
1901,7.824234593556412e-09,8.941982321264419e-09
1902,2.160524809058373e-08,1.5221880644844532e-08
1903,1.7820727560291516e-08,1.5660638563730345e-08
1904,2.0961038238453966e-08,2.042357571951925e-08
1905,7.225062881310862e-09,1.4450125540577119e-08
1906,3.806696469155213e-08,3.7552548404207187e-08
1907,4.525702124169584e-08,1.5428530508732052e-08
1908,2.1610112144188065e-08,2.062783344136676e-08
1909,2.2003934396774838e-08,2.1453836041018803e-08
1910,2.672075316567657e-08,2.0307773018757302e-08
1911,3.724261865567513e-08,1.6493160392982986e-08
1912,1.8753916364300238e-08,2.344239469209697e-08
1913,2.227255713194154e-08,9.545381374209683e-09
1914,3.281404303834279e-08,1.8750882013751635e-08
1915,7.068456930880984e-09,1.0602685840410686e-08
1916,2.966614687238689e-08,1.2086208478478966e-08
1917,1.315970976634162e-08,3.180263163926611e-08
1918,1.9526840588923733e-08,1.6080926812378493e-08
1919,1.012863304339362e-08,1.289098744416961e-08
1920,1.2872793941909322e-08,1.817335570919454e-08
1921,1.7417319808643583e-08,6.81547268621685e-09
1922,2.7298360905092522e-08,1.918263209388371e-08
1923,2.7601466001669905e-08,2.1231896241147297e-08
1924,2.7072411756812187e-08,7.734974438733389e-09
1925,1.8696901804560184e-08,3.409435223034052e-08
1926,1.7833821197577038e-08,2.8979959765251806e-08
1927,7.246995892273844e-08,1.2264147142282411e-08
1928,2.5137291359556002e-08,1.7139061281312706e-08
1929,2.2280811862174232e-08,1.2254447234738564e-08
1930,1.3654685049324655e-08,1.9956847396862543e-08
1931,2.167017854048936e-08,2.0529641986399838e-08
1932,7.6716757391182e-09,1.53433514782364e-08
1933,1.8353059516584835e-08,1.8353059516584835e-08
1934,1.9170528275935794e-08,1.9170528275935794e-08
1935,2.752705263731059e-08,1.9149254626427137e-08
1936,2.9099314957647948e-08,2.182448710641438e-08
1937,2.5182236740306507e-08,1.6368453259474336e-08
1938,1.1668692678767911e-08,2.7226949583791793e-08
1939,2.141167065872196e-08,1.2235240376412548e-08
1940,2.028626333583361e-08,4.057252622757801e-08
1941,1.1806010391524069e-08,1.7709016475464523e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,3.4838823381733164e-08,1.132261719938299e-07
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,1.5249527862692958e-08,2.178504088234945e-08
1946,2.3665877257883494e-08,2.7842208538686464e-08
1947,3.457052732969146e-08,1.4305045148432782e-08
1948,1.522064252412747e-08,2.7179719142012004e-08
1949,2.1597417965146803e-08,4.221313587571274e-08
1950,2.4461330738745346e-08,2.1270722072586068e-08
1951,1.9190522948520083e-08,1.4925962688039363e-08
1952,2.5307528517259925e-08,7.381362632230548e-09
1953,2.693456835345387e-08,1.6160741300730308e-08
1954,1.3681550115052232e-08,2.247683239531284e-08
1955,1.220129064449793e-08,1.8771215692936494e-08
1956,1.2209597999301991e-08,1.4825940475304833e-08
1957,3.180613461495341e-08,2.9155624581278516e-08
1958,2.1507833736222892e-08,2.3162282314359572e-08
1959,1.5501495198577686e-08,3.642851575946793e-08
1960,2.4914999841030294e-08,2.353083417006019e-08
1961,1.876002997391879e-08,1.5980766210343944e-08
1962,1.2683912586908264e-08,1.3952304200870458e-08
1963,1.6165133231993423e-08,1.939815996720995e-08
1964,1.946869854219102e-08,2.4944270426985327e-08
1965,2.0246559984116175e-08,1.3132904208568164e-08
1966,5.095948907296588e-08,1.273987226824147e-08
1967,1.972134178185314e-08,9.367637721080513e-09
1968,1.886394726535734e-08,1.122853987567396e-08
1969,4.587175481129968e-08,9.991866889436096e-09
1970,1.7935028046034418e-08,2.1154134804968194e-08
1971,3.596878228595557e-08,2.003974941544584e-08
1972,2.0007572487656944e-08,2.3085661382538092e-08
1973,2.5360738176161135e-08,1.0475087075523248e-08
1974,1.0688586016271984e-08,9.563471792262135e-09
1975,1.4278700888326057e-08,1.1994108817248161e-08
1976,1.3712464053128315e-08,1.314111219841152e-08
1977,1.116588582705802e-08,1.5867311020656416e-08
1978,2.1386128423728223e-08,2.5544542703315187e-08
1979,2.8089471748593553e-08,2.457828751634139e-08
1980,2.6720207435548815e-08,1.4212877152974812e-08
1981,1.4548763582755697e-08,3.415796712147312e-08
1982,3.2279010242497463e-08,1.365650492690662e-08
1983,2.273513821648976e-08,1.7682885711245433e-08
1984,2.7835240168361253e-08,2.84151425167245e-08
1985,1.9851341903631692e-08,1.744511812784566e-08
1986,1.498621315931814e-08,1.0190625288064581e-08
1987,1.2221633483022742e-08,1.4054879038383206e-08
1988,1.5591039570495013e-08,1.3192418713003917e-08
1989,1.8659615408367358e-08,6.585746614717891e-09
1990,1.471135746555774e-08,1.798054749535538e-08
1991,1.4653663171770859e-08,1.641210189973208e-08
1992,2.5345743781546304e-08,1.377486047449139e-08
1993,1.0524494165053966e-08,1.9387225436151567e-08
1994,2.479215582829042e-08,1.8989736005892155e-08
1995,2.1689803730851054e-08,1.4098372247417501e-08
1996,2.028475121207407e-08,1.441284935843612e-08
1997,1.1507746866534774e-08,1.9179577259720304e-08
1998,1.6211639697338853e-08,1.5258013519314773e-08
1999,1.7366764665238676e-08,6.398281821029528e-09
2000,1.1928684817696933e-08,1.3695898082310975e-08
2001,1.401987734239718e-08,1.4896120226204346e-08
2002,1.9715496790695397e-08,2.4972962087144168e-08
2003,1.5417615628621206e-08,2.8335075452634584e-08
2004,1.673820673731008e-08,1.4535811138083332e-08
2005,2.7022498017004182e-08,1.4862373554080932e-08
2006,1.4412614379732958e-08,2.0589449700736395e-08
2007,1.477957436990529e-08,2.4366324430369346e-08
2008,1.830699147831183e-08,2.2138685551453818e-08
2009,2.0026408975581944e-08,2.3364142842652313e-08
2010,2.8815136610127468e-08,2.9759895436853867e-08
2011,2.7532598423363197e-08,5.0858826372568444e-08
2012,4.765953676155732e-08,5.0382941152449234e-08
2013,4.0442312609911824e-08,4.21157868579769e-08
2014,5.543539623176219e-08,3.659602204608703e-08
2015,4.189327339199078e-08,4.1449959242712e-08
2016,4.0391132216655024e-08,3.956259386761474e-08
2017,2.3646747338013085e-08,4.276539114500544e-08
2018,5.3436360447634e-08,3.846385532302321e-08
2019,3.4693431849586176e-08,3.137715098855409e-08
